gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function
EHMT1,5.037298909,8.887170758,4.893773798,1.02434337049695e-06,0.002268921,0.174879155,NA
COL5A1,2.481601739,10.24676954,3.451880412,0.0005619,0.608835619,-1.484921428,Matrisome/cell adhesion/binding/signaling
DAPK2,4.321057439,8.604854612,3.346700998,0.000824608,0.608835619,-3.014269168,Development (apoptosis)
ARHGEF7,2.812751216,9.217021702,2.992653225,0.002780896,0.688443762,-2.821996175,NA
CDKL1,-3.680378395,7.604565785,-2.754322508,0.005905387,0.688443762,-3.630674544,NA
CHURC1-FNTB,3.699336191,8.114075873,2.940794534,0.00329066,0.688443762,-3.377001107,NA
DENND2A,3.305133872,8.618637248,2.772735737,0.005581967,0.688443762,-3.459766061,NA
HEATR5B,-3.394306672,8.074213383,-2.832389137,0.004641022,0.688443762,-3.408837758,NA
KCTD7,-3.552044453,8.801953181,-2.856873405,0.004298296,0.688443762,-3.439472908,Transport
NUP88,4.354397465,8.037552435,3.082750909,0.002063581,0.688443762,-3.434131504,NA
OSMR,3.250999562,8.836361661,2.791297388,0.005272207,0.688443762,-3.408411529,NA
POLN,3.240789728,8.380724013,2.826320678,0.004729708,0.688443762,-3.349535112,NA
PTPRB,4.027340515,8.328456964,2.922163545,0.00349367,0.688443762,-3.532834507,NA
RABGEF1,-4.25528994,8.301712852,-2.811593529,0.004951351,0.688443762,-3.744867625,Transport
RP4-608O15.3,-4.196677489,7.727393384,-2.828033121,0.004704528,0.688443762,-3.708255531,NA
SETBP1,2.348782021,9.968057668,2.858798719,0.004272345,0.688443762,-2.797288248,NA
SRBD1,4.146316757,8.332045825,2.848759995,0.004409235,0.688443762,-3.667615999,NA
ZFHX4,-3.631993087,8.320218071,-2.759839937,0.005806746,0.688443762,-3.606142318,NA
ZNF532,3.589999304,8.148484353,2.835629633,0.004594283,0.688443762,-3.485748055,NA
EPB41L4B,2.495172271,9.084574853,2.702462648,0.006909032,0.69561389,-3.183059782,NA
MGAT5,2.127372516,9.974472566,2.710586668,0.006742313,0.69561389,-2.958870729,NA
SCIN,3.628550873,8.120709374,2.722720944,0.006500028,0.69561389,-3.653441148,NA
LONP2,-3.918028917,7.914724836,-2.624233071,0.008714238,0.714890244,-3.858782253,NA
MRPS5,4.109911801,7.350748862,2.665798578,0.007708452,0.714890244,-3.865346469,NA
OLA1,2.975904758,8.212988206,2.629358141,0.008584185,0.714890244,-3.531921307,NA
SAMD12,1.995488575,10.07162901,2.651415777,0.00804405,0.714890244,-2.9984054,NA
TMEM132C,1.796318807,10.50105452,2.645652045,0.00818217,0.714890244,-2.896476304,NA
IKZF1,3.374509827,8.106866751,2.606869001,0.009168056,0.725258725,-3.713660753,Inflammation/Immune/Stress/Toxic/Detox
ABCB9,3.32606574,7.62679702,2.391050483,0.016841735,0.730767656,-3.948366976,Metabolism (other)
ADAMTS16,-3.211961266,8.944305229,-2.542826686,0.01102971,0.730767656,-3.738984094,NA
ADAMTSL2,3.069930549,7.768129838,2.001476438,0.045401952,0.730767656,-4.242483627,NA
ADCY3,2.748750146,8.707206087,2.086994211,0.036945684,0.730767656,-4.108913163,NA
ADORA1,3.303355657,7.910649329,2.030514863,0.042363848,0.730767656,-4.257906765,NA
AGPAT4,2.034184988,8.947599104,2.051493883,0.040277548,0.730767656,-3.959736246,NA
AKAP13,-1.994713524,9.693540381,-2.136965089,0.032655447,0.730767656,-3.840143912,NA
ANKRD28,-3.708581666,8.790789685,-2.306670009,0.021119142,0.730767656,-4.114457271,NA
ANKRD30B,-3.097960516,7.719878735,-1.981978112,0.047543393,0.730767656,-4.261129076,NA
ATE1,2.457545789,8.784035051,2.285752144,0.022315778,0.730767656,-3.805431815,NA
ATG2A,4.055589327,7.900576687,2.407710938,0.016093509,0.730767656,-4.095990485,Metabolism (other)
BOC,2.991048663,8.466960936,2.012850861,0.044190713,0.730767656,-4.22060583,Development (differentiation)
C12orf42,1.826548606,9.492228222,2.191238761,0.028486419,0.730767656,-3.705642832,NA
C4orf51,-2.894513208,7.761801863,-1.974089639,0.048433579,0.730767656,-4.234041809,NA
CABLES1,2.07222829,9.019617606,2.067741883,0.038722228,0.730767656,-3.951571949,Development (differentiation)
CADPS,1.537615902,10.40515528,2.216867933,0.026682709,0.730767656,-3.560286563,Transport
CAMK2D,-2.470981637,9.052270975,-2.116111534,0.034390957,0.730767656,-4.010503369,Transport
CCAR1,-3.878649267,8.074213383,-2.083624971,0.037251479,0.730767656,-4.300498542,NA
COL18A1,-2.078604099,9.379676972,-2.177945408,0.029462675,0.730767656,-3.814528027,Matrisome/cell adhesion/binding/signaling
