gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function
TSPAN18,-1.212288228,8.936964688,-4.092039912,4.29573641462737e-05,0.364063661,-3.060824032,Matrisome/cell adhesion/binding/signaling
TSPAN18,-1.212288228,8.936964688,-4.092039912,4.29573641462737e-05,0.364063661,-3.060824032,Motility
ARHGAP42,1.199102855,8.760048316,3.927906523,8.60279899938428e-05,0.364543608,-3.255978016,NA
PPP1R15B,4.597012883,4.136748784,3.626110957,0.000288565,0.81519687,-4.515206881,Metabolism (other)
ARHGAP22,-0.956095256,9.101168896,-3.550880124,0.000384986,0.815688793,-3.285888683,NA
A3GALT2,-1.799884999,4.492917181,-1.333855005,0.182269302,0.840899769,-4.590620551,Metabolism or Transport (lipid)
AACS,-0.943594759,7.491789509,-1.886878936,0.059193685,0.840899769,-4.495691304,Metabolism (other)
AASDH,-1.07899046,5.498827346,-1.030821331,0.302639322,0.840899769,-4.594612514,NA
ABCA12,0.388481539,8.396321809,1.154192154,0.248437672,0.840899769,-4.575786305,Metabolism or Transport (lipid)
ABCA2,0.908183156,6.325401883,1.196638824,0.231464098,0.840899769,-4.587699934,Metabolism or Transport (lipid)
ABCB5,0.836629565,7.767471157,1.856747994,0.063364353,0.840899769,-4.480681966,Metabolism (other)
ABCC11,0.537229465,7.246938905,1.036577394,0.299947641,0.840899769,-4.593803907,Transport
ABCC6,-0.948843914,7.006714773,-1.663431287,0.096244621,0.840899769,-4.541503403,Transport
ABCD4,-1.324612642,5.166296849,-0.995397297,0.319557282,0.840899769,-4.595210831,Metabolism or Transport (lipid)
ABCF2,2.282226824,5.373057537,1.57710269,0.11479056,0.840899769,-4.587610177,NA
ABCG1,-0.478597022,7.797157942,-1.039238992,0.298708424,0.840899769,-4.593692387,Metabolism or Transport (lipid)
ABHD11,1.517400951,4.656481234,1.022028652,0.306781926,0.840899769,-4.594928683,Metabolism or Transport (lipid)
ABHD12B,0.949701699,5.948564105,1.034306254,0.30100777,0.840899769,-4.594410879,Metabolism or Transport (lipid)
ABHD13,-1.34042823,5.344208823,-1.001275048,0.316708146,0.840899769,-4.595139977,Metabolism or Transport (lipid)
ABHD14B,-1.216589033,5.412301537,-1.01430653,0.310450987,0.840899769,-4.594962718,Metabolism or Transport (lipid)
ABHD15,1.346692951,4.928156299,1.118455596,0.263388312,0.840899769,-4.593345144,NA
