gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
CALM1,1.922306613,7.233491548,10.9930202,3.81E-12,3.12E-08,17.74567665,Transport,0.254582717
ITM2B,1.934358719,7.020084012,11.43536828,1.44E-12,3.12E-08,18.71525254,Matrisome/cell adhesion/binding/signaling,0.234999431
OST4,2.742786203,2.946734679,11.0270259,3.53E-12,3.12E-08,17.52592383,Metabolism (other),0.026357737
RPL32,2.309535731,5.41920624,10.96511692,4.06E-12,3.12E-08,17.6794476,NA,0.109814414
RPL26,2.193301039,4.999952144,10.73887482,6.76E-12,4.15E-08,17.16554742,NA,0.081748833
CA2,2.375961367,7.573501225,10.57931883,9.72E-12,4.97E-08,16.79593543,Inflammation/Immune/Stress/Toxic/Detox,0.369236024
CD59,2.271910074,7.523369091,10.50228804,1.16E-11,5.09E-08,16.62670664,NA,0.344529204
SERF2,2.753044151,6.798041936,10.44378404,1.33E-11,5.09E-08,16.5072987,NA,0.300352955
PRNP,2.045937545,7.369113248,10.3732507,1.56E-11,5.33E-08,16.33912096,NA,0.277240123
COMMD8,2.054967301,3.022774855,10.05141975,3.31E-11,9.24E-08,15.31433991,NA,0.021234202
EIF4B,1.472736807,6.627817409,10.06220139,3.23E-11,9.24E-08,15.65130148,NA,0.157861778
LDHB,1.980866476,6.223752359,9.860408514,5.20E-11,1.33E-07,15.18229764,NA,0.155072299
NDUFA1,2.351746574,4.388190685,9.825896822,5.65E-11,1.33E-07,15.06943475,NA,0.057098941
RPL34,2.000581564,5.555736155,9.613255216,9.41E-11,2.02E-07,14.60524603,NA,0.108163498
RPL7A,2.877858642,4.878864369,9.591523233,9.92E-11,2.02E-07,14.55384654,NA,0.111636115
RPS6,2.560557601,5.719090633,9.566119081,1.05E-10,2.02E-07,14.48783932,NA,0.153250598
DNAJB9,2.058072558,3.84778279,9.457917924,1.37E-10,2.34E-07,14.16654862,Metabolism (other),0.034840032
RPL38,2.064783069,5.144934202,9.469641833,1.33E-10,2.34E-07,14.26139842,NA,0.083285893
COX7C,2.475679283,5.062701599,9.406078908,1.56E-10,2.34E-07,14.11310339,NA,0.098485711
H3F3B,2.745115865,4.11877911,9.431864687,1.46E-10,2.34E-07,14.16172202,NA,0.05869293
RPLP1,2.359843654,6.456898615,9.394451046,1.60E-10,2.34E-07,14.05517852,NA,0.201639531
FTH1,2.874062974,6.295459975,9.266863561,2.19E-10,2.92E-07,13.73777908,NA,0.238016623
UBB,2.717111116,4.503744315,9.268344847,2.18E-10,2.92E-07,13.78068049,Metabolism (other),0.076966868
SAP18,2.243573964,4.203485712,9.249413051,2.28E-10,2.92E-07,13.7122196,NA,0.048445861
CD74,3.923064521,1.062968885,9.227275447,2.41E-10,2.94E-07,13.3000311,Inflammation/Immune/Stress/Toxic/Detox,0.015598315
NCL,1.836654403,5.483057301,9.199762603,2.58E-10,2.94E-07,13.61740763,NA,0.089775703
UHMK1,1.62185144,5.816141148,9.208514458,2.53E-10,2.94E-07,13.63675247,NA,0.101332119
EEF1A1,3.20720673,8.23707663,9.182702254,2.69E-10,2.95E-07,13.39454264,NA,0.576966868
EIF4G1,1.460433383,6.091780894,9.163461499,2.82E-10,2.99E-07,13.5241773,NA,0.112262325
HSP90AB1,2.539761438,6.864467374,9.110402846,3.22E-10,3.19E-07,13.33820862,Metabolism (other),0.253785722
MGP,4.637518129,2.952411771,9.120870389,3.14E-10,3.19E-07,13.40994857,NA,0.048844358
PTMA,2.310340976,5.788392709,9.042787003,3.81E-10,3.66E-07,13.22290363,NA,0.141580326
EIF1,2.446604579,5.024350241,8.993179886,4.31E-10,3.89E-07,13.11719478,NA,0.098144142
MAP1B,2.724084754,4.475502273,8.995080651,4.29E-10,3.89E-07,13.12178504,NA,0.067402937
GLUL,2.026609377,5.74433795,8.980061675,4.45E-10,3.91E-07,13.07370447,Metabolism (other),0.1176705
MXRA7,1.640534091,6.880724528,8.965668227,4.62E-10,3.94E-07,13.00204287,NA,0.199305476
PPIA,2.303557664,5.146292818,8.95013822,4.80E-10,3.98E-07,13.01069985,NA,0.098371855
TTR,3.107396882,13.26646819,8.934302029,4.99E-10,4.04E-07,12.27676962,NA,0.977171809
EIF3F,1.607316252,4.74430902,8.919827273,5.18E-10,4.08E-07,12.92866661,NA,0.052316976
ATMIN,1.985081271,4.205810487,8.868913572,5.88E-10,4.21E-07,12.78723355,Metabolism (other),0.045542525
CSTB,2.630740589,4.44415257,8.891157777,5.56E-10,4.21E-07,12.86744053,NA,0.066947512
HNRNPH2,2.117480282,3.705101189,8.859209534,6.03E-10,4.21E-07,12.74806914,NA,0.032619834
ISCU,2.400766977,5.322527608,8.867808199,5.90E-10,4.21E-07,12.80327636,NA,0.106341797
TMSB4X,3.313121895,3.727335503,8.867288663,5.91E-10,4.21E-07,12.80066838,NA,0.055846522
TUBA1B,3.369203404,4.709587232,8.845891962,6.23E-10,4.25E-07,12.74951852,Transport,0.127462143
PDE12,1.615715204,3.862988108,8.820331085,6.65E-10,4.34E-07,12.64024503,Metabolism (other),0.026414665
TMBIM6,2.636447442,7.768264902,8.824813734,6.57E-10,4.34E-07,12.57063024,NA,0.429864511
SPP1,4.210141211,1.80169648,8.81066974,6.81E-10,4.36E-07,12.54361162,Inflammation/Immune/Stress/Toxic/Detox,0.024479107
MTPN,1.524229755,5.354425077,8.799758245,7.00E-10,4.39E-07,12.64388283,NA,0.074291244
NPC2,2.456118844,6.60529699,8.774196128,7.47E-10,4.59E-07,12.51677065,Metabolism or Transport (lipid),0.247238984
RFK,2.21939557,2.552882723,8.730349791,8.34E-10,5.02E-07,12.27997243,NA,0.0175908
SARAF,1.737827314,6.103443739,8.710788378,8.76E-10,5.18E-07,12.40422188,NA,0.132756461
TSPYL1,2.416284178,5.125795982,8.64564557,1.03E-09,5.99E-07,12.2556642,NA,0.100535125
USP22,1.111928306,6.360058889,8.629498324,1.08E-09,6.13E-07,12.2056531,Metabolism (other),0.117328931
NGRN,2.095274605,4.826589414,8.59140854,1.19E-09,6.51E-07,12.12860584,Development (differentiation),0.06916771
RPL41,2.671901239,5.936489563,8.594055807,1.18E-09,6.51E-07,12.09187989,NA,0.184048731
