"","X.2","X.1","X","show","Aggregated","pathway","gs_number.x","gs_description.x","gs_number.y","gs_description.y","gs_number.x.x","gs_description.x.x","gs_number.y.y","gs_description.y.y","pval","padj","log2err","ES","NES","size","leadingEdge"
"1","11","11","11","","Adhesion","GOCC_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE","GO:0031226","The component of the plasma membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane. [GOC:dos, GOC:mah]","GO:0031226","The component of the plasma membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane. [GOC:dos, GOC:mah]","GO:0031226","The component of the plasma membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane. [GOC:dos, GOC:mah]","GO:0031226","The component of the plasma membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane. [GOC:dos, GOC:mah]","1.75993290980998e-07","0.000542499319448927","0.690132458796796","0.325500517689809","1.60918943615104","1003","c(""ADGRG6"", ""TRPM6"", ""CDH2"", ""SEMA6A"", ""ATP10A"", ""IL1R1"", ""IL18R1"", ""SLC7A1"", ""IL6R"", ""CACNA1C"", ""TPO"", ""CEMIP2"", ""SLC1A1"", ""SLCO2B1"", ""IL4R"", ""MFSD2A"", ""NRP2"", ""SLC38A5"", ""SLC39A10"", ""SEMA3A"", ""TGFBR3"", ""GGT5"", ""MRC1"", ""PRRG1"", ""ADGRL3"", ""TSPAN5"", ""C7"", ""RAMP3"", ""SGMS1"", ""SLC16A1"", ""ITGA2"", ""PLPPR4"", ""LY96"", ""ESYT2"", ""SLC2A1"", ""ADGRL2"", ""ADAM23"", ""LMBR1"", ""ABCA1"", ""SLC39A8"", ""GABRE"", ""IFNGR1"", ""CNTN1"", ""CYSLTR1"", ""FLRT2"", ""IL6ST"", ""PCDH19"", ""IFNAR2"", ""OSMR"", ""ATP8B1"", ""SCARB1"", ""ACVR1"", ""CALCRL"", 
""TFRC"", ""SLC26A2"", ""SLC38A2"", ""MMP16"", ""JAK2"", ""KCNIP4"", ""CD36"", ""ITGA6"", ""PCDH17"", ""TNFRSF21"", ""TGFBR2"", ""LRRC8B"", ""GPM6A"", ""PROM1"", ""PLSCR1"", ""ACVR2A"", ""CLEC2B"", ""SLC30A1"", ""TLR5"", ""ESYT3"", ""MMD"", ""NRXN3"", ""PCDH15"", ""SLC5A6"", ""CNR1"", ""SLC12A6"", ""LRRC8D"", ""NRP1"", ""EPHA3"", ""ABCB4"", ""IFNGR2"", ""SLC26A7"", ""SEMA3E"", ""GPRC5A"", ""EPHA7"", ""TLR4"", ""GPR35"", ""PCDH7"", ""EGFR"", ""CLCN5"", ""SLC52A3"", ""IGF1R"", ""ATP7B"", ""ITPR3"", ""PTPRK"", ""SLC6A6"", ""SLC2A3"", ""SLCO2A1"", ""IL10RB"", ""CSF2RB"", ""ROBO1"", ""SYT7"", ""IL1RAP"", 
""GABRB2"", ""VWC2"", ""PCDHGA6"", ""OBSCN"", ""CLCN4"", ""TSPAN12"", ""EPS8"", ""SLC38A6"", ""FZD4"", ""KIT"", ""NTRK3"", ""SLC16A2"", ""SLC16A7"", ""LPAR6"", ""TRABD2A"", ""PERP"", ""TSPAN18"", ""SDCBP"", ""LRP12"", ""JAM2"", ""TIE1"", ""ADGRL4"", ""KCNJ6"", ""KTN1"", ""P2RX4"", ""CD99"", ""SLC26A5"", ""VCAM1"", ""CD320"", ""BMPR2"", ""STOM"", ""BMP2"", ""SLC22A4"", ""TMEM130"", ""PSEN2"", ""IKBKB"", ""LYN"", ""VSIG2"", ""GRIA3"", ""CDHR5"")"
"2","186","186","186","","Immune","GOMF_IMMUNE_RECEPTOR_ACTIVITY","GO:0140375","Receiving a signal and transmitting it in a cell to initiate an immune response. [PMID:31415752, Wikipedia:Immune_receptor]","GO:0140375","Receiving a signal and transmitting it in a cell to initiate an immune response. [PMID:31415752, Wikipedia:Immune_receptor]","GO:0140375","Receiving a signal and transmitting it in a cell to initiate an immune response. [PMID:31415752, Wikipedia:Immune_receptor]","GO:0140375","Receiving a signal and transmitting it in a cell to initiate an immune response. [PMID:31415752, Wikipedia:Immune_receptor]","2.08042398797509e-05","0.00754459640345085","0.575610261071129","0.582008466789032","2.63271998501865","67","c(""IL1R1"", ""IL18R1"", ""IL6R"", ""IL4R"", ""IL7R"", ""IL1RL1"", ""IFNGR1"", ""IL6ST"", ""IFNAR2"", ""OSMR"", ""IFNGR2"", ""GPR35"", ""IL21R"", ""IL10RB"", ""CSF2RB"", ""IL1RAP"", ""FZD4"")"
"3","193","193","193","","Immune","GOMF_CYTOKINE_RECEPTOR_ACTIVITY","GO:0004896","Combining with a cytokine and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity. [GOC:add, GOC:mah]","GO:0004896","Combining with a cytokine and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity. [GOC:add, GOC:mah]","GO:0004896","Combining with a cytokine and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity. [GOC:add, GOC:mah]","GO:0004896","Combining with a cytokine and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity. [GOC:add, GOC:mah]","9.51738027186911e-06","0.00533405903418846","0.593325476396405","0.611109906098799","2.75129824040421","57","c(""IL1R1"", ""IL18R1"", ""IL6R"", ""IL4R"", ""IL7R"", ""IL1RL1"", ""IFNGR1"", ""IL6ST"", ""IFNAR2"", ""OSMR"", ""IFNGR2"", ""GPR35"", ""IL21R"", ""IL10RB"", ""CSF2RB"", ""IL1RAP"", ""FZD4"")"
"4","247","247","247","","Metabolism","GOBP_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION","GO:0097035","Any process that modulates the proportions or spatial arrangement of lipids in a cellular membrane. [GOC:mah, PMID:18441123, PMID:20823909]","GO:0097035","Any process that modulates the proportions or spatial arrangement of lipids in a cellular membrane. [GOC:mah, PMID:18441123, PMID:20823909]","GO:0097035","Any process that modulates the proportions or spatial arrangement of lipids in a cellular membrane. [GOC:mah, PMID:18441123, PMID:20823909]","GO:0097035","Any process that modulates the proportions or spatial arrangement of lipids in a cellular membrane. [GOC:mah, PMID:18441123, PMID:20823909]","3.22726748699962e-05","0.00865048002493593","0.557332238758646","0.613945723883355","2.73172363785159","47","c(""ATP10A"", ""ABCB1"", ""MFSD2A"", ""ABCA1"", ""PLSCR4"", ""ATP8B1"", ""PLSCR1"", ""ABCB4"", ""ATP9A"", ""SLC66A2"", ""PLSCR2"", ""TLCD2"", ""ATP11A"")"
"5","291","291","291","","Metabolism (Lipid)","GOBP_LIPID_LOCALIZATION","GO:0010876","Any process in which a lipid is transported to, or maintained in, a specific location. [GOC:BHF, GOC:dph, GOC:tb]","GO:0010876","Any process in which a lipid is transported to, or maintained in, a specific location. [GOC:BHF, GOC:dph, GOC:tb]","GO:0010876","Any process in which a lipid is transported to, or maintained in, a specific location. [GOC:BHF, GOC:dph, GOC:tb]","GO:0010876","Any process in which a lipid is transported to, or maintained in, a specific location. [GOC:BHF, GOC:dph, GOC:tb]","2.35601890650416e-06","0.00208065478965884","0.627256739718528","0.41038702819432","1.98081495840764","301","c(""ATP10A"", ""ABCB1"", ""SLCO2B1"", ""MFSD2A"", ""LIPG"", ""PLIN2"", ""PLPPR4"", ""NMUR2"", ""ESYT2"", ""PLA2G4A"", ""SLC2A1"", ""PPARD"", ""ABCA1"", ""PLSCR4"", ""PPARG"", ""ABCC4"", ""ATP8B1"", ""SCARB1"", ""ACSL5"", ""CD36"", ""LPL"", ""ABCD3"", ""PLSCR1"", ""ESYT3"", ""EDN1"", ""SPNS2"", ""ABCB4"", ""ABCG2"", ""HILPDA"", ""ATP9A"", ""OSBPL10"", ""NFKB1"", ""ANXA2"", ""PRELID2"", ""PLA2G4C"", ""SLCO2A1"", ""VAPA"", ""ARL8B"", ""SYT7"", ""UGCG"", ""CHKA"", ""PIP4K2A"", ""FABP4"", ""CERT1"", ""FZD4"", ""TNFRSF11A"", ""STX12"", ""CRY1"", ""P2RX4"", ""SCARB2"")"
"6","342","342","342","","Transport","GOMF_MOLECULAR_TRANSDUCER_ACTIVITY","GO:0060089","A compound molecular function in which an effector function is controlled by one or more regulatory components. [GOC:dos, GOC:pdt]","GO:0060089","A compound molecular function in which an effector function is controlled by one or more regulatory components. [GOC:dos, GOC:pdt]","GO:0060089","A compound molecular function in which an effector function is controlled by one or more regulatory components. [GOC:dos, GOC:pdt]","GO:0060089","A compound molecular function in which an effector function is controlled by one or more regulatory components. [GOC:dos, GOC:pdt]","1.13799605113378e-06","0.00175393641380994","0.643551836150722","0.360925392798415","1.76174927849993","582","c(""ADGRG6"", ""PKHD1L1"", ""IL1R1"", ""IL18R1"", ""ACKR1"", ""IL6R"", ""IL4R"", ""NRP2"", ""IL7R"", ""TGFBR3"", ""NR3C2"", ""MRC1"", ""ADGRL3"", ""IL1RL1"", ""RAMP3"", ""ITGA2"", ""NMUR2"", ""LY96"", ""ADGRL2"", ""PPARD"", ""RORA"", ""LMBR1"", ""ABCA1"", ""GABRE"", ""IFNGR1"", ""PRTG"", ""CYSLTR1"", ""IL6ST"", ""NR5A2"", ""PPARG"", ""IFNAR2"", ""OSMR"", ""SCARB1"", ""ACVR1"", ""CALCRL"", ""PGR"", ""SORT1"", ""CD36"", ""TNFRSF6B"", ""TGFBR2"", ""ACVR2A"", ""TLR5"", ""MMD"", ""NRXN3"", ""CNR1"", ""ROBO2"", ""NR2F2"", ""NRP1"", ""EPHA3"", ""IFNGR2"", ""GPRC5A"", ""EPHA7"", ""TLR4"", ""GPR35"", ""LRP8"", ""STAT3"", 
""TMEM123"", ""NR2F1"", ""EGFR"", ""IL21R"", ""IGF1R"", ""ANTXR2"", ""PTPRK"", ""GPR85"", ""GPR146"", ""TNFRSF10D"", ""ESR2"", ""IL10RB"", ""CSF2RB"", ""ROBO1"", ""IL1RAP"", ""TNFRSF10B"", ""GABRB2"", ""PAQR5"", ""CELSR1"", ""TNFRSF19"", ""TSPAN12"", ""TAPT1"", ""FZD4"", ""KIT"", ""NTRK3"", ""FAS"", ""LPAR6"", ""TNFRSF11A"", ""NECTIN2"", ""NR3C1"", ""NR1D1"", ""TIE1"", ""ADGRL4"", ""CRY1"", ""P2RX4"", ""SCARB2"")"
"7","846","846","846",NA,NA,"GOBP_CARBOXYLIC_ACID_TRANSPORT","GO:0046942","The directed movement of carboxylic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Carboxylic acids are organic acids containing one or more carboxyl (COOH) groups or anions (COO-). [GOC:ai]","GO:0046942","The directed movement of carboxylic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Carboxylic acids are organic acids containing one or more carboxyl (COOH) groups or anions (COO-). [GOC:ai]","GO:0046942","The directed movement of carboxylic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Carboxylic acids are organic acids containing one or more carboxyl (COOH) groups or anions (COO-). [GOC:ai]","GO:0046942","The directed movement of carboxylic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Carboxylic acids are organic acids containing one or more carboxyl (COOH) groups or anions (COO-). [GOC:ai]","3.39564252191442e-05","0.00872255672816765","0.557332238758646","0.43827595067015","2.08272650485715","180","c(""SLC7A5"", ""SLC7A1"", ""SLC1A1"", ""SLCO2B1"", ""SLC38A5"", ""SLC16A1"", ""NMUR2"", ""PLA2G4A"", ""ABCC4"", ""ATP8B1"", ""SNCA"", ""SLC26A2"", ""SLC38A2"", ""CD36"", ""ABCD3"", ""EDN1"", ""SLC1A7"", ""SLC5A6"", ""LRRC8D"", ""ABCB4"", ""SLC26A7"", ""ABCG2"", ""SERINC5"", ""RGS2"", ""SLC6A6"", ""SLCO2A1"", ""SLC38A6"", ""SLC16A2"", ""SLC16A7"", ""TNFRSF11A"", ""STXBP1"", ""P2RX4"", ""SLC26A5"")"
"8","1848","1848","1848",NA,NA,"GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS","GO:1901568","The chemical reactions and pathways involving fatty acid derivative. [GOC:pr, GOC:TermGenie]","GO:1901568","The chemical reactions and pathways involving fatty acid derivative. [GOC:pr, GOC:TermGenie]","GO:1901568","The chemical reactions and pathways involving fatty acid derivative. [GOC:pr, GOC:TermGenie]","GO:1901568","The chemical reactions and pathways involving fatty acid derivative. [GOC:pr, GOC:TermGenie]","4.57427192259418e-05","0.00972427117337694","0.557332238758646","0.6129979856496","2.72153586436461","48","c(""FAR2"", ""GGT5"", ""ACSL4"", ""HSD17B4"", ""ELOVL2"", ""ACSL5"", ""ELOVL7"", ""ALOX5"", ""PAM"")"
"9","2510","2510","2510",NA,NA,"GOBP_LIPID_TRANSLOCATION","GO:0034204","The translocation, or flipping, of lipid molecules from one monolayer of a membrane bilayer to the opposite monolayer. [GOC:mah]","GO:0034204","The translocation, or flipping, of lipid molecules from one monolayer of a membrane bilayer to the opposite monolayer. [GOC:mah]","GO:0034204","The translocation, or flipping, of lipid molecules from one monolayer of a membrane bilayer to the opposite monolayer. [GOC:mah]","GO:0034204","The translocation, or flipping, of lipid molecules from one monolayer of a membrane bilayer to the opposite monolayer. [GOC:mah]","2.22004772863684e-05","0.00760366347058117","0.575610261071129","0.644999825472461","2.84467925632396","43","c(""ATP10A"", ""ABCB1"", ""MFSD2A"", ""ABCA1"", ""PLSCR4"", ""ATP8B1"", ""PLSCR1"", ""ABCB4"", ""ATP9A"")"
"10","2924","2924","2924",NA,NA,"GOBP_MONOCARBOXYLIC_ACID_TRANSPORT","GO:0015718","The directed movement of monocarboxylic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:krc]","GO:0015718","The directed movement of monocarboxylic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:krc]","GO:0015718","The directed movement of monocarboxylic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:krc]","GO:0015718","The directed movement of monocarboxylic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:krc]","3.38783647063716e-06","0.00232066798238645","0.627256739718528","0.59845966246487","2.69949280923769","66","c(""SLCO2B1"", ""SLC16A1"", ""NMUR2"", ""PLA2G4A"", ""ABCC4"", ""ATP8B1"", ""CD36"", ""ABCD3"", ""EDN1"", ""SLC5A6"", ""ABCB4"", ""ABCG2"", ""SLCO2A1"", ""SLC16A2"", ""SLC16A7"", ""TNFRSF11A"", ""P2RX4"", ""SLC16A13"", ""SLCO3A1"", ""AKR1C1"")"
