gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
MYL12B,-0.760634221,4.549757606,-1.672476129,0.097297434,0.295139032,-5.128147345,NA,0.021151008
ST3GAL5-AS1,1.065926451,0.977917202,1.672398873,0.097312697,0.295139032,-4.905123955,NA,0.002951303
TLR9,1.201285495,-0.068768167,1.67241828,0.097308863,0.295139032,-4.824636406,NA,0.000491884
SH3RF3-AS1,1.169814335,-0.202561992,1.672312985,0.097329669,0.295159085,-4.81135036,NA,0
C14orf93,0.526905719,3.545635827,1.671941109,0.09740318,0.295287722,-5.11940928,NA,0.023610428
FLT1,-1.04805708,5.356494565,-1.671979246,0.097395639,0.295287722,-5.197805097,Development (differentiation),0.024102312
SPTLC3,-1.186837721,6.590996908,-1.672003577,0.097390829,0.295287722,-5.338736506,Metabolism or Transport (lipid),0.057058534
AC004816.1,0.985492193,1.710622565,1.671547589,0.097481019,0.295303743,-4.963033481,NA,0.005902607
AC005220.1,1.211655736,-0.213364574,1.671738451,0.09744326,0.295303743,-4.811607394,NA,0
AL162390.1,0.93670714,2.091455871,1.671808215,0.097429461,0.295303743,-4.972387514,NA,0.012297098
EIF2A,-0.415331981,5.272842941,-1.671556596,0.097479237,0.295303743,-5.249147957,NA,0.042793901
FBLN2,-0.912492812,2.791754861,-1.671677507,0.097455315,0.295303743,-4.894977951,NA,0.00245942
LINC01962,1.042074734,0.621817834,1.67183235,0.097424688,0.295303743,-4.867970342,NA,0.001967536
USP8,-0.431212517,7.334548561,-1.671581354,0.097474338,0.295303743,-5.63516636,Metabolism (other),0.156419085
AC007342.1,1.119138703,0.413875055,1.671328396,0.097524397,0.295403742,-4.842786855,NA,0.000983768
AC188617.2,1.070494367,0.393787107,1.671061105,0.097577315,0.2954338,-4.843177089,NA,0.000983768
AL022316.1,1.092969152,0.336954273,1.671177017,0.097554364,0.2954338,-4.834642289,NA,0.000983768
CEP350,-0.306033365,7.88413009,-1.671005082,0.09758841,0.2954338,-5.713156121,NA,0.235612395
MCF2,-0.806876839,3.172685239,-1.671062525,0.097577034,0.2954338,-4.930148267,NA,0.004918839
PCDH17,1.121059069,4.06442628,1.671002,0.09758902,0.2954338,-5.259557357,Development (differentiation),0.04525332
PIK3CD,-0.765821164,5.000474003,-1.670964046,0.097596537,0.2954338,-5.153403,Metabolism (other),0.028529267
