"","Show","Aggregated","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"198",NA,NA,"GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY","1.57777996080171e-05","0.00066432840454809","0.575610261071129","0.547206447024063","1.76892472084951","97","c(""ADGRB3"", ""LRRN1"", ""GPC4"", ""LRRC4B"", ""NTRK2"", ""NTNG2"", ""SLITRK5"", ""WNT7A"", ""NTRK3"", ""SLITRK2"", ""NRXN1"", ""NLGN3"", ""FARP1"", ""NTN1"", ""SRPX2"", ""AMIGO2"", ""LRFN4"", ""SLITRK3"", ""SYNDIG1"", ""BHLHB9"", ""EPHB3"", ""LRRTM1"", ""LRFN5"", ""NPTX1"", ""NLGN2"")"
"199",NA,NA,"GOBP_CIRCULATORY_SYSTEM_PROCESS","1.71740300959495e-05","0.000718912887737421","0.575610261071129","0.401824302809227","1.37383880282858","548","c(""SLC1A2"", ""ADRA1A"", ""ANK2"", ""ANGPT1"", ""FYN"", ""SPX"", ""TTN"", ""SLC38A1"", ""NAV2"", ""CYP4F12"", ""RPS6KA2"", ""PCSK5"", ""ASB3"", ""AGT"", ""TRDN"", ""CD38"", ""AR"", ""GJA1"", ""SH3GL2"", ""ATP1A2"", ""GPR37L1"", ""SGCD"", ""ECE1"", ""SLC1A3"", ""SLC8A3"", ""ARHGAP42"", ""HEY2"", ""PRCP"", ""P2RY1"", ""TJP2"", ""NEDD4L"", ""VEGFC"", ""BBS2"", ""KCNE4"", ""SLC15A2"", ""RAMP3"", ""CYP2J2"", ""EDNRB"", ""GSTM2"", ""TRPV1"", ""RENBP"", ""PDE4B"", ""SNTA1"", ""GLP1R"", ""SLC1A4"", ""KCNN2"", ""CALM2"", ""PER2"", ""CBS"", ""APLN"", ""ABCC8"", ""CNR1"", ""NOS1AP"", ""ATP1B2"", ""HCN1"", ""SLC6A9"", 
""DDAH1"", ""HRH1"", ""PLEC"", ""S100A1"", ""SPTBN4"", ""SLC6A1"", ""BCR"", ""TBX2"", ""SLC7A5"", ""ATP1A4"", ""SLC38A3"", ""KEL"", ""FERMT2"", ""TCAP"", ""KLK1"", ""PDE3A"", ""CHD7"", ""ADORA1"", ""HRC"", ""KCNJ3"", ""FGFBP3"", ""SRI"", ""MYL3"", ""FGB"", ""OPRL1"", ""YAP1"", ""CAMK2D"", ""SLCO3A1"", ""SCN1A"", ""PLA2G6"", ""NOX4"", ""SLC29A2"", ""FKBP1B"", ""MTNR1B"")"
"200",NA,NA,"GOBP_ASTROCYTE_DIFFERENTIATION","1.82910163262643e-05","0.000761244610110422","0.575610261071129","0.589536450443274","1.87401977211491","73","c(""GFAP"", ""MAPT"", ""SERPINE2"", ""POU3F2"", ""PAX6"", ""MT3"", ""ID4"", ""GPR37L1"", ""TLR4"", ""NTRK3"", ""PLPP3"", ""TTBK1"", ""SOX9"", ""SOX8"", ""VAX1"", ""GAP43"", ""NOTCH1"", ""NKX2-2"", ""LDLR"")"
"201",NA,NA,"GOBP_HEART_PROCESS","1.91287568843166e-05","0.000787011711811882","0.575610261071129","0.459111208460557","1.53875685783003","235","c(""ADRA1A"", ""ANK2"", ""FYN"", ""SPX"", ""TTN"", ""RPS6KA2"", ""ASB3"", ""AGT"", ""TRDN"", ""GJA1"", ""ATP1A2"", ""SGCD"", ""SLC8A3"", ""HEY2"", ""NEDD4L"", ""KCNE4"", ""RAMP3"", ""CYP2J2"", ""EDNRB"", ""GSTM2"", ""TRPV1"", ""PDE4B"", ""SNTA1"", ""GLP1R"", ""KCNN2"", ""CALM2"", ""APLN"", ""NOS1AP"", ""ATP1B2"", ""HCN1"", ""S100A1"", ""SPTBN4"", ""TBX2"", ""TCAP"", ""ADORA1"", ""HRC"", ""KCNJ3"", ""SRI"", ""MYL3"", ""YAP1"", ""CAMK2D"", ""SCN1A"", ""NOX4"", ""FKBP1B"")"
"202",NA,NA,"GOMF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY_INVOLVED_IN_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL","1.94080038862241e-05","0.00079396379534553","0.575610261071129","0.61753797722825","1.93270356806085","59","c(""GABRG1"", ""GABRB1"", ""GRIN2C"", ""GRID1"", ""GRIA1"", ""GRIK4"", ""GABBR1"", ""GRIN3A"", ""GABRA2"", ""GRIK3"")"
"203",NA,NA,"GOBP_NEGATIVE_REGULATION_OF_AXONOGENESIS","1.99664980950932e-05","0.000812196532681757","0.575610261071129","0.601311051033178","1.88808877232894","65","c(""MAP2"", ""LRP4"", ""MT3"", ""SEMA6A"", ""SEMA3D"", ""KIAA0319"", ""TNR"", ""WNT3"", ""CDKL3"", ""RUFY3"", ""SEMA4B"", ""SEMA5B"", ""NTN1"", ""PTPRS"", ""SEMA6D"", ""SEMA3B"", ""IFRD1"", ""SEMA3A"", ""SPART"")"
"204",NA,NA,"GOBP_STEM_CELL_DEVELOPMENT","2.02457452963988e-05","0.000814354000749003","0.575610261071129","0.559054061486844","1.79821804303155","87","c(""ERBB4"", ""BCL2"", ""CDH2"", ""SEMA6A"", ""KITLG"", ""SEMA3D"", ""WNT7A"", ""SOX11"", ""EDNRB"", ""FGF2"", ""MSI2"", ""SOX9"", ""SEMA4B"", ""RADIL"", ""SEMA5B"", ""SOX8"", ""BMPR1A"", ""BMP7"", ""SEMA6D"", ""SEMA3B"", ""SEMA3A"")"
"205",NA,NA,"GOCC_SARCOPLASM","2.02457452963988e-05","0.000814354000749003","0.575610261071129","0.568939879871585","1.83007012330444","88","c(""BAALC"", ""CAMK2G"", ""P3H2"", ""TRDN"", ""SGCD"", ""SLC8A3"", ""AKAP6"", ""RASD1"", ""CAMK2B"", ""GSTM2"", ""RYR1"", ""BCL9"", ""NOS1AP"", ""PLEC"", ""S100A1"", ""THBS4"", ""CLEC18B"", ""CASQ1"", ""HRC"", ""IFRD1"", ""SRI"", ""CAVIN4"", ""RYR3"", ""SLN"", ""CAMK2D"", ""FKBP1B"")"
"206",NA,NA,"GOBP_AXONAL_TRANSPORT","2.08042398797509e-05","0.000827571973117164","0.575610261071129","0.6009495035074","1.88695352989009","65","c(""MAPT"", ""MAP2"", ""KIF1A"", ""KIF1B"", ""KIF5C"", ""MAP1A"", ""TRAK1"", ""HAP1"", ""UCHL1"", ""KIF3A"", ""FEZ1"", ""DST"", ""HSPB1"")"
"207",NA,NA,"GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS","2.08042398797509e-05","0.000827571973117164","0.575610261071129","0.460509259439736","1.53927011390717","219","c(""GFAP"", ""MAPT"", ""PTPRZ1"", ""SERPINE2"", ""MAP1B"", ""FOXG1"", ""PAX6"", ""TENM4"", ""NTRK2"", ""ID4"", ""GLI3"", ""CDH4"", ""IL33"", ""VEGFC"", ""HAP1"", ""WNT3"", ""CAMK2B"", ""SOX11"", ""PLXNB3"", ""FGF2"", ""CDKL3"", ""BAIAP2"", ""RUFY3"", ""TTBK1"", ""NUMBL"", ""MACF1"", ""TIAM1"", ""GRM5"", ""RHEB"", ""SOX8"", ""RNF112"", ""SLC7A5"", ""NTN1"")"
