Aggregated,pathway,gs_number.x,gs_description.x,gs_number.y,gs_description.y,gs_number.x.x,gs_description.x.x,gs_number.y.y,gs_description.y.y,pval,padj,log2err,ES,NES,size,leadingEdge
NA,GOMF_CIS_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING,GO:0000987,"Binding to a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by some RNA polymerase. The proximal promoter is in cis with and relatively close to the core promoter. [GOC:txnOH-2018]",GO:0000987,"Binding to a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by some RNA polymerase. The proximal promoter is in cis with and relatively close to the core promoter. [GOC:txnOH-2018]",GO:0000987,"Binding to a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by some RNA polymerase. The proximal promoter is in cis with and relatively close to the core promoter. [GOC:txnOH-2018]",GO:0000987,"Binding to a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by some RNA polymerase. The proximal promoter is in cis with and relatively close to the core promoter. [GOC:txnOH-2018]",1.04E-06,0.005838179,0.643551836,0.408577766,1.595745549,669,"c(""ZFHX3"", ""ELL2"", ""ZNF331"", ""DACH1"", ""HES4"", ""HEYL"", ""FOSL2"", ""FOXK2"", ""ZNF141"", ""EPAS1"", ""NR4A2"", ""JUNB"", ""NFIL3"", ""HIVEP2"", ""PPARG"", ""BACH1"", ""KLF9"", ""NR4A1"", ""ZBTB7C"", ""ZEB1"", ""RUNX3"", ""ETV6"", ""STAT3"", ""CEBPD"", ""ETS2"", ""HIF1A"", ""FOXQ1"", ""HIF3A"", ""MEF2D"", ""EBF1"", ""TBX2"", ""FOXK1"", ""FOS"", ""BCL6"", ""MAFK"", ""HDAC5"", ""TIPARP"", ""TCF4"", ""MSX1"", ""NCOA2"", ""FOXF2"", ""STAT6"", ""EBF2"", ""MAFF"", ""TOP1"", ""SOX13"", ""ELL"", ""ATF6"", ""ATF3"", ""DACH2"", ""BHLHE40"", ""PRMT5"", ""ZNF112"", ""KLF2"", ""SREBF2"", ""ETS1"", ""ZBTB20"", ""TCF12"", 
""ATOH8"", ""ZNF761"", ""PRDM1"", ""ZBTB2"", ""ZBTB17"", ""ZNF423"", ""ZNF516"", ""SOX5"", ""ZNF354C"", ""IRX3"", ""HSF1"", ""NR4A3"", ""ZNF418"", ""RUNX1"", ""ZFP1"", ""ZNF367"", ""SIX3"", ""ZNF354A"", ""ARNTL"", ""ETV1"", ""ZNF430"", ""SATB2"", ""ZNF34"", ""ZNF496"", ""DHX36"", ""ZNF664"", ""HDX"", ""MAF"", ""MAF1"", ""TBX3"", ""MYNN"", ""ZNF565"", ""ZNF181"", ""GLI2"", ""ZNF140"", ""NFATC4"", ""USF2"", ""PRDM15"", ""BRF1"", ""ZNF347"", ""KLF7"", ""CREB3"", ""E2F4"", ""KLF4"", ""ZNF85"", ""ZNF569"", ""ZNF274"", ""GRHL2"", ""TCF7L1"", ""TFDP1"", ""ZNF570"", ""ZNF189"", ""ZNF814"", ""KDM6A"", ""ARNT"", ""CREB3L2"", 
""RFX1"", ""ZNF548"", ""ELK3"", ""ZNF134"", ""ZNF549"", ""SUB1"", ""IKZF4"", ""EBF4"", ""ELK1"", ""TFCP2"", ""RELB"", ""SMAD9"", ""ZBTB11"", ""ZNF143"", ""ZNF676"", ""ZNF585B"", ""NFKB1"", ""TEAD2"", ""HES1"", ""NR1H2"", ""NSD1"", ""CRY1"", ""EBF3"", ""ZSCAN23"", ""ZNF780B"", ""ZNF564"", ""ZNF552"", ""ZNF283"", ""NFYA"", ""TCFL5"", ""KLF6"", ""IRF9"", ""XBP1"", ""MAFG"", ""ZNF277"", ""TWIST1"", ""FOXJ2"", ""KLF8"", ""DDIT3"", ""ZNF610"", ""NKRF"", ""KLF13"", ""MAFB"", ""SRF"", ""ZNF780A"", ""ZNF317"", ""ZNF607"", ""MAZ"", ""ZNF335"", ""ZSCAN25"", ""CXXC1"", ""ZNF763"", ""JUN"", ""ZNF641"", ""IRF1"", ""ZBED1"", 
""ZNF98"", ""ZNF117"", ""GRHL1"", ""ZNF219"", ""NR1D2"")"
