"","X.2","X.1","X","show","Aggregated","pathway","gs_number.x","gs_description.x","gs_number.y","gs_description.y","gs_number.x.x","gs_description.x.x","gs_number.y.y","gs_description.y.y","pval","padj","log2err","ES","NES","size","leadingEdge"
"146","3680","3680","3680",NA,NA,"GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION","GO:0014912","Any process that stops, prevents, or reduces the frequency, rate or extent of smooth muscle cell migration. [CL:0000192, GOC:mtg_muscle]","GO:0014912","Any process that stops, prevents, or reduces the frequency, rate or extent of smooth muscle cell migration. [CL:0000192, GOC:mtg_muscle]","GO:0014912","Any process that stops, prevents, or reduces the frequency, rate or extent of smooth muscle cell migration. [CL:0000192, GOC:mtg_muscle]","GO:0014912","Any process that stops, prevents, or reduces the frequency, rate or extent of smooth muscle cell migration. [CL:0000192, GOC:mtg_muscle]","3.73239313749213e-05","0.00135786870337536","0.557332238758646","0.76473261916769","3.74920078886115","17","c(""PRKG1"", ""TPM1"", ""MYOCD"", ""MEF2C"", ""BMPR1A"")"
"147","3766","3766","3766",NA,NA,"GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION","GO:1904706","Any process that stops, prevents or reduces the frequency, rate or extent of vascular smooth muscle cell proliferation. [GO_REF:0000058, GOC:TermGenie, PMID:23246467]","GO:1904706","Any process that stops, prevents or reduces the frequency, rate or extent of vascular smooth muscle cell proliferation. [GO_REF:0000058, GOC:TermGenie, PMID:23246467]","GO:1904706","Any process that stops, prevents or reduces the frequency, rate or extent of vascular smooth muscle cell proliferation. [GO_REF:0000058, GOC:TermGenie, PMID:23246467]","GO:1904706","Any process that stops, prevents or reduces the frequency, rate or extent of vascular smooth muscle cell proliferation. [GO_REF:0000058, GOC:TermGenie, PMID:23246467]","9.19372064902009e-05","0.0028485379527376","0.538434096309916","0.751194254414687","3.74836901605683","18","c(""PRKG1"", ""TPM1"", ""MYOCD"", ""MEF2C"", ""CNN1"")"
"148","3790","3790","3790",NA,NA,"GOBP_NEPHRON_DEVELOPMENT","GO:0072006","The process whose specific outcome is the progression of the nephron over time, from its formation to the mature structure. A nephron is the functional unit of the kidney. [GOC:mtg_kidney_jan10]","GO:0072006","The process whose specific outcome is the progression of the nephron over time, from its formation to the mature structure. A nephron is the functional unit of the kidney. [GOC:mtg_kidney_jan10]","GO:0072006","The process whose specific outcome is the progression of the nephron over time, from its formation to the mature structure. A nephron is the functional unit of the kidney. [GOC:mtg_kidney_jan10]","GO:0072006","The process whose specific outcome is the progression of the nephron over time, from its formation to the mature structure. A nephron is the functional unit of the kidney. [GOC:mtg_kidney_jan10]","0.000334934828273008","0.00783691907315971","0.49849310876659","0.43403534803987","2.69392630605512","95","c(""EXT1"", ""PLCE1"", ""PBX1"", ""ANGPT1"", ""ACTA2"", ""YAP1"", ""ITGA3"", ""NPNT"", ""JAG1"", ""ANGPT2"", ""MAGI2"", ""BCL2"", ""MEF2C"", ""MYO1E"", ""NOTCH3"", ""IQGAP1"", ""PKD2"", ""LAMA5"", ""GREB1L"", ""NOTCH2"", ""ERBB4"")"
"149","3837","3837","3837",NA,NA,"GOBP_NEURON_DEVELOPMENT","GO:0048666","The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. [GOC:dph]","GO:0048666","The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. [GOC:dph]","GO:0048666","The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. [GOC:dph]","GO:0048666","The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. [GOC:dph]","3.82368838061746e-09","7.18725959276728e-07","0.761460801445585","0.323417500411567","2.11346194839968","730","c(""PRKG1"", ""DMD"", ""KALRN"", ""ROR1"", ""PDLIM5"", ""PHACTR1"", ""ADARB1"", ""EXT1"", ""ITGA1"", ""PBX1"", ""TRIO"", ""MACF1"", ""JAK2"", ""FRY"", ""PALLD"", ""DOCK10"", ""IGF1R"", ""CAMK2G"", ""FN1"", ""FLNA"", ""NEXN"", ""SMURF1"", ""UNC5C"", ""VCL"", ""SLIT3"", ""NEGR1"", ""ROCK1"", ""ENAH"", ""PPFIA2"", ""EFHD1"", ""PTPRG"", ""TOX"", ""NTN1"", ""SDK1"", ""SIPA1L1"", ""PREX2"", ""MAP4"", ""ATP8B1"", ""THRB"", ""RTN4"", ""ITGA3"", ""RAP1A"", ""MAP2"", ""PICALM"", ""MAP4K4"", ""TIAM2"", ""FRYL"", ""EEF2K"", ""MEF2A"", ""MAGI2"", ""IQSEC1"", ""BCL2"", ""ALCAM"", ""NFIB"", ""PBX3"", ""MEF2C"", ""VIM"", ""GLDN"", 
""MYCBP2"", ""ACTB"", ""NCKAP1"", ""TSPAN2"", ""LGR6"", ""NOTCH3"", ""NTN4"", ""SDC2"", ""KLF7"", ""IQGAP1"", ""ECE1"", ""MYO9A"", ""SLC4A7"", ""CHN1"", ""LAMA5"", ""CTNNA1"", ""TENM4"", ""INPP5F"", ""NOTCH2"", ""PRRX1"", ""CAMSAP2"", ""RB1"", ""DTNBP1"", ""PLXNA4"", ""PTK2"", ""FARP1"", ""YWHAH"", ""ITGB1"", ""FIG4"", ""DPYSL3"", ""ANK3"", ""PMP22"", ""NPTN"", ""DOCK7"", ""NTRK3"", ""RAPGEF2"", ""RBFOX2"", ""RYK"", ""ALKAL2"", ""PRKD1"", ""ATXN10"", ""SOS1"", ""BMPR2"", ""DCLK2"", ""CFLAR"", ""WASF1"", ""NCS1"", ""TNIK"", ""ATL1"", ""CDH23"", ""ANKS1A"", ""GSK3B"", ""CTTN"", ""MTR"", ""FBXO38"", ""KIF5B"", 
""NEO1"", ""RAPH1"", ""GLI3"", ""GABRB1"", ""NTF3"", ""LPAR1"", ""SNX3"", ""EHD1"", ""MBOAT1"", ""USP9X"", ""ABL2"", ""EPHB1"", ""PAFAH1B1"", ""SPG11"")"
"150","3838","3838","3838",NA,NA,"GOBP_NEURON_DIFFERENTIATION","GO:0030182","The process in which a relatively unspecialized cell acquires specialized features of a neuron. [GOC:mah]","GO:0030182","The process in which a relatively unspecialized cell acquires specialized features of a neuron. [GOC:mah]","GO:0030182","The process in which a relatively unspecialized cell acquires specialized features of a neuron. [GOC:mah]","GO:0030182","The process in which a relatively unspecialized cell acquires specialized features of a neuron. [GOC:mah]","2.224038164024e-07","2.32247244572802e-05","0.690132458796796","0.289525060266349","1.90371219943801","876","c(""PRKG1"", ""DMD"", ""KALRN"", ""ROR1"", ""PDLIM5"", ""PHACTR1"", ""ADARB1"", ""EXT1"", ""ITGA1"", ""PBX1"", ""TRIO"", ""MACF1"", ""JAK2"", ""FRY"", ""PALLD"", ""DOCK10"", ""IGF1R"", ""CAMK2G"", ""FN1"", ""FLNA"", ""NEXN"", ""SMURF1"", ""UNC5C"", ""VCL"", ""SLIT3"", ""NEGR1"", ""ROCK1"", ""ENAH"", ""PPFIA2"", ""EFHD1"", ""PTPRG"", ""TOX"", ""NTN1"", ""SDK1"", ""SIPA1L1"", ""PREX2"", ""MAP4"", ""ATP8B1"", ""THRB"", ""RTN4"", ""ITGA3"", ""RAP1A"", ""MAP2"", ""PICALM"", ""MAP4K4"", ""TIAM2"", ""JAG1"", ""FRYL"", ""EEF2K"", ""MEF2A"", ""MAGI2"", ""IQSEC1"", ""FOXO3"", ""BCL2"", ""ALCAM"", ""NFIB"", ""TCF12"", 
""PBX3"", ""MEF2C"", ""VIM"", ""GLDN"", ""MYCBP2"", ""FGFR1"", ""ACTB"", ""NCKAP1"", ""TSPAN2"", ""LGR6"", ""LMO4"", ""NOTCH3"", ""NTN4"", ""SDC2"", ""KLF7"", ""IQGAP1"", ""SDK2"", ""ECE1"", ""MYO9A"", ""SLC4A7"", ""CHN1"", ""LAMA5"", ""CTNNA1"", ""TENM4"", ""INPP5F"", ""BCL6"", ""NOTCH2"", ""PRRX1"", ""CAMSAP2"", ""ERBB4"", ""RB1"", ""DTNBP1"", ""PLXNA4"", ""PTK2"", ""FARP1"", ""YWHAH"", ""HEY2"", ""ITGB1"", ""FIG4"", ""DPYSL3"", ""RORA"", ""ANK3"", ""PMP22"", ""NPTN"", ""DOCK7"", ""NTRK3"", ""RAPGEF2"", ""RBFOX2"", ""RYK"", ""ALKAL2"", ""PRKD1"", ""ATXN10"", ""SOS1"", ""BMPR2"", ""DCLK2"", ""CFLAR"", ""WASF1"", 
""NCS1"", ""TNIK"", ""ATL1"", ""CDH23"", ""ANKS1A"", ""GSK3B"", ""CTTN"", ""ZFHX3"", ""MTR"", ""FBXO38"", ""KIF5B"", ""NEO1"", ""RAPH1"", ""GLI3"", ""GABRB1"", ""NTF3"", ""LPAR1"", ""TULP3"", ""SNX3"", ""EHD1"", ""MBOAT1"", ""USP9X"", ""INHBA"", ""ABL2"", ""EPHB1"", ""PAFAH1B1"", ""SPG11"", ""ATOH8"", ""TRPV2"", ""EP300"", ""GRID2"", ""GIGYF2"", ""MICALL1"", ""FKBP4"")"
"151","4063","4063","4063",NA,NA,"GOBP_OSSIFICATION","GO:0001503","The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance. [GOC:mtg_mpo, PMID:17572649]","GO:0001503","The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance. [GOC:mtg_mpo, PMID:17572649]","GO:0001503","The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance. [GOC:mtg_mpo, PMID:17572649]","GO:0001503","The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance. [GOC:mtg_mpo, PMID:17572649]","0.000196118616961965","0.0050963727237259","0.518848077743792","0.33873903993834","2.20269693377561","261","c(""CRIM1"", ""ZBTB16"", ""EXT1"", ""PBX1"", ""WWOX"", ""YAP1"", ""COL13A1"", ""CDK6"", ""FERMT2"", ""VCAN"", ""COL1A2"", ""COL5A2"", ""NPNT"", ""JAG1"", ""SKI"", ""SORT1"", ""BCL2"", ""PDLIM7"", ""MEF2C"", ""SLC8A1"", ""ANO6"", ""ITGA11"", ""TMEM38B"", ""ASPN"", ""RRAS2"", ""SMAD6"", ""BMPR1A"", ""TNC"", ""MN1"", ""PTK2"", ""RANBP3L"", ""SCUBE3"", ""PKDCC"", ""COL1A1"", ""EGFR"", ""PRKD1"", ""NIPBL"", ""BMPR2"", ""CCN2"", ""THRA"", ""MEF2D"", ""BCAP29"", ""COL6A1"", ""GSK3B"", ""LRP5"", ""SBDS"", ""GLI3"", ""TWIST2"", ""SMAD1"", ""MGP"", ""TRPM4"", ""HSPE1"", ""ACVR1"", ""ILK"", ""ANKH"", ""SUCO"", ""MMP16"", 
""TP63"", ""FOXC2"", ""NF1"", ""EXT2"", ""LTBP3"", ""SMAD5"")"
"152","4258","4258","4258",NA,NA,"GOBP_PLATELET_ACTIVATION","GO:0030168","A series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue. These events include shape change, adhesiveness, aggregation, and release reactions. When carried through to completion, these events lead to the formation of a stable hemostatic plug. [http://www.graylab.ac.uk/omd/]","GO:0030168","A series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue. These events include shape change, adhesiveness, aggregation, and release reactions. When carried through to completion, these events lead to the formation of a stable hemostatic plug. [http://www.graylab.ac.uk/omd/]","GO:0030168","A series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue. These events include shape change, adhesiveness, aggregation, and release reactions. When carried through to completion, these events lead to the formation of a stable hemostatic plug. [http://www.graylab.ac.uk/omd/]","GO:0030168","A series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue. These events include shape change, adhesiveness, aggregation, and release reactions. When carried through to completion, these events lead to the formation of a stable hemostatic plug. [http://www.graylab.ac.uk/omd/]","5.70309066703662e-06","0.000287140430994817","0.610526878385931","0.539287075971351","3.30411859814797","78","c(""PRKG1"", ""HSPB1"", ""JAK2"", ""FN1"", ""ACTN1"", ""FLNA"", ""VCL"", ""MYL9"", ""COL3A1"", ""MYH9"", ""CSRP1"", ""ACTB"", ""PLCG2"", ""DGKH"", ""PRKCA"", ""METAP1"", ""MERTK"", ""P2RX1"", ""ITGB3"", ""PIK3CA"", ""ILK"", ""GNA13"")"
"153","4259","4259","4259",NA,NA,"GOBP_PLATELET_AGGREGATION","GO:0070527","The adhesion of one platelet to one or more other platelets via adhesion molecules. [GOC:BHF, GOC:vk]","GO:0070527","The adhesion of one platelet to one or more other platelets via adhesion molecules. [GOC:BHF, GOC:vk]","GO:0070527","The adhesion of one platelet to one or more other platelets via adhesion molecules. [GOC:BHF, GOC:vk]","GO:0070527","The adhesion of one platelet to one or more other platelets via adhesion molecules. [GOC:BHF, GOC:vk]","1.92854730936313e-07","2.0519015617922e-05","0.690132458796796","0.674292393554225","3.82801802014191","45","c(""PRKG1"", ""HSPB1"", ""JAK2"", ""FN1"", ""ACTN1"", ""FLNA"", ""VCL"", ""MYL9"", ""MYH9"", ""CSRP1"", ""ACTB"")"
"154","4402","4402","4402",NA,NA,"GOBP_POSITIVE_REGULATION_OF_CELLULAR_BIOSYNTHETIC_PROCESS","GO:0031328","Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells. [GOC:mah]","GO:0031328","Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells. [GOC:mah]","GO:0031328","Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells. [GOC:mah]","GO:0031328","Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells. [GOC:mah]","0.000412401665039535","0.00904876649477798","0.49849310876659","0.224757385918777","1.48544742859828","1293","c(""RBPMS"", ""SSBP2"", ""ZBTB16"", ""PBX1"", ""PLCB1"", ""FHL5"", ""MAP3K5"", ""JAK2"", ""IGF1R"", ""APBB2"", ""ACTN1"", ""ARID1B"", ""PPP1R12A"", ""TCF7L2"", ""WWOX"", ""KLF12"", ""ETV6"", ""CDH13"", ""MAML3"", ""MYOCD"", ""NOX4"", ""NIBAN1"", ""YAP1"", ""ZEB2"", ""ERG"", ""THRB"", ""BCAS3"", ""CTIF"", ""NCOA3"", ""PICALM"", ""PCGF5"", ""ITGA8"", ""RAMP1"", ""NPNT"", ""JAG1"", ""NFAT5"", ""MAML2"", ""SKI"", ""CTBP2"", ""CRTC3"", ""TBL1XR1"", ""NNMT"", ""ZIC1"", ""ZBTB7C"", ""FAF1"", ""SSBP3"", ""MEF2A"", ""PTGES3"", ""FOXO3"", ""NFIB"", ""TCF12"", ""MLLT3"", ""PBX3"", ""MEF2C"", ""PRDM16"", ""VIM"", ""ELF2"", 
""DDAH1"", ""MEIS2"", ""TASP1"", ""PLD1"", ""DYRK1A"", ""NR2F2"", ""TENT4B"", ""ZNF423"", ""AR"", ""ANXA1"", ""LMO4"", ""NFIA"", ""SUPT3H"", ""NOTCH3"", ""KLF7"", ""MAML1"", ""CAPN2"", ""SMAD6"", ""NEK7"", ""TBL1X"", ""BMPR1A"", ""ACTN4"", ""PKD2"", ""SCAF8"", ""PAWR"", ""PRRX1"", ""ERBB4"", ""HABP4"", ""DDX17"", ""RB1"", ""SMAD9"", ""CDK13"", ""YWHAH"", ""HEY2"", ""ADIRF"", ""ARID5B"", ""CDC73"", ""MRTFA"", ""RORA"", ""MAP3K2"", ""THRAP3"", ""PGR"", ""PIK3R1"", ""KMT2A"", ""ELF1"", ""TFDP2"", ""COL1A1"", ""EGFR"", ""RAB3GAP1"", ""PRKD1"", ""PHIP"", ""ATF2"", ""SAMD4A"", ""TEAD4"", ""DCAF6"", ""CREBBP"", ""NIPBL"", 
""SORBS1"", ""KHDRBS1"", ""BMPR2"", ""USP22"", ""NLRC5"", ""PRIM2"", ""MLXIP"", ""TGFB1I1"", ""ZNF148"", ""THRA"", ""TEAD3"", ""THBS1"", ""MEF2D"", ""ZBTB38"", ""SMARCA2"", ""KMT2C"", ""CCT4"", ""AFAP1L2"", ""PDGFRB"", ""NR2C2"", ""ATF7IP"", ""HTATIP2"", ""TCP1"", ""IL15"", ""LRP5"", ""ESR1"", ""ZFHX3"", ""ETS1"", ""RPTOR"", ""ATAD2"", ""KMT2E"", ""PRMT2"", ""E2F3"", ""LPIN2"", ""ZNF208"", ""ABCB10"", ""GLI3"", ""CCNT2"", ""PML"", ""MLLT10"", ""SMAD1"", ""ACTR3"", ""ATRX"", ""JADE1"", ""INHBA"", ""METTL5"", ""FUBP3"", ""RPS6KA3"", ""ICE1"", ""ATOH8"", ""ARID4B"", ""FXR1"", ""EP300"", ""XRCC5"", ""ACVR1"", 
""ILK"", ""MICAL2"", ""TENT4A"", ""ARHGEF2"", ""NKRF"", ""PPP4R3B"", ""TCF20"", ""STAT6"", ""PHF2"", ""FBXW11"", ""PARM1"", ""TP63"", ""MED14"")"
"155","4405","4405","4405",NA,NA,"GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION","GO:0051130","Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope. [GOC:ai]","GO:0051130","Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope. [GOC:ai]","GO:0051130","Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope. [GOC:ai]","GO:0051130","Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope. [GOC:ai]","5.15007082747518e-06","0.000271413545758248","0.610526878385931","0.288199875557146","1.87982679462328","710","c(""LMOD1"", ""TRABD2B"", ""ROR1"", ""SYNPO2"", ""TPM1"", ""PLCE1"", ""PLCB1"", ""MACF1"", ""EPS8"", ""ANGPT1"", ""DSTN"", ""IGF1R"", ""FN1"", ""MPP7"", ""CARMIL1"", ""FLNA"", ""ARHGEF10L"", ""ATP10A"", ""NEGR1"", ""ROCK1"", ""TOX"", ""NTN1"", ""FCHSD2"", ""FERMT2"", ""HSPA1B"", ""PHLDB2"", ""BCAS3"", ""ITGA3"", ""HIP1"", ""RAP1A"", ""MAP4K4"", ""TIAM2"", ""VPS13D"", ""ROCK2"", ""MSN"", ""ARHGEF7"", ""KIRREL1"", ""MAPRE2"", ""FAF1"", ""TBC1D5"", ""CORO1C"", ""EEF2K"", ""MAGI2"", ""IQSEC1"", ""HSPA1A"", ""MCU"", ""CNOT2"", ""FER"", ""NCKAP1"", ""PLCG2"", ""ANO6"", ""AR"", ""ANXA1"", ""CAV1"", ""SEPTIN7"", 
""CAPN2"", ""NEK7"", ""LIMS1"", ""DOCK11"", ""CD47"", ""RB1"", ""DTNBP1"", ""PLXNA4"", ""FNIP1"", ""FIG4"", ""DPYSL3"", ""WASF2"", ""NPTN"", ""PIK3R1"", ""NTRK3"", ""RAB3GAP1"", ""SORBS3"", ""RAPGEF2"", ""RAP1B"", ""SNX18"", ""ALKAL2"", ""PRKD1"", ""PHIP"", ""C2CD5"", ""LNPK"", ""BMPR2"", ""SNX7"", ""CCN2"", ""EHD2"", ""CFLAR"", ""SPIRE1"", ""WASF1"", ""CD151"", ""CBL"", ""CCT4"", ""ADD1"", ""THBS2"", ""PDGFRB"", ""ATF7IP"", ""GSK3B"", ""TCP1"", ""LRP5"", ""CTTN"", ""ESR1"", ""FBXO38"", ""CLIP1"", ""HNRNPA2B1"", ""NTF3"", ""PML"", ""LPAR1"", ""ACTR3"", ""SNX3"", ""EHD1"", ""PIK3CA"", ""ATRX"", ""EMILIN1"", 
""ABL2"", ""EPHB1"", ""PAFAH1B1"", ""ICE1"", ""TRPV2"", ""EP300"", ""XRCC5"", ""GRID2"")"
"156","4442","4442","4442",NA,NA,"GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION","GO:0010811","Any process that increases the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules. [GOC:dph, GOC:pf, GOC:tb]","GO:0010811","Any process that increases the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules. [GOC:dph, GOC:pf, GOC:tb]","GO:0010811","Any process that increases the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules. [GOC:dph, GOC:pf, GOC:tb]","GO:0010811","Any process that increases the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules. [GOC:dph, GOC:pf, GOC:tb]","2.25283747106364e-06","0.000135146281907743","0.627256739718528","0.547469930959248","3.37473271657333","87","c(""COL8A1"", ""EDIL3"", ""JAK2"", ""ITGA5"", ""FN1"", ""CARMIL1"", ""FLNA"", ""UTRN"", ""ROCK1"", ""CDH13"", ""CDK6"", ""FERMT2"", ""DOCK1"", ""RSU1"", ""ITGA3"", ""LIMS2"", ""MAP4K4"", ""NPNT"", ""ARHGEF7"", ""LIMS1"", ""RIN2"", ""ECM2"")"
"157","4490","4490","4490",NA,NA,"GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION","GO:0051495","Any process that activates or increases the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures. [GOC:ai]","GO:0051495","Any process that activates or increases the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures. [GOC:ai]","GO:0051495","Any process that activates or increases the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures. [GOC:ai]","GO:0051495","Any process that activates or increases the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures. [GOC:ai]","0.000262025126322415","0.00642417255361781","0.49849310876659","0.407326665145628","2.59221821442095","139","c(""LMOD1"", ""SYNPO2"", ""TPM1"", ""DSTN"", ""CARMIL1"", ""ARHGEF10L"", ""FCHSD2"", ""FERMT2"", ""HSPA1B"", ""BCAS3"", ""ROCK2"", ""KIRREL1"", ""HSPA1A"", ""FER"", ""NCKAP1"", ""CD47"", ""WASF2"", ""NTRK3"", ""SORBS3"", ""CCN2"", ""WASF1"", ""CTTN"", ""CLIP1"", ""NTF3"", ""LPAR1"")"
"158","4620","4620","4620",NA,NA,"GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY","GO:0043547","Any process that activates or increases the activity of a GTPase. [GOC:jl, GOC:mah]","GO:0043547","Any process that activates or increases the activity of a GTPase. [GOC:jl, GOC:mah]","GO:0043547","Any process that activates or increases the activity of a GTPase. [GOC:jl, GOC:mah]","GO:0043547","Any process that activates or increases the activity of a GTPase. [GOC:jl, GOC:mah]","2.0524992558771e-05","0.000838698790137026","0.575610261071129","0.405711043598499","2.60972353075563","178","c(""DOCK10"", ""RGS6"", ""GARNL3"", ""SIPA1L1"", ""FERMT2"", ""ARHGAP6"", ""SGSM1"", ""BCAS3"", ""RSU1"", ""ARHGAP24"", ""RAP1A"", ""PICALM"", ""MAP4K4"", ""TIAM2"", ""TBC1D1"", ""RABGAP1"", ""ARHGEF7"", ""MAPRE2"", ""TBC1D5"", ""CORO1C"", ""IQSEC1"", ""MYO9A"", ""RAB11FIP2"", ""CHN1"", ""LIMS1"", ""DOCK11"", ""RASA1"", ""ASAP2"", ""TGM2"", ""ITGB1"", ""DOCK7"", ""NTRK3"", ""RAB3GAP1"", ""RAPGEF2"", ""SNX18"", ""TBCK"", ""SOS1"", ""BCR"", ""SOS2"", ""GSK3B"", ""TBC1D22A"", ""NTF3"", ""MTSS2"", ""WDR41"", ""RASGRP2"", ""ABR"", ""RAP1GDS1"")"
"159","4689","4689","4689",NA,NA,"GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION","GO:1902533","Any process that activates or increases the frequency, rate or extent of intracellular signal transduction. [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]","GO:1902533","Any process that activates or increases the frequency, rate or extent of intracellular signal transduction. [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]","GO:1902533","Any process that activates or increases the frequency, rate or extent of intracellular signal transduction. [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]","GO:1902533","Any process that activates or increases the frequency, rate or extent of intracellular signal transduction. [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]","8.29128147995031e-05","0.00259747423696888","0.538434096309916","0.273796486094433","1.78752598670257","594","c(""ROR1"", ""PLCE1"", ""ITGA1"", ""PLCB1"", ""MAP3K5"", ""JAK2"", ""ANGPT1"", ""IGF1R"", ""AKAP6"", ""ACTA2"", ""SH3RF3"", ""FN1"", ""FLNA"", ""AKT3"", ""PDGFC"", ""TCF7L2"", ""ROCK1"", ""CDH13"", ""NOX4"", ""PLA2R1"", ""FERMT2"", ""PDE5A"", ""HSPA1B"", ""RTN4"", ""HIP1"", ""RAP1A"", ""MAP4K4"", ""ROCK2"", ""COL3A1"", ""NPNT"", ""NFAT5"", ""ERBIN"", ""MAPRE2"", ""PELI2"", ""MAP3K20"", ""HSPA1A"", ""IQCJ-SCHIP1"", ""FGFR1"", ""GAREM1"", ""PLCG2"", ""AR"", ""CAV1"", ""IQGAP1"", ""GUCY1A1"", ""KSR1"", ""ACTN4"", ""NDST1"", ""LIMS1"", ""NOTCH2"", ""ITGAV"", ""ERBB4"", ""LURAP1L"", ""PTK2"", ""FNIP1"", ""TGM2"", 
""ITGB1"", ""NACC2"", ""NPTN"", ""RHEB"", ""SPPL3"", ""NTRK3"", ""EGFR"", ""SORBS3"", ""RAPGEF2"", ""RAP1B"", ""RYK"", ""ALKAL2"", ""PRKD1"", ""PRKCA"", ""SOS1"", ""MIER1"", ""MAP3K7"", ""CCN2"", ""TNFAIP8L3"", ""CFLAR"", ""SOS2"", ""THBS1"", ""CBL"", ""ADRA1B"", ""TNIK"", ""PDGFRB"", ""RPTOR"", ""GHR"", ""SASH1"", ""USP15"", ""NTF3"", ""PML"", ""LPAR1"", ""TICAM2"", ""PIK3CA"", ""FBH1"", ""NEK6"", ""DUSP19"")"
