gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
SPATA5L1,-0.701302328,3.822045606,-2.725476005,0.007482011,0.068105422,-3.160538134,NA,0.012190167
SPRY3,1.067155318,1.545515522,2.725574185,0.00747993,0.068105422,-3.015108991,NA,0.007720439
GATM,-1.216883162,3.526312344,-2.725290952,0.007485934,0.06811778,-3.046494897,NA,0.006365976
MRPL4,-1.202740398,3.450071771,-2.724961022,0.007492932,0.06811778,-3.019784302,NA,0.007449546
VWA8,-0.811372625,7.544999073,-2.725153435,0.00748885,0.06811778,-3.755468614,NA,0.150209942
ZNF274,-0.614867625,5.919348423,-2.724991116,0.007492293,0.06811778,-3.428312236,NA,0.058783692
AHNAK2,1.003606422,3.169106325,2.724537046,0.007501934,0.068177862,-3.245537605,NA,0.025463904
ADK,-0.88126289,7.987252787,-2.723943994,0.007514542,0.06827067,-3.837210921,Metabolism or Transport (lipid),0.177163755
BLVRA,-0.707077706,4.196853053,-2.723691791,0.00751991,0.068297658,-3.20758957,NA,0.015576324
C1D,-0.598875502,4.830777723,-2.721703608,0.007562347,0.068661195,-3.306209147,Inflammation/Immune/Stress/Toxic/Detox,0.027631044
ERVK13-1,-0.958451087,5.178713972,-2.721358183,0.007569742,0.068680241,-3.321825208,NA,0.029391846
RBM7,0.653282199,3.342135578,2.72135695,0.007569769,0.068680241,-3.206342832,NA,0.024515779
ZNF785,-0.641187567,4.760148111,-2.721267879,0.007571677,0.068680241,-3.292997858,NA,0.026141135
IFT81,-0.900863643,5.914597112,-2.721035414,0.007576658,0.068703554,-3.404872802,Cilia,0.050250576
ABI3BP,1.098048575,5.180091,2.720545557,0.007587165,0.068776942,-3.539857514,Motility,0.079236083
AC092329.4,-0.782058049,4.397860701,-2.720348222,0.007591402,0.068793458,-3.194975803,NA,0.01828525
AC231533.1,-1.026816949,3.008803886,-2.719621951,0.007607012,0.068913002,-2.997025165,NA,0.005688744
AC061708.1,-1.531999575,4.395213969,-2.719104866,0.007618144,0.068991912,-3.165423098,NA,0.010158472
AC012442.2,-0.984140368,3.667963282,-2.718711673,0.007626619,0.069003848,-3.081379239,NA,0.009481241
ACBD6,-0.518648596,7.072776531,-2.718706613,0.007626728,0.069003848,-3.721181981,Metabolism or Transport (lipid),0.122308005
DPH3,-0.940966082,2.85799597,-2.718720745,0.007626424,0.069003848,-2.98218678,Metabolism (other),0.005146959
AP3B2,-1.239646879,4.271043609,-2.718083684,0.007640172,0.069103541,-3.164431745,Transport,0.011648381
AC079140.6,-1.020094501,4.052900514,-2.717787289,0.007646577,0.069139518,-3.12941925,NA,0.01205472
HSPA4L,1.001033439,6.464470276,2.717535356,0.007652024,0.069166823,-3.797248331,Metabolism (other),0.135039957
GADD45A,1.381413641,2.833602543,2.716954499,0.007664598,0.069258499,-3.255801807,NA,0.020452391
RCN1,0.760060409,3.881963398,2.716353183,0.007677633,0.069354297,-3.330993398,NA,0.037518624
COL25A1,1.227626853,5.410235419,2.715978913,0.007685757,0.069405677,-3.688436769,Matrisome/cell adhesion/binding/signaling,0.078017066
MAML2,-1.007205749,9.175260593,-2.715756477,0.007690589,0.069427305,-4.079659227,NA,0.281457402
TSG101,-0.467570251,5.70571008,-2.715465063,0.007696924,0.06946248,-3.485740357,NA,0.050115129
ZNF568,-0.624716372,5.478698394,-2.715315473,0.007700177,0.069469837,-3.431689996,NA,0.044561831
ZMYM5,-0.639356984,6.019653178,-2.714509217,0.007717734,0.069606192,-3.508571863,NA,0.067587701
ILF3-DT,-1.068790388,4.224647561,-2.714064689,0.00772743,0.069671581,-3.16548137,NA,0.014357307
ACADM,-0.565925972,5.596047185,-2.713133464,0.007747776,0.069832932,-3.458271441,Metabolism or Transport (lipid),0.049979683
KLHL36,-0.57347537,5.127822072,-2.712710611,0.007757032,0.069872142,-3.353399398,NA,0.038602194
SEC24D,0.518700295,6.180872275,2.712762332,0.007755899,0.069872142,-3.709229599,NA,0.129486659
CXCL11,1.676873896,0.020910587,2.71255994,0.007760332,0.069879777,-2.923893893,Inflammation/Immune/Stress/Toxic/Detox,0.002844372
NFYC-AS1,-1.35033922,1.785616653,-2.712206627,0.007768076,0.069927406,-2.852908506,NA,0.001625356
CIP2A,-0.971163967,3.177448661,-2.711833688,0.007776257,0.069965309,-3.052533751,NA,0.006772315
VLDLR-AS1,-1.173342974,5.295160556,-2.711790846,0.007777198,0.069965309,-3.332621503,NA,0.024244887
CDC123,-0.482009591,5.248027676,-2.711600364,0.00778138,0.069980837,-3.401388582,NA,0.039279426
SLC6A12,-1.525690863,2.764235181,-2.711288358,0.007788235,0.069998295,-2.975347214,Transport,0.004063389
Z97832.2,-1.528293237,2.009764965,-2.711324738,0.007787435,0.069998295,-2.855163818,NA,0.002167141
ORC3,-0.642958913,5.874210163,-2.709734309,0.00782246,0.070283728,-3.527790131,NA,0.054584857
UBASH3B,0.595940648,5.341199122,2.709584571,0.007825765,0.070291255,-3.573602884,Metabolism (other),0.065149668
IQSEC2,-0.626603006,4.952646533,-2.707986818,0.007861108,0.070586458,-3.365349303,NA,0.029120954
COX11,-0.773564163,4.316059889,-2.707528885,0.007871265,0.070645743,-3.25684446,NA,0.018420696
ZFP82,-0.648204122,4.334798463,-2.707465573,0.00787267,0.070645743,-3.24639264,NA,0.018962481
AP000866.6,-1.256781397,1.92980416,-2.70731343,0.007876047,0.070653798,-2.885353132,NA,0.001625356
LINC02853,-0.924514968,4.14711575,-2.706746173,0.007888652,0.070744597,-3.180654899,NA,0.012731952
AC004241.1,-1.167046952,2.054136429,-2.706364869,0.007897135,0.070776116,-2.909813887,NA,0.002167141
AL606468.1,1.43827117,1.194264703,2.706425648,0.007895782,0.070776116,-3.033729484,NA,0.006501422
MRPL3,-0.523658049,5.106333526,-2.70507741,0.007925839,0.071011029,-3.406421633,NA,0.034674252
EML3,1.237306339,3.887591039,2.704843973,0.007931053,0.071027267,-3.473580746,Development (cell cycle),0.054720303
