"","X.2","X.1","X","show","Aggregated","pathway","gs_number.x","gs_description.x","gs_number.y","gs_description.y","gs_number.x.x","gs_description.x.x","gs_number.y.y","gs_description.y.y","pval","padj","log2err","ES","NES","size","leadingEdge"
"42","2318","2318","2318",NA,NA,"GOBP_INOSITOL_PHOSPHATE_MEDIATED_SIGNALING","GO:0048016","Any intracellular signal transduction in which the signal is passed on within the cell via an inositol phosphate. Includes production of the inositol phosphate, and downstream effectors that further transmit the signal within the cell. Inositol phosphates are a group of mono- to poly-phosphorylated inositols, and include inositol monophosphate (IP), inositol trisphosphate (IP3), inositol pentakisphosphate (IP5) and inositol hexaphosphate (IP6). [GOC:bf, GOC:ceb, GOC:signaling, ISBN:0198506732, PMID:11331907]","GO:0048016","Any intracellular signal transduction in which the signal is passed on within the cell via an inositol phosphate. Includes production of the inositol phosphate, and downstream effectors that further transmit the signal within the cell. Inositol phosphates are a group of mono- to poly-phosphorylated inositols, and include inositol monophosphate (IP), inositol trisphosphate (IP3), inositol pentakisphosphate (IP5) and inositol hexaphosphate (IP6). [GOC:bf, GOC:ceb, GOC:signaling, ISBN:0198506732, PMID:11331907]","GO:0048016","Any intracellular signal transduction in which the signal is passed on within the cell via an inositol phosphate. Includes production of the inositol phosphate, and downstream effectors that further transmit the signal within the cell. Inositol phosphates are a group of mono- to poly-phosphorylated inositols, and include inositol monophosphate (IP), inositol trisphosphate (IP3), inositol pentakisphosphate (IP5) and inositol hexaphosphate (IP6). [GOC:bf, GOC:ceb, GOC:signaling, ISBN:0198506732, PMID:11331907]","GO:0048016","Any intracellular signal transduction in which the signal is passed on within the cell via an inositol phosphate. Includes production of the inositol phosphate, and downstream effectors that further transmit the signal within the cell. Inositol phosphates are a group of mono- to poly-phosphorylated inositols, and include inositol monophosphate (IP), inositol trisphosphate (IP3), inositol pentakisphosphate (IP5) and inositol hexaphosphate (IP6). [GOC:bf, GOC:ceb, GOC:signaling, ISBN:0198506732, PMID:11331907]","9.19372064902009e-05","0.0069121082684401","0.538434096309916","0.618894610160112","2.6561307496938","41","c(""HRH1"", ""ITPR2"", ""EDN1"", ""HOMER2"", ""LMCD1"", ""ITPR1"", ""PPP3CA"", ""STIMATE"", ""RCAN1"", ""NFAT5"")"
"43","2526","2526","2526",NA,NA,"GOBP_LOCOMOTION","GO:0040011","Self-propelled movement of a cell or organism from one location to another. [GOC:dgh]","GO:0040011","Self-propelled movement of a cell or organism from one location to another. [GOC:dgh]","GO:0040011","Self-propelled movement of a cell or organism from one location to another. [GOC:dgh]","GO:0040011","Self-propelled movement of a cell or organism from one location to another. [GOC:dgh]","6.93914600556273e-07","0.000147516672842394","0.659444398037935","0.297085435673388","1.52451408345396","1283","c(""FGF2"", ""CDH13"", ""MET"", ""ADAMTS1"", ""IGFBP3"", ""SERPINE2"", ""GCNT1"", ""TBX1"", ""SEMA7A"", ""EFNA5"", ""DST"", ""TACR1"", ""PIK3C2B"", ""PTPRJ"", ""EXT1"", ""VEGFC"", ""IGF1R"", ""HRH1"", ""CXCL8"", ""FUT8"", ""SEMA3G"", ""PTGS2"", ""RHOB"", ""BCR"", ""CCL2"", ""SRPX2"", ""CARMIL1"", ""SH3RF2"", ""CXCL3"", ""FN1"", ""EDN1"", ""CAV1"", ""LAMA3"", ""RPS6KA5"", ""CXCL2"", ""DACH1"", ""NTN1"", ""CXCL1"", ""PTPRF"", ""ARHGAP4"", ""UNC5D"", ""CX3CL1"", ""CDC42BPA"", ""PLD1"", ""MMP28"", ""EFNB2"", ""TWIST2"", ""SULF1"", ""CCDC88A"", ""ABL2"", ""HSPB1"", ""FGF18"", ""PTGER4"", ""CSF1"", ""NET1"", ""SLIT2"", 
""ITGB4"", ""PRKX"", ""RUFY3"", ""CHL1"", ""CD34"", ""SWAP70"", ""LRRK2"", ""CMKLR1"", ""GAS6"", ""ELMO1"", ""DPYSL3"", ""SIRPA"", ""ITGA3"", ""PALLD"", ""LAMA2"", ""ANO6"", ""CLEC14A"", ""GLIPR2"", ""CD9"", ""MYCBP2"", ""CXCL12"", ""FEZ2"", ""SMAD3"", ""SPOCK1"", ""CCN1"", ""LYST"", ""ALOX5"", ""MCTP1"", ""PIK3CB"", ""ITGB5"", ""GADD45A"", ""EPHA4"", ""SH3RF1"", ""CCN2"", ""SDC3"", ""PTPRG"", ""BMPR2"", ""THBS1"", ""DCN"", ""S100A11"", ""DZIP1"", ""SLC8A1"", ""CCNYL1"", ""TMEFF1"", ""MYADM"", ""NTNG1"", ""PTK2"", ""ROBO3"", ""B4GALT1"", ""JAG1"", ""LIMCH1"", ""NPTN"", ""LIMA1"", ""ITGA5"", ""MMRN2"", ""ATP8A1"", 
""VASH1"", ""ABCC1"", ""ACVRL1"", ""CD151"", ""DDR2"", ""RIN2"", ""ITGA9"", ""ANXA1"", ""ARHGEF2"", ""PLXNA4"", ""CLASP2"", ""CAVIN1"", ""ACVR1"", ""DSTN"", ""UNC5B"", ""ACVR1B"", ""ZEB2"", ""RFX3"", ""CEP85L"", ""NDRG4"", ""ECE1"", ""DIXDC1"", ""BMP4"", ""VCAM1"", ""GLUL"", ""DCLK1"", ""NOS3"", ""ALCAM"", ""SSX2IP"", ""ACE"", ""PARVA"", ""SERPINE1"", ""PPP3CA"", ""TIE1"", ""WNK1"", ""ADARB1"", ""DOCK1"", ""TSPO"", ""DDX58"", ""PTPRM"", ""S1PR1"", ""ADGRB1"", ""NAV1"", ""KCTD13"", ""OPHN1"", ""SUN2"", ""RAPGEF2"", ""SOX18"", ""TMSB4X"", ""SMAD4"", ""LOX"", ""APEX1"", ""PDGFD"", ""DIAPH1"", ""NPHP4"", ""RCC2"", 
""TPGS1"", ""ADGRA2"", ""RCAN1"", ""SOX17"", ""GATA2"", ""VEGFD"", ""RRAS2"", ""ADAM15"", ""MTUS1"", ""RYK"", ""CTTN"", ""FOXC1"", ""MYC"", ""TCAF1"", ""PLXNA2"", ""SLC12A2"", ""EPHA3"", ""GLI3"", ""SMURF2"", ""NTN4"", ""ADAM10"", ""ACTN4"", ""RADIL"", ""INPP5F"", ""LDLRAD4"", ""SPATA13"", ""RIPOR2"", ""IRS2"", ""ERBB2"", ""ANXA3"", ""CAMK1D"", ""MAPK3"", ""RALBP1"", ""CERS2"", ""AKT1"", ""SLC9B2"", ""BBS4"", ""MDK"", ""GRN"", ""PDGFC"", ""AKT3"", ""MMP14"", ""ADAM17"", ""ITGAV"", ""DMTN"", ""AFDN"", ""AMOTL2"", ""GNAI2"", ""PTPRR"", ""ARPC3"", ""LAMA4"", ""NF2"", ""TEK"", ""CLDN5"", ""AVL9"", ""PECAM1"", 
""RIPOR1"", ""ECSCR"")"
"44","2574","2574","2574",NA,NA,"GOBP_LYMPH_VESSEL_MORPHOGENESIS","GO:0036303","The process in which the anatomical structures of lymph vessels are generated and organized. The lymph vessel is the vasculature carrying lymph. [GOC:BHF, GOC:gr, PMID:18093989]","GO:0036303","The process in which the anatomical structures of lymph vessels are generated and organized. The lymph vessel is the vasculature carrying lymph. [GOC:BHF, GOC:gr, PMID:18093989]","GO:0036303","The process in which the anatomical structures of lymph vessels are generated and organized. The lymph vessel is the vasculature carrying lymph. [GOC:BHF, GOC:gr, PMID:18093989]","GO:0036303","The process in which the anatomical structures of lymph vessels are generated and organized. The lymph vessel is the vasculature carrying lymph. [GOC:BHF, GOC:gr, PMID:18093989]","0.000150773852941339","0.00988851918492931","0.518848077743792","0.73913886694526","2.92273807744798","20","c(""VEGFC"", ""CLEC14A"", ""BMPR2"", ""VASH1"", ""ACVRL1"", ""TIE1"", ""SOX18"", ""FOXC1"", ""PKD1"", ""PPP3CB"", ""ACVR2B"")"
"45","3051","3051","3051",NA,NA,"GOBP_NCRNA_PROCESSING","GO:0034470","Any process that results in the conversion of one or more primary non-coding RNA (ncRNA) transcripts into one or more mature ncRNA molecules. [GOC:mah]","GO:0034470","Any process that results in the conversion of one or more primary non-coding RNA (ncRNA) transcripts into one or more mature ncRNA molecules. [GOC:mah]","GO:0034470","Any process that results in the conversion of one or more primary non-coding RNA (ncRNA) transcripts into one or more mature ncRNA molecules. [GOC:mah]","GO:0034470","Any process that results in the conversion of one or more primary non-coding RNA (ncRNA) transcripts into one or more mature ncRNA molecules. [GOC:mah]","2.68709141927678e-08","7.88853266659113e-06","0.73376198835648","0.425203316477232","2.11623837500071","311","c(""TARBP1"", ""SMAD3"", ""DDX52"", ""TRMT44"", ""TFB1M"", ""ZNHIT6"", ""ADAT2"", ""RPL7"", ""MPHOSPH10"", ""RPS24"", ""RPL26"", ""EXOSC6"", ""DDX10"", ""ADAR"", ""PA2G4"", ""TRMT6"", ""THUMPD2"", ""RPL35A"", ""RPS14"", ""RPL27"", ""WDR43"", ""ERI3"", ""RPS25"", ""ANKRD16"", ""RPL35"", ""DROSHA"", ""WDR36"", ""SMAD2"", ""TSR2"", ""RPS7"", ""UTP25"", ""WDR75"", ""NSUN4"", ""TRDMT1"", ""THUMPD1"", ""RPL7A"", ""AGO3"", ""RTCB"", ""RPS8"", ""PUS7"", ""THADA"", ""AGO4"", ""WDR4"", ""FBL"", ""RPS28"", ""METTL3"", ""TRMT13"", ""NOL8"", ""RRP8"", ""NOP56"", ""HEATR1"", ""RPS19"", ""RPS21"", ""RPS16"", ""RBFA"", 
""EXOSC2"", ""METTL15"", ""RPS17"", ""SART1"", ""NSA2"", ""TRMU"", ""BUD23"", ""TRMT1L"", ""RPS15"", ""RIOK1"", ""TRMT12"", ""TSEN2"", ""KRR1"", ""INTS1"", ""METTL8"", ""UTP6"", ""INTS9"", ""SHQ1"", ""TYW3"", ""TYW1"", ""HELQ"", ""NSUN2"", ""ZCCHC4"", ""RPS27"", ""TSEN15"", ""RPL7L1"", ""RPUSD4"", ""UTP20"", ""RPS6"", ""OSGEP"", ""PRKDC"", ""WDR74"", ""TPRKB"", ""PDCD11"", ""NAT10"", ""INTS6"", ""DTWD2"", ""POP1"", ""RPL5"", ""GTPBP4"", ""EIF6"", ""LAS1L"", ""PWP1"", ""RRP15"", ""TRMT2B"", ""TRMT10B"", ""TRNT1"", ""FTSJ3"", ""METTL2A"", ""DCAF13"", ""MDN1"", ""GRSF1"", ""EXOSC8"", ""PARN"", ""NOB1"", ""RPL14"", 
""IL6"", ""QTRT1"", ""NSUN5"", ""DIS3"", ""EBNA1BP2"", ""TRMT1"", ""WDR12"", ""UTP4"", ""SSB"", ""FRG1"", ""TSEN34"", ""NUDT16"", ""URM1"", ""EMG1"", ""INTS14"", ""AGO1"", ""LARP7"", ""ZCCHC8"", ""ELP3"", ""RPL11"", ""NIFK"", ""DUS1L"", ""RIOK3"", ""WDR3"", ""NOL10"", ""SRFBP1"", ""TRMT11"", ""MTFMT"")"
"46","3648","3648","3648",NA,NA,"GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS","GO:0048585","Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. [GOC:jid]","GO:0048585","Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. [GOC:jid]","GO:0048585","Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. [GOC:jid]","GO:0048585","Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. [GOC:jid]","4.79877331544162e-05","0.00435065257201435","0.557332238758646","0.27917496457661","1.43014323729705","1163","c(""DKK2"", ""PTGIS"", ""FGF2"", ""PDE3A"", ""MECOM"", ""MET"", ""GRB14"", ""IGFBP3"", ""SERPINE2"", ""SEMA7A"", ""HEY1"", ""PDE3B"", ""PTPRJ"", ""IGF1R"", ""HEY2"", ""CXCL8"", ""SEMA3G"", ""PTGS2"", ""FBN1"", ""BCR"", ""CCL2"", ""AR"", ""TLE1"", ""SH3RF2"", ""EDN1"", ""CAV1"", ""PRDM16"", ""HOMER2"", ""OTUD7B"", ""CX3CL1"", ""SMAD6"", ""MMP28"", ""SULF1"", ""CRIM1"", ""ITPR1"", ""LTBP1"", ""PDCD4"", ""ABL2"", ""HSPB1"", ""PTGER4"", ""SLIT2"", ""CD34"", ""LRRK2"", ""THBD"", ""GAS6"", ""SIRPA"", ""ITGA3"", ""VGLL4"", ""CD9"", ""CXCL12"", ""SMAD3"", ""CLU"", ""ALOX5"", ""MCTP1"", ""CYP26B1"", ""AJAP1"", ""DDAH1"", 
""PIK3CB"", ""MLLT3"", ""EPHA4"", ""SH3RF1"", ""HLA-E"", ""FZD6"", ""THBS1"", ""DCN"", ""RBMS3"", ""RGS3"", ""KCTD10"", ""MYADM"", ""SOX13"", ""GPR161"", ""TRABD2A"", ""MMRN2"", ""TLE4"", ""MOSMO"", ""ANXA1"", ""ARHGEF2"", ""SERPING1"", ""CLASP2"", ""ACVR1"", ""UNC5B"", ""STMN1"", ""SOCS6"", ""CBFA2T2"", ""BAG5"", ""TRABD2B"", ""PSMA1"", ""NDRG4"", ""ADAR"", ""FBN2"", ""BICD1"", ""HMGA2"", ""BMP4"", ""SUSD4"", ""YAP1"", ""SARM1"", ""NOS3"", ""CFLAR"", ""DUSP2"", ""SERPINE1"", ""SMURF1"", ""USP25"", ""NDUFAF2"", ""TP53BP1"", ""HEG1"", ""CBL"", ""SPRED3"", ""LRFN5"", ""AMFR"", ""KCTD13"", ""SKIL"", ""TMSB4X"", 
""ELF1"", ""SMAD4"", ""CCDC3"", ""PAWR"", ""NPHP4"", ""PRKACB"", ""ADGRA2"", ""RCAN1"", ""DHRS3"", ""SOX17"", ""SLC27A4"", ""GATA2"", ""RYK"", ""CTTN"", ""NOMO3"", ""MYC"", ""RPS6KA6"", ""SESN1"", ""TMEM131L"", ""CSNK2A2"", ""BCL9L"", ""RELA"", ""TLE5"", ""SLC12A2"", ""GLI3"", ""ANKRD6"", ""SMURF2"", ""RPS3"", ""URI1"", ""STAT6"", ""INPP5F"", ""LDLRAD4"", ""AXIN1"", ""NFKBIA"", ""ERCC6"", ""RIPOR2"", ""PTPN3"", ""RNF213"", ""GLG1"", ""TRAP1"", ""PIBF1"", ""CERS2"", ""AKT1"", ""SYT11"", ""BBS4"", ""METTL3"", ""TP53"", ""MDK"", ""GRN"", ""MCL1"", ""AKT3"", ""MMP14"", ""ADAM17"", ""ITGAV"", ""FGL2"", ""CDK5RAP3"", 
""PPP1R15B"", ""FOXO1"", ""GNAI2"", ""PTPRR"", ""PHB"", ""NF2"", ""TEK"", ""MVP"", ""USP47"", ""PSMD10"", ""RPS19"", ""UBASH3B"", ""NOMO1"", ""PDCD6"", ""OPTN"", ""SYNJ2BP"", ""FBP1"", ""SEMA6C"", ""TPBG"", ""SESN3"", ""IGBP1"", ""OTUB1"", ""HHEX"", ""SULF2"", ""EIF3A"", ""PTPN22"", ""HLA-B"", ""ISG15"", ""CPNE1"", ""CHMP6"", ""NMI"", ""CASP8"", ""CDH5"", ""CCDC125"", ""UBQLN4"", ""FKTN"", ""UBAC2"", ""ICAM1"", ""PARP14"", ""GPD1L"", ""PHACTR4"", ""KIF7"", ""WWP2"", ""ATM"", ""BBS2"", ""ZBTB7A"", ""PPP3CB"", ""CCDC22"", ""PRKAA1"", ""OTUD7A"", ""PIP4K2C"", ""TGFB1I1"", ""IFI6"", ""ADRB2"", ""MICA"", ""PIK3IP1"", 
""ZC3H12A"", ""KPTN"", ""HOMER3"", ""RIF1"", ""HIF1AN"", ""VHL"", ""AIDA"", ""LMNA"", ""RPS6KB1"", ""CD44"", ""TSG101"", ""CBY1"", ""PPIA"", ""USP14"", ""CORO1B"", ""ING2"", ""CARD16"", ""SNX5"", ""ZNRF3"", ""PIP4K2B"", ""SIRT2"", ""SMARCA4"", ""TNFRSF1B"", ""FOXP1"", ""XRCC1"", ""MTM1"", ""FER"", ""RFFL"", ""HTRA3"", ""NCK1"", ""UBR5"", ""USP10"", ""PDPK1"", ""RGS10"", ""IFT80"", ""RASA2"", ""RGS11"", ""YBX1"", ""WWC3"", ""WWC2"", ""FAM3A"", ""TMEM170B"", ""DLG5"", ""DHX58"", ""STRN3"", ""ATF6B"", ""HGS"", ""OTUD3"", ""GIT1"", ""SHLD2"", ""UBQLN2"", ""TXN"", ""BRAP"", ""CHD8"", ""NFE2L2"", ""ATG12"", ""LPXN""
)"
"47","3785","3785","3785",NA,NA,"GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING","GO:0061045","Any process that decreases the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury. [GOC:dph]","GO:0061045","Any process that decreases the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury. [GOC:dph]","GO:0061045","Any process that decreases the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury. [GOC:dph]","GO:0061045","Any process that decreases the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury. [GOC:dph]","4.18139483192682e-05","0.00402785924044201","0.557332238758646","0.600758229979001","2.64882722421256","47","c(""FGF2"", ""SERPINE2"", ""EDN1"", ""CD34"", ""THBD"", ""CD9"", ""SMAD3"", ""ALOX5"", ""AJAP1"", ""THBS1"", ""SERPING1"", ""CLASP2"", ""NOS3"", ""SERPINE1"")"
"48","3838","3838","3838",NA,NA,"GOBP_NEURON_DIFFERENTIATION","GO:0030182","The process in which a relatively unspecialized cell acquires specialized features of a neuron. [GOC:mah]","GO:0030182","The process in which a relatively unspecialized cell acquires specialized features of a neuron. [GOC:mah]","GO:0030182","The process in which a relatively unspecialized cell acquires specialized features of a neuron. [GOC:mah]","GO:0030182","The process in which a relatively unspecialized cell acquires specialized features of a neuron. [GOC:mah]","0.000107729917251396","0.00763396482591792","0.538434096309916","0.283219828433831","1.44847888273548","995","c(""BMP6"", ""ROR1"", ""MET"", ""SYT1"", ""SEMA7A"", ""EFNA5"", ""HEY1"", ""TOX"", ""S100A6"", ""EXT1"", ""IGF1R"", ""HEY2"", ""JAG2"", ""MAP2"", ""SEMA3G"", ""ITSN2"", ""CAPRIN2"", ""WNT2B"", ""TANC2"", ""TSPAN2"", ""KIF13B"", ""CRTAC1"", ""BLOC1S5"", ""FN1"", ""EDN1"", ""LAMA3"", ""RPS6KA5"", ""RIMS2"", ""NTN1"", ""PTPRF"", ""ARHGAP4"", ""UNC5D"", ""CX3CL1"", ""VIM"", ""EFNB2"", ""CCDC88A"", ""PPP1R9A"", ""ABL2"", ""SLIT2"", ""RUFY3"", ""CHL1"", ""ALDH1A2"", ""LRRK2"", ""NLGN1"", ""DPYSL3"", ""ITGA3"", ""PALLD"", ""LAMA2"", ""ID3"", ""MYCBP2"", ""CXCL12"", ""FEZ2"", ""MYEF2"", ""SPOCK1"", ""HS6ST1"", ""EPHA4"", 
""PTPRG"", ""BMPR2"", ""TMEFF1"", ""NTNG1"", ""PTK2"", ""FBXW8"", ""FARP2"", ""EEF2K"", ""ROBO3"", ""SLITRK4"", ""JAG1"", ""FBXO38"", ""NPTN"", ""MOSMO"", ""ATXN10"", ""ARHGEF2"", ""PLXNA4"", ""MAP4"", ""MFSD8"", ""CASZ1"", ""UNC5B"", ""DNMT3A"", ""STAU2"", ""STMN1"", ""CBFA2T2"", ""BAG5"", ""BTG2"", ""NDRG4"", ""ECE1"", ""DIXDC1"", ""BMP4"", ""SARM1"", ""VCAM1"", ""ID4"", ""DCLK1"", ""SLC11A2"", ""CFLAR"", ""ALCAM"", ""UBB"", ""MYO9A"", ""SMURF1"", ""MTR"", ""PPP3CA"", ""PTPN9"", ""EIF2AK4"", ""WNK1"", ""ADARB1"", ""TSPO"", ""CNTNAP1"", ""PTPRM"", ""S1PR1"", ""ADGRB1"", ""OPHN1"", ""SKIL"", ""MOV10"", ""RAPGEF2"", 
""FLOT1"", ""PREX2"", ""PPP2R5B"", ""DDX6"", ""DBNL"", ""SMAD4"", ""B4GALT6"", ""CDH23"", ""CARM1"", ""NPHP4"", ""THRB"", ""GATA2"", ""VEGFD"", ""BECN1"", ""RYK"", ""RAB10"", ""CTTN"", ""PLXNA2"", ""FARP1"", ""LRP6"", ""EPHA3"", ""GLI3"", ""WEE1"", ""MIB1"", ""NTN4"", ""ATAT1"", ""INPP5F"", ""ERCC6"", ""WDR5"", ""ERBB2"", ""IFT27"", ""PBX3"", ""NEK3"", ""NGRN"", ""CAMK1D"", ""RAB29"", ""ATF1"", ""SIN3A"", ""GDPD5"", ""CERS2"", ""AKT1"", ""BBS4"", ""ADNP"", ""MDK"", ""GRN"", ""TAL1"", ""TMEM106B"", ""CEP290"", ""BTBD3"", ""HDGFL3"", ""PDLIM5"", ""CDK5RAP3"")"
"49","4063","4063","4063",NA,NA,"GOBP_OSSIFICATION","GO:0001503","The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance. [GOC:mtg_mpo, PMID:17572649]","GO:0001503","The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance. [GOC:mtg_mpo, PMID:17572649]","GO:0001503","The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance. [GOC:mtg_mpo, PMID:17572649]","GO:0001503","The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance. [GOC:mtg_mpo, PMID:17572649]","0.00015304108652043","0.00993156103577316","0.518848077743792","0.362122182935391","1.79508024501909","293","c(""BMP6"", ""FGF2"", ""SEMA7A"", ""TACR1"", ""MGP"", ""EXT1"", ""VEGFC"", ""PTGS2"", ""SMAD6"", ""TWIST2"", ""CRIM1"", ""FGF18"", ""PTGER4"", ""CSF1"", ""MRC2"", ""ANO6"", ""COL5A2"", ""ID3"", ""SMAD3"", ""CCN1"", ""ALOX5"", ""CCN2"", ""DHH"", ""BMPR2"", ""SLC8A1"", ""SRGN"", ""OMD"", ""PTK2"", ""LTBP3"", ""CHSY1"", ""JAG1"", ""DDR2"", ""ACVR1"", ""MYBBP1A"", ""ADAR"", ""FBN2"", ""NPR2"", ""ZBTB16"", ""BMP4"", ""YAP1"", ""ID4"", ""DNAJC13"", ""BCAP29"", ""S1PR1"", ""SMAD4"", ""LOX"", ""MINPP1"", ""DHRS3"", ""RPL38"", ""RRAS2"", ""FOXC1"", ""GLI3"", ""FAM20C"", ""TENT5A"", ""MAPK3"", ""FBL"", ""AKT1"", ""MDK"", 
""MMP14"", ""PDLIM7"", ""PHB"")"
"50","4390","4390","4390",NA,NA,"GOBP_POSITIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT","GO:0061036","Any process that increases the rate, frequency, or extent of cartilage development, the process whose specific outcome is the progression of the cartilage over time, from its formation to the mature structure. Cartilage is a connective tissue dominated by extracellular matrix containing collagen type II and large amounts of proteoglycan, particularly chondroitin sulfate. [GOC:dph]","GO:0061036","Any process that increases the rate, frequency, or extent of cartilage development, the process whose specific outcome is the progression of the cartilage over time, from its formation to the mature structure. Cartilage is a connective tissue dominated by extracellular matrix containing collagen type II and large amounts of proteoglycan, particularly chondroitin sulfate. [GOC:dph]","GO:0061036","Any process that increases the rate, frequency, or extent of cartilage development, the process whose specific outcome is the progression of the cartilage over time, from its formation to the mature structure. Cartilage is a connective tissue dominated by extracellular matrix containing collagen type II and large amounts of proteoglycan, particularly chondroitin sulfate. [GOC:dph]","GO:0061036","Any process that increases the rate, frequency, or extent of cartilage development, the process whose specific outcome is the progression of the cartilage over time, from its formation to the mature structure. Cartilage is a connective tissue dominated by extracellular matrix containing collagen type II and large amounts of proteoglycan, particularly chondroitin sulfate. [GOC:dph]","0.000114498229002158","0.00802138161134433","0.538434096309916","0.69613628603933","2.85412472569887","25","c(""BMP6"", ""FGF18"", ""SMAD3"", ""CCN1"", ""SOX5"", ""BMPR2"", ""ACVRL1"", ""ZBTB16"", ""BMP4"", ""GLI3"", ""MDK"")"
"51","4452","4452","4452",NA,NA,"GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS","GO:0050921","Any process that activates or increases the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient. [GOC:ai]","GO:0050921","Any process that activates or increases the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient. [GOC:ai]","GO:0050921","Any process that activates or increases the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient. [GOC:ai]","GO:0050921","Any process that activates or increases the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient. [GOC:ai]","7.8501347280943e-06","0.00126395769060536","0.593325476396405","0.534119117154117","2.48972773853868","92","c(""FGF2"", ""CDH13"", ""MET"", ""VEGFC"", ""CXCL8"", ""EDN1"", ""HSPB1"", ""FGF18"", ""CSF1"", ""SLIT2"", ""SWAP70"", ""CMKLR1"", ""GAS6"", ""ANO6"", ""CXCL12"", ""SMAD3"", ""BMPR2"", ""THBS1"", ""PTK2"", ""SERPINE1"", ""WNK1"", ""S1PR1"", ""TMSB4X"", ""PDGFD"", ""VEGFD"", ""ADAM10"", ""RIPOR2"", ""CAMK1D"", ""MAPK3"", ""MDK"", ""ADAM17"")"
"52","4714","4714","4714",NA,NA,"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS","GO:0002690","Any process that activates or increases the frequency, rate, or extent of leukocyte chemotaxis. [GOC:add]","GO:0002690","Any process that activates or increases the frequency, rate, or extent of leukocyte chemotaxis. [GOC:add]","GO:0002690","Any process that activates or increases the frequency, rate, or extent of leukocyte chemotaxis. [GOC:add]","GO:0002690","Any process that activates or increases the frequency, rate, or extent of leukocyte chemotaxis. [GOC:add]","9.1005682694808e-06","0.00133583341384165","0.593325476396405","0.598550590512994","2.6594262740041","56","c(""VEGFC"", ""CXCL8"", ""EDN1"", ""CSF1"", ""SWAP70"", ""CMKLR1"", ""GAS6"", ""ANO6"", ""CXCL12"", ""THBS1"", ""PTK2"", ""SERPINE1"", ""WNK1"", ""VEGFD"", ""ADAM10"", ""RIPOR2"", ""CAMK1D"", ""MAPK3"", ""MDK"", ""ADAM17"")"
