"","X","Show","Aggregated","pathway","gs_number","gs_description","pval","padj","log2err","ES","NES","size","leadingEdge"
"1","1","","Adhesion","GOBP_CELL_CELL_ADHESION","GO:0098609","The attachment of one cell to another cell via adhesion molecules. [GOC:dos]","3.74905617751323e-07","6.01788155390486e-06","0.674962860011025","0.103622161698207","3.18188663148464","710","c(""FYN"", ""CBLB"", ""ETS1"", ""HSPD1"", ""SKAP1"", ""DPP4"", ""CD2"", ""RASGRP1"", ""LCK"", ""RHOH"", ""TNFSF14"", ""RUNX3"", ""SPN"", ""PRKCQ"", ""CYFIP2"", ""TESPA1"", ""CD6"", ""TIGIT"", ""SIRPG"", ""ZAP70"", ""CD70"", ""B2M"", ""PTPN22"", ""CLSTN3"", ""HMGB1"", ""ADAM19"", ""CARD11"", ""SLAMF1"", ""ANXA1"", ""SRPX2"", ""OBSCN"", ""FBLIM1"", ""NRCAM"", ""KLRK1"", ""TNR"", ""ICOS"", ""YES1"", ""RET"", ""LGALS1"", ""EZR"", ""IL7R"", ""NECTIN3"", ""CEACAM6"", ""IRF1"", ""GATA3"", ""DMTN"", ""PRKCZ"", ""ITGA1"", ""CRTAM"", ""DNAJB6"", ""TENM4"", ""CAV1"", ""RIPOR2"", ""RPS3"", ""HSPB1"", ""NTNG2"", ""MYH9"", 
""MSN"", ""HLA-A"", ""PKP4"", ""TNF"", ""SOX13"", ""CELSR1"", ""BLK"", ""LEF1"", ""CDHR1"", ""ZC3H12A"", ""LRRC7"", ""CDH20"", ""RDX"", ""KIT"", ""SOX2"", ""LRRC4B"", ""ITGA2"", ""TYRO3"", ""LIMS2"", ""HSPH1"", ""SDK2"", ""CELSR2"", ""RAC2"", ""MEGF11"", ""TRIM29"", ""VSTM2L"", ""CCL5"", ""IL23R"", ""LAMA5"", ""DSC1"", ""ITGA7"", ""NRXN1"", ""ITGAL"", ""CCN1"", ""ITGA5"", ""CDH19"", ""ITGB3"", ""DSG3"", ""DNAJA3"", ""PODXL2"", ""ITGA6"", ""ADA"", ""EFNB1"", ""AMIGO2"", ""ST3GAL4"", ""GLI2"", ""IL36B"", ""ACTB"", ""ANXA9"", ""UMOD"", ""CNTN2"", ""IGDCC4"", ""MEGF10"", ""NRXN2"", ""CAMSAP3"", ""ANXA2"", ""DSCAM"", 
""ITGB1"", ""CERCAM"", ""NCAM2"", ""SELP"", ""LAMA3"", ""CD99"", ""NOTCH4"", ""SDC4"", ""CNTN6"", ""LAX1"", ""PCDH17"", ""VTCN1"", ""CDH4"", ""PERP"", ""DAB1"", ""COL13A1"", ""PKD1"", ""DLG5"", ""ITGAE"", ""TARM1"", ""SPTA1"", ""TTYH1"", ""HMCN1"", ""GLI3"", ""PIEZO1"", ""CSTA"", ""XG"", ""IDO1"", ""TSPAN32"", ""GNAS"", ""FUT4"", ""SELPLG"", ""PTPRF"", ""NPHS1"", ""WNT7B"", ""MMP24"", ""LRRC4C"", ""DSG2"", ""ADAM8"", ""MYB"", ""PAK4"", ""PDE5A"", ""SELL"", ""PCDH15"", ""ATP1B2"", ""ACTG1"", ""ADORA2A"", ""CDHR2"", ""PNP"", ""TMIGD2"", ""ASTN2"", ""SELE"", ""DSC3"", ""MAG"", ""FUT9"", ""CTNND2"", ""ADGRL3"", 
""WNT3A"", ""FLNA"")"
"2","2","","Adhesion","GOBP_LEUKOCYTE_CELL_CELL_ADHESION","GO:0007159","The attachment of a leukocyte to another cell via adhesion molecules. [GOC:go_curators]","1.73885612240366e-07","3.0058687930251e-06","0.690132458796796","0.155355830691273","4.1943575637014","297","c(""FYN"", ""CBLB"", ""ETS1"", ""HSPD1"", ""SKAP1"", ""DPP4"", ""RASGRP1"", ""LCK"", ""RHOH"", ""TNFSF14"", ""RUNX3"", ""SPN"", ""PRKCQ"", ""TESPA1"", ""CD6"", ""TIGIT"", ""SIRPG"", ""ZAP70"", ""CD70"", ""B2M"", ""PTPN22"", ""HMGB1"", ""CARD11"", ""SLAMF1"", ""ANXA1"", ""KLRK1"", ""ICOS"", ""YES1"", ""LGALS1"", ""EZR"", ""IL7R"", ""IRF1"", ""GATA3"", ""PRKCZ"", ""CRTAM"", ""CAV1"", ""RIPOR2"", ""RPS3"", ""MSN"", ""HLA-A"", ""TNF"", ""SOX13"", ""LEF1"", ""ZC3H12A"", ""HSPH1"", ""RAC2"", ""CCL5"", ""IL23R"", ""ITGAL"", ""ITGA5"", ""DNAJA3"", ""PODXL2"", ""ADA"", ""EFNB1"", ""ST3GAL4"", ""GLI2"", ""IL36B"", ""UMOD"", 
""ITGB1"", ""CERCAM"", ""SELP"", ""SDC4"", ""LAX1"", ""VTCN1"")"
"3","3","","Adhesion","GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION","GO:0045785","Any process that activates or increases the frequency, rate or extent of cell adhesion. [GOC:go_curators]","1.22461179158115e-10","3.83692069506459e-09","0.826657301178302","0.171301721865213","4.78519556766555","356","c(""FYN"", ""ETS1"", ""HSPD1"", ""SKAP1"", ""DPP4"", ""RASGRP1"", ""LCK"", ""SPOCK2"", ""RHOH"", ""TNFSF14"", ""RUNX3"", ""PRKCQ"", ""TESPA1"", ""CD6"", ""SIRPG"", ""ZAP70"", ""CD70"", ""B2M"", ""PTPN22"", ""HMGB1"", ""ADAM19"", ""CARD11"", ""SLAMF1"", ""ANXA1"", ""KLRK1"", ""ICOS"", ""YES1"", ""RET"", ""S100A10"", ""LGALS1"", ""IL7R"", ""CSF1"", ""CEACAM6"", ""GATA3"", ""DMTN"", ""PRKCZ"", ""CAV1"", ""RPS3"", ""HLA-A"", ""TNF"", ""SOX13"", ""LEF1"", ""EMILIN1"", ""SOX2"", ""ITGA2"", ""LIMS2"", ""HSPH1"", ""STK4"", ""FBLN2"", ""CCL5"", ""IL23R"", ""CCN1"", ""ITGA5"", ""FOXC2"", ""CSPG5"", ""DNAJA3"", ""FERMT1"", 
""ADA"", ""EFNB1"", ""ST3GAL4"", ""GLI2"", ""IL36B"")"
"4","4","","Adhesion","GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION","GO:0022409","Any process that activates or increases the rate or extent of cell adhesion to another cell. [GOC:isa_complete]","1.22355810812383e-06","1.74866846286031e-05","0.643551836150722","0.159119784438825","4.0868495868243","231","c(""FYN"", ""ETS1"", ""HSPD1"", ""SKAP1"", ""DPP4"", ""RASGRP1"", ""LCK"", ""RHOH"", ""TNFSF14"", ""RUNX3"", ""PRKCQ"", ""TESPA1"", ""CD6"", ""SIRPG"", ""ZAP70"", ""CD70"", ""B2M"", ""PTPN22"", ""HMGB1"", ""ADAM19"", ""CARD11"", ""SLAMF1"", ""ANXA1"", ""KLRK1"", ""ICOS"", ""YES1"", ""LGALS1"", ""IL7R"", ""CEACAM6"", ""GATA3"", ""DMTN"", ""PRKCZ"", ""CAV1"", ""RPS3"", ""HLA-A"", ""TNF"", ""SOX13"", ""LEF1"")"
"5","5","","Adhesion","GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION","GO:1903039","Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion. [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]","3.1136303774356e-07","5.1112164155536e-06","0.674962860011025","0.180127319934806","4.45133791678635","195","c(""FYN"", ""ETS1"", ""HSPD1"", ""SKAP1"", ""DPP4"", ""RASGRP1"", ""LCK"", ""RHOH"", ""TNFSF14"", ""RUNX3"", ""PRKCQ"", ""TESPA1"", ""CD6"", ""SIRPG"", ""ZAP70"", ""CD70"", ""B2M"", ""PTPN22"", ""HMGB1"", ""CARD11"", ""SLAMF1"", ""ANXA1"", ""KLRK1"", ""ICOS"", ""YES1"", ""LGALS1"", ""IL7R"", ""GATA3"", ""PRKCZ"", ""CAV1"", ""RPS3"", ""HLA-A"", ""TNF"", ""SOX13"", ""LEF1"")"
"6","6","","Adhesion","GOBP_REGULATION_OF_CELL_ADHESION","GO:0030155","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix. [GOC:mah]","4.21172413742098e-12","1.72627711972154e-10","0.887074988399873","0.142168265683093","4.27805887976129","608","c(""FYN"", ""CBLB"", ""ETS1"", ""HSPD1"", ""SKAP1"", ""CASK"", ""DPP4"", ""RASGRP1"", ""LCK"", ""SPOCK2"", ""RHOH"", ""TNFSF14"", ""RUNX3"", ""SPN"", ""PRKCQ"", ""TESPA1"", ""CD6"", ""TIGIT"", ""SIRPG"", ""ZAP70"", ""KIF14"", ""CD70"", ""B2M"", ""PTPN22"", ""HMGB1"", ""ADAM19"", ""CARD11"", ""SLAMF1"", ""ANXA1"", ""LMO7"", ""KLRK1"", ""TNR"", ""ICOS"", ""YES1"", ""RET"", ""S100A10"", ""LGALS1"", ""IL7R"", ""CSF1"", ""CEACAM6"", ""IRF1"", ""GATA3"", ""DMTN"", ""PRKCZ"", ""CRTAM"", ""CAV1"", ""RIPOR2"", ""TNC"", ""SERPINE1"", ""RPS3"", ""HLA-A"", ""PKP4"", ""TNF"", ""SOX13"", ""BLK"", ""LEF1"", ""CXCL8"", ""ZC3H12A"", 
""EMILIN1"", ""CYTIP"", ""RDX"", ""SOX2"", ""ITGA2"", ""LIMS2"", ""ACTN4"", ""HSPH1"", ""STK4"", ""FZD4"", ""FBLN2"", ""CELSR2"", ""RAC2"", ""CCL5"", ""IL23R"", ""LAMA5"", ""JAG2"", ""CCN1"", ""ITGA5"", ""FOXC2"", ""CSPG5"", ""DNAJA3"", ""FERMT1"", ""KANK1"", ""ADA"", ""EFNB1"", ""ST3GAL4"", ""GLI2"", ""IL36B"", ""COL1A1"", ""MEGF10"", ""CAMSAP3"", ""DSCAM"", ""SELP"", ""PRKD2"", ""LAMA3"", ""NOTCH4"", ""SDC4"", ""ATP5F1B"")"
"7","7","","Adhesion","GOBP_REGULATION_OF_CELL_CELL_ADHESION","GO:0022407","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell. [GOC:isa_complete]","4.25234726596746e-08","8.24778188461605e-07","0.719512826338911","0.151125871505747","4.2268529990904","359","c(""FYN"", ""CBLB"", ""ETS1"", ""HSPD1"", ""SKAP1"", ""DPP4"", ""RASGRP1"", ""LCK"", ""RHOH"", ""TNFSF14"", ""RUNX3"", ""SPN"", ""PRKCQ"", ""TESPA1"", ""CD6"", ""TIGIT"", ""SIRPG"", ""ZAP70"", ""CD70"", ""B2M"", ""PTPN22"", ""HMGB1"", ""ADAM19"", ""CARD11"", ""SLAMF1"", ""ANXA1"", ""KLRK1"", ""TNR"", ""ICOS"", ""YES1"", ""LGALS1"", ""IL7R"", ""CEACAM6"", ""IRF1"", ""GATA3"", ""DMTN"", ""PRKCZ"", ""CRTAM"", ""CAV1"", ""RIPOR2"", ""RPS3"", ""HLA-A"", ""TNF"", ""SOX13"", ""BLK"", ""LEF1"", ""ZC3H12A"")"
"8","8","","Adhesion","GOCC_ANCHORING_JUNCTION","GO:0070161","A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix. [ISBN:0815332181]","5.92504744500702e-08","1.12248645927648e-06","0.719512826338911","0.106604803401618","3.27909829927555","734","c(""HSPA8"", ""SKAP1"", ""THEMIS"", ""CASK"", ""ITK"", ""IQGAP3"", ""DPP4"", ""CD2"", ""SYNE2"", ""KIF23"", ""ZAP70"", ""HSPA1A"", ""B2M"", ""HSPA9"", ""MPP7"", ""HSPA1B"", ""ANXA1"", ""LMO7"", ""OBSCN"", ""FBLIM1"", ""YES1"", ""EZR"", ""NECTIN3"", ""SNTB2"", ""OXTR"", ""NDRG1"", ""CNN2"", ""PRKCZ"", ""RPS2"", ""ITGA1"", ""CAV1"", ""TNC"", ""RPS3"", ""HSPB1"", ""FLNB"", ""PATJ"", ""MYH9"", ""MSN"", ""RPLP1"", ""VIM"", ""ECT2"", ""SSX2IP"", ""PKP4"", ""LDB3"", ""CSPG4"", ""HEG1"", ""CGN"", ""HACD3"", ""CAPN2"", ""CDH20"", ""ANXA6"", ""RRAS2"", ""RDX"", ""SYNM"", ""GJB7"", ""RPS13"", ""RPS29"", ""FAP"", ""KIT"", ""CCDC85B"", 
""NRAP"", ""ADD3"", ""SYNPO"", ""SLC2A1"", ""ITGA2"", ""FBF1"", ""LIMS2"", ""ACTN4"", ""YWHAQ"", ""ACTN2"", ""CTTN"", ""FZD4"", ""EVPL"", ""ADGRE5"", ""RAC2"", ""TRIM29"", ""SCN5A"", ""DSC1"", ""ITGA5"", ""AIF1L"", ""RPL19"", ""CDH19"", ""CNN1"", ""MPP2"", ""RPL38"", ""ITGB3"", ""DSG3"", ""HSPG2"", ""FERMT1"", ""ITGA6"", ""RPS8"", ""ACTB"", ""CDC42EP4"", ""CCDC85C"", ""CSRP2"", ""TNKS1BP1"", ""MAPRE1"", ""RPL7A"", ""RPL13A"", ""EFS"", ""CAMSAP3"", ""AOC1"", ""ANXA2"", ""ITGB1"", ""SVIL"", ""BAIAP2L2"", ""CD99"", ""SDC4"", ""PARD6G"", ""RPLP2"", ""SCN1A"", ""CDK4"", ""AMOT"", ""TADA1"", ""LAYN"", ""MARVELD3"", 
""PERP"", ""COL13A1"", ""MICALL2"", ""RPL6"", ""FRMD5"", ""MPP3"", ""HMCN1"", ""MRC2"", ""KCNA2"", ""DIXDC1"", ""RPS4X"", ""CNTNAP1"", ""SYNPO2"", ""ABCB11"", ""TNS2"", ""RPS15"", ""CADM4"", ""NPHS1"", ""CAV3"", ""DSG2"", ""CFL1"", ""ITGB4"", ""PPFIBP1"", ""NOX4"", ""OPRM1"", ""SHROOM4"", ""PAK4"", ""ACTG1"", ""YWHAB"", ""RPL37A"", ""ACTN3"", ""BCAR1"", ""DSC3"", ""AHI1"", ""ASAP3"", ""CTNND2"", ""FZD2"", ""ADGRL3"", ""RPL8"", ""CAV2"", ""FLNA"", ""CIB2"", ""DAG1"", ""PLAU"", ""RASIP1"", ""RND1"", ""AFAP1"", ""PDLIM3"", ""TJP2"", ""EHD3"", ""MPRIP"", ""SHROOM2"", ""SNTB1"", ""ILDR2"", ""ILDR1"", ""SLC6A4"", 
""FBLN7"", ""GJC1"", ""EPHA2"", ""OBSL1"", ""NFASC"", ""FRMPD2"", ""RPL3"", ""CDH5"", ""PTPN6"", ""RPS18"", ""LSR"", ""ARMC5"", ""AJAP1"", ""GRHL2"", ""LCP1"", ""CDH12"", ""ITGA11"", ""CDH10"", ""PDZD2"", ""PDLIM1"", ""CLDN18"", ""PARD6B"", ""PLEKHA7"", ""ARPC5L"", ""ADGRB1"", ""RPS19"", ""MXRA8"", ""POF1B"", ""CLDN16"", ""TRAF4"", ""RPL18"", ""DSG4"", ""OCLN"", ""THSD1"", ""GJB6"", ""PPL"", ""S100A11"", ""PTPRU"", ""EPB41L4B"", ""GJB2"", ""RPS5"", ""NCKAP1"", ""STARD10"", ""FAT2"", ""RPL22"", ""SRCIN1"", ""NF2"", ""CDH13"", ""TLE2"", ""SCN2A"", ""PRKD1"", ""TJP1"", ""LIN7A"", ""CORO1B"", ""LIMA1"", ""PFN1"", 
""REXO2"", ""FOCAD"", ""LAT"", ""RPS14"", ""FXYD1"", ""PPP1CA"", ""INPP5E"", ""VSIG10"", ""ENAH"", ""CDH3"", ""CALB2"", ""FZD5"", ""MAGI1"", ""PDLIM7"", ""MPP4"", ""TMEM47"", ""LAMTOR3"")"
"9","9","","Adhesion","GOCC_CELL_SUBSTRATE_JUNCTION","GO:0030055","A cell junction that forms a connection between a cell and the extracellular matrix. [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]","1.19086123351171e-07","2.14981791102376e-06","0.704975715167238","0.137351313603448","3.93797207435865","408","c(""HSPA8"", ""CASK"", ""DPP4"", ""SYNE2"", ""KIF23"", ""HSPA1A"", ""B2M"", ""HSPA9"", ""HSPA1B"", ""ANXA1"", ""LMO7"", ""FBLIM1"", ""YES1"", ""EZR"", ""SNTB2"", ""CNN2"", ""RPS2"", ""ITGA1"", ""CAV1"", ""TNC"", ""RPS3"", ""HSPB1"", ""FLNB"", ""MYH9"", ""MSN"", ""RPLP1"", ""VIM"", ""CSPG4"", ""HACD3"", ""CAPN2"", ""ANXA6"", ""RRAS2"", ""RDX"", ""RPS13"", ""RPS29"", ""FAP"", ""NRAP"", ""ITGA2"", ""LIMS2"", ""ACTN4"", ""YWHAQ"", ""ACTN2"", ""CTTN"", ""ADGRE5"", ""RAC2"", ""ITGA5"", ""AIF1L"", ""RPL19"", ""CNN1"", ""RPL38"", ""ITGB3"", ""HSPG2"", ""FERMT1"", ""ITGA6"", ""RPS8"", ""ACTB"", ""CSRP2"", ""MAPRE1"", ""RPL7A"", 
""RPL13A"", ""EFS"", ""ITGB1"", ""SVIL"", ""CD99"", ""SDC4"", ""RPLP2"", ""TADA1"", ""LAYN"", ""RPL6"", ""HMCN1"", ""MRC2"", ""DIXDC1"", ""RPS4X"", ""SYNPO2"", ""TNS2"", ""RPS15"", ""NPHS1"", ""CAV3"", ""CFL1"", ""ITGB4"", ""PPFIBP1"", ""NOX4"", ""OPRM1"", ""SHROOM4"", ""PAK4"", ""ACTG1"", ""YWHAB"", ""RPL37A"", ""ACTN3"", ""BCAR1"", ""ASAP3"", ""FZD2"", ""RPL8"", ""CAV2"", ""FLNA"", ""CIB2"", ""DAG1"", ""PLAU"", ""AFAP1"", ""EHD3"", ""MPRIP"")"
"10","10","","Adhesion","GOCC_CELL_SURFACE","GO:0009986","The external part of the cell wall and/or plasma membrane. [GOC:jl, GOC:mtg_sensu, GOC:sm]","3.99147044536297e-08","7.81153540313228e-07","0.719512826338911","0.114905094874981","3.50142110782181","653","c(""SLC38A1"", ""HSP90AB1"", ""HSPD1"", ""DPP4"", ""CD2"", ""CD69"", ""F2R"", ""SPN"", ""HMMR"", ""CD6"", ""TIGIT"", ""LRP8"", ""B2M"", ""CLSTN3"", ""HMGB1"", ""LY9"", ""SLAMF6"", ""SLAMF1"", ""CD109"", ""ANXA1"", ""CD8A"", ""LMO7"", ""SRPX2"", ""CD226"", ""NRCAM"", ""KLRK1"", ""TNR"", ""SLAMF7"", ""IL2RG"", ""IL31RA"", ""IL7R"", ""CEACAM6"", ""NTSR1"", ""GPRC5B"", ""VWDE"", ""KRT10"", ""PPFIA4"", ""ITGA1"", ""NCAM1"", ""CD8B"", ""HILPDA"", ""HLA-B"", ""ECE1"", ""ACKR4"", ""MSN"", ""ENO2"", ""IL2RB"", ""MST1R"", ""HLA-A"", ""ADAMTS7"", ""GRIA2"", ""TNF"", ""LAMP3"", ""UPK1A"", ""FLT3LG"", ""CSPG4"", ""HEG1"", 
""TACR1"", ""CAPN2"", ""PHB"", ""ACE2"", ""HHIP"", ""BCAM"", ""NOTCH3"", ""TFR2"", ""CACNG4"", ""CRYAB"", ""CD8B2"", ""FAP"", ""KIT"", ""CCR3"", ""FOLH1"", ""ITGA2"", ""TYRO3"", ""CA4"", ""MUC17"", ""TNFRSF9"", ""PAM"", ""FZD4"", ""PLVAP"", ""HJV"", ""SCN5A"", ""IL23R"", ""ITGA7"", ""NRXN1"", ""ITGAL"", ""TGFB3"", ""ITGA5"", ""LBP"", ""NTRK1"", ""IGSF3"", ""MOG"", ""PROM1"", ""F2"", ""SLC3A2"", ""CSPG5"", ""ITGB3"", ""OIT3"", ""SCUBE3"", ""CD244"", ""ITGA6"", ""ADA"", ""SLC6A2"", ""F10"", ""BSN"", ""CLEC19A"", ""F3"", ""CLEC17A"", ""GRIN2B"", ""CD48"", ""RAMP3"", ""ANXA9"", ""BTN3A2"", ""IL5RA"", ""CCR6"", ""UMOD"", 
""CNTN2"", ""TMEM8B"", ""ANXA2"", ""ITGB1"", ""SELP"", ""NOTCH4"", ""SDC4"", ""ATP5F1B"", ""SEMA7A"", ""AMOT"", ""SCNN1G"", ""BGN"", ""VTCN1"", ""BTNL8"", ""LAYN"", ""PKD1"", ""CRLF1"", ""ITGAE"", ""IL21R"", ""CD22"", ""TGFBR3"", ""GLRA1"", ""AAMP"", ""CACNG2"", ""FAS"", ""ERP29"", ""LDLR"", ""TSPAN32"", ""ADGRA2"", ""FUT4"", ""KDR"", ""CD63"", ""BTNL9"", ""WNT7A"", ""LRP4"", ""GFRA3"", ""ABCB11"")"
