gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
INHBB,4.356543837,4.675546331,15.59629989,1.86151638513287e-14,1.16779859049956e-10,21.96953865,NA,0.182937303
IVNS1ABP,3.509892956,7.636471198,15.45216997,2.30259334308163e-14,1.16779859049956e-10,22.74755207,NA,0.506155167
STC1,3.465474214,7.51081374,16.0557042,9.55241826809829e-15,1.16779859049956e-10,23.56957928,NA,0.470083023
INSR,2.795944615,10.25564503,14.57723993,8.67607045313584e-14,3.30016029861155e-10,21.60992824,NA,0.818494131
FCN3,4.850352767,4.045399327,13.3874026,5.85469413847459e-13,1.78158342633782e-09,18.66001713,Inflammation/Immune/Stress/Toxic/Detox,0.102204409
P2RY8,3.420549286,5.74969727,12.88073661,1.37371407767129e-12,3.48350994862811e-09,18.64511552,NA,0.186372745
CBLB,1.952190895,9.732129589,12.68084126,1.93659228254116e-12,4.2093216541234e-09,18.54241174,NA,0.596621815
EXOC3L2,3.265637045,4.441078951,12.53160317,2.50913622220771e-12,4.7720634526113e-09,17.67942606,NA,0.110793015
PLK2,3.582387615,5.309213923,12.43035544,2.99502474485393e-12,5.06325572143918e-09,17.82901452,Development (cell cycle),0.169195534
PLVAP,3.115030778,6.544984814,12.36727493,3.34602054385736e-12,5.09097025747897e-09,17.90901885,NA,0.324363012
ATP10A,-2.828112888,8.7129419,-12.14738066,4.93978620391644e-12,6.8326224629626e-09,17.57872985,Metabolism or Transport (lipid),0.106784999
SETBP1,-2.139320403,8.687767804,-11.75139793,1.00923822005734e-11,1.2796299598477e-08,16.89293849,NA,0.12940166
TBC1D4,-2.525702799,7.592602689,-11.38667866,1.97864749534926e-11,2.31577858782608e-08,16.19394498,NA,0.071285428
ADAMTS4,2.614871131,5.118434486,11.26135465,2.50223567489397e-11,2.64039825407549e-08,15.83246474,Matrisome/cell adhesion/binding/signaling,0.100200401
NETO1,4.288865028,4.354952512,11.24035498,2.60308733559858e-11,2.64039825407549e-08,15.54740923,NA,0.097337532
ABLIM1,-2.099792964,9.084464372,-11.10971801,3.33223254223271e-11,3.16874488312941e-08,15.73449713,Motility,0.184655024
BTNL9,2.370377533,7.302344869,11.06471833,3.62973897155758e-11,3.24861637954404e-08,15.64198762,Inflammation/Immune/Stress/Toxic/Detox,0.377898654
KCNQ3,3.510896615,7.075208004,10.95779773,4.45174664765924e-11,3.76296251356308e-08,15.44005859,Transport,0.345261952
KDR,2.910590346,5.607030512,10.87899163,5.17898536149998e-11,4.1472769618538e-08,15.21355919,NA,0.183796164
SPRY4,2.185173033,4.641300496,10.58723642,9.12649698622904e-11,6.91758150324996e-08,14.54342308,NA,0.077297452
SRPX,-2.352399184,6.676901673,-10.56422194,9.54776283721651e-11,6.91758150324996e-08,14.62970776,NA,0.040366447
IGF1R,-1.747277849,9.60057247,-10.40679637,1.30226191879201e-10,8.61474569322625e-08,14.38830707,Development (cell cycle),0.294875465
IGF1R,-1.747277849,9.60057247,-10.40679637,1.30226191879201e-10,8.61474569322625e-08,14.38830707,Development (differentiation),0.294875465
LAMA3,-2.270938376,6.561375157,-10.42401991,1.25859803325271e-10,8.61474569322625e-08,14.36418802,Matrisome/cell adhesion/binding/signaling,0.046378471
PLA2G4A,-3.193548365,6.986943837,-10.14070826,2.2157558081295e-10,1.40469685919543e-07,13.83073171,Metabolism or Transport (lipid),0.033209276
BMP6,-3.115933219,7.207997911,-9.921587278,3.45508641628886e-10,2.1027655929534e-07,13.40426511,NA,0.039793873
AFAP1L2,-3.628313447,5.649167896,-9.834942172,4.12544444420258e-10,2.33172746402838e-07,13.04937712,NA,0.011737761
EDNRB,3.803120489,4.416230682,9.815773368,4.29105284211598e-10,2.33172746402838e-07,13.02696707,NA,0.137703979
TRPC4,2.647490911,5.071767254,9.816207356,4.28722865094092e-10,2.33172746402838e-07,13.150322,Transport,0.097623819
SLC12A7,2.399686432,6.456316157,9.698784433,5.46163443416862e-10,2.86547475571985e-07,12.98539199,Transport,0.236186659
DACH1,-2.263956579,6.921778374,-9.644433219,6.11292180556658e-10,3.10027017572318e-07,12.85814361,Development (differentiation),0.042943029
AAK1,-1.443502472,8.282265001,-9.565239304,7.20827349590974e-10,3.42730878875834e-07,12.71384037,Metabolism (other),0.17778414
PLCB4,-1.905710652,8.85578846,-9.570654827,7.12730149221134e-10,3.42730878875834e-07,12.71992365,Metabolism or Transport (lipid),0.211852276
LYST,-1.411895876,8.323122309,-9.373993751,1.07680608027146e-09,4.96472863979704e-07,12.31700349,NA,0.192671056
ITGA8,2.098391773,6.537900857,9.255765292,1.38331294972731e-09,6.19032545002969e-07,12.07853216,Matrisome/cell adhesion/binding/signaling,0.199255654
ADAMTS5,3.455796559,4.146061124,9.227477558,1.46914641294342e-09,6.24768736658305e-07,11.85341262,Matrisome/cell adhesion/binding/signaling,0.081878042
MECOM,-1.623738812,10.78363781,-9.219125233,1.49552361493728e-09,6.24768736658305e-07,11.92208604,NA,0.453192098
RGCC,2.772715777,5.62255306,9.211719345,1.51931930702315e-09,6.24768736658305e-07,11.96869782,NA,0.163756084
NKAIN2,-1.945280097,8.081576084,-9.044481305,2.17416568497476e-09,8.70524497286605e-07,11.63366374,Transport,0.097910106
TOX,-3.130521257,6.830109746,-9.025462503,2.26513214451137e-09,8.83691937916424e-07,11.5875911,NA,0.033781849
GYPC,3.063719148,3.62862213,9.008626914,2.34892005565837e-09,8.84208231005112e-07,11.3053446,NA,0.058688806
LDLRAD3,-1.578758428,8.174438817,-8.990861281,2.44079827158822e-09,8.84208231005112e-07,11.51406938,NA,0.130833095
LNX1,2.772630654,5.115240151,8.998746902,2.39956865763282e-09,8.84208231005112e-07,11.51234714,NA,0.146006298
F8,2.260642406,6.529235848,8.73903217,4.22358410705604e-09,1.49446121369436e-06,10.98536682,NA,0.250501002
