gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
RANBP3L,3.614593594,6.468366882,29.47856555,2.86E-19,4.28E-15,33.70011251,NA,0.439994816
SLC13A3,3.568178388,7.412065309,29.813616,2.24E-19,4.28E-15,34.16966993,Transport,0.614152411
SLC7A11,3.912810223,7.808946528,28.85542823,4.54E-19,4.52E-15,33.60443424,Transport,0.660549508
AC099782.2,3.309831936,4.264084193,24.49245682,1.54E-17,1.15E-13,29.15777816,NA,0.147407983
ATP1A2,4.132304285,6.61131633,23.01850008,5.80E-17,2.48E-13,28.78983694,NA,0.481778123
RAPGEF5,2.699621165,6.527238852,23.24407487,4.71E-17,2.48E-13,29.00033617,NA,0.371695179
SLC6A1,4.739326542,6.634190715,23.0608663,5.58E-17,2.48E-13,28.85540486,Transport,0.561093831
IL18,3.573076819,6.225003842,22.7056874,7.76E-17,2.90E-13,28.44108387,Inflammation/Immune/Stress/Toxic/Detox,0.413504406
AC092958.1,3.076604849,5.066888733,22.09399748,1.39E-16,4.61E-13,27.66180169,NA,0.191057543
NEGR1,2.285762368,7.602112082,21.7640017,1.91E-16,5.71E-13,27.76240482,NA,0.471980301
MYO1B,2.41865311,6.726971581,21.46752678,2.55E-16,6.36E-13,27.41469949,NA,0.413063764
SLC6A13,3.222002096,6.576070224,21.51606061,2.43E-16,6.36E-13,27.43007551,Transport,0.461534474
PRKCA,2.083042774,10.11893745,21.16570067,3.45E-16,7.36E-13,27.17100528,NA,0.836391913
SLC22A3,2.51938836,6.773145621,21.20628396,3.31E-16,7.36E-13,27.15104734,Transport,0.39530845
GREB1,2.491619267,6.27420468,21.01799711,4.00E-16,7.97E-13,26.90511937,NA,0.346993261
KCNK2,4.146684235,6.17054919,20.54370092,6.47E-16,1.17E-12,26.46407314,Transport,0.451918092
MAPK4,3.924635791,7.255759285,20.51942623,6.63E-16,1.17E-12,26.5286269,NA,0.58589943
KCNQ3,3.81246247,7.524400759,19.63761873,1.67E-15,2.78E-12,25.63438178,Transport,0.483307413
SLC6A12,3.396060727,5.058762022,19.52213398,1.89E-15,2.98E-12,25.21910091,Transport,0.250518403
CELF2,1.575430037,9.183512928,18.78487333,4.24E-15,6.34E-12,24.6839825,NA,0.714204251
FGF10,2.670007991,6.710117925,18.62762051,5.05E-15,6.87E-12,24.51525429,Development (differentiation),0.332348367
NKD1,2.482434309,6.178116856,18.66496351,4.84E-15,6.87E-12,24.51424059,NA,0.288543287
AC090531.1,4.056731626,4.029404043,18.41823178,6.39E-15,8.32E-12,23.81569422,NA,0.118403318
AKR1C2,2.972408119,3.754309989,18.28864339,7.41E-15,9.23E-12,23.64741121,Metabolism (other),0.088595127
PKP2,1.832255301,8.436764452,18.10135427,9.18E-15,1.10E-11,23.93422071,Matrisome/cell adhesion/binding/signaling,0.628589943
HS3ST5,5.257034303,6.072525655,17.97526478,1.06E-14,1.22E-11,23.74940256,Metabolism (other),0.35933126
