"","X.3","X.2","X.1","X","show","Aggregated","pathway","gs_number.x","gs_description.x","gs_number.y","gs_description.y","gs_number.x.x","gs_description.x.x","gs_number.y.y","gs_description.y.y","gs_number","gs_description","pval","padj","log2err","ES","NES","size","leadingEdge"
"1","1","1","1","1","","Adhesion","GOBP_CELL_CELL_ADHESION","GO:0098609","The attachment of one cell to another cell via adhesion molecules. [GOC:dos]","GO:0098609","The attachment of one cell to another cell via adhesion molecules. [GOC:dos]","GO:0098609","The attachment of one cell to another cell via adhesion molecules. [GOC:dos]","GO:0098609","The attachment of one cell to another cell via adhesion molecules. [GOC:dos]","GO:0098609","The attachment of one cell to another cell via adhesion molecules. [GOC:dos]","2.6089569843853e-08","1.9990782226591e-06","0.73376198835648","0.355475830446119","1.77133597573514","880","c(""NTN1"", ""CDON"", ""TENM2"", ""NPNT"", ""GATA3"", ""PTPRF"", ""ILDR2"", ""FGL2"", ""FXYD5"", ""CDH1"", ""MPZL2"", ""STXBP6"", ""RHOA"", ""PTPRU"", ""CD200"", ""IL6ST"", ""CYP1B1"", ""EPB41L5"", ""DUSP22"", ""CD55"", ""DLG3"", ""PEAR1"", ""CCN3"", ""NLGN1"", ""TJP2"", ""CDH4"", ""MINK1"", ""TGFB2"", ""EXT1"", ""GLI3"", ""KLF4"", ""NCK2"", ""ADGRL3"", ""BOC"", ""RAB10"", ""JAM3"", ""PIP5K1C"", ""ST3GAL4"", ""ALCAM"", ""CNTN4"", ""CTNNA1"", ""PTPRG"", ""KRT18"", ""CD44"", ""TENM3"", ""FSTL3"", ""IL4R"", ""RPS3"", ""NEXMIF"", ""NEO1"", ""FGFRL1"", ""ACTN1"", ""ITPKB"", ""FAT4"", ""CD9"", ""HLA-E"", ""VSIR"", 
""GOLPH3"", ""FNDC3A"", ""TNXB"", ""HES1"", ""GPC6"", ""IRAK1"", ""CD47"", ""JAM2"", ""RARA"", ""SIRPA"", ""CEACAM1"", ""EGFR"", ""KIRREL1"", ""LAMB1"", ""DCHS2"", ""EZR"", ""IGSF11"", ""KIFC3"", ""MAPK14"", ""WNT5A"", ""PTPN2"", ""TENM4"", ""ADAM9"", ""NT5E"", ""MYH9"", ""SPINT2"", ""IGSF5"", ""MBP"", ""ACTG1"", ""IGSF9"", ""AFDN"", ""FER"", ""ADGRL1"", ""CD177"", ""IL1RAP"", ""ANK3"", ""TNFSF4"", ""PIEZO1"", ""S100A11"", ""BMP4"", ""MDK"", ""ASTN2"", ""TFRC"", ""PIK3CA"", ""CHST4"", ""PODXL"", ""CDH11"", ""IGF1"", ""NCK1"", ""PELI1"", ""TNFSF14"", ""RIPOR2"", ""DSCAML1"", ""ACTB"", ""IL12A"", ""RAP2B"", 
""PAK4"", ""CTNNA3"", ""DENND6A"", ""CD99"", ""CD58"", ""XBP1"", ""NRXN2"", ""F11R"", ""ITGA2"", ""MAP2K5"", ""CDH5"", ""CLIC1"", ""ADAM19"", ""SWAP70"", ""CDH3"", ""ERBB2"", ""MAGI1"", ""FYN"", ""PCDHGC3"", ""TNFRSF21"", ""MAD1L1"", ""ATP2C1"", ""CDH24"", ""LIMS2"", ""NDFIP1"", ""TNFSF13B"", ""NPTN"", ""PRKG1"", ""CD81"", ""LGALS9"", ""NKAP"", ""EFNB2"", ""TMOD3"", ""AMIGO1"", ""PCDHA9"", ""PSEN1"", ""METAP1"", ""IL6"", ""PCDHA10"", ""CBLL1"", ""PCDHA5"", ""ANXA2"", ""EFNB3"", ""GLI2"", ""BMP7"", ""EFNB1"", ""ITGA5"", ""ZBTB7B"", ""LRRC4"", ""WNK1"", ""PTK2"", ""CD46"", ""PCDHA7"", ""CLSTN3"", ""PDLIM5"", 
""FAT3"", ""DSP"", ""TWSG1"", ""ELANE"")"
"2","2","2","2","2","","Adhesion","GOBP_LEUKOCYTE_CELL_CELL_ADHESION","GO:0007159","The attachment of a leukocyte to another cell via adhesion molecules. [GOC:go_curators]","GO:0007159","The attachment of a leukocyte to another cell via adhesion molecules. [GOC:go_curators]","GO:0007159","The attachment of a leukocyte to another cell via adhesion molecules. [GOC:go_curators]","GO:0007159","The attachment of a leukocyte to another cell via adhesion molecules. [GOC:go_curators]","GO:0007159","The attachment of a leukocyte to another cell via adhesion molecules. [GOC:go_curators]","0.000141704925358148","0.0027365563634205","0.518848077743792","0.366749278663828","1.81239490443099","348","c(""GATA3"", ""ILDR2"", ""FGL2"", ""RHOA"", ""IL6ST"", ""DUSP22"", ""CD55"", ""EXT1"", ""GLI3"", ""KLF4"", ""NCK2"", ""ST3GAL4"", ""CD44"", ""IL4R"", ""RPS3"", ""ITPKB"", ""HLA-E"", ""VSIR"", ""GOLPH3"", ""HES1"", ""IRAK1"", ""CD47"", ""JAM2"", ""RARA"", ""SIRPA"", ""CEACAM1"", ""EZR"", ""PTPN2"", ""NT5E"", ""CD177"", ""TNFSF4"", ""BMP4"", ""MDK"", ""TFRC"", ""PIK3CA"", ""CHST4"", ""IGF1"", ""NCK1"", ""PELI1"", ""TNFSF14"", ""RIPOR2"", ""IL12A"", ""XBP1"", ""F11R"", ""ERBB2"", ""FYN"", ""TNFRSF21"", ""MAD1L1"", ""NDFIP1"", ""TNFSF13B"", ""CD81"", ""LGALS9"", ""NKAP"", ""EFNB2"", ""IL6"", ""EFNB3"", ""GLI2"", 
""BMP7"", ""EFNB1"", ""ITGA5"", ""ZBTB7B"", ""WNK1"", ""CD46"", ""TWSG1"", ""ELANE"")"
"3","3","3","3","3","","Adhesion","GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION","GO:0045785","Any process that activates or increases the frequency, rate or extent of cell adhesion. [GOC:go_curators]","GO:0045785","Any process that activates or increases the frequency, rate or extent of cell adhesion. [GOC:go_curators]","GO:0045785","Any process that activates or increases the frequency, rate or extent of cell adhesion. [GOC:go_curators]","GO:0045785","Any process that activates or increases the frequency, rate or extent of cell adhesion. [GOC:go_curators]","GO:0045785","Any process that activates or increases the frequency, rate or extent of cell adhesion. [GOC:go_curators]","0.000162110026722544","0.00301617767734947","0.518848077743792","0.354460033696618","1.75587133982658","427","c(""NPNT"", ""GATA3"", ""EPB41L4B"", ""RHOA"", ""PTPRU"", ""PPP3CA"", ""IL6ST"", ""EPB41L5"", ""CD55"", ""UTRN"", ""S100A10"", ""TRIOBP"", ""TGFB2"", ""COL8A1"", ""GLI3"", ""PRKCE"", ""EGFLAM"", ""SFRP2"", ""NCK2"", ""ZFHX3"", ""ST3GAL4"", ""CD44"", ""FSTL3"", ""IL4R"", ""RPS3"", ""FOXC2"", ""CCDC80"", ""RAC1"", ""ITPKB"", ""HLA-E"", ""VSIR"", ""HES1"", ""RREB1"", ""IRAK1"", ""CD47"", ""RARA"", ""SIRPA"", ""EGFL6"", ""WNT5A"", ""ADAM9"", ""AFDN"", ""ARHGEF7"", ""TEK"", ""CARMIL1"", ""ANK3"", ""TNFSF4"", ""PIEZO1"", ""MDK"", ""TFRC"", ""COL26A1"", ""PIK3CA"", ""CHST4"", ""PODXL"", ""SMAD3"", ""IGF1"", ""NCK1"", 
""TNFSF14"", ""IL12A"", ""DENND6A"", ""XBP1"", ""F11R"", ""ITGA2"", ""EMP2"", ""DOCK5"", ""ADAM19"", ""ERBB2"", ""MAGI1"", ""FYN"", ""DAG1"", ""LIMS2"", ""TNFSF13B"", ""CDC42"", ""CD81"", ""LGALS9"", ""NKAP"", ""EFNB2"", ""IL6"", ""EFNB3"", ""GLI2"", ""BMP7"", ""EFNB1"", ""ITGA5"", ""ZBTB7B"", ""CD46"", ""ELANE"", ""EMILIN1"")"
"4","4","4","4","4","","Adhesion","GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION","GO:0022409","Any process that activates or increases the rate or extent of cell adhesion to another cell. [GOC:isa_complete]","GO:0022409","Any process that activates or increases the rate or extent of cell adhesion to another cell. [GOC:isa_complete]","GO:0022409","Any process that activates or increases the rate or extent of cell adhesion to another cell. [GOC:isa_complete]","GO:0022409","Any process that activates or increases the rate or extent of cell adhesion to another cell. [GOC:isa_complete]","GO:0022409","Any process that activates or increases the rate or extent of cell adhesion to another cell. [GOC:isa_complete]","0.000572431595224954","0.0083078361457699","0.477270815362862","0.367941744612836","1.81040518720409","276","c(""GATA3"", ""RHOA"", ""PTPRU"", ""IL6ST"", ""CD55"", ""GLI3"", ""NCK2"", ""ST3GAL4"", ""CD44"", ""FSTL3"", ""IL4R"", ""RPS3"", ""ITPKB"", ""HLA-E"", ""VSIR"", ""HES1"", ""IRAK1"", ""CD47"", ""RARA"", ""SIRPA"", ""WNT5A"", ""AFDN"", ""ANK3"", ""TNFSF4"", ""PIEZO1"", ""MDK"", ""TFRC"", ""PIK3CA"", ""CHST4"", ""PODXL"", ""IGF1"", ""NCK1"", ""TNFSF14"", ""IL12A"", ""DENND6A"", ""XBP1"", ""F11R"", ""ADAM19"", ""MAGI1"", ""FYN"", ""TNFSF13B"", ""CD81"", ""LGALS9"", ""NKAP"", ""EFNB2"", ""IL6"", ""EFNB3"", ""GLI2"", ""BMP7"", ""EFNB1"", ""ZBTB7B"", ""CD46"", ""ELANE"")"
"5","6","6","6","6","","Adhesion","GOBP_REGULATION_OF_CELL_ADHESION","GO:0030155","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix. [GOC:mah]","GO:0030155","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix. [GOC:mah]","GO:0030155","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix. [GOC:mah]","GO:0030155","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix. [GOC:mah]","GO:0030155","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix. [GOC:mah]","1.10377126088063e-06","4.9468389968776e-05","0.643551836150722","0.347521270539809","1.72746706387156","711","c(""NPNT"", ""PLXNA4"", ""GATA3"", ""ILDR2"", ""FGL2"", ""EPB41L4B"", ""FXYD5"", ""CDH1"", ""PHLDB2"", ""ST6GAL1"", ""RHOA"", ""PTPRU"", ""PPP3CA"", ""PLXNC1"", ""IL6ST"", ""CYP1B1"", ""EPB41L5"", ""DUSP22"", ""CD55"", ""UTRN"", ""S100A10"", ""TRIOBP"", ""MINK1"", ""TGFB2"", ""COL8A1"", ""FZD7"", ""GLI3"", ""PRKCE"", ""EGFLAM"", ""KLF4"", ""SFRP2"", ""NCK2"", ""ROCK2"", ""ZFHX3"", ""JAM3"", ""ST3GAL4"", ""MUC1"", ""PTPRG"", ""CD44"", ""TENM3"", ""FSTL3"", ""IL4R"", ""RPS3"", ""FOXC2"", ""NEXMIF"", ""CCDC80"", ""RAC1"", ""FZD4"", ""ITPKB"", ""CD9"", ""HLA-E"", ""VSIR"", ""PPP1CB"", ""HES1"", ""RREB1"", ""IRAK1"", 
""CD47"", ""FAM107A"", ""RARA"", ""SIRPA"", ""CEACAM1"", ""CASK"", ""GPR4"", ""FBLN1"", ""EGFL6"", ""MAPK14"", ""WNT5A"", ""PTPN2"", ""ADAM9"", ""SPINT2"", ""MBP"", ""ACTG1"", ""AFDN"", ""ARHGEF7"", ""ARHGDIG"", ""TEK"", ""CARMIL1"", ""DUSP1"", ""ANK3"", ""TNFSF4"", ""PIEZO1"", ""BMP4"", ""MDK"", ""TFRC"", ""COL26A1"", ""PIK3CA"", ""CHST4"", ""ABL2"", ""PODXL"", ""SMAD3"", ""CYTH1"", ""IGF1"", ""NCK1"", ""PML"", ""PELI1"", ""TNFSF14"", ""RIPOR2"", ""IL12A"", ""DENND6A"", ""XBP1"", ""F11R"", ""ITGA2"", ""EMP2"", ""MAP2K5"", ""DOCK5"", ""ADAM19"", ""SWAP70"", ""ERBB2"", ""MAGI1"", ""FYN"", ""TNFRSF21"", ""MAD1L1"", 
""DAG1"", ""LIMS2"", ""NDFIP1"", ""TNFSF13B"", ""VTN"", ""CDC42"", ""PRKG1"", ""CD81"", ""LGALS9"", ""NKAP"", ""EFNB2"", ""EFNA1"", ""IL6"", ""CORO1C"", ""CBLL1"", ""ADAM10"", ""EFNB3"", ""GLI2"", ""BMP7"", ""EFNB1"", ""ITGA5"", ""ZBTB7B"", ""WNK1"", ""PTK2"", ""CD46"", ""ADAM15"", ""PLXNB1"", ""TWSG1"", ""ELANE"", ""EMILIN1"", ""LAMA3"")"
"6","7","7","7","7","","Adhesion","GOBP_REGULATION_OF_CELL_CELL_ADHESION","GO:0022407","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell. [GOC:isa_complete]","GO:0022407","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell. [GOC:isa_complete]","GO:0022407","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell. [GOC:isa_complete]","GO:0022407","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell. [GOC:isa_complete]","GO:0022407","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell. [GOC:isa_complete]","0.000108857968958639","0.00219130476496966","0.538434096309916","0.357210597085667","1.77005379033229","424","c(""GATA3"", ""ILDR2"", ""FGL2"", ""FXYD5"", ""CDH1"", ""RHOA"", ""PTPRU"", ""IL6ST"", ""EPB41L5"", ""DUSP22"", ""CD55"", ""MINK1"", ""GLI3"", ""KLF4"", ""NCK2"", ""ST3GAL4"", ""PTPRG"", ""CD44"", ""TENM3"", ""FSTL3"", ""IL4R"", ""RPS3"", ""NEXMIF"", ""ITPKB"", ""CD9"", ""HLA-E"", ""VSIR"", ""HES1"", ""IRAK1"", ""CD47"", ""RARA"", ""SIRPA"", ""CEACAM1"", ""MAPK14"", ""WNT5A"", ""PTPN2"", ""SPINT2"", ""MBP"", ""AFDN"", ""ANK3"", ""TNFSF4"", ""PIEZO1"", ""BMP4"", ""MDK"", ""TFRC"", ""PIK3CA"", ""CHST4"", ""PODXL"", ""IGF1"", ""NCK1"", ""PELI1"", ""TNFSF14"", ""RIPOR2"", ""IL12A"", ""DENND6A"", ""XBP1"", ""F11R"", 
""MAP2K5"", ""ADAM19"", ""SWAP70"", ""ERBB2"", ""MAGI1"", ""FYN"", ""TNFRSF21"", ""MAD1L1"", ""NDFIP1"", ""TNFSF13B"", ""PRKG1"", ""CD81"", ""LGALS9"", ""NKAP"", ""EFNB2"", ""IL6"", ""EFNB3"", ""GLI2"", ""BMP7"", ""EFNB1"", ""ZBTB7B"", ""WNK1"", ""PTK2"", ""CD46"", ""TWSG1"", ""ELANE"")"
"7","8","8","8","8","","Adhesion","GOCC_ANCHORING_JUNCTION","GO:0070161","A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix. [ISBN:0815332181]","GO:0070161","A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix. [ISBN:0815332181]","GO:0070161","A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix. [ISBN:0815332181]","GO:0070161","A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix. [ISBN:0815332181]","GO:0070161","A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix. [ISBN:0815332181]","8.73640747135109e-20","3.89097747755299e-17","1.15122052214226","0.460165924381004","2.29175280115187","824","c(""FLNB"", ""PRAG1"", ""RAPGEF2"", ""ILDR2"", ""EPB41L4B"", ""KCNJ2"", ""KRAS"", ""JCAD"", ""CDH1"", ""NHS"", ""PHLDB2"", ""EPB41L2"", ""STXBP6"", ""RHOA"", ""PTPRU"", ""PPP3CA"", ""ARHGEF2"", ""PXN"", ""GAB1"", ""EPB41L5"", ""AFAP1"", ""DLG3"", ""CCN3"", ""YBX3"", ""ARPC1B"", ""PRKCI"", ""RHOU"", ""TRIOBP"", ""TES"", ""TJP2"", ""LSR"", ""LIMA1"", ""SCN1B"", ""IQGAP1"", ""GNA12"", ""SDCBP"", ""STARD8"", ""PARD3B"", ""B4GALT1"", ""ADGRL3"", ""MAGI3"", ""CLMP"", ""RAB10"", ""REXO2"", ""JAM3"", ""PIP5K1C"", ""ASAP3"", ""ATP1B1"", ""ALCAM"", ""ARHGAP31"", ""CTNNA1"", ""KRT18"", ""CD44"", ""YWHAH"", ""PTPN12"", 
""PMP22"", ""RPS3"", ""MRC2"", ""ANK2"", ""PAK2"", ""KIF23"", ""RAC1"", ""FGFRL1"", ""ACTN1"", ""DBN1"", ""FZD4"", ""CD9"", ""NUMB"", ""RPS8"", ""TNKS1BP1"", ""BCAR3"", ""PPP1CB"", ""TGFBR1"", ""CDC42BPB"", ""RPLP0"", ""RPS18"", ""MPP7"", ""NDRG1"", ""ITGB4"", ""RPL7A"", ""LRP1"", ""SSX2IP"", ""RHOB"", ""FGFR3"", ""RPL37A"", ""FZD2"", ""JAM2"", ""HPN"", ""FAM107A"", ""RPLP1"", ""CEACAM1"", ""EGFR"", ""KIRREL1"", ""RPL6"", ""FZD1"", ""RPS2"", ""CASK"", ""RPL5"", ""SCN4B"", ""RPS3A"", ""RPS14"", ""EZR"", ""RPL18"", ""RPL10A"", ""IGSF11"", ""KIFC3"", ""GSN"", ""PGM5"", ""YWHAB"", ""ADAM9"", ""MYH9"", ""RPS19"", 
""ZFYVE21"", ""IGSF5"", ""SNTB2"", ""RPS17"", ""RPL13A"", ""PAK1"", ""ACTG1"", ""RPS29"", ""RPL9"", ""AFDN"", ""RPL3"", ""ARHGEF7"", ""RPL7"", ""TEK"", ""WASF2"", ""STRN"", ""ZYX"", ""SDCCAG8"", ""RPL23"", ""PIKFYVE"", ""ANK3"", ""S100A11"", ""RPL8"", ""ARPC5"", ""YWHAZ"", ""RPL4"", ""RPS13"", ""PIK3CA"", ""PODXL"", ""CDH11"", ""CYTH1"", ""NCK1"", ""RPS15"", ""RPL27"", ""RPL12"", ""ACTB"", ""RPS7"", ""RPS4X"", ""RAP2B"", ""GJB2"", ""RPS10"", ""PAK4"", ""CTNNA3"", ""BMPR2"", ""CD99"", ""RPS11"", ""RPL38"", ""LAP3"", ""F11R"", ""MPP2"", ""POF1B"", ""TGFB1I1"", ""ITGA2"", ""ECT2"", ""GIT2"", ""PATJ"", ""PPFIA1"", 
""RPS9"", ""CDH5"", ""PDZD2"", ""RPL30"", ""RPL31"", ""STEAP1"", ""PLEC"", ""RPS16"", ""AHI1"", ""CDH3"", ""PPIB"", ""MAGI1"", ""IGF2R"", ""RAP1B"", ""PARD6G"", ""PACSIN2"", ""CDC42BPA"", ""PDLIM7"", ""SLC6A4"", ""FZD5"", ""CDH24"", ""GRB2"", ""G3BP1"", ""DAG1"", ""LIMS2"", ""FXYD1"", ""TNFSF13B"", ""GDI2"", ""NPM1"", ""CDC42"", ""GJB6"", ""NME2"", ""CD81"", ""EFNB2"", ""ACTR2"", ""TMOD3"", ""RPS5"", ""FLNC"", ""ADD1"", ""ADD3"", ""PDLIM4"", ""LAMA1"", ""GJC2"", ""CORO1C"", ""MISP"", ""PKN2"", ""AQP3"", ""ACTR3"", ""ANXA2"", ""ADAM10"", ""ARHGAP17"", ""ANXA5"", ""TLE2"", ""ITGA5"", ""GIT1"", ""PTK2"", ""TADA1"", 
""PDCD6IP"", ""EIF4G2"", ""CD46"", ""ARF1"", ""ADAM15"", ""PDLIM5"", ""MXRA8"", ""DSP"", ""DCAF6"", ""ENAH"", ""LIN7C"", ""CBL"", ""APP"", ""RPLP2"", ""GAK"", ""PRICKLE4"", ""SHROOM3"", ""ITGB8"", ""UBA1"", ""PABPC1"", ""FLOT1"", ""NCKAP1"", ""PROCR"", ""PFN1"", ""CDH8"", ""CALR"", ""RPL19"", ""PKP4"", ""CPNE3"", ""PERP"", ""DST"", ""YWHAE"", ""RPL22"", ""SRC"", ""LASP1"", ""CALB2"", ""MYO1E"", ""FHL2"", ""HACD3"", ""TSPAN9"", ""BVES"", ""YWHAQ"", ""FLRT3"", ""GJA1"", ""PRKAR2A"", ""SPECC1L"", ""ARPC2"", ""HYOU1"", ""MAP4K4"", ""CTNND1"", ""AJUBA"", ""PDIA3"", ""POLDIP2"", ""P4HB"", ""STX16"", ""CSPG4"", ""ABCB4"", 
""CADM1"", ""MMP14"", ""CXADR"")"
"8","9","9","9","9","","Adhesion","GOCC_CELL_SUBSTRATE_JUNCTION","GO:0030055","A cell junction that forms a connection between a cell and the extracellular matrix. [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]","GO:0030055","A cell junction that forms a connection between a cell and the extracellular matrix. [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]","GO:0030055","A cell junction that forms a connection between a cell and the extracellular matrix. [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]","GO:0030055","A cell junction that forms a connection between a cell and the extracellular matrix. [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]","GO:0030055","A cell junction that forms a connection between a cell and the extracellular matrix. [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]","3.61432730166351e-12","7.80475647019824e-10","0.898671232061694","0.475951868867677","2.35828100894709","431","c(""FLNB"", ""PRAG1"", ""KRAS"", ""NHS"", ""PHLDB2"", ""EPB41L2"", ""RHOA"", ""ARHGEF2"", ""PXN"", ""EPB41L5"", ""AFAP1"", ""ARPC1B"", ""RHOU"", ""TRIOBP"", ""TES"", ""LIMA1"", ""IQGAP1"", ""GNA12"", ""SDCBP"", ""STARD8"", ""RAB10"", ""REXO2"", ""PIP5K1C"", ""ASAP3"", ""ALCAM"", ""ARHGAP31"", ""CTNNA1"", ""CD44"", ""PTPN12"", ""RPS3"", ""MRC2"", ""KIF23"", ""RAC1"", ""ACTN1"", ""CD9"", ""NUMB"", ""RPS8"", ""BCAR3"", ""PPP1CB"", ""RPLP0"", ""RPS18"", ""ITGB4"", ""RPL7A"", ""LRP1"", ""RHOB"", ""FGFR3"", ""RPL37A"", ""FZD2"", ""FAM107A"", ""RPLP1"", ""EGFR"", ""RPL6"", ""FZD1"", ""RPS2"", ""CASK"", ""RPL5"", 
""RPS3A"", ""RPS14"", ""EZR"", ""RPL18"", ""RPL10A"", ""GSN"", ""PGM5"", ""YWHAB"", ""ADAM9"", ""MYH9"", ""RPS19"", ""ZFYVE21"", ""SNTB2"", ""RPS17"", ""RPL13A"", ""PAK1"", ""ACTG1"", ""RPS29"", ""RPL9"", ""RPL3"", ""ARHGEF7"", ""RPL7"", ""TEK"", ""ZYX"", ""RPL23"", ""RPL8"", ""ARPC5"", ""YWHAZ"", ""RPL4"", ""RPS13"", ""RPS15"", ""RPL27"", ""RPL12"", ""ACTB"", ""RPS7"", ""RPS4X"", ""RPS10"", ""PAK4"", ""CD99"", ""RPS11"", ""RPL38"", ""LAP3"", ""TGFB1I1"", ""ITGA2"", ""GIT2"", ""PPFIA1"", ""RPS9"", ""RPL30"", ""RPL31"", ""PLEC"", ""RPS16"", ""PPIB"", ""IGF2R"", ""PACSIN2"", ""PDLIM7"", ""SLC6A4"", ""G3BP1"", 
""DAG1"", ""LIMS2"", ""TNFSF13B"", ""GDI2"", ""NPM1"", ""CDC42"", ""NME2"", ""CD81"", ""EFNB2"", ""ACTR2"", ""RPS5"", ""FLNC"", ""ADD1"", ""CORO1C"", ""MISP"", ""ACTR3"", ""ADAM10"", ""ANXA5"", ""TLE2"", ""ITGA5"", ""GIT1"", ""PTK2"", ""TADA1"", ""PDCD6IP"", ""CD46"", ""ARF1"", ""DCAF6"", ""ENAH"", ""CBL"", ""RPLP2"", ""GAK"", ""ITGB8"", ""PABPC1"", ""FLOT1"", ""NCKAP1"", ""PROCR"", ""PFN1"", ""CALR"", ""RPL19"", ""CPNE3"", ""DST"", ""YWHAE"", ""RPL22"", ""SRC"", ""LASP1"", ""FHL2"", ""HACD3"", ""TSPAN9"", ""YWHAQ"", ""FLRT3"", ""GJA1"", ""PRKAR2A"", ""ARPC2"", ""HYOU1"", ""MAP4K4"", ""AJUBA"", ""PDIA3"", ""P4HB"", 
""STX16"", ""CSPG4"", ""ABCB4"", ""MMP14"", ""EPHA2"", ""THY1"", ""NEDD9"", ""PLAU"", ""HNRNPK"", ""GNB2"", ""CD99L2"", ""PCBP2"", ""CHP1"", ""CFL1"")"
