"","X","Show","Aggregated","pathway","gs_number","gs_description","pval","padj","log2err","ES","NES","size","leadingEdge"
"1","1","","Adhesion","GOBP_CELL_CELL_ADHESION","GO:0098609","The attachment of one cell to another cell via adhesion molecules. [GOC:dos]","5.60252354187352e-17","1.17779502975451e-14","1.05746357275086","0.199652211938009","4.11965334707562","710","c(""CD83"", ""HSPD1"", ""RIPK2"", ""HSPB1"", ""OLR1"", ""GPNMB"", ""DUSP10"", ""DNAJB6"", ""TENM4"", ""VEGFA"", ""PLEK"", ""SOCS6"", ""HSPH1"", ""RGCC"", ""ADAM9"", ""PLAUR"", ""SWAP70"", ""ATP2C1"", ""NR4A3"", ""TNR"", ""NCAM2"", ""HLA-DRB1"", ""TFRC"", ""DSCAM"", ""BCL6"", ""ANXA1"", ""NFKBID"", ""PTPRM"", ""CD9"", ""CTNNA2"", ""LYN"", ""FER"", ""NFAT5"", ""PCDH9"", ""HLA-DMB"", ""ITGAX"", ""NRCAM"", ""HLA-DQB1"", ""ACTN1"", ""MSN"", ""NRXN1"", ""CTNNB1"", ""NRXN3"", ""PRNP"", ""SIRPA"", ""SPARCL1"", ""CNTN1"", ""KIF26B"", ""FCHO1"", ""ARG2"", ""NFASC"", ""FNDC3A"", ""ADGRL3"", ""CTNNA3"", ""IL1RAPL1"", 
""KIRREL3"", ""B2M"", ""CDH18"", ""PCDH11X"", ""LRRC4C"", ""NLGN4X"", ""CNTN5"", ""PTPRD"", ""CDH20"", ""DCC"", ""CD86"", ""HMGB1"", ""SYK"", ""CTNND1"", ""PCDH7"", ""PCDH15"", ""FCGR2B"", ""ROBO1"", ""PTPRT"", ""CADM1"", ""IL18"", ""FAT3"", ""NLGN1"", ""EGFR"", ""LGALS3"", ""CDH23"", ""BAIAP2"", ""CTNND2"", ""ZBTB1"", ""ROBO2"", ""CXADR"", ""PELI1"", ""GNAS"", ""LIMS1"", ""CNTN4"", ""CLSTN2"", ""TENM3"", ""MYO10"", ""ITGA8"", ""MEGF11"", ""TNFSF13B"", ""BMP6"", ""DSP"", ""GRID2"", ""UNC5D"", ""EPB41L5"", ""SPI1"", ""FAT1"", ""HLA-DRA"", ""NEGR1"", ""MBP"", ""PTK2"", ""COL14A1"", ""DLG2"", ""MAGI1"", ""PLPP3"", 
""TGFB2"", ""PTPRG"", ""STXBP1"", ""PARVA"", ""NTNG1"", ""SDK2"", ""ASTN1"", ""LRP6"", ""HLA-DPB1"", ""LRRC7"", ""PRKG1"", ""MMRN1"", ""JAM3"", ""CLEC7A"", ""CDH2"", ""ASTN2"", ""EBI3"", ""TENM2"", ""NEXMIF"", ""HAVCR2"", ""CEBPB"", ""GLI2"", ""TJP1"", ""SDK1"", ""CDH13"", ""CDON"", ""COL19A1"", ""JAM2"", ""BOC"", ""FAT4"", ""PALLD"", ""ABCA12"", ""CDH1"", ""TRPV4"", ""HLA-DQA1"", ""PAWR"")"
"2","2","","Adhesion","GOBP_LEUKOCYTE_CELL_CELL_ADHESION","GO:0007159","The attachment of a leukocyte to another cell via adhesion molecules. [GOC:go_curators]","0.000554114181380259","0.00394231672495103","0.477270815362862","0.137674736176339","2.62264402233519","297","c(""ETS1"", ""CBLB"", ""PTPRC"", ""RHOH"", ""IL7R"", ""DLG1"", ""ITGA4"", ""HLA-E"", ""DPP4"", ""CD47"", ""FYN"", ""SEMA4D"", ""ICOS"", ""CARD11"", ""CD44"", ""SKAP1"", ""WNK1"", ""GATA3"", ""SLAMF1"", ""KLRK1"", ""RC3H2"", ""PTPN22"", ""RIPOR2"", ""SIRPG"", ""RASGRP1"", ""RUNX3"", ""CORO1A"", ""CD1D"", ""EXT1"", ""TMEM131L"", ""CASP3"", ""ZAP70"", ""TESPA1"", ""SOX12"", ""CD4"", ""CD6"", ""CSK"", ""CD28"", ""GLMN"", ""CBFB"", ""TIGIT"", ""TNFAIP8L2"", ""TYK2"", ""RASAL3"", ""DNAJA3"", ""HLA-DOA"", ""S100A8"", ""ADA"", ""HLX"", ""RAC2"", ""EFNB1"", ""PYCARD"", ""SELPLG"", ""SLC39A8"", ""CD209"", ""MIA3"", 
""PTPN11"", ""VNN1"", ""RUNX1"", ""PTPN6"", ""AGER"", ""SIRPB1"", ""CCL5"", ""SCRIB"", ""FUT4"", ""AMBRA1"", ""IRF1"", ""RPS3"", ""SART1"", ""CCL2"", ""LCK"", ""SELL"", ""ZC3H8"", ""IL2RA"", ""NCK1"", ""SPN"", ""SELP"", ""PRKCQ"", ""TNFRSF21"", ""SASH3"", ""ITCH"", ""CD274"", ""CAV1"", ""IL10"", ""ITGB2"", ""AIF1"", ""CERCAM"", ""GOLPH3"", ""ROCK1"", ""AKT1"")"
"3","3","","Adhesion","GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION","GO:0045785","Any process that activates or increases the frequency, rate or extent of cell adhesion. [GOC:go_curators]","2.55514514415612e-05","0.000314186432159725","0.575610261071129","0.151984084627288","2.9504586889235","356","c(""ETS1"", ""PTPRC"", ""ANK3"", ""RHOH"", ""PPP3CA"", ""IL7R"", ""STK4"", ""ITGA4"", ""HLA-E"", ""DPP4"", ""CD47"", ""FYN"", ""ICOS"", ""CARD11"", ""CD44"", ""SKAP1"", ""DENND6A"", ""GATA3"", ""SLAMF1"", ""KLRK1"", ""CDC42"", ""PTPN22"", ""JAK1"", ""SIRPG"", ""RASGRP1"", ""RUNX3"", ""CORO1A"", ""CD1D"", ""GSK3B"", ""ZAP70"", ""TESPA1"", ""SOX12"", ""CD4"", ""CD6"", ""CSK"", ""CD28"", ""NEDD9"", ""CBFB"", ""UTRN"", ""TYK2"", ""RASAL3"", ""DNAJA3"", ""ADAM19"", ""HLA-DOA"", ""ADA"", ""HLX"", ""SPOCK2"", ""EFNB1"", ""PYCARD"", ""CD209"", ""PTPN11"", ""VNN1"", ""RUNX1"", ""PTPN6"", ""AGER"", ""SIRPB1"", ""CCL5"", 
""FUT4"", ""AMBRA1"", ""RPS3"", ""SART1"", ""PIEZO1"", ""CCL2"", ""LCK"")"
"4","4","","Adhesion","GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION","GO:0022409","Any process that activates or increases the rate or extent of cell adhesion to another cell. [GOC:isa_complete]","0.00164753089240322","0.0093364859354711","0.45505986738723","0.145671763627493","2.66068001394803","231","c(""ETS1"", ""PTPRC"", ""ANK3"", ""RHOH"", ""IL7R"", ""ITGA4"", ""HLA-E"", ""DPP4"", ""CD47"", ""FYN"", ""ICOS"", ""CARD11"", ""CD44"", ""SKAP1"", ""DENND6A"", ""GATA3"", ""SLAMF1"", ""KLRK1"", ""PTPN22"", ""JAK1"", ""SIRPG"", ""RASGRP1"", ""RUNX3"", ""CORO1A"", ""CD1D"", ""ZAP70"", ""TESPA1"", ""SOX12"", ""CD4"", ""CD6"", ""CSK"", ""CD28"", ""CBFB"", ""TYK2"", ""RASAL3"", ""DNAJA3"", ""ADAM19"", ""HLA-DOA"", ""ADA"", ""HLX"", ""EFNB1"", ""PYCARD"", ""CD209"", ""PTPN11"", ""VNN1"", ""RUNX1"", ""PTPN6"", ""AGER"", ""SIRPB1"", ""CCL5"", ""FUT4"", ""AMBRA1"", ""RPS3"", ""SART1"", ""PIEZO1"", ""CCL2"", ""LCK"", 
""IL2RA"", ""NCK1"", ""SELP"", ""PRKCQ"")"
"5","5","","Adhesion","GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION","GO:1903039","Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion. [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]","0.00102166173996351","0.00639593617612123","0.45505986738723","0.155529128170668","2.76754284957205","195","c(""ETS1"", ""PTPRC"", ""RHOH"", ""IL7R"", ""ITGA4"", ""HLA-E"", ""DPP4"", ""CD47"", ""FYN"", ""ICOS"", ""CARD11"", ""CD44"", ""SKAP1"", ""GATA3"", ""SLAMF1"", ""KLRK1"", ""PTPN22"", ""SIRPG"", ""RASGRP1"", ""RUNX3"", ""CORO1A"", ""CD1D"", ""ZAP70"", ""TESPA1"", ""SOX12"", ""CD4"", ""CD6"", ""CSK"", ""CD28"", ""CBFB"", ""TYK2"", ""RASAL3"", ""DNAJA3"", ""HLA-DOA"", ""ADA"", ""HLX"", ""EFNB1"", ""PYCARD"", ""CD209"", ""PTPN11"", ""VNN1"", ""RUNX1"", ""PTPN6"", ""AGER"", ""SIRPB1"", ""CCL5"", ""FUT4"", ""AMBRA1"", ""RPS3"", ""SART1"", ""CCL2"", ""LCK"", ""IL2RA"", ""NCK1"", ""SELP"", ""PRKCQ"")"
"6","6","","Adhesion","GOBP_REGULATION_OF_CELL_ADHESION","GO:0030155","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix. [GOC:mah]","1.25409119456138e-07","3.09580011930171e-06","0.690132458796796","0.146821304161219","2.98030313614654","608","c(""ETS1"", ""CBLB"", ""PTPRC"", ""ANK3"", ""CASK"", ""RHOH"", ""PPP3CA"", ""IL7R"", ""STK4"", ""FAF1"", ""DLG1"", ""AKNA"", ""ITGA4"", ""HLA-E"", ""DPP4"", ""CD47"", ""FYN"", ""SEMA4D"", ""ARHGDIB"", ""RASA1"", ""ROCK2"", ""ICOS"", ""PIK3CG"", ""CARD11"", ""CD44"", ""LPXN"", ""SKAP1"", ""DENND6A"", ""WNK1"", ""GATA3"", ""SLAMF1"", ""KLRK1"", ""CDC42"", ""TGFB1"", ""RC3H2"", ""PTPN22"", ""JAK1"", ""RIPOR2"", ""SIRPG"", ""RASGRP1"", ""RUNX3"", ""PDE3B"", ""CORO1A"", ""CD1D"", ""TMEM131L"", ""BCAS3"", ""MMP12"", ""GSK3B"", ""CASP3"", ""ZAP70"", ""TESPA1"", ""SOX12"", ""CD4"", ""PTPRA"", ""CD6"", ""CSK"", ""CD28"", 
""GLMN"", ""UBASH3B"", ""NEDD9"", ""CBFB"", ""TIGIT"", ""UTRN"", ""NF2"", ""TNFAIP8L2"", ""TYK2"", ""RASAL3"", ""ACVRL1"", ""DNAJA3"", ""ADAM19"", ""HLA-DOA"", ""ADAM15"", ""ADA"", ""HLX"", ""RAC2"", ""SPOCK2"")"
"7","7","","Adhesion","GOBP_REGULATION_OF_CELL_CELL_ADHESION","GO:0022407","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell. [GOC:isa_complete]","4.40589596772549e-05","0.000489152027626355","0.557332238758646","0.147248201744287","2.86470122816593","359","c(""ETS1"", ""CBLB"", ""PTPRC"", ""ANK3"", ""RHOH"", ""IL7R"", ""DLG1"", ""AKNA"", ""ITGA4"", ""HLA-E"", ""DPP4"", ""CD47"", ""FYN"", ""ICOS"", ""CARD11"", ""CD44"", ""SKAP1"", ""DENND6A"", ""WNK1"", ""GATA3"", ""SLAMF1"", ""KLRK1"", ""TGFB1"", ""RC3H2"", ""PTPN22"", ""JAK1"", ""RIPOR2"", ""SIRPG"", ""RASGRP1"", ""RUNX3"", ""CORO1A"", ""CD1D"", ""TMEM131L"", ""CASP3"", ""ZAP70"", ""TESPA1"", ""SOX12"", ""CD4"", ""CD6"", ""CSK"", ""CD28"", ""GLMN"", ""UBASH3B"", ""CBFB"", ""TIGIT"", ""NF2"", ""TNFAIP8L2"", ""TYK2"", ""RASAL3"", ""DNAJA3"", ""ADAM19"", ""HLA-DOA"", ""ADA"", ""HLX"", ""EFNB1"", ""PYCARD"", ""CD209"", 
""METTL3"", ""MIA3"", ""PTPN11"", ""MAPK7"", ""VNN1"", ""RUNX1"", ""PTPN6"", ""AGER"", ""SIRPB1"", ""CCL5"", ""SCRIB"", ""FUT4"", ""AMBRA1"", ""IRF1"", ""RPS3"", ""SART1"", ""PIEZO1"", ""CCL2"", ""LCK"", ""ZC3H8"", ""IL2RA"", ""NCK1"", ""SPN"", ""SELP"", ""PRKCQ"", ""TNFRSF21"", ""FXYD5"", ""SASH3"", ""ITCH"", ""CD274"", ""MYADM"", ""CAV1"", ""IL10"", ""MAP2K5"", ""ITGB2"", ""AIF1"")"
"8","8","","Adhesion","GOCC_ANCHORING_JUNCTION","GO:0070161","A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix. [ISBN:0815332181]","6.02666351790399e-14","6.65690951630175e-12","0.954541630725724","0.179767289775886","3.72941266525294","734","c(""NDRG1"", ""ARHGAP24"", ""HSPA8"", ""HSPB1"", ""SDCBP"", ""HSPA5"", ""EPB41L2"", ""GAB1"", ""HSPA9"", ""VEGFA"", ""LIMD1"", ""GNA13"", ""HSPA1A"", ""SNAP23"", ""ADAM9"", ""SLC2A1"", ""PLAUR"", ""HSPA1B"", ""DST"", ""FLT1"", ""ANK2"", ""ANXA1"", ""P2RX7"", ""MYO1E"", ""PTPRM"", ""CD9"", ""CTNNA2"", ""LYN"", ""PEAK1"", ""ADAM17"", ""LRP1"", ""PCDH9"", ""KLHL24"", ""ACTN1"", ""MSN"", ""TGFBR1"", ""CTNNB1"", ""FRMD5"", ""NFASC"", ""USP53"", ""ADGRL3"", ""CTNNA3"", ""APP"", ""WNK3"", ""GNA12"", ""KIRREL3"", ""B2M"", ""CALR"", ""PARVG"", ""CDH18"", ""CNTNAP2"", ""CLIC4"", ""CORO1C"", ""FLCN"", ""SCARB2"", ""DOCK7"", 
""SORBS1"", ""CDH20"", ""LAP3"", ""FERMT2"", ""TIAM1"", ""HSP90B1"", ""DMD"", ""CTNND1"", ""RAC1"", ""CADM1"", ""EPB41L3"", ""PDZD2"", ""DNM2"", ""PRKD1"", ""SPTBN4"", ""EGFR"", ""PTPRK"", ""FGF13"", ""TRPC6"", ""BAIAP2"", ""CTNND2"", ""MPDZ"", ""CXADR"", ""LIMS1"", ""MPZL1"", ""AKAP12"", ""ITGA8"", ""TNFSF13B"", ""DSP"", ""ARHGAP22"", ""MAGI2"", ""ENAH"", ""EPB41L5"", ""DLC1"", ""FAT1"", ""GRB2"", ""DCAF6"", ""PTK2"", ""KAZN"", ""SLC8A1"", ""ATP1B1"", ""MAGI1"", ""TNS1"", ""CLMP"", ""LAMA1"", ""PTK7"", ""PLPP3"", ""PARVA"", ""FRMD4A"", ""ITGB8"", ""TMEM65"", ""MME"", ""VAPA"", ""CLTC"", ""JAM3"", ""TRPC4"", 
""CYFIP1"", ""PARD3B"", ""FLRT2"", ""CDH2"", ""PPL"", ""ALOX15B"", ""SHROOM3"", ""CCDC85A"", ""CYTH3"", ""ENG"", ""PARD3"", ""FMN1"", ""FAM107A"", ""TJP1"", ""CGNL1"", ""UBA1"", ""TEK"", ""CDH13"", ""SORBS2"", ""JAM2"", ""PTPN12"", ""FRMD6"", ""PALLD"", ""CDH1"")"
"9","9","","Adhesion","GOCC_CELL_SUBSTRATE_JUNCTION","GO:0030055","A cell junction that forms a connection between a cell and the extracellular matrix. [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]","2.60529116668988e-07","6.020809408978e-06","0.674962860011025","0.170938185355913","3.36394890967105","408","c(""ADGRE5"", ""PTPRC"", ""CASK"", ""MAPK1"", ""ITGA4"", ""DPP4"", ""PABPC1"", ""ACTR2"", ""YWHAB"", ""YWHAZ"", ""CBL"", ""CD44"", ""LPXN"", ""MYH9"", ""MTF2"", ""CDC42"", ""KIF23"", ""ALKBH6"", ""JAK1"", ""EVL"", ""HMGA1"", ""STX16"", ""PTPRA"", ""PRAG1"", ""NEDD9"", ""MDC1"", ""GIT1"", ""CYBA"", ""CAPN2"", ""CORO1B"", ""PXN"", ""RAC2"", ""IQGAP1"", ""MAPK3"", ""GNB2"", ""ZYX"", ""CSPG4"", ""TADA1"", ""SNTB2"", ""PFN1"", ""NCSTN"", ""IRF2"", ""ARMC5"", ""ITGA6"", ""CAT"", ""TES"", ""REXO2"", ""PAK4"", ""RHOG"", ""GIT2"", ""AMBRA1"", ""SLA"", ""GDI2"", ""RPS3"")"
"10","10","","Adhesion","GOCC_CELL_SURFACE","GO:0009986","The external part of the cell wall and/or plasma membrane. [GOC:jl, GOC:mtg_sensu, GOC:sm]","9.30553186705165e-12","6.25197434820367e-10","0.875325132024659","0.176265222511418","3.60582142953159","653","c(""PTPRC"", ""ANK3"", ""IL7R"", ""SLC38A1"", ""ITGA4"", ""HLA-E"", ""DPP4"", ""SLAMF6"", ""BTN3A1"", ""CLEC2D"", ""CD47"", ""BTN3A2"", ""ANTXR2"", ""CD2"", ""LY75"", ""CD44"", ""LY9"", ""SLAMF1"", ""KLRK1"", ""CCR5"", ""TGFB1"", ""RC3H2"", ""IL21R"", ""MAP3K5"", ""FCN1"", ""CD1D"", ""CD53"", ""DIP2A"", ""TMX3"", ""CD4"", ""CD6"", ""CD28"", ""HEG1"", ""IL2RG"", ""RER1"", ""CD38"", ""TRPV2"", ""USP14"", ""TIGIT"", ""CD84"", ""CD226"", ""CAPN2"", ""TLR8"", ""F2R"", ""NRROS"", ""ACVRL1"", ""ADAM15"", ""CD48"", ""DCSTAMP"", ""LILRA5"", ""FOLR2"", ""ADA"", ""TSPAN32"", ""NEU3"", ""CLSTN3"", ""VAMP4"", ""CSPG4"", 
""ACE"", ""CLCN3"", ""PACC1"", ""GPC2"", ""TNFRSF9"", ""CD209"", ""IQGAP2"", ""HMMR"", ""ITGA6"", ""ANXA2"", ""MICA"", ""IL15RA"", ""CLEC4A"", ""FCRL2"", ""FAS"", ""P2RY1"", ""MICB"", ""SLC46A1"", ""HLA-B"", ""TMEM123"", ""TSPAN33"", ""AGER"", ""SIRPB1"", ""SRPX2"", ""THBD"", ""CLDND1"", ""FUT4"", ""BTN3A3"", ""GSR"", ""LY6G5B"", ""ACVR1B"", ""ADAMTS13"", ""ERP29"", ""PTGFRN"", ""BTN2A1"", ""NRDC"", ""IL2RA"", ""CD8A"", ""SPN"", ""SCART1"", ""SELP"", ""TREML4"", ""NTSR1"", ""FCRL1"", ""IL11RA"", ""ENOX2"", ""CD274"", ""PHB"", ""TNFRSF10A"", ""CLEC6A"", ""ITGB2"", ""LMO7"", ""HLA-F"", ""CD244"", ""SDC3"", 
""CD8B2"", ""FLT3LG"", ""CD151"", ""HCST"", ""ANPEP"", ""BGN"", ""CCR1"", ""ACE2"", ""BCAM"", ""ARSB"", ""MAS1"", ""CD200R1"", ""HLA-C"", ""MXRA8"", ""RALA"", ""TREML1"", ""CLEC4D"", ""HFE"", ""TNFRSF11A"", ""SLC39A6"", ""C1QBP"", ""ITGAL"", ""CR1"", ""TGFB3"", ""FCER2"", ""ANXA9"", ""CAPN5"")"
