"","X.2","X.1","X","show","Aggregated","pathway","gs_number.x","gs_description.x","gs_number.y","gs_description.y","gs_number.x.x","gs_description.x.x","gs_number.y.y","gs_description.y.y","pval","padj","log2err","ES","NES","size","leadingEdge"
"1","6","6","6","","Adhesion","GOBP_REGULATION_OF_CELL_ADHESION","GO:0030155","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix. [GOC:mah]","GO:0030155","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix. [GOC:mah]","GO:0030155","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix. [GOC:mah]","GO:0030155","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix. [GOC:mah]","4.85489868305002e-05","0.00665121119577852","0.557332238758646","0.312290747085711","1.59135062802315","542","c(""CBLB"", ""KDR"", ""SPRY4"", ""RGCC"", ""JAK3"", ""PLPP3"", ""HES1"", ""DLC1"", ""EFNB1"", ""ETS1"", ""TESC"", ""VAV3"", ""TMEM131L"", ""HLA-DRB1"", ""RND1"", ""PLXNC1"", ""CEBPB"", ""CXCL12"", ""PDGFB"", ""NRP1"", ""NID1"", ""PREX1"", ""CEACAM1"", ""ARHGEF7"", ""SPINK5"", ""DLL1"", ""GPR4"", ""JAM3"", ""HLX"", ""ST3GAL4"", ""HLA-DRB5"", ""PRKCE"", ""HLA-DQB1"", ""PELI1"", ""TBCD"", ""RHOA"", ""PRKCA"", ""CD81"", ""FZD4"", ""SH2B3"", ""CYTH1"", ""NRARP"", ""FYN"", ""SPOCK2"", ""STX4"", ""JUP"", ""CALR"", ""ADA"", ""LAMA5"", ""RDX"", ""GCNT2"", ""CORO2B"", ""DISC1"", ""LYN"", ""EFNA1"", ""CD300A"", ""DUSP10"", 
""EDIL3"", ""ARPC2"", ""SMAD7"", ""IGFBP2"", ""GP6"", ""TNR"", ""PLAU"", ""BCL2"", ""FCHO1"", ""ITPKB"", ""DAPK3"", ""HSPD1"", ""CD74"", ""NR4A3"", ""EGR3"", ""ZFHX3"", ""CD46"", ""CD276"", ""PIK3R1"", ""SKAP1"", ""ADGRG1"", ""DAB2"", ""C1QTNF1"", ""EGFLAM"", ""FES"", ""PTPRO"", ""PLXND1"", ""DLG5"", ""SERPINF2"", ""VEGFA"", ""NOTCH4"", ""AP1AR"", ""PIK3CG"", ""COL26A1"", ""PRKCQ"", ""RASAL3"", ""HLA-DRA"", ""APBB1IP"", ""PHLDB2"", ""SFRP2"", ""IL27RA"", ""HSPH1"", ""CXCR4"", ""PDE5A"", ""PRNP"", ""RHOH"", ""KLF4"", ""SOX9"", ""DUSP1"", ""EPHA8"", ""ANK3"", ""BTN2A2"", ""GPNMB"", ""SERPINE1"", ""GLI2"", 
""TGFBI"", ""PTPRU"", ""PPP1CB"", ""P4HB"", ""SELE"", ""JAK1"", ""FXYD5"", ""CHST2"", ""SFRP1"", ""BMP7"", ""VIT"", ""SOCS5"", ""FERMT2"", ""SERPINI1"", ""UBASH3B"", ""FOXJ1"", ""RARA"", ""EPCAM"", ""ADAM9"", ""HLA-A"", ""PTPN6"", ""EMP2"", ""DSCAM"", ""CD86"", ""HHLA2"")"
"2","8","8","8","","Adhesion","GOCC_ANCHORING_JUNCTION","GO:0070161","A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix. [ISBN:0815332181]","GO:0070161","A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix. [ISBN:0815332181]","GO:0070161","A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix. [ISBN:0815332181]","GO:0070161","A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix. [ISBN:0815332181]","6.14799583768156e-05","0.00758047886786136","0.538434096309916","0.294267677661235","1.51268617263623","702","c(""SPRY4"", ""TRPC4"", ""ITGA8"", ""CTNNB1"", ""GJA1"", ""LCP2"", ""PLPP3"", ""GJC1"", ""FLT1"", ""YWHAH"", ""BAIAP2L1"", ""CNN3"", ""DLC1"", ""PCDH12"", ""NFASC"", ""ITGA1"", ""AKAP12"", ""RND1"", ""NRP1"", ""BAIAP2"", ""GNA12"", ""PDLIM1"", ""CEACAM1"", ""ARHGEF7"", ""CCDC85C"", ""GAK"", ""CCN3"", ""DLL1"", ""SORBS1"", ""TMEM204"", ""MICALL2"", ""JAM3"", ""MPP3"", ""TNS1"", ""KIFC3"", ""NECTIN2"", ""FRMD4A"", ""PPFIBP1"", ""TBCD"", ""RHOA"", ""CD81"", ""FZD4"", ""PIP5K1C"", ""PRAG1"", ""ITGB1"", ""PTPRK"", ""CYTH1"", ""PXN"", ""HSP90B1"", ""MAPRE2"", ""COL13A1"", ""FHOD1"", ""JUP"", ""NOX4"", ""CALR"", 
""RDX"", ""CORO2B"", ""WNK3"", ""LYN"", ""SCN1B"", ""KIRREL1"", ""PLEKHG5"", ""CTNND2"", ""IL16"", ""SPTBN4"", ""ARPC2"", ""SMAD7"", ""ITGBL1"", ""NDRG1"", ""PLAU"", ""HSPA5"", ""PRKAR2A"", ""KAZN"", ""PPP1CC"", ""SYNM"", ""SH3KBP1"", ""TPM4"", ""TNK2"", ""ACTR3"", ""HSPA8"", ""CDH3"", ""VAMP5"", ""AHNAK"", ""VASP"", ""GNA13"", ""CLMP"", ""MYO1E"", ""ADD3"", ""CD46"", ""CTNND1"", ""FAP"", ""PDIA3"", ""PIK3R1"", ""SKAP1"", ""APP"", ""DAB2"", ""FES"", ""ESAM"", ""CLDN2"", ""VEGFA"", ""ANK2"", ""FSCN1"", ""LIMD1"", ""CAP1"", ""CD59"", ""HNRNPK"", ""RPLP2"", ""APBB1IP"", ""PHLDB2"", ""AFAP1"", ""CNTNAP2"", ""ITGB5"", 
""THEMIS"", ""RPL3"", ""RHOU"", ""IGSF21"", ""WASF1"", ""PPIB"", ""FBLN7"", ""PPP1R9B"", ""NUMB"", ""AMOTL1"", ""CDH22"", ""ADGRE5"", ""ANK3"", ""SNTB1"", ""PTPRU"", ""ERBIN"", ""PPP1CB"", ""P4HB"", ""SLC9A3R2"", ""JAK1"", ""SLC6A4"", ""CAPN2"", ""ARHGAP26"", ""CD53"", ""PKP2"", ""PARK7"", ""CLDN11"", ""PRKD1"", ""CTNNA2"", ""P2RX7"", ""FAT1"", ""KCNA5"", ""FERMT2"", ""FGF13"", ""ANXA5"", ""PMP22"", ""TNS3"", ""EPCAM"", ""ADAM9"", ""ANXA6"", ""PTPN6"", ""CDH9"", ""LRP1"", ""IGF2R"", ""ATP1B1"", ""RAP1B"", ""POLDIP2"", ""CDH10"", ""HYOU1"", ""PANX1"", ""CLDN1"", ""UBOX5"", ""SCN1A"", ""KIRREL3"", ""ITGA2B"", 
""RRAS"", ""CNN2"", ""PRKCZ"", ""DSG2"", ""CDC42EP1"", ""HSPA9"", ""DLG1"", ""DCHS1"", ""EPB41L4B"", ""SYNE2"", ""CRB1"", ""LIMS1"", ""GNB2"", ""FMN1"", ""CTNNA3"", ""LDB3"", ""ARF1"", ""TNS2"", ""NPHS1"", ""SYNPO2"", ""CDK4"", ""CLDN4"", ""PRUNE1"", ""SNAP23"", ""RHOG"", ""CDC42BPB"", ""FRMD5"", ""SCRIB"", ""ITGA4"", ""GSN"", ""ARHGAP24"", ""LIMK1"", ""CDC42EP4"", ""FERMT1"", ""LIN7C"", ""MPP2"", ""DNMBP"", ""PAK4"", ""XIRP2"", ""MME"", ""ILDR2"", ""CD9"", ""HSPA1B"")"
"3","10","10","10","","Adhesion","GOCC_CELL_SURFACE","GO:0009986","The external part of the cell wall and/or plasma membrane. [GOC:jl, GOC:mtg_sensu, GOC:sm]","GO:0009986","The external part of the cell wall and/or plasma membrane. [GOC:jl, GOC:mtg_sensu, GOC:sm]","GO:0009986","The external part of the cell wall and/or plasma membrane. [GOC:jl, GOC:mtg_sensu, GOC:sm]","GO:0009986","The external part of the cell wall and/or plasma membrane. [GOC:jl, GOC:mtg_sensu, GOC:sm]","2.34936153458597e-08","7.24190693036124e-05","0.73376198835648","0.360954080631848","1.83792192370387","530","c(""INSR"", ""PLVAP"", ""BTNL9"", ""KCNQ3"", ""KDR"", ""TRPC4"", ""ITGA8"", ""BTNL8"", ""CA4"", ""CLEC4E"", ""ADGRF5"", ""KCNQ1"", ""NLGN4X"", ""ACKR3"", ""ITGA1"", ""SPARC"", ""HLA-DRB1"", ""SCNN1B"", ""CXCL12"", ""PDGFB"", ""CEACAM1"", ""ROBO2"", ""TSPAN15"", ""RAMP3"", ""CPM"", ""GPRC5B"", ""TNS1"", ""IQGAP2"", ""NECTIN2"", ""NRCAM"", ""HYAL2"", ""CD63"", ""FZD4"", ""ITGB1"", ""FOLH1"", ""PTPRK"", ""CD38"", ""STX4"", ""ADAMTS9"", ""CALR"", ""PICALM"", ""ADA"", ""TSPAN14"", ""ADAMTS7"", ""LRRC8A"", ""HSP90AB1"", ""DSCAML1"", ""MYO18A"", ""GP6"", ""F2R"", ""ITGBL1"", ""TNR"", ""ITGA9"", ""PLAU"", ""HSPA5"", 
""AXL"", ""GHR"", ""HSPD1"", ""CD74"", ""SCARA5"", ""VAMP5"", ""SLC3A2"", ""CLMP"", ""P2RY1"", ""CD163L1"", ""CD46"", ""FAP"", ""PDIA3"", ""CD276"", ""IL3RA"", ""APP"", ""KCNN2"", ""SCARB1"", ""SERPINF2"", ""VEGFA"", ""LRP4"", ""HNRNPU"", ""NOTCH4"", ""PCSK6"", ""CD59"", ""INTU"", ""NCAM1"", ""SLC38A1"", ""HLA-DRA"", ""LDLR"", ""GPC3"", ""CNTNAP2"", ""GRIN2B"", ""IL27RA"", ""ITGB5"", ""LPAR1"", ""CD93"", ""CRYAB"", ""IGSF21"", ""CD163"", ""SCUBE2"", ""CXCR4"", ""PRNP"", ""CD226"", ""HBEGF"", ""DCC"", ""SLC1A3"", ""PTPRT"", ""RAMP1"", ""C3"", ""ASTN1"", ""BTN2A1"", ""ANK3"", ""GPC5"", ""CFTR"", ""TSHR"", ""BTN2A2"", 
""SLC39A6"", ""NRXN1"", ""P4HB"", ""SELE"", ""PKD1L3"", ""TGFB3"", ""ITGA7"", ""ANTXR1"", ""CAPN2"", ""ROBO1"", ""SFRP1"", ""CLSTN2"", ""ANPEP"", ""CD53"", ""SORL1"", ""EPHA5"", ""HLA-F"", ""ARSB"", ""LRFN2"", ""CLEC2B"", ""P2RX7"", ""SCUBE1"", ""KCNA5"", ""FERMT2"", ""FZD3"", ""ANXA5"", ""PTGFRN"", ""RARA"", ""EPCAM"", ""CACNG4"", ""ADAM9"", ""HLA-A"", ""HLA-B"", ""PDIA4"", ""EMP2"", ""CD86"", ""HHLA2"", ""GPC6"", ""RTN2"", ""FCGRT"", ""IGF2R"", ""CSF3R"", ""CD22"", ""CR1"", ""RTN4RL1"", ""CD200"", ""ABCG1"", ""TMC1"", ""BCAM"", ""CLSTN3"", ""ITGA2B"", ""ENPEP"", ""GRIA1"", ""LRFN5"", ""PDGFRA"", ""DSG2""
)"
"4","11","11","11","","Adhesion","GOCC_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE","GO:0031226","The component of the plasma membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane. [GOC:dos, GOC:mah]","GO:0031226","The component of the plasma membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane. [GOC:dos, GOC:mah]","GO:0031226","The component of the plasma membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane. [GOC:dos, GOC:mah]","GO:0031226","The component of the plasma membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane. [GOC:dos, GOC:mah]","1.46004462281549e-11","9.00117509965751e-08","0.863415391606693","0.338791982916745","1.75848041076729","1003","c(""INSR"", ""P2RY8"", ""NETO1"", ""KCNQ3"", ""KDR"", ""TRPC4"", ""EDNRB"", ""SLC12A7"", ""ITGA8"", ""GYPC"", ""SEMA3F"", ""GJA1"", ""TSPAN13"", ""CA4"", ""PLPP3"", ""SLC2A3"", ""FLT1"", ""PCDH10"", ""TSPAN12"", ""TSPAN18"", ""ADGRE2"", ""EFNB1"", ""SEMA4B"", ""TMEM150C"", ""PCDH12"", ""NRP2"", ""ANKH"", ""NFASC"", ""RASGRP3"", ""KCNQ1"", ""NLGN4X"", ""FGFR1"", ""ITGA1"", ""HLA-DRB1"", ""PLXNC1"", ""SCNN1B"", ""ADGRL2"", ""NRP1"", ""F2RL3"", ""FLT4"", ""CEACAM1"", ""CHRM3"", ""MTSS1"", ""TSPAN15"", ""RAMP3"", ""DLL1"", ""SLC20A1"", ""SEMA4C"", ""GPR4"", ""SEMA6B"", ""CYSLTR1"", ""JAM3"", ""BOC"", ""SEMA3A"", 
""AQP1"", ""NRCAM"", ""HYAL2"", ""DEGS1"", ""ADCY1"", ""GABRE"", ""SLC16A3"", ""SLCO2A1"", ""CD81"", ""SLC2A14"", ""CD63"", ""SLC14A1"", ""FZD4"", ""FXYD6"", ""ITGB1"", ""GABRB2"", ""RXFP1"", ""FOLH1"", ""GRIA4"", ""PTPRK"", ""GPRC5C"", ""PTH1R"", ""COL13A1"", ""EDA"", ""NOX4"", ""TSPAN14"", ""KCNK5"", ""SLC24A3"", ""LYN"", ""SCN1B"", ""ADGRD1"", ""KIRREL1"", ""LRRC8A"", ""EFNA1"", ""GAS1"", ""GRM3"", ""GP6"", ""F2R"", ""ITGBL1"", ""ITGA9"", ""KL"", ""RASA3"", ""NPC1"", ""AXL"", ""LPAR6"", ""SCN4A"", ""CALCRL"", ""GHR"", ""SLC16A6"", ""GRIK1"", ""SCARA5"", ""GABBR2"", ""VAMP5"", ""CLCN4"", ""MC1R"", ""QRFPR"", 
""OPRD1"", ""CNTN6"", ""P2RY1"", ""SLC2A9"", ""CD46"", ""ADGRG1"", ""APP"", ""C1QTNF1"", ""PTPRO"", ""SCARB1"", ""ART3"", ""PLXND1"", ""MIGA2"", ""ADCY3"", ""SLC12A4"", ""ABHD6"", ""NOTCH4"", ""CD82"", ""GRM5"", ""EMB"", ""KCNH7"", ""GABRG3"", ""CD59"", ""SLC38A1"", ""GSG1L"", ""ASIC2"", ""GOLM1"", ""TACR3"", ""CNTN5"", ""HLA-DRA"", ""FADS2"", ""TRPM2"", ""GRIK2"", ""GABRB1"", ""GABBR1"", ""LDLR"", ""GPC3"", ""CNTNAP2"", ""TMPRSS9"", ""GRIN2B"", ""KCNMA1"", ""IL27RA"", ""ADGRB3"", ""ATP11A"", ""ITGB5"", ""LPAR1"", ""CLEC1A"", ""CDHR2"", ""NPFFR1"", ""SLCO6A1"", ""IGSF21"", ""CD163"", ""CHRNE"", ""CACNA1C"", 
""PRNP"", ""GPR137B"", ""CD226"", ""TBXA2R"", ""GPR39"", ""PTGFR"", ""RYR1"", ""HBEGF"", ""DCC"", ""TRPM4"", ""SLC1A3"", ""PTPRT"", ""SLC15A2"", ""ADGRE5"", ""KCNIP3"", ""RAMP1"", ""PTPRZ1"", ""EPHA8"", ""SHISA6"", ""LGR6"", ""SSPN"", ""KCNMB2"", ""PTH2R"", ""BTN2A1"", ""GPC5"", ""DRD3"", ""CFTR"", ""TSHR"", ""GPNMB"", ""SLC39A6"", ""PTPRU"", ""SLC6A15"", ""SLC22A6"", ""NRXN1"", ""GPR156"", ""SELE"", ""TENM1"", ""SLC6A4"", ""ADGRE3"", ""SLC2A13"", ""CACNG3"", ""ITGA7"", ""ROBO1"", ""CANX"", ""CLSTN2"", ""CD53"", ""CDH4"", ""MUSK"", ""SORL1"", ""EPHB4"", ""EPHA5"", ""PTGER3"", ""SLC39A12"", ""CACNB2"", 
""KCNJ15"", ""LRFN2"", ""KCNAB1"", ""CLEC2B"", ""P2RX7"", ""FAT1"", ""KCNA5"", ""SLC6A20"", ""PCDH17"", ""LRRTM3"", ""EPHB1"", ""TENM4"", ""CACNG4"", ""ADAM9"", ""GRM7"", ""ABCB5"", ""SLC17A5"", ""TENM2"", ""HLA-A"", ""CD96"", ""HLA-B"", ""TMC2"", ""KCNK10"", ""ALK"", ""DSCAM"", ""LRP1"", ""PHEX"", ""GPC6"", ""P2RY6"", ""IGF2R"", ""CSF3R"", ""CD22"", ""BDKRB2"", ""SEMA3C"", ""CR1"", ""ABHD17A"", ""ATP1B1"", ""SCN3A"", ""CDH10"", ""LGR5"", ""RTN4RL1"", ""NRG1"", ""TENM3"", ""GRID1"", ""CD200"", ""CLDN1"", ""TMC1"", ""SCN1A"", ""KIRREL3"", ""BCAM"", ""CLSTN3"", ""SLCO5A1"", ""ITGA2B"", ""GABRB3"", ""LRRC4B"", 
""ENPEP"", ""HCN1"", ""ABCC9"", ""VIPR1"", ""GRIA1"", ""REEP2"", ""SSTR2"", ""LRFN5"", ""PDGFRA"")"
"5","109","109","109","","Development (Differentiation","GOBP_BLOOD_VESSEL_MORPHOGENESIS","GO:0048514","The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood. [GOC:jid]","GO:0048514","The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood. [GOC:jid]","GO:0048514","The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood. [GOC:jid]","GO:0048514","The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood. [GOC:jid]","4.96714943970179e-05","0.00665706006429599","0.557332238758646","0.322324916457715","1.63437215698707","469","c(""PLK2"", ""KDR"", ""RGCC"", ""CTNNB1"", ""GJA1"", ""GJC1"", ""ADM"", ""COL15A1"", ""FLT1"", ""ADGRF5"", ""TSPAN12"", ""PRDM1"", ""HES1"", ""NRP2"", ""ETS1"", ""VAV3"", ""ACKR3"", ""CREB3L1"", ""SPARC"", ""NRP1"", ""FLT4"", ""CEACAM1"", ""TMEM100"", ""SPINK5"", ""PIK3R3"", ""CCN3"", ""DLL1"", ""APOLD1"", ""GPR4"", ""HIPK2"", ""CYSLTR1"", ""JAM3"", ""TBX2"", ""VAV2"", ""UNC5B"", ""EIF2AK3"", ""NR4A1"", ""COL4A1"", ""AQP1"", ""NRCAM"", ""MYLK"", ""JUN"", ""RHOA"", ""PRKCA"", ""FZD4"", ""ITGB1"", ""ESM1"", ""COL22A1"", ""DLL4"", ""NRARP"", ""MECP2"", ""JUP"", ""ADAMTS9"", ""SPRED1"", ""FMNL3"", ""EFNA1"", ""FGF1"", 
""SMAD7"", ""ROBO4"", ""FKBP10"", ""JUNB"", ""CALCRL"", ""CCBE1"", ""COL4A3"", ""CTSH"", ""COL4A2"", ""LRP5L"", ""ADAM12"", ""GNA13"", ""MYO1E"", ""EGR3"", ""FAP"", ""ADGRG1"", ""HIF1A"", ""PLXND1"", ""PGK1"", ""SERPINF2"", ""VEGFA"", ""NOTCH4"", ""PIK3CG"", ""FZD8"", ""COL18A1"", ""TNFAIP2"", ""LDLR"", ""PGF"", ""SFRP2"", ""ADGRB3"", ""CXCR4"", ""TBXA2R"", ""EYA1"", ""ZNF304"", ""KLF4"", ""AMOTL1"", ""PRKCB"", ""RAMP1"", ""C3"", ""CHD7"", ""TYMP"", ""GPNMB"", ""SERPINE1"", ""TGFBI"", ""BAX"", ""JAK1"", ""ROBO1"", ""SFRP1"", ""ANPEP"", ""EPHB4"", ""SAT1"", ""SLC39A12"", ""PRKD1"")"
"6","131","131","131","","Development (Differentiation)","GOBP_RESPONSE_TO_GROWTH_FACTOR","GO:0070848","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus. [GOC:BHF, GOC:mah]","GO:0070848","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus. [GOC:BHF, GOC:mah]","GO:0070848","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus. [GOC:BHF, GOC:mah]","GO:0070848","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus. [GOC:BHF, GOC:mah]","6.48640838088012e-05","0.00784092307218156","0.538434096309916","0.311684368376352","1.58531585208249","511","c(""INSR"", ""KDR"", ""SPRY4"", ""ITGA8"", ""CTNNB1"", ""FLT1"", ""TSPAN12"", ""DUSP6"", ""GRB10"", ""HES1"", ""NRP2"", ""SPRY1"", ""FGFR1"", ""CREB3L1"", ""SYAP1"", ""PDGFB"", ""NRP1"", ""BAIAP2"", ""FLT4"", ""PDE2A"", ""TMEM100"", ""ADAMTSL2"", ""PDGFD"", ""DLL1"", ""MEF2C"", ""TMEM204"", ""HIPK2"", ""TBX2"", ""PELO"", ""NR4A1"", ""HYAL2"", ""HDAC1"", ""JUN"", ""SPRED2"", ""CD63"", ""EIF4A3"", ""FZD4"", ""EGR1"", ""ITGB1"", ""FGF12"", ""EHD4"", ""PTPRK"", ""DLL4"", ""PXN"", ""CDKN1C"", ""IER2"", ""FYN"", ""DOK5"", ""NDST1"", ""SPRED1"", ""RDX"", ""GCNT2"", ""PDE8A"", ""ADAMTS7"", ""HSP90AB1"", ""GDF15"", 
""GAS1"", ""FGF1"", ""SMAD7"", ""ZFP36"", ""RAPGEF1"", ""APAF1"", ""NGF"", ""KL"", ""HSPA5"", ""MAPKAPK2"", ""CCBE1"", ""MAP2K3"", ""COL4A2"", ""STRAP"", ""OPRD1"", ""EGR3"", ""P2RY1"", ""ZFHX3"", ""RUNX2"", ""APP"", ""DAB2"", ""HIF1A"", ""GALNT3"", ""VEGFA"", ""NREP"", ""RBPMS2"", ""CHST11"", ""PCSK6"", ""PGF"", ""GPC3"", ""SFRP2"", ""ELAVL4"", ""SOSTDC1"", ""ITGB5"", ""MSX1"", ""WASF1"", ""ZNF8"", ""WWOX"", ""KLF4"", ""PPP1R9B"", ""SOX9"", ""PRKCB"")"
"7","133","133","133","","Development (Differentiation)","GOBP_TUBE_DEVELOPMENT","GO:0035295","The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts. [PMID:12526790]","GO:0035295","The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts. [PMID:12526790]","GO:0035295","The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts. [PMID:12526790]","GO:0035295","The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts. [PMID:12526790]","5.8095838185476e-05","0.00758047886786136","0.557332238758646","0.296487366598361","1.52802628630493","780","c(""INHBB"", ""PLK2"", ""KDR"", ""EDNRB"", ""RGCC"", ""CTNNB1"", ""GJA1"", ""GJC1"", ""ADM"", ""COL15A1"", ""FLT1"", ""ADGRF5"", ""TSPAN12"", ""PRDM1"", ""HES1"", ""DLC1"", ""NRP2"", ""SPRY1"", ""ETS1"", ""VAV3"", ""KCNQ1"", ""ACKR3"", ""CREB3L1"", ""SPARC"", ""RARB"", ""NRP1"", ""FLT4"", ""CEACAM1"", ""TMEM100"", ""MTSS1"", ""ADAMTSL2"", ""ROBO2"", ""SPINK5"", ""PIK3R3"", ""CCN3"", ""DLL1"", ""MEF2C"", ""APOLD1"", ""SEMA4C"", ""GPR4"", ""HIPK2"", ""CYSLTR1"", ""JAM3"", ""TBX2"", ""HLX"", ""VAV2"", ""UNC5B"", ""EIF2AK3"", ""NR4A1"", ""COL4A1"", ""AQP1"", ""NRCAM"", ""MYLK"", ""JUN"", ""RHOA"", ""PRKCA"", ""FZD4"", 
""ITGB1"", ""RXFP1"", ""UBB"", ""ESM1"", ""LUZP1"", ""COL22A1"", ""DLL4"", ""ID2"", ""NRARP"", ""IGFBP5"", ""MECP2"", ""EDA"", ""JUP"", ""ADAMTS9"", ""SPRED1"", ""ADA"", ""LAMA5"", ""FMNL3"", ""EFNA1"", ""RDH10"", ""ATOH8"", ""FGF1"", ""SMAD7"", ""STIL"", ""APAF1"", ""ROBO4"", ""FKBP10"", ""JUNB"", ""BCL2"", ""CALCRL"", ""CCBE1"", ""COL4A3"", ""CTSH"", ""COL4A2"", ""VASP"", ""LRP5L"", ""ADAM12"", ""GNA13"", ""CLMP"", ""MYO1E"", ""EGR3"", ""FAP"", ""ADGRG1"", ""COBL"", ""HIF1A"", ""PLXND1"", ""DLG5"", ""PGK1"", ""SERPINF2"", ""BCL2L11"", ""VEGFA"", ""NOTCH4"", ""PIK3CG"", ""RCN3"", ""GREB1L"", ""RBPMS2"", ""FZD8"", 
""COL18A1"", ""TNFAIP2"", ""BRIP1"", ""LDLR"", ""PGF"", ""GPC3"", ""SFRP2"", ""SOSTDC1"", ""ADGRB3"", ""IFT172"", ""LZTS2"", ""PIFO"", ""CXCR4"", ""TBXA2R"", ""EYA1"", ""ZNF304"", ""KLF4"", ""HOPX"", ""AMOTL1"", ""SOX9"", ""PRKCB"", ""RAMP1"", ""C3"", ""CHD7"", ""TYMP"", ""FOXF2"", ""PRKACA"", ""GPNMB"", ""SERPINE1"", ""GLI2"", ""TGFBI"", ""BAX"", ""ADAMTS2"", ""PAX2"", ""BMP5"", ""TBC1D20"", ""JAK1"", ""TGFB3"", ""ROBO1"", ""SFRP1"", ""BMP7"", ""ANPEP"", ""EPHB4"", ""SAT1"", ""SLC39A12"", ""PRKD1"")"
