"","X.3","X.2","X.1","X","show","Aggregated","pathway","gs_number.x","gs_description.x","gs_number.y","gs_description.y","gs_number.x.x","gs_description.x.x","gs_number.y.y","gs_description.y.y","gs_number","gs_description","pval","padj","log2err","ES","NES","size","leadingEdge"
"1","798","798","798","798",NA,NA,"GOBP_C21_STEROID_HORMONE_METABOLIC_PROCESS","GO:0008207","The chemical reactions and pathways involving C21-steroid hormones, steroid compounds containing 21 carbons which function as hormones. [GOC:ai]","GO:0008207","The chemical reactions and pathways involving C21-steroid hormones, steroid compounds containing 21 carbons which function as hormones. [GOC:ai]","GO:0008207","The chemical reactions and pathways involving C21-steroid hormones, steroid compounds containing 21 carbons which function as hormones. [GOC:ai]","GO:0008207","The chemical reactions and pathways involving C21-steroid hormones, steroid compounds containing 21 carbons which function as hormones. [GOC:ai]","GO:0008207","The chemical reactions and pathways involving C21-steroid hormones, steroid compounds containing 21 carbons which function as hormones. [GOC:ai]","1.30912026310925e-06","0.00780214940333129","0.643551836150722","0.717961735072072","2.76851793770639","33","c(""AKR1C2"", ""CLCN2"", ""AKR1C1"", ""BMP6"", ""WNT4"", ""EDNRB"", ""STARD3"", ""SRD5A1"", ""AKR1C3"")"
"2","1444","1444","1444","1444",NA,NA,"GOBP_DESMOSOME_ORGANIZATION","GO:0002934","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a desmosome. A desmosome is a patch-like intercellular junction found in vertebrate tissues, consisting of parallel zones of two cell membranes, separated by an space of 25-35 nm, and having dense fibrillar plaques in the subjacent cytoplasm. [GOC:hjd]","GO:0002934","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a desmosome. A desmosome is a patch-like intercellular junction found in vertebrate tissues, consisting of parallel zones of two cell membranes, separated by an space of 25-35 nm, and having dense fibrillar plaques in the subjacent cytoplasm. [GOC:hjd]","GO:0002934","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a desmosome. A desmosome is a patch-like intercellular junction found in vertebrate tissues, consisting of parallel zones of two cell membranes, separated by an space of 25-35 nm, and having dense fibrillar plaques in the subjacent cytoplasm. [GOC:hjd]","GO:0002934","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a desmosome. A desmosome is a patch-like intercellular junction found in vertebrate tissues, consisting of parallel zones of two cell membranes, separated by an space of 25-35 nm, and having dense fibrillar plaques in the subjacent cytoplasm. [GOC:hjd]","GO:0002934","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a desmosome. A desmosome is a patch-like intercellular junction found in vertebrate tissues, consisting of parallel zones of two cell membranes, separated by an space of 25-35 nm, and having dense fibrillar plaques in the subjacent cytoplasm. [GOC:hjd]","3.28465453409962e-06","0.00780214940333129","0.627256739718528","0.888268376377123","2.80622122032092","10","c(""PRKCA"", ""PKP2"", ""GRHL1"", ""DSG2"")"
"3","3868","3868","3868","3868",NA,NA,"GOBP_NEUROTRANSMITTER_REUPTAKE","GO:0098810","The directed movement of neurotransmitter molecules from the extrasynaptic space into the presynaptic cytosol. [GOC:dos]","GO:0098810","The directed movement of neurotransmitter molecules from the extrasynaptic space into the presynaptic cytosol. [GOC:dos]","GO:0098810","The directed movement of neurotransmitter molecules from the extrasynaptic space into the presynaptic cytosol. [GOC:dos]","GO:0098810","The directed movement of neurotransmitter molecules from the extrasynaptic space into the presynaptic cytosol. [GOC:dos]","GO:0098810","The directed movement of neurotransmitter molecules from the extrasynaptic space into the presynaptic cytosol. [GOC:dos]","5.0809434049045e-06","0.00905170067583736","0.610526878385931","0.687930986024899","2.67079061149784","34","c(""SLC6A1"", ""ATP1A2"", ""SLC6A13"", ""SLC22A3"", ""SLC6A12"", ""SLC22A2"", ""PRKN"", ""CLN8"")"
"4","3871","3871","3871","3871",NA,NA,"GOBP_NEUROTRANSMITTER_UPTAKE","GO:0001504","The directed movement of neurotransmitters into neurons or glial cells. This process leads to inactivation and recycling of neurotransmitters. [ISBN:0123668387]","GO:0001504","The directed movement of neurotransmitters into neurons or glial cells. This process leads to inactivation and recycling of neurotransmitters. [ISBN:0123668387]","GO:0001504","The directed movement of neurotransmitters into neurons or glial cells. This process leads to inactivation and recycling of neurotransmitters. [ISBN:0123668387]","GO:0001504","The directed movement of neurotransmitters into neurons or glial cells. This process leads to inactivation and recycling of neurotransmitters. [ISBN:0123668387]","GO:0001504","The directed movement of neurotransmitters into neurons or glial cells. This process leads to inactivation and recycling of neurotransmitters. [ISBN:0123668387]","2.42480657542776e-06","0.00780214940333129","0.627256739718528","0.665648401136878","2.62579102929371","41","c(""SLC6A1"", ""ATP1A2"", ""SLC6A13"", ""SLC22A3"", ""SLC6A12"", ""SLC1A3"", ""SLC22A2"", ""PRKN"", ""CLN8"")"
