gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function
EHMT1,-6.740541197,8.887170758,-5.020465002,5.35703476962258e-07,0.001186583,5.130471327,NA
COL5A1,-3.977677141,10.24676954,-3.97601948,7.11954329371184e-05,0.078848942,1.389450768,Matrisome/cell adhesion/binding/signaling
IQSEC1,-4.047434017,9.63656885,-3.717880082,0.000203384,0.150165484,0.45934385,NA
MTFR1,-6.376147978,8.327732719,-3.392721547,0.000698087,0.386565463,-1.02136274,NA
EXD3,-4.516742227,9.294337313,-3.210445796,0.001334758,0.400766214,-1.196436376,NA
HDAC5,-7.73682611,7.604565785,-3.162976818,0.001572205,0.400766214,-1.9656959,NA
POLN,-5.019670946,8.380724013,-3.152716092,0.001628395,0.400766214,-1.433762194,NA
PRPSAP2,-7.787658871,7.571912416,-3.276059043,0.001060769,0.400766214,-1.685301369,Metabolism (other)
SAMD12,-3.404057901,10.07162901,-3.251421451,0.001156891,0.400766214,-0.989048367,NA
DCLRE1C,-7.724389964,7.564397768,-3.08190843,0.002069418,0.458376084,-2.163051654,NA
BCKDHB,-4.70111689,8.975292292,-2.927829705,0.003430754,0.482416335,-1.983151711,NA
C12orf42,-3.612670982,9.492228222,-3.02541412,0.002497184,0.482416335,-1.630899126,NA
COMMD1,-3.55160402,9.455659608,-2.883833845,0.003947597,0.482416335,-1.998578222,NA
CYFIP1,-4.120813859,8.469065537,-2.826526099,0.004726681,0.482416335,-2.173112515,NA
KAT6B,-4.528444316,8.776520402,-2.848742985,0.00440947,0.482416335,-2.159070072,NA
LAMA3,-3.585583258,9.508694439,-2.90434639,0.00369841,0.482416335,-1.947362451,Matrisome/cell adhesion/binding/signaling
MED12L,-3.800859968,9.429334215,-2.932495397,0.003379725,0.482416335,-1.884430156,NA
NECTIN1,-4.351272348,8.795625206,-2.974879001,0.002946863,0.482416335,-1.820393738,Matrisome/cell adhesion/binding/signaling
NUP88,-5.616101149,8.037552435,-2.822153523,0.004791494,0.482416335,-2.377192129,NA
PPP2R2C,-3.385831234,9.517972566,-2.827011342,0.004719538,0.482416335,-2.138377498,Metabolism (other)
SCTR,-5.685056876,7.795904816,-2.851728084,0.004368353,0.482416335,-2.318954068,NA
TRPS1,-4.327775379,9.373643458,-2.895775302,0.003800738,0.482416335,-2.020437984,NA
SETBP1,-3.181495441,9.968057668,-2.78208492,0.00542395,0.522350006,-2.250817328,NA
EPB41L4B,-3.621300861,9.084574853,-2.716061117,0.006632017,0.578999975,-2.40932402,NA
SHANK1,-6.622888099,7.884629462,-2.707932047,0.006796388,0.578999975,-2.798023,NA
STAC,-4.484932443,8.837548334,-2.724245474,0.006470148,0.578999975,-2.450716679,NA
ZNF423,-2.491621416,10.57453222,-2.693345333,0.007100539,0.582507215,-2.522167357,NA
ARHGEF7,-3.439204603,9.217021702,-2.630938004,0.008544447,0.59085749,-2.601633853,NA
ATG2A,-5.827762986,7.900576687,-2.590929343,0.009603101,0.59085749,-2.916032264,Metabolism (other)
C18orf25,-5.503224567,8.07997292,-2.647601833,0.00813521,0.59085749,-2.750876583,NA
DAPK2,-4.640831931,8.604854612,-2.663106863,0.007770287,0.59085749,-2.606182949,Development (apoptosis)
FNDC3A,-3.904695452,8.936958024,-2.62148236,0.008784763,0.59085749,-2.63706234,NA
PLCH1,-3.270819466,9.373270878,-2.592056814,0.009571735,0.59085749,-2.689433365,NA
R3HCC1L,-5.236820378,8.44304567,-2.619924949,0.008824919,0.59085749,-2.773260253,NA
SEC16B,-6.616664706,7.727393384,-2.598630286,0.00939067,0.59085749,-3.018510474,NA
TSPAN14,8.431901573,8.191481216,2.618914397,0.008851063,0.59085749,-3.255286002,Matrisome/cell adhesion/binding/signaling
TSPAN14,8.431901573,8.191481216,2.618914397,0.008851063,0.59085749,-3.255286002,Motility
ABCA12,-4.19548193,8.923534119,-2.57274351,0.010121862,0.605943883,-2.762623895,Metabolism or Transport (lipid)
