gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function
FDFT1,-4.062129886,6.238365654,-3.73322909,0.000189659,0.400653514,-3.522097724,NA
HAS1,-8.387913515,4.32000473,-3.678675311,0.000235174,0.400653514,-4.321825512,NA
NOM1,-5.064513811,5.434814335,-3.972655761,7.13696650884441e-05,0.400653514,-3.657088865,NA
RP11-47I22.4,2.903736177,8.02448048,3.677376011,0.000236374,0.400653514,-2.891206752,NA
TSPAN18,1.813855052,8.936964688,3.697897692,0.000218078,0.400653514,-1.541808404,Matrisome/cell adhesion/binding/signaling
TSPAN18,1.813855052,8.936964688,3.697897692,0.000218078,0.400653514,-1.541808404,Motility
SLC25A21,1.142340643,9.663275088,3.470041325,0.000521672,0.736862358,-1.041082924,Transport
A1CF,-1.174776174,6.972114446,-1.259233883,0.207963207,0.825241138,-4.545789522,NA
AANAT,-2.213554528,5.468416778,-1.497217537,0.134355284,0.825241138,-4.536837917,NA
ABC13-47488600E17.1,-1.708159003,5.545969987,-1.225378857,0.220449536,0.825241138,-4.571005009,NA
ABCA2,-1.593607011,6.325401883,-1.397886086,0.16216557,0.825241138,-4.528069695,Metabolism or Transport (lipid)
ABCE1,-2.718127934,4.837982069,-1.298739181,0.194051121,0.825241138,-4.578142684,Metabolism (other)
ABCF2,-4.560541924,5.373057537,-2.3692593,0.017834892,0.825241138,-4.457095266,NA
ABHD12B,-2.305626858,5.948564105,-1.721397828,0.085196905,0.825241138,-4.484055762,Metabolism or Transport (lipid)
ABHD17B,-2.07983822,6.135205815,-1.468853585,0.141891064,0.825241138,-4.536834592,Metabolism or Transport (lipid)
ABHD17C,1.369961302,6.941492423,1.214785586,0.224464802,0.825241138,-4.564616736,Metabolism or Transport (lipid)
ABHD2,-1.261929434,7.590183689,-1.760348752,0.078366726,0.825241138,-4.295313528,Metabolism or Transport (lipid)
ABHD4,-2.39155751,5.521399705,-1.507387953,0.131729882,0.825241138,-4.542242185,Metabolism or Transport (lipid)
ABI1,-1.433662116,7.45211574,-1.896764984,0.057875947,0.825241138,-4.240681898,Motility
