gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function
A1BG,0.182659017,5.315511411,0.23568372,0.815204652,0.999788567,-4.602955933,NA
AAAS,-0.195128649,6.574002614,-0.379914169,0.70656021,0.999788567,-4.610434001,Metabolism (other)
AADACL3,-0.047296256,3.999160632,-0.048474217,0.961644545,0.999788567,-4.600253346,NA
AAK1,0.171447241,8.564467332,0.620678909,0.539278878,0.999788567,-4.634672092,Metabolism (other)
AAMDC,0.124732333,6.875496886,0.245076998,0.807987375,0.999788567,-4.616794129,Development (differentiation)
AAR2,0.739588891,6.106026259,1.208181349,0.235975299,0.999788567,-4.589042289,NA
AARS,0.069578197,6.311989543,0.133705259,0.894486737,0.999788567,-4.611463465,NA
AARS2,0.181196118,4.942460254,0.226942977,0.821935368,0.999788567,-4.602141104,NA
AASS,-0.490619066,6.92403002,-1.028293472,0.311648145,0.999788567,-4.594384941,NA
AATF,0.012464306,7.00780176,0.029947797,0.976297743,0.999788567,-4.62101034,NA
ABAT,-0.25722437,7.781348279,-0.650567975,0.520045624,0.999788567,-4.618418748,Metabolism (other)
ABC13-47488600E17.1,-0.002150489,5.714227781,-0.003490999,0.99723662,0.999788567,-4.607254168,NA
ABCA2,-0.327243094,6.543818579,-0.633286232,0.53112086,0.999788567,-4.605668816,Metabolism or Transport (lipid)
ABCA3,0.653935258,7.060532632,1.688871332,0.101126906,0.999788567,-4.54165908,Metabolism or Transport (lipid)
ABCA7,-0.310991304,6.551720101,-0.616576345,0.541947715,0.999788567,-4.607039203,Metabolism or Transport (lipid)
ABCB10,0.224679601,6.720292448,0.495925046,0.623392,0.999788567,-4.611961607,Metabolism or Transport (lipid)
ABCB8,-0.077438222,6.24773091,-0.137393603,0.891594675,0.999788567,-4.609931801,Metabolism (other)
ABCB9,0.245480269,7.901358326,0.697092384,0.490861142,0.999788567,-4.618346983,Metabolism (other)
ABCC1,0.02472714,8.890776078,0.099047333,0.921728712,0.999788567,-4.664910257,Transport
ABCC10,-0.433762627,6.069438404,-0.728717346,0.471561211,0.999788567,-4.601561127,Transport
ABCC4,0.220754596,9.185378361,0.965316174,0.341743894,0.999788567,-4.606046189,Transport
ABCC5,0.011922983,7.916489897,0.037633435,0.970217587,0.999788567,-4.638809745,Transport
ABCC6,0.131493342,6.556523557,0.248845372,0.805096733,0.999788567,-4.612085739,Transport
ABCD4,0.731950631,5.557191357,1.054558503,0.299653938,0.999788567,-4.593980483,Metabolism or Transport (lipid)
ABCF1,0.22603277,5.58235544,0.331230371,0.742665315,0.999788567,-4.604617691,Metabolism (other)
ABCF3,-1.707106645,5.01221754,-1.992041251,0.055100348,0.999788567,-4.578964399,Metabolism (other)
ABCG1,-0.077473521,8.128549118,-0.25228905,0.802457598,0.999788567,-4.640548784,Metabolism or Transport (lipid)
ABCG5,-0.345908151,5.199106022,-0.41379766,0.681827918,0.999788567,-4.600954724,Metabolism or Transport (lipid)
ABCG8,0.02461187,5.89446682,0.040697967,0.967793701,0.999788567,-4.607746744,Metabolism or Transport (lipid)
ABHD1,0.125497252,3.936761379,0.129492978,0.897791421,0.999788567,-4.600204052,NA
ABHD10,-0.392342303,5.146403615,-0.448897754,0.656580409,0.999788567,-4.600595221,Metabolism or Transport (lipid)
ABHD12B,0.879041229,4.711164496,1.125801203,0.268759309,0.999788567,-4.593030605,Metabolism or Transport (lipid)
ABHD15,-0.148124298,6.087202127,-0.270869964,0.788259194,0.999788567,-4.60904663,NA
ABHD16A,-0.283315077,4.873433248,-0.319113989,0.751747956,0.999788567,-4.600566548,Metabolism or Transport (lipid)
ABHD17C,0.224691147,7.463718469,0.625678901,0.536035595,0.999788567,-4.617311919,Metabolism or Transport (lipid)
ABHD18,-0.570598854,6.999298647,-1.208176272,0.235977224,0.999788567,-4.586663965,NA
ABHD2,0.164712546,8.735919045,0.63365564,0.530882814,0.999788567,-4.63689739,Metabolism or Transport (lipid)
ABHD6,-0.194339397,7.069132819,-0.479334037,0.635014164,0.999788567,-4.616137422,Metabolism or Transport (lipid)
ABHD8,-0.39927355,7.253519306,-0.972922857,0.33800844,0.999788567,-4.597515077,Metabolism or Transport (lipid)
ABI3,0.011882349,3.850007639,0.010594529,0.991613803,0.999788567,-4.599467225,Motility
ABL1,-0.006918258,8.703673985,-0.026538787,0.978995117,0.999788567,-4.660697377,Development (differentiation)
ABLIM1,-0.020773626,9.073978339,-0.081572295,0.935503256,0.999788567,-4.671433097,Motility
ABO,0.089964964,5.56768526,0.127644531,0.899242182,0.999788567,-4.604797596,NA
ABR,-0.064823586,9.469475992,-0.277228023,0.783417367,0.999788567,-4.680595441,Motility
AC002310.11,0.228527997,6.862437399,0.530337406,0.599599282,0.999788567,-4.613403601,NA
AC002310.13,-0.179989677,6.14533758,-0.293742651,0.770882507,0.999788567,-4.608124358,NA
AC002398.9,0.113834268,5.916203764,0.177056547,0.86059822,0.999788567,-4.607478684,NA
AC003005.4,-0.37907492,5.259534369,-0.519461866,0.607072039,0.999788567,-4.601624928,NA
AC003006.7,-0.007173429,7.038633044,-0.01786933,0.985855871,0.999788567,-4.623274467,NA
AC004754.3,-0.150865508,4.978147721,-0.175543602,0.861776788,0.999788567,-4.601228953,NA
AC005779.2,0.184362707,6.069848763,0.343091228,0.733810436,0.999788567,-4.610269219,NA
AC005943.2,0.222470983,7.01461302,0.51151599,0.612559195,0.999788567,-4.614654363,NA
AC006116.20,0.044208187,5.079647293,0.052423127,0.958522792,0.999788567,-4.602800062,NA
AC006449.2,-0.756524887,3.714951176,-0.727835974,0.472093087,0.999788567,-4.597302861,NA
AC006486.9,0.267554245,7.227703143,0.681012423,0.500842591,0.999788567,-4.611299857,NA
AC007040.11,0.214477815,7.011221792,0.468600765,0.642583721,0.999788567,-4.618377154,NA
AC008686.1,-1.210582939,4.641604071,-1.31086311,0.19938644,0.999788567,-4.591549616,NA
AC009065.1,0.60205086,5.127974416,0.90941579,0.370040992,0.999788567,-4.596999179,NA
AC009133.22,-0.483078192,5.636502219,-0.651823472,0.519245912,0.999788567,-4.600473043,NA
AC009133.23,0.392477247,6.522760159,0.794104936,0.43307991,0.999788567,-4.602530995,NA
AC009336.19,0.685764231,5.259024942,0.932268877,0.358292822,0.999788567,-4.596334155,NA
AC010642.1,0.046789794,6.10602371,0.083398195,0.934062984,0.999788567,-4.610034528,NA
AC010646.3,0.022378514,6.422453298,0.0429376,0.966022463,0.999788567,-4.612634854,NA
AC011513.3,-0.832807786,5.724591594,-1.079653537,0.288499075,0.999788567,-4.59377131,NA
AC011530.4,-0.433706235,5.563039345,-0.62402615,0.537106525,0.999788567,-4.601246644,NA
AC015688.3,-1.071514714,5.133481126,-1.267038665,0.214435022,0.999788567,-4.59077515,NA
AC018638.1,-0.021137732,5.072984547,-0.027368818,0.978338332,0.999788567,-4.602882595,NA
AC023283.1,0.152742332,6.303678707,0.290257515,0.773522691,0.999788567,-4.6109316,NA
AC024592.12,-0.673388354,7.312134258,-1.748656153,0.090096825,0.999788567,-4.540379959,NA
AC025335.1,-1.18618768,4.757233402,-1.222303075,0.230666024,0.999788567,-4.592580048,NA
AC037459.4,0.390262082,6.852750863,0.91243871,0.368472738,0.999788567,-4.600259913,NA
AC069368.3,0.25755796,7.541343872,0.721561733,0.475889362,0.999788567,-4.613787946,NA
AC073610.5,-0.121365857,5.135516425,-0.13247346,0.895452931,0.999788567,-4.602467761,NA
AC092718.1,0.565863006,5.658880749,1.006350695,0.321919793,0.999788567,-4.595143112,NA
AC092835.2,-0.23050871,6.305953674,-0.397896294,0.693392122,0.999788567,-4.606661848,NA
AC104304.4,-0.330373816,5.221321234,-0.376741738,0.708893069,0.999788567,-4.601280194,NA
AC104532.2,-0.637868321,7.014087641,-1.50963916,0.141108051,0.999788567,-4.565612028,NA
AC104534.3,0.070661037,5.601182515,0.108342328,0.914411752,0.999788567,-4.606042364,NA
AC109829.1,0.591075636,4.717065386,0.813306275,0.422151279,0.999788567,-4.598147133,NA
AC127070.1,-0.885181617,5.515577025,-1.180207749,0.246758854,0.999788567,-4.592088736,NA
AC129492.1,-0.014230693,5.896534652,-0.024178002,0.980863235,0.999788567,-4.609818384,NA
AC138028.1,-0.260063175,3.999160632,-0.249717927,0.804427811,0.999788567,-4.599241604,NA
AC138517.6,-0.451593885,4.259732188,-0.435579122,0.666114225,0.999788567,-4.598905853,NA
AC138647.1,1.522387363,3.577764136,1.452073343,0.1563756,0.999788567,-4.589542755,NA
ACAA1,0.11664785,7.079756764,0.276280133,0.784138658,0.999788567,-4.619388584,NA
ACAA2,0.872482988,5.739725233,1.507996415,0.141526473,0.999788567,-4.578338956,Metabolism or Transport (lipid)
ACACA,0.212814054,9.163123802,0.932675167,0.358086207,0.999788567,-4.611242666,Metabolism or Transport (lipid)
ACACB,0.340522795,8.56589537,1.209237901,0.235574962,0.999788567,-4.572158403,Metabolism or Transport (lipid)
ACAD10,0.543333018,6.850647726,1.203304068,0.237829885,0.999788567,-4.585483453,Metabolism or Transport (lipid)
ACAD9,-0.649051276,6.167023044,-1.068273058,0.293520897,0.999788567,-4.593505852,Metabolism or Transport (lipid)
ACADM,-0.067639731,7.22182729,-0.165903391,0.869293874,0.999788567,-4.621318616,Metabolism or Transport (lipid)
ACADSB,0.227137483,6.067613354,0.375644447,0.709700634,0.999788567,-4.608032912,Metabolism or Transport (lipid)
ACADVL,-0.20480794,6.445539229,-0.379229961,0.707063102,0.999788567,-4.609991326,Metabolism or Transport (lipid)
ACAP3,-0.543271715,6.432585928,-1.007891881,0.321190866,0.999788567,-4.595127934,Metabolism or Transport (lipid)
ACBD4,-0.078682999,6.855261412,-0.167258905,0.868236129,0.999788567,-4.618227085,Metabolism or Transport (lipid)
ACD,-0.011449769,5.691291668,-0.019038846,0.984930275,0.999788567,-4.608112045,Metabolism or Transport (lipid)
ACE2,0.332627153,6.031783692,0.621178144,0.538954583,0.999788567,-4.604898317,NA
ACER1,-0.405154095,5.121837903,-0.487219402,0.629478385,0.999788567,-4.600465512,Metabolism (other)
ACKR2,0.216962666,7.49130623,0.611495506,0.545262496,0.999788567,-4.61867102,Immune/Inflammation/Stress/Toxin
ACKR4,0.211049959,3.500935172,0.201582711,0.841539883,0.999788567,-4.59967474,Metabolism or Transport (lipid)
ACLY,0.021411755,7.185325427,0.05559712,0.956014119,0.999788567,-4.62609782,Metabolism or Transport (lipid)
ACO2,0.246323637,7.752968716,0.744230611,0.462256401,0.999788567,-4.614789942,Metabolism or Transport (lipid)
ACOT11,0.3552385,8.423325223,1.273573264,0.212138154,0.999788567,-4.565553774,Metabolism or Transport (lipid)
ACOT2,0.596456278,4.962720584,0.884606578,0.383075522,0.999788567,-4.597471546,Metabolism or Transport (lipid)
ACOT6,-0.199976085,4.940337068,-0.266260822,0.791774557,0.999788567,-4.602670966,Metabolism or Transport (lipid)
ACOT7,-0.071666779,8.224934191,-0.216899682,0.829686066,0.999788567,-4.644797879,Metabolism or Transport (lipid)
ACOT8,0.450744743,5.456447817,0.726215294,0.473072013,0.999788567,-4.60065911,Metabolism or Transport (lipid)
ACOX2,-0.691406946,7.054439792,-1.591264315,0.12154332,0.999788567,-4.56082,Metabolism or Transport (lipid)
ACP1,-0.119232677,5.477432392,-0.171282891,0.865097562,0.999788567,-4.604588573,Metabolism (other)
ACR,0.709286292,3.887923188,0.769831729,0.447138151,0.999788567,-4.597329869,Metabolism or Transport (lipid)
ACRV1,1.150084817,3.964752152,1.293756701,0.205161468,0.999788567,-4.591430761,Metabolism or Transport (lipid)
ACSF2,0.095379594,6.547850394,0.20007353,0.842709929,0.999788567,-4.614090076,Metabolism or Transport (lipid)
ACSF3,-0.390488447,6.29602708,-0.628374225,0.534291533,0.999788567,-4.603300572,Metabolism or Transport (lipid)
ACSL1,-0.208023411,7.985305567,-0.660502354,0.513735982,0.999788567,-4.620343221,Metabolism or Transport (lipid)
ACSL4,0.143897033,7.096360473,0.350129029,0.728573675,0.999788567,-4.619374677,Metabolism or Transport (lipid)
ACSL6,0.580821596,7.360388606,1.62297095,0.114568784,0.999788567,-4.544962071,Metabolism or Transport (lipid)
ACSM4,0.358163943,4.914163955,0.426944911,0.672325297,0.999788567,-4.600950559,Metabolism or Transport (lipid)
ACSM6,-0.442918014,5.233208976,-0.570583675,0.572332443,0.999788567,-4.600314148,Metabolism or Transport (lipid)
ACSS1,-0.631007162,8.408142361,-2.242971401,0.032073017,0.999788567,-4.411142888,Metabolism or Transport (lipid)
ACSS2,0.453900657,7.255485882,1.226172665,0.229226842,0.999788567,-4.580845587,Metabolism or Transport (lipid)
ACTB,-0.08673622,7.776113338,-0.254606077,0.800683221,0.999788567,-4.633439394,Motility
ACTG1,-0.075505018,6.684035147,-0.139981342,0.889566506,0.999788567,-4.614558769,NA
ACTG2,0.60964426,5.089905252,0.758983836,0.453507906,0.999788567,-4.598372701,NA
ACTL10,-0.252030191,6.370205523,-0.491527346,0.626463235,0.999788567,-4.608599802,NA
ACTL6A,0.091631308,6.820569488,0.189744641,0.850727397,0.999788567,-4.618158909,NA
ACTL6B,-1.623444557,3.843679664,-1.579149717,0.124298486,0.999788567,-4.588628267,NA
ACTN1,0.059897261,8.412870501,0.198027989,0.844296386,0.999788567,-4.651317388,NA
ACTN3,-0.18637115,5.987135968,-0.293664764,0.770941481,0.999788567,-4.606186297,NA
ACTN4,-0.041610042,8.757640508,-0.131112863,0.89652034,0.999788567,-4.662819387,NA
ACTR1A,0.036893527,7.258966232,0.098977947,0.921783359,0.999788567,-4.627062211,NA
ACTR2,-0.101818304,5.975114802,-0.163741852,0.870981091,0.999788567,-4.606778651,NA
ACTR3,0.132394066,7.245022162,0.336076677,0.739042847,0.999788567,-4.623543696,NA
ACTR5,-0.318649491,6.010657258,-0.498463728,0.621622169,0.999788567,-4.603952336,NA
ACTR6,-0.046271135,6.404486394,-0.090565423,0.928411699,0.999788567,-4.612403007,NA
