gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function
RPS6KC1,-0.480636304,7.845021224,-1.007226174,0.317361793,0.999917524,-4.595257952,NA
RPS9,-0.029948389,8.470968984,-0.074021438,0.941208508,0.999917524,-4.624084332,NA
RRAGA,1.098934516,5.865069413,1.425489997,0.158545,0.999917524,-4.586766208,NA
RRAGD,-0.319446091,6.793511857,-0.534810251,0.594508454,0.999917524,-4.605212938,NA
RRAS,-0.101591035,7.385152262,-0.201109563,0.841207351,0.999917524,-4.613970077,NA
RRAS2,0.37909411,7.076118312,0.639623609,0.524545318,0.999917524,-4.603418357,NA
RRM2,0.162390257,5.987897012,0.238890529,0.811901917,0.999917524,-4.604849374,NA
RRP15,-0.156689487,6.372238227,-0.235631416,0.814419951,0.999917524,-4.606185742,NA
RRP8,0.241595031,6.237568156,0.369430042,0.712943876,0.999917524,-4.604702742,NA
RRP9,0.585870707,6.477883578,0.890675613,0.376212949,0.999917524,-4.597521234,NA
RSAD1,-0.961670555,5.685402327,-1.380925853,0.171779123,0.999917524,-4.586502084,NA
RSAD2,-0.246806591,6.714833783,-0.422493771,0.673984516,0.999917524,-4.607315232,NA
RSBN1,-0.837611464,6.7440149,-1.474937322,0.144799275,0.999917524,-4.578186166,NA
RSBN1L,-0.03479955,7.272456867,-0.062287407,0.950514883,0.999917524,-4.610983643,NA
RSF1,0.043397599,7.870781759,0.104847147,0.916802715,0.999917524,-4.622159308,NA
RSPH1,0.07379671,6.498924469,0.120278679,0.904613584,0.999917524,-4.607591665,Cilia
RSPH3,0.098864417,5.911008486,0.141543146,0.887855267,0.999917524,-4.604748062,Cilia
RSPH4A,0.37851385,6.175168903,0.544782653,0.587667766,0.999917524,-4.602079995,Cilia
RSPH9,-0.751374776,5.999427606,-1.130894315,0.262033433,0.999917524,-4.592156208,Cilia
RSPO3,0.561001422,6.617893426,0.864758662,0.390181845,0.999917524,-4.598101632,Development (differentiation)
RSPRY1,-0.219893199,6.760858488,-0.367050875,0.714709667,0.999917524,-4.606680267,NA
RSRC1,-0.123219194,8.99686336,-0.30211605,0.763476653,0.999917524,-4.622223643,NA
RSRC2,0.250302808,6.053885124,0.364960891,0.716262118,0.999917524,-4.603934511,NA
RSRP1,0.631448663,7.320586837,1.111710013,0.270139561,0.999917524,-4.59193081,NA
RTF1,-0.364454299,7.242414772,-0.716892629,0.475871449,0.999917524,-4.604157996,NA
RTKN2,-0.342549596,6.617770559,-0.585854764,0.559893577,0.999917524,-4.604355283,NA
RTN2,-0.097987946,6.842488078,-0.164153159,0.87009274,0.999917524,-4.608680367,NA
RTN3,0.147270458,7.683914494,0.298792426,0.766000692,0.999917524,-4.613488029,NA
