gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function
KCNJ13,2.552014515,4.836114664,5.600459033,3.27412501986353e-07,0.001303585,6.372270366,Transport
ZNF77,2.35530653,4.996558546,5.505610339,4.81464428878027e-07,0.001303585,6.024664196,NA
DNAJC14,2.156347701,6.107712913,5.479847986,5.34402114610806e-07,0.001303585,6.000645631,NA
DHODH,1.999737229,6.269456034,5.276685349,1.20852417074859e-06,0.002140085,5.248327503,NA
C1orf216,2.415315248,5.08433038,5.228799787,1.46220612116006e-06,0.002140085,5.021118467,NA
SMIM15,2.372881643,4.982540726,5.159419458,1.92467722691835e-06,0.002347465,4.768688872,NA
RPL32,2.16036938,5.085818411,5.10175852,2.415681509088e-06,0.002525422,4.563390938,NA
KLK10,2.175501862,5.15430365,5.043114081,3.04032226353621e-06,0.002543983,4.35774952,Matrisome/cell adhesion/binding/signaling
FLAD1,2.248418753,5.294251134,5.035786703,3.12870230896306e-06,0.002543983,4.340933964,NA
UBE2S,1.935695358,5.854033928,4.982955991,3.84465115685533e-06,0.002813516,4.168106051,Metabolism (other)
CCNL2,2.042449638,5.926633807,4.93333443,4.66159285625845e-06,0.003101231,3.994829854,NA
CDK5R1,1.887368693,5.768079169,4.894196474,5.42336881602033e-06,0.00324383,3.849512733,Development (differentiation)
CD27,2.121318698,5.228306376,4.878474323,5.76247553676488e-06,0.00324383,3.78045351,Inflammation/Immune/Stress/Toxic/Detox
PANK4,1.609609035,6.844675262,4.808842961,7.53008802125613e-06,0.003936085,3.548069356,Metabolism (other)
RNF19B,1.572533893,6.626539474,4.725767133,1.03373801111889e-05,0.004668766,3.260964592,NA
TTC32,2.014028084,4.936287962,4.713260799,1.08399905334523e-05,0.004668766,3.203502846,NA
RPL39,2.195501369,4.941756484,4.713121354,1.08457265851392e-05,0.004668766,3.203455714,NA
CEBPE,2.007989803,4.87763038,4.681639973,1.22192468447828e-05,0.004967803,3.095229876,Development (differentiation)
DEFB1,2.119859071,4.936814113,4.640543341,1.42691111692362e-05,0.005052976,2.957039293,NA
NMB,2.113143055,5.061047046,4.625866968,1.50792725801133e-05,0.005052976,2.908142951,NA
CRYAB,1.718295778,6.035429822,4.625377837,1.51070293801982e-05,0.005052976,2.916926599,NA
HLA-C,2.107002126,4.788607941,4.623908812,1.51906914231811e-05,0.005052976,2.898314755,Inflammation/Immune/Stress/Toxic/Detox
C1GALT1C1,2.068252872,5.046873773,4.565757444,1.88895850773549e-05,0.006010173,2.704273207,Inflammation/Immune/Stress/Toxic/Detox
GAL,2.160179475,4.958338793,4.538763765,2.08908600743431e-05,0.006359674,2.613130563,NA
PRMT6,2.090350509,4.913245896,4.528233324,2.17261355898021e-05,0.006359674,2.576844792,Metabolism (other)
ARF5,1.972936963,5.281973735,4.49506368,2.45744774233553e-05,0.006678692,2.469326621,NA
PBDC1,2.011223201,5.062351924,4.48816614,2.52107164293787e-05,0.006678692,2.44440067,NA
MRPL41,1.938024905,4.935156619,4.484515535,2.555388968673e-05,0.006678692,2.431047102,NA
C1orf122,1.939036667,4.949100979,4.465406258,2.74254806580264e-05,0.006920678,2.367671171,NA
BCDIN3D,1.978911798,5.045886011,4.426616791,3.16418781917566e-05,0.00718542,2.239990406,NA
TTF1,1.650854339,6.198407199,4.42445243,3.18947825635431e-05,0.00718542,2.232674947,NA
IER3,2.001875866,4.893111163,4.420618446,3.23475961355462e-05,0.00718542,2.218964991,Development (apoptosis)
CLDND2,1.921820542,5.157130009,4.420160136,3.24021399525771e-05,0.00718542,2.218966199,NA
SLC32A1,2.005291116,4.928628338,4.407611404,3.3930667797625e-05,0.007303077,2.176939892,Transport
ZNF296,1.984665242,4.898252627,4.379502526,3.76121595340082e-05,0.00732562,2.083758201,NA
MYD88,1.736450276,5.875422969,4.377443145,3.78965825489814e-05,0.00732562,2.079377547,NA
PRRG2,1.724817117,5.845137125,4.374025128,3.83732490381428e-05,0.00732562,2.067990148,NA
BEST4,1.961849492,4.9755206,4.369882506,3.89587485796747e-05,0.00732562,2.05219412,NA
CALM3,1.905404313,5.938165112,4.369308113,3.90406102088468e-05,0.00732562,2.049871925,Transport
LRIT2,2.01225115,4.941022302,4.355604832,4.10436763856743e-05,0.007508941,2.005369157,NA
SULT1C4,1.916949323,5.093956039,4.348616351,4.21031422956809e-05,0.007514897,1.983111036,NA
YRDC,1.888092133,5.10453265,4.31890424,4.69104127151573e-05,0.007552779,1.885857102,NA
SYCP3,1.988761473,4.903047905,4.31844694,4.69883968487247e-05,0.007552779,1.883960011,NA
ENPP2,-1.663649147,7.856033833,-4.317916368,4.707903336671e-05,0.007552779,1.881418792,Metabolism (other)
DOLPP1,1.867852492,6.032979375,4.31565051,4.74680110575571e-05,0.007552779,1.870341494,NA
AQP2,1.94119076,4.954292588,4.315605396,4.74757872911509e-05,0.007552779,1.874748737,Transport
