gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
ADCY8,0.755046303,6.137233482,3.908227028,0.002035957,0.086261974,-1.160426703,NA,0.089627197
ADORA1,0.722719679,6.275296631,3.740400416,0.002766997,0.086261974,-1.439159784,NA,0.101088146
ADORA2B,0.903623438,6.342767313,4.085263416,0.001477374,0.086261974,-0.852846495,NA,0.099092138
AHR,0.776908307,6.739675317,3.786538869,0.002542555,0.086261974,-1.337829648,NA,0.133410598
AK1,-1.44682712,7.445426605,-3.663821585,0.003185323,0.086261974,-1.525981417,NA,0.229058013
ALDOC,0.753427804,6.096674756,3.92673067,0.001968555,0.086261974,-1.132725215,Metabolism (other),0.092428047
ANGPTL4,0.81044197,6.425414053,3.616894208,0.003473125,0.086261974,-1.647816647,Metabolism or Transport (lipid),0.108202949
ANO4,0.988033161,6.095633666,4.014462749,0.001678896,0.086261974,-0.979574245,NA,0.084186466
ANXA5,-1.05824032,7.721007748,-3.65794597,0.00321998,0.086261974,-1.531276042,NA,0.275996394
APBB1IP,0.807752862,6.120790741,3.661905575,0.003196583,0.086261974,-1.583408437,NA,0.088081901
APC,-0.768351091,7.144481356,-3.586728136,0.003672028,0.086261974,-1.660187802,Development (differentiation),0.185242418
APOL1,0.860782942,6.57919898,3.669570375,0.003151784,0.086261974,-1.542237089,Metabolism or Transport (lipid),0.116927435
ARG2,1.123179844,6.649437833,4.092870215,0.001457262,0.086261974,-0.831956701,NA,0.128742515
ARX,1.192643945,8.650875643,3.891565541,0.002098681,0.086261974,-1.18656389,NA,0.400875668
B2M,-1.702257656,8.22285684,-4.068068072,0.001523901,0.086261974,-0.894034819,Inflammation/Immune/Stress/Toxic/Detox,0.365301655
BEX1,1.03165023,5.801238575,3.884083848,0.00212749,0.086261974,-1.212431897,NA,0.074721525
BMP8A,0.677873732,5.353920345,3.594954916,0.003616658,0.086261974,-1.715087689,NA,0.054922413
C3AR1,0.984970524,5.473493318,4.280352915,0.001041604,0.086261974,-0.543825303,Inflammation/Immune/Stress/Toxic/Detox,0.056628678
C5AR1,-1.548125606,7.07160027,-5.034756903,0.000281824,0.086261974,0.645890134,Inflammation/Immune/Stress/Toxic/Detox,0.192646964
C5AR2,0.835319461,5.579990862,3.686494431,0.003055126,0.086261974,-1.556311123,Inflammation/Immune/Stress/Toxic/Detox,0.060330951
C8A,0.782401952,5.733490817,3.836147957,0.002321979,0.086261974,-1.297782938,Inflammation/Immune/Stress/Toxic/Detox,0.069409568
