gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function
FAM71F1,-3.41297115,4.905870465,-4.658284943,3.2103888128762e-06,0.020521587,3.40738795,NA
SIRPG,-2.799654463,5.616066888,-4.59440001,4.36815384202385e-06,0.020521587,3.530569536,Inflammation/Immune/Stress/Toxic/Detox
RYK,-1.216385695,8.089980886,-4.433809405,9.31071580295225e-06,0.029161162,3.191073092,NA
ECM2,-2.583184186,5.623466424,-4.082752662,4.46895096110969e-05,0.104975658,1.568196662,NA
AHRR,-1.070925915,8.160597215,-3.973989086,7.09427440072605e-05,0.118034082,1.308431979,NA
OTC,-2.162622468,6.029235085,-3.959533269,7.53729767023317e-05,0.118034082,1.272173528,NA
CCDC13,1.699424394,7.298870625,3.763965483,0.000167749,0.121410138,0.659720254,NA
COTL1,-1.593713926,6.694522594,-3.763622163,0.000167979,0.121410138,0.661919385,NA
GMFG,-2.855524462,4.938585405,-3.831728331,0.00012766,0.121410138,0.522056388,NA
NAA15,-1.395441046,7.233701256,-3.78535716,0.000153965,0.121410138,0.723476673,NA
RAD18,-1.012391829,8.202206955,-3.875446459,0.000106791,0.121410138,0.916045418,NA
SAMD4B,-1.60492173,6.66037637,-3.827321026,0.000129965,0.121410138,0.886877917,NA
SMIM5,-3.398474624,4.567798236,-3.83310346,0.000126949,0.121410138,0.227222942,NA
ACSM2A,-2.773562619,4.916154399,-3.710512999,0.000207436,0.135829262,0.147705093,Metabolism or Transport (lipid)
ADGRE2,-1.896294359,6.230332334,-3.699264841,0.000216841,0.135829262,0.41211662,Matrisome/cell adhesion/binding/signaling
NEURL1,-1.16662185,7.689221656,-3.661394743,0.000251534,0.147713165,0.236135399,NA
LARP4B,-1.186742744,7.71033983,-3.62924858,0.000285001,0.148770746,0.134828081,NA
TNFSF11,-1.935636972,6.097708399,-3.633637389,0.000280198,0.148770746,0.18297303,NA
CDC42EP4,-2.046572022,5.873759981,-3.561658344,0.000369431,0.173866809,-0.078539141,NA
VPS37A,2.899028363,6.110095809,3.56119228,0.000370087,0.173866809,-0.399621351,NA
ILK,-3.108418695,4.821317573,-3.532247909,0.00041303,0.184801636,-0.593189116,NA
CACNG4,-1.371638422,7.114743445,-3.474005593,0.000513905,0.192445818,-0.325874052,Transport
CLTB,-1.848939457,6.297021259,-3.482028803,0.000498761,0.192445818,-0.297950112,NA
FBP2,-2.081533572,5.876601451,-3.508945235,0.00045094,0.192445818,-0.257363533,NA
SIGLEC11,-3.38346292,4.298897628,-3.478100338,0.000506123,0.192445818,-0.898860412,Inflammation/Immune/Stress/Toxic/Detox
SUN5,-2.552949954,4.991706531,-3.459101827,0.000543181,0.192445818,-0.568737276,NA
TUBA4A,-1.733458331,6.370615527,-3.454268177,0.000553005,0.192445818,-0.373563559,Transport
GALNT18,-0.529830112,9.476268387,-3.436498556,0.00059056,0.198175164,-1.055412837,NA
CHMP5,-2.68187752,4.801565693,-3.420743279,0.000625831,0.202769116,-0.738941384,NA
PDCD6,-1.262265488,7.218157267,-3.376177459,0.000736494,0.230669809,-0.657318508,Development (apoptosis)
CACNA1D,-0.478755277,9.632215189,-3.330871602,0.000867413,0.242215286,-1.471629527,Transport
GPR155,-1.64063527,6.447488015,-3.331418694,0.000865711,0.242215286,-0.749557486,NA
SCN2A,-1.011316727,7.847902955,-3.319887991,0.000902249,0.242215286,-0.931474198,NA
SLC35F2,1.044187196,7.936498925,3.327462378,0.00087809,0.242215286,-0.890942329,Transport
VEGFB,-3.513051135,4.057555536,-3.344118216,0.000827059,0.242215286,-1.352690104,Development (differentiation)
AHDC1,-1.13291763,7.506611452,-3.267231569,0.001087996,0.249336824,-1.030936436,NA
ALMS1,-0.883290357,8.157954373,-3.272673192,0.001067278,0.249336824,-1.156157039,Metabolism or Transport (lipid)
CLUH,-1.807829738,6.135999109,-3.271324469,0.001072379,0.249336824,-0.940177129,NA
PIGV,-2.700089198,4.747387726,-3.294737055,0.000986961,0.249336824,-1.120754293,NA
SLC44A5,0.615013218,9.374699323,3.291084125,0.000999859,0.249336824,-1.374543929,Transport
TUT1,-2.679195054,4.72121814,-3.27574338,0.001055751,0.249336824,-1.16726974,NA
ABCB1,0.931316278,8.464871561,3.237895888,0.001206236,0.2698523,-1.224866313,Metabolism or Transport (lipid)
ALKBH3,-1.913454839,5.667642019,-3.228924051,0.001244702,0.271981963,-1.078545284,NA
INSC,0.96753042,8.191402251,3.219441767,0.001286586,0.274744603,-1.255548039,Development (cell cycle)
C3orf14,-2.757592805,4.795638829,-3.202289293,0.001365671,0.278953066,-1.406393178,NA
SRGN,-2.761590141,5.02794876,-3.202850334,0.001363014,0.278953066,-1.406426361,NA
SYNE4,-3.25762922,3.87429959,-3.194788043,0.001401646,0.280209924,-1.641222628,NA
SRPRB,-1.839717077,6.07797295,-3.188298201,0.001433474,0.280602508,-1.185546654,NA
EEF2K,-1.312497014,7.052064711,-3.177547884,0.001487665,0.28526744,-1.236231925,NA
A1BG,-3.373892733,4.230954634,-3.144313781,0.00166736,0.303223798,-1.826447974,NA
C1QTNF6,-1.908667587,5.916513497,-3.121660499,0.001801069,0.303223798,-1.383121936,NA
FAM186A,-1.672873732,6.30736774,-3.129501639,0.00175371,0.303223798,-1.339782826,NA
FANCA,-1.164494168,7.302502317,-3.110899277,0.001867978,0.303223798,-1.469343856,NA
HJURP,-2.08046269,5.384947139,-3.132646824,0.001735038,0.303223798,-1.384152216,NA
SRGAP2B,-3.166328297,4.15230263,-3.119460463,0.001814566,0.303223798,-1.800342231,NA
STX18,-1.077102037,7.566805252,-3.130969866,0.001744971,0.303223798,-1.44982107,NA
ZNF319,-2.80522988,4.942381693,-3.148623153,0.001642983,0.303223798,-1.572805762,NA
ZNF582,-3.212071364,4.077734075,-3.110302897,0.001871752,0.303223798,-1.843781423,NA
GABRB3,0.518554001,9.516556401,3.039645174,0.002371827,0.338098766,-2.237772272,NA
LRRC2,-1.491939056,6.418400177,-3.056480282,0.002242665,0.338098766,-1.547362486,NA
OSR1,-2.759685853,4.321715952,-3.041855769,0.002354487,0.338098766,-1.838688357,Development (differentiation)
PEBP4,0.600002175,9.171372022,3.044935452,0.002330523,0.338098766,-2.098219198,NA
PRR12,-1.405669991,6.480821397,-3.067537022,0.002161376,0.338098766,-1.527492741,Development (cell cycle)
SLC2A12,-1.562533762,6.442141834,-3.039255577,0.002374896,0.338098766,-1.58962867,Transport
WDR45,-1.782725109,5.755937387,-3.050080147,0.002290989,0.338098766,-1.565382836,NA
WIF1,-1.167144549,7.19366945,-3.061293354,0.002206941,0.338098766,-1.60579207,NA
NSUN3,1.789183371,6.733910593,3.020639321,0.002525806,0.343948951,-1.645380117,NA
TNFAIP8L1,-2.184708733,5.487252864,-3.023692842,0.002500467,0.343948951,-1.704722629,NA
ZRANB3,-0.542524872,9.193950881,-3.024972069,0.00248992,0.343948951,-2.238093241,NA
LEP,-2.097298494,5.406348392,-3.009287981,0.002622079,0.351957931,-1.72290658,NA
PIAS2,-1.123562583,7.308721936,-2.990878411,0.002785368,0.368610139,-1.813409087,NA
PRKCG,-1.777900994,5.922703273,-2.981275973,0.002874177,0.369942064,-1.749184936,NA
SPOUT1,-2.279268036,5.164768702,-2.984052624,0.002848235,0.369942064,-1.833013723,NA
LBP,-1.805231662,5.964063712,-2.971834165,0.002964014,0.376349702,-1.77634545,NA
DLGAP3,-1.245162522,7.007648478,-2.963629672,0.003044151,0.377386261,-1.842641856,NA
ZFHX3,-0.564903753,9.006366777,-2.962785562,0.003052507,0.377386261,-2.36898814,NA
IDO1,3.400807878,5.067917006,2.958550589,0.003094746,0.377639398,-2.298349123,NA
PCP4,-1.247309906,6.889509194,-2.949443909,0.003187386,0.38395737,-1.879288679,NA
ATP6V1C2,-1.125676166,7.076484326,-2.895452026,0.00379049,0.387917098,-2.061893977,NA
CTC-326K19.6,-1.565463769,6.293134889,-2.91471831,0.003564298,0.387917098,-1.918740016,NA
DCBLD1,-0.918925272,7.687594404,-2.890300165,0.003853146,0.387917098,-2.187542068,Matrisome/cell adhesion/binding/signaling
DPPA4,3.004680517,4.532962671,2.913403027,0.003579341,0.387917098,-2.251350199,Development (cell cycle)
ERF,-2.318986928,4.812039446,-2.931750702,0.003374635,0.387917098,-1.977932825,NA
GOLT1A,3.146955416,4.619897531,2.88903316,0.003868699,0.387917098,-2.362567136,NA
JARID2,-0.608666327,8.822396595,-2.938692364,0.003300008,0.387917098,-2.369112993,NA
KIAA2026,-0.990614756,7.507463495,-2.890305595,0.00385308,0.387917098,-2.142082535,NA
KLC1,-0.754128294,8.204582137,-2.904752713,0.003679717,0.387917098,-2.287279135,Transport
MED26,-1.253354132,6.750878861,-2.937757092,0.003309974,0.387917098,-1.908087856,NA
MTMR1,-1.19859612,6.954247421,-2.888048725,0.003880822,0.387917098,-2.053366637,NA
NAMPT,-1.702285018,5.960469103,-2.902588418,0.003705228,0.387917098,-1.949288313,NA
NEIL2,2.78975128,5.505057194,2.889788057,0.003859426,0.387917098,-2.230299685,NA
RCN1,0.556625092,9.257085026,2.896047702,0.003783306,0.387917098,-2.55465018,NA
SMARCB1,-1.413768739,6.659985441,-2.924750865,0.00345144,0.387917098,-1.907358808,NA
VLDLR,-1.492313626,6.470044357,-2.889400514,0.003864184,0.387917098,-1.988650396,Metabolism or Transport (lipid)
CLIC1,-2.593947033,4.608307376,-2.865082189,0.004173633,0.389517654,-2.224573758,Transport
GABRB1,0.529981733,9.372618989,2.854779003,0.004311392,0.389517654,-2.701547746,NA
MET,-1.03851118,7.333261563,-2.867399645,0.004143202,0.389517654,-2.173931482,NA
MSI2,-0.412172134,9.648968846,-2.85783742,0.004270075,0.389517654,-2.919574753,NA
SMCP,-2.859243997,4.15230263,-2.863835962,0.00419008,0.389517654,-2.316648982,NA
ST6GALNAC4,-2.813245512,4.440230446,-2.857480335,0.00427488,0.389517654,-2.315671623,Metabolism or Transport (lipid)
TBC1D2,-1.262604289,6.88706291,-2.878365041,0.00400193,0.389517654,-2.058348911,NA
TMEM232,0.483711292,9.427308583,2.858749734,0.00425782,0.389517654,-2.772106584,NA
USP28,-1.200490735,6.908287058,-2.86390525,0.004189164,0.389517654,-2.114017423,Metabolism (other)
XXbac-BPG32J3.22,-2.938254865,4.321931747,-2.864554263,0.004180593,0.389517654,-2.343013906,NA
SCUBE3,-1.520914873,6.404346262,-2.849288098,0.00438648,0.392527317,-2.087547484,Matrisome/cell adhesion/binding/signaling
SHANK1,1.702903516,6.765731351,2.838763896,0.004533722,0.401875936,-2.110109312,NA
AMFR,-1.262230545,6.637985649,-2.821961708,0.004778097,0.404459468,-2.199994926,NA
RP11-795F19.5,-1.409155927,6.49858302,-2.830947217,0.004645965,0.404459468,-2.146130977,NA
SARM1,-1.526743994,6.069313706,-2.822764308,0.004766158,0.404459468,-2.153112398,NA
USP12,-1.207190553,6.929415829,-2.827072977,0.004702525,0.404459468,-2.204036469,NA
ZNF677,-3.321946932,3.826048487,-2.823958227,0.004748448,0.404459468,-2.576149561,NA
GLRA2,0.881043709,8.228166395,2.810945142,0.004944732,0.411786602,-2.41383026,NA
PSMD4,-2.513152742,4.669982383,-2.810452322,0.004952308,0.411786602,-2.330453835,Metabolism (other)
NANOS3,-1.803173443,5.68641207,-2.806173978,0.005018518,0.413631518,-2.195960911,NA
CGNL1,-0.731746795,8.221792633,-2.80091799,0.005100952,0.416769979,-2.570548537,NA
DDX39A,-2.318945099,5.002959759,-2.791389744,0.005253519,0.425129319,-2.322263301,NA
DNAH11,-0.485570048,9.243558927,-2.778710356,0.005462934,0.425129319,-2.966216447,Cilia
EIF4EBP2,-2.371550963,4.871461986,-2.780075845,0.005440025,0.425129319,-2.36254769,NA
GBGT1,-2.936482019,4.805581639,-2.77800873,0.005474739,0.425129319,-2.541483002,Metabolism or Transport (lipid)
PRCC,-1.231100283,6.770694977,-2.78263491,0.005397324,0.425129319,-2.305703111,NA
PRTFDC1,1.098779671,7.698940225,2.784357321,0.005368754,0.425129319,-2.351068469,NA
AEN,-2.526383018,4.582287509,-2.708257614,0.006769872,0.426352859,-2.569765663,Metabolism or Transport (lipid)
ARIH2,-1.43681905,6.357344709,-2.708977562,0.006755205,0.426352859,-2.436908306,NA
BACH2,0.510686637,9.223081225,2.678648962,0.007398416,0.426352859,-3.158429997,Inflammation/Immune/Stress/Toxic/Detox
BCL3,-1.94685816,5.440756872,-2.767700969,0.005650847,0.426352859,-2.304505599,NA
CACNB1,-1.547827154,6.113300652,-2.701105941,0.006917128,0.426352859,-2.444232697,Transport
CAMK4,0.627753713,8.707628117,2.718822129,0.006557496,0.426352859,-2.889116533,Transport
CCDC141,0.773706233,8.402892233,2.699379044,0.006953114,0.426352859,-2.772201974,NA
CFAP74,-0.959540813,7.363290547,-2.712344092,0.006687,0.426352859,-2.597732158,Cilia
CTC-429P9.4,-0.99356618,7.286919277,-2.741029906,0.006130481,0.426352859,-2.509251955,NA
EDIL3,0.459476859,9.44207647,2.69396032,0.007067127,0.426352859,-3.216974382,Matrisome/cell adhesion/binding/signaling
EHBP1L1,-1.608131964,5.828193045,-2.716130943,0.006611019,0.426352859,-2.406292602,NA
ELP6,-2.199445133,4.85628297,-2.756007979,0.005856796,0.426352859,-2.377591337,NA
EPHB4,-1.56588649,6.03547659,-2.739699317,0.006155343,0.426352859,-2.352213906,Development (cell cycle)
EXOSC10,-1.79381613,5.484293759,-2.711315764,0.006707767,0.426352859,-2.421754762,NA
FAM210B,-2.202400327,5.224847558,-2.681104768,0.00734436,0.426352859,-2.550716574,NA
FRMD1,-1.454308699,6.360284302,-2.677074117,0.007433269,0.426352859,-2.508940098,NA
GAS6,-1.11982908,6.993405641,-2.732639571,0.006288777,0.426352859,-2.466461598,NA
GPSM3,-2.535197613,4.66678084,-2.695624924,0.007031926,0.426352859,-2.600466248,NA
HIST1H3E,4.404845397,3.644242127,2.722847269,0.006478169,0.426352859,-3.155344845,NA
KCTD6,-2.579097825,4.47360806,-2.718060872,0.006572596,0.426352859,-2.562811343,Transport
MNAT1,-0.79971959,7.921452219,-2.709520861,0.006744155,0.426352859,-2.724541653,NA
MXRA8,-2.028585195,5.380528296,-2.675849028,0.007460483,0.426352859,-2.5305839,NA
NAF1,-1.396495924,6.464198777,-2.6858262,0.007241427,0.426352859,-2.497162935,NA
NEK6,-0.748815993,8.059470686,-2.684493828,0.007270342,0.426352859,-2.831036588,NA
NELFB,-1.873268007,5.612633663,-2.691998316,0.007108821,0.426352859,-2.473345567,NA
NOTCH4,-1.521572489,6.234877977,-2.71372347,0.006659233,0.426352859,-2.416553043,Development (differentiation)
P2RX1,-1.596985423,6.12948902,-2.703334776,0.006870929,0.426352859,-2.436620308,Transport
PAK3,0.696101713,8.655172757,2.71084318,0.006717331,0.426352859,-2.825225718,NA
PKDCC,-1.939530221,5.137447453,-2.674657405,0.007487039,0.426352859,-2.520657917,NA
PRX,-1.834584277,5.54935453,-2.742136428,0.006109875,0.426352859,-2.352527201,NA
PSMC6,-2.210482327,5.049455751,-2.730467978,0.006330342,0.426352859,-2.439529207,Metabolism (other)
RAPGEF2,-0.638079827,8.555626477,-2.707804904,0.006779109,0.426352859,-2.901709037,NA
RMDN3,-1.81817618,5.366820655,-2.68621843,0.007232935,0.426352859,-2.48173341,Transport
