gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function
ACAP2,-3.905356099,8.172975997,-4.09280087,4.3378041487461e-05,0.096082362,1.195433523,Metabolism or Transport (lipid)
ARHGAP42,3.570878786,9.35524162,3.638963052,0.000276858,0.306620481,-0.219639951,NA
IQSEC1,-2.250396274,9.63656885,-3.529380551,0.000420766,0.310665848,-0.156376659,NA
MTFR1,-3.503582992,8.327732719,-3.250321239,0.001161365,0.381099916,-1.366242938,NA
SCTR,-3.914235965,7.795904816,-3.29273151,0.000999975,0.381099916,-1.407955863,NA
SNCAIP,-2.755632723,8.635187585,-3.262789577,0.00111158,0.381099916,-1.084915715,NA
TNFAIP8,-3.336001149,8.068653617,-3.239940588,0.001204379,0.381099916,-1.334394802,NA
EZR,-2.997757199,8.140969704,-3.16588486,0.001556607,0.383137107,-1.429656885,NA
FAM193A,-2.164174257,9.388687492,-3.165855375,0.001556765,0.383137107,-1.249835619,NA
CYFIP1,-2.59167291,8.469065537,-3.081298226,0.002073655,0.388577679,-1.555289659,NA
ERCC6L2,-3.663842505,7.768129838,-3.000863289,0.002707156,0.388577679,-2.082185389,NA
GLB1,-3.207169107,8.384869791,-2.920832367,0.003508602,0.388577679,-2.13379516,NA
HS3ST3A1,-3.235594055,8.203368957,-2.957990241,0.003112891,0.388577679,-2.05020287,Metabolism (other)
LAMA3,-2.256808416,9.508694439,-3.097643459,0.001962871,0.388577679,-1.451549812,Matrisome/cell adhesion/binding/signaling
NECTIN1,-2.581375449,8.795625206,-3.051701551,0.002288967,0.388577679,-1.633007741,Matrisome/cell adhesion/binding/signaling
PEAK1,-2.661903198,8.805392322,-2.984067857,0.002859965,0.388577679,-1.829353878,NA
R3HDM2,-3.438942764,8.060065233,-2.935122887,0.003351292,0.388577679,-2.169832036,NA
TLL1,-2.686876612,8.80070652,-2.954068953,0.00315264,0.388577679,-1.912429722,Matrisome/cell adhesion/binding/signaling
TRPC7,-3.439331495,8.148789879,-2.942784583,0.003269624,0.388577679,-2.151234359,Transport
ZNF532,3.0964755,8.148484353,2.970396521,0.002990122,0.388577679,-1.977608475,NA
CHURC1-FNTB,2.995866883,8.114075873,2.876591523,0.004039157,0.426034923,-2.182757974,NA
PCNT,-3.33977488,7.890957437,-2.83403448,0.004617237,0.464871822,-2.380913863,NA
C18orf25,-3.327837041,8.07997292,-2.7573047,0.005851885,0.519022528,-2.553207368,NA
GFRA2,-2.286817242,9.067868709,-2.756960264,0.005858042,0.519022528,-2.330003053,NA
ST6GAL2,-2.98694315,8.134641729,-2.769134917,0.005643927,0.519022528,-2.435660012,Metabolism or Transport (lipid)
COL5A1,-1.496075402,10.24676954,-2.666059797,0.007702474,0.559389935,-2.569695604,Matrisome/cell adhesion/binding/signaling
DOK5,-2.299821512,8.761216727,-2.671007656,0.007590038,0.559389935,-2.53128002,Development (differentiation)
IGSF21,-1.658070263,10.21893238,-2.709244561,0.006769603,0.559389935,-2.44005283,Inflammation/Immune/Stress/Toxic/Detox
LRRIQ3,-2.780397199,8.523950141,-2.668323109,0.007650858,0.559389935,-2.616786726,NA
NACC2,-2.886033803,7.692984904,-2.6788042,0.007415852,0.559389935,-2.616423006,NA
PRPSAP2,-3.859883221,7.571912416,-2.660571636,0.007828934,0.559389935,-2.909873945,Metabolism (other)
ATP8B1,-2.258999077,9.090902828,-2.570773592,0.010179527,0.566884618,-2.749454596,Metabolism or Transport (lipid)
BCKDHB,-2.368282177,8.975292292,-2.497760468,0.012534052,0.566884618,-2.915288168,NA
BICD1,-1.90307408,9.273284809,-2.503565753,0.012330581,0.566884618,-2.87984559,Cilia
C12orf42,-1.786122376,9.492228222,-2.574995041,0.01005631,0.566884618,-2.731967864,NA
C4orf19,-2.68774122,8.345888448,-2.508078976,0.012174423,0.566884618,-2.940785006,NA
C7orf50,-2.012746654,9.175160146,-2.60990841,0.009087127,0.566884618,-2.649162242,NA
CC2D2B,-3.610865636,7.747653714,-2.498761601,0.012498752,0.566884618,-3.160499715,NA
COMMD1,-1.802272696,9.455659608,-2.532344968,0.011364501,0.566884618,-2.823359649,NA
COQ8A,-2.955797029,7.768129838,-2.492893962,0.012706905,0.566884618,-3.02259956,NA
EPN2,-2.138001118,9.120632688,-2.601763205,0.009305455,0.566884618,-2.672335813,NA
FAM222B,-2.674933747,8.074213383,-2.469588454,0.013564282,0.566884618,-3.016411262,NA
GLTSCR1,-2.74212662,8.074213383,-2.550975597,0.010775517,0.566884618,-2.86203054,NA
ITPA,-3.655482434,7.446832349,-2.519576403,0.011784506,0.566884618,-3.132201579,NA
MED12L,-1.913385507,9.429334215,-2.543865791,0.010997003,0.566884618,-2.793737691,NA
MLXIP,-3.284171855,7.870481313,-2.581661974,0.009864418,0.566884618,-2.918092402,NA
MNAT1,-2.256002773,8.813780935,-2.494867393,0.012636558,0.566884618,-2.909992426,NA
PTPRO,-2.077767273,8.92122209,-2.48537888,0.012977981,0.566884618,-2.918764652,NA
RBM19,-2.018306743,8.82382727,-2.604626155,0.009228187,0.566884618,-2.661007987,NA
RCOR1,-2.803336614,7.932880565,-2.545881579,0.0109338,0.566884618,-2.884374888,NA
TNRC6A,-2.126722831,9.189308295,-2.472062431,0.013470904,0.566884618,-2.948331427,NA
TSPAN14,4.966996671,8.191481216,2.61212301,0.009028563,0.566884618,-3.296285331,Matrisome/cell adhesion/binding/signaling
TSPAN14,4.966996671,8.191481216,2.61212301,0.009028563,0.566884618,-3.296285331,Motility
ZNF423,-1.343763031,10.57453222,-2.476083098,0.013320359,0.566884618,-3.029917125,NA
CDC73,-2.363282939,8.491883861,-2.454968885,0.014127853,0.579503618,-3.002150143,NA
USP45,-2.566328097,8.255714217,-2.409511564,0.016014419,0.64494434,-3.117932071,Metabolism (other)
CCDC30,-2.581538894,8.257469328,-2.366139912,0.018017447,0.660487084,-3.203136146,NA
DCLRE1C,-3.546960344,7.564397768,-2.375169634,0.017583211,0.660487084,-3.368985387,NA
GABRP,-2.596903023,8.134641729,-2.372151513,0.017727319,0.660487084,-3.19394568,NA
L3MBTL3,-2.443742701,8.345888448,-2.379439382,0.017381095,0.660487084,-3.160013877,NA
STAC,-2.311658265,8.837548334,-2.378497748,0.017425493,0.660487084,-3.148104145,NA
ZBTB38,-2.137214893,8.821645073,-2.362615127,0.018189486,0.660487084,-3.167045553,Development (differentiation)
ABCA12,-2.21139322,8.923534119,-2.266192413,0.023487642,0.667657245,-3.350997985,Metabolism or Transport (lipid)
ACACB,-2.650136493,8.591893136,-2.301608202,0.021403462,0.667657245,-3.331844546,Metabolism or Transport (lipid)
AP2B1,-2.402523103,8.336618688,-2.285007126,0.022359464,0.667657245,-3.331796618,Transport
C17orf67,-2.383088885,7.828558185,-2.317160804,0.020540342,0.667657245,-3.270952802,NA
EHMT1,-1.703242288,8.887170758,-2.275912159,0.022898797,0.667657245,-3.345369034,NA
EVL,-2.922459064,8.082801766,-2.329857718,0.019858374,0.667657245,-3.324559747,Motility
KMT2C,-1.630655186,9.495024742,-2.287402566,0.022219265,0.667657245,-3.334126884,NA
