gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
ATP5F1B,-0.867844965,7.941695273,-7.504127611,1.9909351954398e-06,0.004080754,5.198541915,NA,0.244300962
CLU,-1.040981692,8.127970556,-7.545421677,1.8645918171601e-06,0.004080754,5.197444156,NA,0.266657882
FOLR1,-1.016183692,8.171755479,-7.555712944,1.83443607519357e-06,0.004080754,5.196957075,NA,0.269534853
ENO1,-0.947145434,7.60631509,-7.305207982,2.73885268029652e-06,0.004210301,4.963944111,Metabolism (other),0.208789037
B2M,-0.651586115,7.616063606,-6.8298976,5.9946100978325e-06,0.00462234,4.226942259,Inflammation/Immune/Stress/Toxic/Detox,0.205077524
BSG,-1.218758681,8.433355276,-6.758096716,6.76549956088491e-06,0.00462234,3.912144377,Matrisome/cell adhesion/binding/signaling,0.318443361
FHIT,-0.690462869,7.695023994,-6.778447058,6.53699223657716e-06,0.00462234,4.141272468,NA,0.225238283
GPI,-0.79591039,7.324702226,-7.038640779,4.23388569822669e-06,0.00462234,4.564756385,NA,0.17325515
GRAMD1B,-0.608497312,7.151163032,-6.77206578,6.60776227348589e-06,0.00462234,4.135635092,Metabolism or Transport (lipid),0.165502701
CTSD,-1.059738991,8.804105402,-6.478243416,1.09143070880025e-05,0.005592673,3.377178068,Metabolism (other),0.37732244
FKBP2,-0.613033893,7.253903582,-6.499973906,1.05123930855118e-05,0.005592673,3.687780682,Metabolism (other),0.172222954
GSTP1,-0.892977829,7.804245599,-6.56654852,9.37467344310191e-06,0.005592673,3.787977029,Metabolism (other),0.23378135
NDUFS2,-0.517270764,6.319244056,-6.353786101,1.35476566036691e-05,0.006296671,3.430554789,NA,0.095862432
TTR,-1.629917476,14.15377677,-6.321410344,1.43362154955314e-05,0.006296671,3.109315055,NA,0.927021566
CBR1,-0.588847462,7.577706449,-6.180098089,1.83828697293148e-05,0.007471942,3.157919322,Metabolism (other),0.210370273
GPX4,-0.685087489,6.854253929,-6.148464438,1.94423594344633e-05,0.007471942,3.078753316,Inflammation/Immune/Stress/Toxic/Detox,0.135612949
PSAP,-0.878974642,8.164958927,-6.096209717,2.13343609804514e-05,0.007716764,2.986154846,NA,0.276342953
ACAT1,-0.514449342,7.234703108,-5.729329062,4.1383927970265e-05,0.009424806,2.351342986,Metabolism or Transport (lipid),0.169938947
AQP1,-0.910288055,8.775346933,-5.780183503,3.77109857441151e-05,0.009424806,2.352342413,Transport,0.373193657
CD63,-0.528480562,7.40240426,-5.734331335,4.10066759410647e-05,0.009424806,2.376475593,Matrisome/cell adhesion/binding/signaling,0.192098212
