"","X","show","Aggregated","pathway","gs_number","gs_description","pval","padj","log2err","ES","NES","size","leadingEdge"
"3130","9993",NA,NA,"GOMF_PROTEIN_MACROMOLECULE_ADAPTOR_ACTIVITY","GO:0030674","The binding activity of a protein that brings together two or more macromolecules in contact, permitting those molecules to function in a coordinated way. The adaptor can bring together two proteins, or a protein and another macromolecule such as a lipid or a nucleic acid. [GOC:bf, GOC:mah, GOC:vw]","0.0396659707724426","0.354549335391777","0.231126709673834","-0.391052671769809","-1.39253778658786","64","c(""SNAP25"", ""STX1B"", ""BAIAP2"", ""ANK2"", ""AMFR"", ""NCK2"", ""HIP1"", ""AP2B1"", ""GAS2"", ""SORBS1"", ""STX6"", ""CRADD"", ""HIP1R"", ""CD3E"", ""LDLRAP1"", ""MAP2K1"", ""LAT"", ""SLC9A3R1"", ""STX3"", ""BLNK"", ""TPR"", ""MAPT"", ""STX16"", ""SNAP29"", ""CD3G"", ""ATP1B3"", ""AXIN1"", ""CRKL"", ""TRIM5"", ""DOK2"", ""VAMP8"", ""MAVS"", ""SNAP23"", ""STX4"", ""PAG1"", ""SLC9A3R2"", ""DAB2"", ""TCOF1"", ""STX5"", ""AP1G2"", ""TRAF2"", ""VTI1A"", ""FCRL2"", ""MYH9"", ""SLC4A1"")"
"3131","9995",NA,NA,"GOMF_PROTEIN_N_TERMINUS_BINDING","GO:0047485","Binding to a protein N-terminus, the end of any peptide chain at which the 2-amino (or 2-imino) function of a constituent amino acid is not attached in peptide linkage to another amino-acid residue. [ISBN:0198506732]","0.110253583241455","0.546513287471812","0.137250779610133","-0.424385767245633","-1.32791648759902","28","c(""SCT"", ""ACTN4"", ""BIRC2"", ""ACOX1"", ""TARBP2"", ""MNAT1"", ""PPP1CC"", ""MORF4L1"", ""RPA2"", ""MAP2K1"", ""NBN"", ""CSNK2A1"", ""SLC9A3R1"")"
"3132","10000",NA,NA,"GOMF_PROTEIN_PHOSPHATASE_BINDING","GO:0019903","Binding to a protein phosphatase. [GOC:jl]","0.392895586652314","0.950117460664336","0.0602484086158019","-0.313797288022903","-1.055793317422","43","c(""IGBP1"", ""STAU1"", ""PPME1"", ""ATP2B4"", ""PPP1CC"", ""FCRL6"", ""ENSA"", ""RPA2"", ""HSP90B1"", ""DLG4"", ""CDC27"", ""EIF2AK3"", ""PXN"", ""MAPT"", ""PPP1R9B"", ""PTPN1"", ""FOXO1"", ""SKAP1"", ""MET"", ""TRAF2"", ""FLT4"", ""TRAF3"", ""LGALS3"", ""FCRL2"", ""BCL2"", ""CD22"", ""LILRB2"", ""LILRB1"", ""CDH5"")"
"3133","10001",NA,NA,"GOMF_PROTEIN_PHOSPHATASE_REGULATOR_ACTIVITY","GO:0019888","Binds to and modulates the activity of a protein phosphatase, an enzyme which catalyzes of the removal of a phosphate group from a protein substrate molecule. [GOC:ai]","0.169047619047619","0.676470135080746","0.112378519110475","-0.456565204360839","-1.27357277421847","16","c(""SAG"", ""IGBP1"", ""PHACTR2"", ""PPP1R2"", ""PPME1"", ""PPP2R5A"", ""ENSA"", ""PPP1R9B"", ""PPP1R14A"", ""PPP3R1"")"
"3134","10002",NA,NA,"GOMF_PROTEIN_PHOSPHORYLATED_AMINO_ACID_BINDING","GO:0045309","Binding to a phosphorylated amino acid residue within a protein. [GOC:go_curators]","0.148009950248756","0.623668523404671","0.124434168630393","-0.511698534577106","-1.29775203250513","11","c(""SHD"", ""NCK2"", ""LDLRAP1"", ""RASA1"", ""ABL1"", ""FGR"", ""CRKL"", ""PTPN6"", ""LEO1"")"
"3135","10004",NA,NA,"GOMF_PROTEIN_SELF_ASSOCIATION","GO:0043621","Binding to a domain within the same polypeptide. [GOC:jl]","0.587878787878788","1","0.139599673451922","0.245550155717902","0.884573322615258","15","c(""CD2"", ""ACHE"", ""CTSC"")"
"3136","10006",NA,NA,"GOMF_PROTEIN_SERINE_KINASE_ACTIVITY","GO:0106310","Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate. [RHEA:17989]","0.000267315009447823","0.0203095760749525","0.49849310876659","-0.534842881982285","-1.7966847462001","42","c(""STK24"", ""CIT"", ""SLK"", ""CAMKK1"", ""IRAK4"", ""PRKCQ"", ""SRPK2"", ""PIKFYVE"", ""MINK1"", ""STK11"", ""MAPK13"", ""ARAF"", ""CDKL5"", ""AKT3"", ""CDC42BPB"", ""MAP2K1"", ""DAPK2"", ""CSNK2A1"", ""NEK7"", ""BRSK2"", ""AKT2"", ""MAP4K5"", ""PAK4"", ""MAPK9"", ""EIF2AK3"")"
"3137","10007",NA,NA,"GOMF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVATOR_ACTIVITY","GO:0043539","Binds to and increases the activity of a protein serine/threonine kinase. [GOC:go_curators]","0.205882352941176","0.736333892039584","0.104343952581949","-0.503579286078736","-1.25102642801168","10","c(""TCL1A"", ""MNAT1"", ""MAP2K1"", ""RICTOR"", ""SPRY2"", ""TCL1B"")"
"3138","10008",NA,NA,"GOMF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY","GO:0004674","Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate. [GOC:bf, PMID:2956925]","0.0110675166285241","0.195118483765858","0.380730400722792","-0.441621182576141","-1.5456106945882","56","c(""STK24"", ""CIT"", ""SLK"", ""CAMKK1"", ""IRAK4"", ""PRKCQ"", ""SRPK2"", ""PIKFYVE"", ""MINK1"", ""STK11"", ""MAPK13"", ""ARAF"", ""CDKL5"", ""BRD2"", ""AKT3"", ""CDC42BPB"", ""MAP2K1"", ""DAPK2"", ""CSNK2A1"", ""NEK7"", ""BRSK2"", ""AKT2"", ""MAP4K5"", ""PAK4"", ""MAPK9"", ""EIF2AK3"")"
"3139","10009",NA,NA,"GOMF_PROTEIN_SERINE_THREONINE_KINASE_INHIBITOR_ACTIVITY","GO:0030291","Binds to and stops, prevents or reduces the activity of a protein serine/threonine kinase. [GOC:mah]","0.111253196930946","0.546513287471812","0.148261500475107","-0.543712556677761","-1.35072826950893","10","c(""CIT"", ""CASP3"", ""SPRED2"", ""CDKN2D"", ""SPRY2"", ""PRKAR1A"", ""CDKN1A"", ""PRKAR2A"")"
