"","gene","logFC","effect_z","AveExpr","t","P.Value","adj.P.Val","B","X78511269_ChP_8_1._8_2._8_3.11_1.11_2.11_3.11_4","X98625132_ChP_8_1","X98625132_ChP_8_2","X98625132_ChP_8_3","X50405592_ChP_8_1._8_2","X50405592_ChP_8_3.11_1","X50405592_ChP11_2","X50405592_ChP11_3","X50405592_ChP11_4","X41357606_ChP1_1.1_2","X41357606_ChP1_3.1_4","X20779708_ChP_9_1","X37085610_ChP_6_1._6_2._6_3._6_4.11_1.11_2.11_3.11_4","X40034076_ChP4_1.4_2.4_3.4_4","X83419611_ChP4_1.4_2.4_3.4_4","X99592710_New_Ch33","X99592710_New_Ch34","X99592710_New_Ch35","X80487613_ChP_6_1._6_2._6_3._6_4.11_1.11_2.11_3.11_4","X52064033_ChP_8_1._8_2._8_3.11_1.11_2.11_3.11_4","GO.Focus.function","Percent_in_cells"
"1319","CDK17",-0.309782547458579,-0.608620088851089,7.12145332341266,-4.55304544814878,8.48266127852799e-05,0.0395238998946414,1.48699018065463,7.66266309214403,7.66891352771511,7.87152171563294,7.55392699145765,7.32815707516649,7.0305999608918,7.24573670095204,7.38587584054734,7.04950879681155,7.64968764452625,7.69795978580283,6.97359467601645,6.99732956602054,6.92136326215045,6.66753655049551,6.00595231864789,6.54345131390583,6.30815631299382,6.82003595451663,7.04709538185799,"Development (cell cycle)",0.236705577172503
"2716","GPHN",-0.237417011588509,-0.640897576477268,9.00832914570118,-4.52392290042918,9.19936991865957e-05,0.0403419427903571,1.38885741127296,9.5512418094756,9.3260258141921,9.58280066613549,9.30194777413286,9.35430936302245,9.00168726897656,8.81310514165846,9.06868566466664,8.61749821892899,9.41809628634333,9.50905710954625,8.97990844994865,8.60674511046623,9.21338987132395,8.86917041166516,8.5420052188881,8.44759129849832,8.56802343974893,8.63632400134424,8.75896999506137,NA,0.560959792477302
"2187","EPHA4",0.581231759439876,0.660289201129508,6.35204754308225,4.49479870158862,9.9761365930033e-05,0.0413178323893553,1.22759330446446,5.26056464857268,5.73400855593699,6.72265832971846,5.9689644907365,4.29253316543576,6.26277340302084,6.32235798255496,6.19684201615732,5.86047497242153,5.67393519077292,5.08652507372048,6.92206437537637,6.35578353693301,6.84541440891715,6.66753655049551,7.65365057471701,7.56391541646555,7.78814925411343,6.5444015119032,7.31839740367539,"Development (cell cycle)",0.195849546044099
"6695","TRPM3",0.313022293013295,0.572442587467564,10.8189685780794,4.40253653302479,0.000128918078234166,0.0505833828018792,1.01636681193616,10.3297266730801,10.3083238124586,10.5871136590066,10.5677327909827,10.6675725967827,10.4261850975045,10.3622224434329,10.4748267634571,10.3739657180096,10.4915584482844,10.5495952694211,11.490538753309,11.0450826974689,10.7418695518594,10.4680050869679,11.8951013318691,11.7967923235358,11.8234411663646,11.1006050196429,10.8791123581499,"Transport",0.937094682230869
"6960","UTY",-0.689754167781132,-0.260567649727264,4.78160842604767,-4.33456393171018,0.000155655104559559,0.0580204402245754,0.81690888466174,8.12563506848657,8.82645480470159,9.11795961093604,8.29089258562386,3.55556757126956,5.14078287864223,4.92380860606468,4.3603407484402,4.6760504012841,1.7670445951644,1.91660007227817,1.14070466185171,7.82045180393646,3.95788913817557,2.76064595488699,2.09906172303937,1.41416829696087,2.06022879955024,5.99691371660071,7.6809674830601,NA,0.130350194552529
"530","ALDH3A2",0.465546149383131,0.684366238627225,6.14052252615442,4.27243316552139,0.000184851180315231,0.0626393431477296,0.664391178136733,6.15364944465617,5.10597733332395,5.65852799229874,5.7279563912327,5.67104478868949,6.00751634777876,5.85669441020614,4.72291082782491,5.97150628481027,5.4674843133055,6.00406291352851,6.09490097223858,6.66612365754516,7.0622257979903,6.84810879613733,6.62262367909638,7.02887814107607,7.01442510993711,6.5444015119032,6.58143180950918,NA,0.149805447470817
"6770","TTN",-0.483377206796654,-0.322672496665901,8.54268728133887,-4.28239670399871,0.000179829238050867,0.0626393431477296,0.775999214269325,9.50849216201627,10.2795409118296,9.65030748549377,9.98962396130259,7.94788499404832,7.94813780069983,6.74977920628963,7.38587584054734,7.8748302653986,11.1223956915892,11.4996828397811,7.58364815770044,8.72315460258154,7.65832885631666,6.66753655049551,6.62262367909638,8.23434725937605,7.26968216517919,8.98297452564283,9.15489867139251,NA,0.324902723735409
"3977","MT-CO2",0.387998249431276,0.454893237446199,10.680095457301,4.22522422533151,0.000210591791367798,0.0682592088976928,0.557738430567167,9.80193788074615,10.4442072405404,10.0256448609524,10.7483050366245,10.2420680984528,11.1631506916707,10.7241202511182,10.5836529626295,10.3277544528815,9.71541182674908,8.39233350324456,12.4150828150981,10.9383395399471,11.3824753644267,11.1313333616942,11.5564426021119,11.0196478150225,11.4023034675494,10.701615461596,10.8860819129647,NA,0.850843060959792
"1286","CD99L2",0.521086994941054,0.831936591939886,5.29096800739915,4.19658371102072,0.000227898772462271,0.070791056196093,0.24135815226511,4.77513782140244,4.45390063674426,5.36902137510376,5.43844977403772,4.77795999260601,5.44563746017065,4.6343019888697,4.3603407484402,4.38654378408912,4.93696959660672,5.08652507372048,4.8411443799928,4.8818523486006,5.88388855673179,5.9305709563293,5.79950144118046,6.27214929208844,5.76066851769133,6.20336459406813,6.58143180950918,NA,0.0836575875486381
"241","AC110023.1",-0.490867261911695,-0.421295189116896,6.39599308983495,-4.09992432407713,0.000297309359206765,0.0714981055769817,0.339173036777657,7.20809722867854,7.57728305224954,7.9804560871861,7.55392699145765,6.36292249332716,5.80820753955535,5.55183982867772,6.59737994574105,5.46454629609039,8.2748392353631,7.93896788530662,6.75541450596691,6.99732956602054,5.0953926619255,5.08257404977435,6.18652456428971,4.58409329840318,4.86758372160784,5.75590561709691,6.27657722798076,NA,0.149805447470817
"1976","DPP10",-0.410200626189587,-0.404635688351107,12.4152866723344,-4.14038505946341,0.000266031310995516,0.0714981055769817,0.25577276008793,13.2947740742456,13.610525502502,13.672294757339,13.4577316071924,11.8239146259521,11.7718529134611,11.7158593980476,11.7685188261283,11.9740087920134,13.7503945228409,13.5814917415643,13.360780632836,12.674100378268,12.2986294188057,11.3266999930581,11.3398530552013,10.9745011311733,10.6638551445364,12.4193019932673,12.8266449382557,"Metabolism (other)",0.861219195849546
"2442","FGFR2",0.414317066516593,0.573912776859347,7.91679171459078,4.15185737491818,0.000257768115976713,0.0714981055769817,0.480684939508092,7.58249274346004,8.30475719743845,7.15329268404832,7.76037786892508,7.01499918990686,7.16184449417005,7.29726700159213,7.10757467806023,7.19389870614672,7.78941240819286,7.27415207689625,8.34037700668807,7.68920727065821,8.75490211601171,8.3753557990022,9.06484600770146,8.84879652459759,8.93059351913364,8.52529268895549,8.16639431023034,NA,0.413748378728923
"2486","FOCAD",0.355761053348302,0.631944058929695,7.59597621005591,4.1142907415494,0.000285809761043216,0.0714981055769817,0.394936721625482,6.70113723995866,6.85599908031561,7.40854973929039,7.76037786892508,7.52519392222604,7.49626353324061,7.57290144420555,7.61907501684037,6.77120763432444,6.89632761210937,7.04588308922313,8.1959870973529,7.68920727065821,7.56669838085109,7.71484226527387,8.81330724070549,8.44759129849832,8.43526823089716,7.78832709478929,7.61537914143252,NA,0.365110246433204
"4268","NOS1AP",0.337621738055158,0.469091719790227,8.01246109149988,4.15111669394917,0.000258293889992807,0.0714981055769817,0.480703484425492,6.54067256776541,6.77582873163162,7.05707736878901,7.02341227475887,8.41354856639713,8.19287138979068,9.15786394492671,8.62980142343343,8.54753566076142,7.25889769149408,7.20200229114041,8.3005759986301,7.90175190603831,8.53077880659615,8.73792587838691,8.24880884254405,8.72705125224522,8.80169578595138,8.17911704782145,8.02200440089516,"Metabolism (other)",0.40272373540856
