"","gene","logFC","effect_z","AveExpr","t","P.Value","adj.P.Val","B","X78511269_ChP_8_1._8_2","X78511269_ChP_8_3.11_1.11_2.11_3.11_4","X98625132_ChP_8_1","X98625132_ChP_8_2","X98625132_ChP_8_3","X45500887_New_Ch5","X45500887_New_Ch6","X45500887_New_Ch7","X45500887_New_Ch8","X50405592_ChP_8_1._8_2._8_3.11_1","X50405592_ChP11_2.11_3.11_4","X97449632_ChP2_1.2_2.2_3.2_4","X20779708_ChP_9_1","X37085610_ChP_6_1._6_2._6_3._6_4.11_1.11_2.11_3.11_4","X87942151_ChP3_1.3_2.3_3.3_4","X40034076_ChP4_1","X40034076_ChP4_2","X40034076_ChP4_3","X40034076_ChP4_4","X08536593_ChP4_1.4_2.4_3.4_4","X83419611_ChP4_1.4_2","X83419611_ChP4_3.4_4","X80487613_ChP_6_1._6_2._6_3._6_4.11_1.11_2.11_3.11_4","X52064033_ChP_8_1._8_2._8_3.11_1.11_2.11_3.11_4","X20368989_New_Ch16","X30591933_ChP3_1.3_2.3_3.3_4","GO.Focus.function","Percent_in_cells"
"5016","SLC6A20",-0.590918124292109,-0.452326460798895,5.06761290312133,-5.29267627577346,6.20770303081612e-06,0.00334327905880424,3.63846524446045,6.13427658473282,5.4393481668521,5.99015409838126,6.51829324815728,6.4874527601543,5.8177721513227,6.47970183601231,6.98399926985619,6.78109446817605,4.86293022431988,3.73072103765651,6.05671526205574,4.46447253541843,5.27459530338872,2.79437727477392,4.41162523594919,3.90585428845777,3.59912635499758,3.62564221012606,2.83460639916157,4.28055052347789,4.03391215807303,6.2685606273218,3.66718706012004,5.83833966650846,5.47662673570306,"Transport",0.104806408544726
"5171","SPEF2",-0.498373416423359,-0.468638651297644,6.66243988193456,-5.28938688307002,6.27060780019552e-06,0.00334327905880424,3.85903687501217,7.53866683981216,7.41510062060542,7.36866572163499,7.90733553890318,7.09750624183829,7.40273465204386,8.30567243623726,7.65537652239482,7.80417808128909,5.59989581848609,6.05264913254387,6.91653760400748,6.78640063030579,6.20748110753019,6.88184011602426,5.69173315514192,4.26842436784248,4.73662987874751,5.55164162868228,7.08253391260515,5.65906214673162,5.61887465879419,6.66448930365294,6.16968740064922,7.98518105483773,6.85513835895679,"Cilia",0.214619492656876
"959","CCN1",0.757848764824926,0.488062659786236,6.87949010201483,5.2054885001765,8.10827080066048e-06,0.00351832438823,3.61728419424039,6.13427658473282,5.61992041249392,5.78370322091384,5.82641554351962,5.40945024815303,6.34828686802148,6.47970183601231,6.31657460894306,4.63425307984678,6.64720153326444,6.66932049299236,6.97425310186377,6.6113139237477,5.51560340289252,6.70126787038244,9.15116477377922,9.28337470930845,9.47195511453246,8.40174619819922,8.12000861802382,7.51321128026816,8.8239890886988,7.90327616324006,6.72608074917361,3.03098474445085,8.7694084849309,"Development (differentiation)",0.100467289719626
"1241","COLEC12",-0.46709709691969,-0.503235835009186,6.20877158024487,-5.07464290580735,1.20980207160144e-05,0.00351832438823,3.24324060567578,7.00101005386936,7.26037802580678,6.60682545882976,7.17036994473698,7.28391936606917,7.60204346026727,6.92716081298353,7.35839478463769,7.25316291249127,5.59989581848609,6.05264913254387,5.38929060114261,6.51509860848839,6.20748110753019,4.37933977549508,5.30471003203267,4.26842436784248,5.5251257735538,5.39117695648903,6.53504611730266,6.20654994203411,5.25630457940948,5.92752370948674,6.6057865154559,5.83833966650846,5.9620535628733,"Inflammation/Immune/Stress/Toxic/Detox",0.166889185580774
"1262","CP",-0.480212222338988,-0.586065218052745,7.72126476534761,-5.15989255050019,9.32249050850386e-06,0.00351832438823,3.43154756314176,10.3275845136131,8.67200892364237,8.45830293411967,8.78418730813032,8.61456467805764,8.2625569939956,8.3778222219931,8.01047148121738,8.69726287737258,8.10239615901527,6.90064603909882,6.91653760400748,7.43847732688548,8.58334800952835,6.25380889341122,7.21898015800679,6.45605137101825,6.6347502647283,6.9184239593539,6.53504611730266,8.46641706878922,7.65840302298082,7.74855356844142,8.19074901617705,7.78587224661432,4.73966114153685,NA,0.330440587449933
"1310","CRYBG1",-0.475728846002578,-0.476464643919608,7.19008480396929,-5.0763810491264,1.20339572792417e-05,0.00351832438823,3.22343292034697,9.24648608831884,7.79924411193848,7.75568884474424,8.84022134304465,7.73137834304039,7.77713016682536,7.77515771953848,8.25147958072118,8.30263158875557,6.82228823982253,6.39368605037894,7.27910768339219,7.67948542638928,7.54308413931463,5.60173219683153,6.35915781605505,5.74235555617489,6.13517925523779,6.58911633410094,6.92206924041191,7.08790544553549,4.77087775223924,7.06502723323667,7.29167792502783,8.70341008642235,5.47662673570306,NA,0.275700934579439
"1546","DNAH5",-0.611779617963797,-0.531574534966955,5.70049464511981,-5.10558362800144,1.10066734926817e-05,0.00351832438823,3.29166350832969,8.06918155651094,7.26037802580678,7.03745981315962,7.48352782999661,6.14641584231923,6.10727876851769,5.82762513943262,5.92955148583381,6.78109446817605,5.94093273632115,3.73072103765651,5.54975527333586,5.90504512680441,4.62251860680903,4.37933977549508,3.92619840877894,4.55793098503747,3.59912635499758,5.00415383337979,5.64196132121917,6.8166034237181,4.77087775223924,4.82798803593582,5.54165617803618,7.27891225789444,5.47662673570306,"Cilia",0.120493991989319
"2182","GLIS3",-0.434449485412179,-0.511587966077826,8.30425178433545,-5.15394706566451,9.49360324455258e-06,0.00351832438823,3.37143628479203,9.95970307971244,8.82707832013521,9.04904778743483,9.32564817021489,9.03394111306082,9.21770275821134,8.99755014087493,9.38898310447111,9.1215189066808,8.46118954765449,7.3552119025643,7.98832828707549,8.42530193813775,7.96491080425611,7.43823346454865,7.71279477066975,6.65308821807781,6.94962360208171,8.61659707052305,6.92206924041191,8.33366185993745,8.00353850902951,8.28741965457312,7.86358427292354,9.68919622720265,6.32462364225801,"Development (differentiation)",0.45260347129506
"4826","SERPINF1",-0.463254960312097,-0.440712440543649,6.54941639436231,-5.07466112022704,1.20973476263077e-05,0.00351832438823,3.24484289643935,8.0240936669824,6.57685169060203,7.96590655213459,7.55224058008062,8.1702625842736,7.04016457265915,6.7207099355161,7.84382161180793,7.70954120715101,6.73739934223602,6.23322137818569,6.72809251459437,7.1489707096905,7.59652339827609,5.11630536966128,5.06370193252888,4.79893908454126,5.66951568288898,5.00415383337979,6.29403801779886,4.76597735064813,6.35584025296039,6.2685606273218,6.6057865154559,7.55454670050787,4.73966114153685,NA,0.171895861148198
"4927","SLC16A12",-0.587106315795351,-0.475855521725135,6.7791582219271,-5.19530585004137,8.36500566055999e-06,0.00351832438823,3.58567861591838,8.89230379442686,7.94184850738128,7.29271686840169,7.41137804424077,7.91195058868221,7.77713016682536,7.97446652776189,7.7209648640224,7.84926597081763,6.82228823982253,7.09995484732223,7.23256509745516,7.27182745747603,7.42987352886663,5.11630536966128,4.77419531533389,4.55793098503747,4.44712326155253,6.43299713218366,5.15653449404893,6.04608526984086,5.61887465879419,7.14991613082319,6.72608074917361,8.86387475861559,4.73966114153685,"Transport",0.248998664886515
