gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
AURKA,-0.578308389,7.334891881,-8.702045585,2.17218849066254e-10,7.6563261581668e-07,13.7048118,NA,0.129375951
CEP70,-0.57852348,7.259649633,-8.551335154,3.33893610520378e-10,7.6563261581668e-07,13.2875534,NA,0.128122482
NRBF2,-0.516253265,7.249585234,-8.513632878,3.71967262744946e-10,7.6563261581668e-07,13.18158171,NA,0.127764348
GABPA,-0.548687576,7.226219153,-8.190051493,9.46314802812221e-10,9.73915651227577e-07,12.27407669,NA,0.126152744
LINC02446,-0.653218382,7.332069319,-8.226964327,8.50164989480835e-10,9.73915651227577e-07,12.37858715,NA,0.118363327
PNPLA7,-0.698159961,6.229606107,-8.266619191,7.57863633203597e-10,9.73915651227577e-07,12.47746393,Metabolism or Transport (lipid),0.063389739
CSPG4,-0.665324355,6.974849395,-8.000744539,1.64340783357358e-09,1.12756037470188e-06,11.73806946,NA,0.089443997
PTEN,-0.77669175,11.88780512,-8.083111193,1.29190508869063e-09,1.12756037470188e-06,11.69027245,Development (cell cycle),0.71644731
PTK2,-0.725830095,10.99467178,-8.036014685,1.48234893830247e-09,1.12756037470188e-06,11.68401229,Matrisome/cell adhesion/binding/signaling,0.631211389
SOCS5,-0.505627363,7.485927805,-7.962751432,1.83681886055694e-09,1.13423564639391e-06,11.6290642,Inflammation/Immune/Stress/Toxic/Detox,0.152296535
ACER2,-0.717026413,6.617060013,-7.735968998,3.58037643165473e-09,1.27445394513572e-06,10.98100353,Metabolism (other),0.086310323
CD53,-0.80186613,6.373179346,-7.779459204,3.14886813510224e-09,1.27445394513572e-06,11.10797059,Inflammation/Immune/Stress/Toxic/Detox,0.075029098
DKK2,-0.589102814,6.708432752,-7.818786442,2.80410778207354e-09,1.27445394513572e-06,11.21936831,NA,0.087653326
GAS2,-0.679467121,6.518894654,-7.758806935,3.34679547280014e-09,1.27445394513572e-06,11.04890455,NA,0.077446504
HMGB1,-0.653648346,8.593410776,-7.694918081,4.04254078377367e-09,1.27445394513572e-06,10.86454028,NA,0.265735518
KLF4,-0.516684652,6.952045605,-7.741567758,3.52162930279119e-09,1.27445394513572e-06,10.99799479,NA,0.10296356
