gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
ATP6V1B2,0.423166806,7.529067793,2.23126581,0.029761241,0.089472085,-4.386097719,NA,0.185542169
CAMK4,0.549429818,6.441380658,2.230335185,0.02982662,0.089625003,-4.399018454,Transport,0.074698795
G6PC2,0.487834259,6.929905959,2.229686123,0.029872294,0.089718588,-4.400791888,Metabolism (other),0.144578313
CALM1,0.57736115,7.851169214,2.228902641,0.029927509,0.089840725,-4.391981196,Transport,0.368674699
TBL1XR1,0.547320084,6.150737475,2.227765267,0.030007825,0.090038056,-4.443819814,NA,0.113253012
SKP1,0.498801357,6.961690288,2.227389408,0.030034408,0.090074051,-4.408545126,NA,0.16746988
RAB4A,0.429518889,7.270418529,2.227129478,0.030052804,0.090085469,-4.403871519,Transport,0.201204819
RAB24,0.486974863,7.176593109,2.22682742,0.030074194,0.090105846,-4.395080023,Transport,0.11686747
RCC1,0.506917012,6.160795834,2.226462059,0.030100085,0.090139682,-4.427880101,Development (cell cycle),0.074698795
YIF1A,0.548202035,7.108064782,2.223963549,0.030277666,0.090627528,-4.40452052,Transport,0.162650602
GALP,0.494494802,5.96500283,2.223531585,0.030308462,0.090631841,-4.443428516,NA,0.065060241
TMED2,0.511025915,6.947575416,2.223736653,0.030293839,0.090631841,-4.412496539,NA,0.134939759
GABRG3,0.654211279,6.15512407,2.223044027,0.030343254,0.090691961,-4.415345882,NA,0.060240964
IL17D,0.571461468,6.412838169,2.220903554,0.030496415,0.091105642,-4.420341922,Inflammation/Immune/Stress/Toxic/Detox,0.06746988
CITED2,-0.403055997,7.354336091,-2.219712472,0.030581937,0.091304708,-4.444124291,NA,0.127710843
GPD2,0.599244739,6.356511513,2.219563875,0.030592622,0.091304708,-4.423941341,Metabolism (other),0.065060241
TSHZ2,0.515460754,6.544948829,2.219050959,0.030629527,0.091370691,-4.425460531,NA,0.081927711
CLCF1,0.592093823,6.513017872,2.21854809,0.030665747,0.091390439,-4.417867345,Transport,0.059036145
NRXN1,0.571752999,6.675561341,2.218662125,0.03065753,0.091390439,-4.426308052,NA,0.104819277
PDGFC,0.426269028,6.557273588,2.217510474,0.030740604,0.091509707,-4.444879035,Development (differentiation),0.115662651
PKMYT1,0.485725708,6.1302659,2.217377263,0.030750226,0.091509707,-4.451424379,Development (cell cycle),0.089156627
RAPGEF2,0.425376138,7.204295725,2.217780502,0.030721108,0.091509707,-4.421544391,NA,0.177108434
CA8,0.556599875,6.259130439,2.216570147,0.03080858,0.091639203,-4.435640558,Inflammation/Immune/Stress/Toxic/Detox,0.069879518
CHMP4B,0.446197946,7.707196292,2.215886295,0.0308581,0.091742304,-4.417904624,NA,0.218072289
FANCL,0.426897773,7.503765684,2.214676648,0.030945865,0.091958959,-4.427122999,NA,0.272289157
RRBP1,0.636861072,7.448396564,2.214016891,0.030993826,0.09205718,-4.421506276,NA,0.214457831
BCL2L11,0.444878995,7.552171689,2.213227256,0.031051315,0.092095038,-4.424699965,Development (apoptosis),0.209638554
PIK3R2,0.436990784,6.944420738,2.213539561,0.031028566,0.092095038,-4.439073288,Metabolism (other),0.16626506
VANGL2,0.479397709,6.390937755,2.213305641,0.031045604,0.092095038,-4.44675817,NA,0.085542169
NUP155,0.472075178,7.05452525,2.212560342,0.031099942,0.092194979,-4.429557723,NA,0.127710843
MAP2K7,0.415251503,6.488905431,2.211912001,0.031147279,0.092291003,-4.454886099,NA,0.103614458
RFX1,0.422981842,6.832255226,2.211173129,0.031201304,0.092406741,-4.441475103,NA,0.122891566
USP1,0.475843199,7.007511943,2.210493211,0.031251091,0.092509823,-4.439888789,NA,0.136144578
SLFN11,0.633195611,6.368647305,2.210024466,0.031285456,0.092567174,-4.439603157,Inflammation/Immune/Stress/Toxic/Detox,0.063855422
ACOT8,0.407212406,6.468332318,2.208718335,0.031381387,0.092806546,-4.465224244,Metabolism or Transport (lipid),0.098795181
CCNC,0.497370732,6.749179695,2.208161004,0.0314224,0.092851173,-4.451102457,NA,0.124096386
VAT1,0.494442404,7.055590817,2.208104639,0.031426551,0.092851173,-4.439120659,NA,0.143373494
PTGDR2,0.517061969,6.424909427,2.207798617,0.031449093,0.092873338,-4.455065532,Inflammation/Immune/Stress/Toxic/Detox,0.087951807
