gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
TNF,1.051014269,6.6711544,8.230934934,8.40430803467093e-10,5.1896602114093e-06,12.24091627,NA,0.161741835
EDNRA,0.85445934,7.147411805,6.96399393,3.60929941474263e-08,7.42914129534526e-05,8.725305076,NA,0.198030067
NPY5R,0.728655875,7.060558685,7.045474189,2.82099688278415e-08,7.42914129534526e-05,8.951080217,NA,0.176257128
ADRA2A,-0.499242039,6.528463636,-6.420457227,1.89080532598185e-07,0.000144174,7.031153759,NA,0.064282011
ARFGEF3,0.573249819,7.441346496,6.385416891,2.10514105508406e-07,0.000144174,7.057755936,NA,0.209780543
GPR151,0.602209452,7.17840333,6.525669578,1.37022392031278e-07,0.000144174,7.459988009,NA,0.178676344
LY96,0.71218731,6.864539681,6.397254886,2.03012734006011e-07,0.000144174,7.084584844,NA,0.153274581
PITX2,0.887209577,6.383559001,6.412211252,1.93918287642285e-07,0.000144174,7.111956883,Development (differentiation),0.127354415
PTPRZ1,0.920802084,6.3666907,6.351647591,2.33479596512861e-07,0.000144174,6.941567919,NA,0.12337999
SMARCC2,0.532624177,7.603521897,6.410345102,1.95030279668724e-07,0.000144174,7.130499031,NA,0.229825471
TUBD1,0.585512522,7.131347725,6.28512016,2.86355491756086e-07,0.00016075,6.763827994,Transport,0.174701918
CNTN5,0.760013008,6.917901414,6.224769848,3.44669009210962e-07,0.000163718,6.588384408,Matrisome/cell adhesion/binding/signaling,0.162778642
EIF4A1,-0.360318947,8.031314777,-6.23934539,3.29575636521573e-07,0.000163718,6.618873241,NA,0.182477968
C11orf96,0.60870662,6.974233591,6.170547586,4.07172380132319e-07,0.000179592,6.430903658,NA,0.160705029
ERO1B,0.401843691,6.657965513,6.128034842,4.64041158052885e-07,0.00019103,6.293893792,NA,0.11249352
BMPR2,0.462109463,7.423645617,6.077674174,5.41812525190898e-07,0.000196805,6.16337615,NA,0.192327631
RNF123,0.370179884,6.81196713,6.094512543,5.14452926117355e-07,0.000196805,6.200488894,NA,0.125453603
ELAVL4,0.536769684,7.063399855,5.993510086,7.0206889532079e-07,0.000197312,5.916856037,NA,0.157940211
FSHB,0.709469407,7.701676243,6.039140819,6.10041885334093e-07,0.000197312,6.05185501,NA,0.269224123
OTUD5,0.618649659,7.890639182,5.97960923,7.32779043633263e-07,0.000197312,5.878216568,NA,0.276827372
QRFPR,0.56070344,6.659699801,6.019813808,6.47443873965247e-07,0.000197312,5.985977546,NA,0.12649041
SNRPD3,0.579983101,6.713115465,5.98613322,7.18201883464164e-07,0.000197312,5.890686142,NA,0.128736824
SORBS1,0.463134969,6.802888075,5.97865934,7.34926062109632e-07,0.000197312,5.868871647,Matrisome/cell adhesion/binding/signaling,0.130464835
ULBP3,0.593062271,6.698358663,5.962620311,7.72145829105512e-07,0.000198667,5.822234828,Inflammation/Immune/Stress/Toxic/Detox,0.129255227
XRCC6,-0.454510098,7.519907357,-5.910382183,9.06973220679114e-07,0.000224022,5.664417581,NA,0.123207189
L2HGDH,0.635082481,6.769900409,5.887985664,9.71779111270871e-07,0.000230798,5.607969414,NA,0.142042509
LGR5,0.694312528,6.557038864,5.819961463,1.19845622360159e-06,0.000274091,5.408835909,NA,0.128218421
PRG2,0.537074923,7.633572083,5.780084494,1.3552192063528e-06,0.000298874,5.296473011,Development (differentiation),0.224814239
FPR1,0.755483345,6.077049687,5.753364006,1.47158563672841e-06,0.000313346,5.201668637,Inflammation/Immune/Stress/Toxic/Detox,0.09538621
IL19,0.621472148,6.856416671,5.730345408,1.57981453051462e-06,0.000325178,5.151590152,Inflammation/Immune/Stress/Toxic/Detox,0.148954553
WIPF2,0.52996678,7.451738321,5.707483708,1.69518483728604e-06,0.00033767,5.084356913,NA,0.207534128
ESR1,0.560403629,6.996331155,5.662438211,1.9477397889829e-06,0.000375853,4.954359982,NA,0.155693796
NHLRC3,-0.415008945,6.815434619,-5.592325443,2.41769104703181e-06,0.000452401,4.73140292,NA,0.07966131
PC,0.586496175,7.204791657,5.573950342,2.55858087930517e-06,0.000464683,4.695708042,Metabolism (other),0.182996371
BEST1,0.642151188,6.493643536,5.561475088,2.65887877637958e-06,0.000469102,4.660092962,NA,0.118368758
CRLF1,0.800662825,6.407066142,5.545598334,2.79222178831377e-06,0.000478944,4.614741238,NA,0.121651979
FAM177A1,-0.392086445,6.61966193,-5.493138593,3.28213448855962e-06,0.00050668,4.440250954,NA,0.07499568
NCOA2,0.478367629,7.299579735,5.507381916,3.1412078115308e-06,0.00050668,4.502569674,NA,0.181959565
NF1,-0.402273817,7.216087309,-5.495144399,3.26191322535572e-06,0.00050668,4.466227932,NA,0.107309487
PYCR1,0.776087713,6.715308975,5.516819063,3.05117752176135e-06,0.00050668,4.531854008,Metabolism (other),0.148263349
ICOSLG,0.669805949,7.126698777,5.477665403,3.44238864672947e-06,0.000518457,4.415595175,Inflammation/Immune/Stress/Toxic/Detox,0.180922758
LONP1,0.447890246,7.845309324,5.437287472,3.8983075080411e-06,0.000559815,4.2964139,NA,0.238292725
PARN,-0.3830044,6.848202158,-5.439433317,3.87262879662509e-06,0.000559815,4.297181673,NA,0.088819768
PIK3C3,0.331721276,7.713737312,5.414671611,4.17949086719686e-06,0.000580116,4.231923291,Metabolism (other),0.212718161
RNF214,0.622813385,7.517630051,5.410957361,4.22756603177331e-06,0.000580116,4.218990751,NA,0.227579057
CD244,0.584202026,6.88226002,5.386043399,4.56460508736671e-06,0.000597906,4.152550971,Inflammation/Immune/Stress/Toxic/Detox,0.147744946
CSPG4,-0.470325787,6.974849395,-5.390131468,4.50751856486878e-06,0.000597906,4.154636425,NA,0.085709349
CYP2U1,0.456077792,7.567717091,5.380183603,4.64769146880876e-06,0.000597906,4.131192128,NA,0.219630206
MID1IP1,0.494615109,7.438758613,5.372371157,4.76081392212155e-06,0.00059996,4.108027534,NA,0.192327631
SPTLC1,-0.362822461,8.13076861,-5.361754139,4.91895717378042e-06,0.000607491,4.083909669,Metabolism or Transport (lipid),0.189217211
DSG3,0.881488899,6.877158636,5.332942949,5.3749828566701e-06,0.000650794,3.99469091,NA,0.170209089
NID2,-0.419673944,6.976157793,-5.304251632,5.87095026956654e-06,0.000697175,3.915735655,NA,0.093485398
ATP6V0A2,0.576573063,7.058644918,5.27907063,6.34364457908474e-06,0.000739094,3.839990282,NA,0.161914636
KCNMB4,0.516566094,6.776505249,5.253803813,6.85602956063599e-06,0.000757324,3.771328568,Transport,0.137722481
PTPN2,-0.339407183,7.256662649,-5.245100304,7.04190304617851e-06,0.000757324,3.74885141,NA,0.11404873
RAE1,0.454941249,6.950831523,5.243802863,7.07003769393422e-06,0.000757324,3.741628076,Inflammation/Immune/Stress/Toxic/Detox,0.139796095
RNASE6,0.623787064,6.554396504,5.241816411,7.11333027990026e-06,0.000757324,3.738647896,NA,0.117331951
UBE2D1,0.51151042,7.049282191,5.250726373,6.92118697184119e-06,0.000757324,3.758620062,Metabolism (other),0.154311388
ASTN2,-0.383754698,6.676310946,-5.217064632,7.67541334441524e-06,0.000795456,3.660621048,NA,0.076896492
CD226,0.600161698,6.502420316,5.199029462,8.11260024909229e-06,0.000795456,3.616477185,Inflammation/Immune/Stress/Toxic/Detox,0.119405564
CUL4A,-0.426919252,6.314603099,-5.208483276,7.88042891753448e-06,0.000795456,3.623042872,NA,0.059961984
GTF2A1,-0.382570896,6.690903622,-5.204228433,7.98409184355189e-06,0.000795456,3.625020068,NA,0.075514083
SVIP,0.455812689,6.538226321,5.198909917,8.11557922843269e-06,0.000795456,3.61630088,NA,0.108691896
MDM2,0.436397514,6.970703143,5.167836405,8.92799742043038e-06,0.00084816,3.521786625,NA,0.146708139
POLR3E,-0.392320886,6.9529879,-5.169445187,8.884016887675e-06,0.00084816,3.531328999,NA,0.090374978
APOA4,0.569828937,6.194094387,5.130406417,1.00146377022531e-05,0.000924694,3.420491225,Metabolism or Transport (lipid),0.092794194
FAM91A1,-0.284512601,7.354244536,-5.124975637,1.01828604184122e-05,0.000924694,3.403456288,NA,0.125626404
LMF2,-0.51276215,6.819957214,-5.127762506,1.00961870488825e-05,0.000924694,3.409093282,NA,0.079488509
BMPR1B,0.732244042,7.910659086,5.06472034,1.22486243593531e-05,0.001080504,3.213613972,NA,0.319336444
ITGB1,-0.33877785,6.874119627,-5.068129853,1.21213457472717e-05,0.001080504,3.243100203,Matrisome/cell adhesion/binding/signaling,0.089510973
ALOX12,0.538804276,6.638023723,5.048755133,1.28624961140055e-05,0.001087307,3.183964594,Metabolism or Transport (lipid),0.122343183
BTG2,-0.439552619,6.769559497,-5.046756958,1.29414473280186e-05,0.001087307,3.180130049,Development (cell cycle),0.077587697
ECI2,0.373086042,7.304966675,5.044528192,1.30300773711732e-05,0.001087307,3.159838277,Metabolism or Transport (lipid),0.17038189
RAPGEF4,0.381593749,7.215576314,5.052564484,1.27133050463861e-05,0.001087307,3.185290995,NA,0.161223432
TNFRSF21,0.570789001,6.060621792,5.011035731,1.44368600661327e-05,0.001188635,3.08058061,NA,0.084845343
ARNT2,-0.359738641,6.619642991,-4.983057648,1.57268389328608e-05,0.001257552,2.999336953,NA,0.075514083
CRTC3,0.659211257,7.262059388,4.9797879,1.58848701535678e-05,0.001257552,2.968410936,NA,0.199239675
LRRC7,0.44840802,7.306263157,4.987170353,1.55302796561128e-05,0.001257552,2.995519316,NA,0.181786763
CBLN2,0.559563603,6.791252779,4.965960209,1.65707841020684e-05,0.001295248,2.944100306,NA,0.138413686
COPS3,-0.472050993,6.258355435,-4.959157693,1.69189204315692e-05,0.001296229,2.922082928,Development (cell cycle),0.058061172
PPP2R5E,-0.383876164,6.96146564,-4.955345715,1.71171698185271e-05,0.001296229,2.923181427,Metabolism (other),0.092102989
SIL1,-0.353076547,7.208752053,-4.953517088,1.7213087172043e-05,0.001296229,2.915301431,NA,0.108691896
PSMD3,0.424877216,7.158538539,4.942807889,1.77856160406936e-05,0.001323207,2.868496431,Metabolism (other),0.158631415
FBXO33,-0.382326077,6.958994792,-4.924804101,1.87909835362795e-05,0.00135301,2.836415393,NA,0.094003802
HEYL,0.818759867,7.41249698,4.920102893,1.9062657396911e-05,0.00135301,2.792000635,Development (differentiation),0.244686366
PLAT,0.520905576,7.268671072,4.927228817,1.86523677666276e-05,0.00135301,2.821428971,NA,0.179540349
PRIM2,-0.394543825,6.517315572,-4.92285637,1.89030703414368e-05,0.00135301,2.828943009,NA,0.068602039
ACTL6A,0.605192665,6.989986516,4.896484002,2.04875899562345e-05,0.001376177,2.736818728,NA,0.162951443
DRD1,0.70141086,6.477936245,4.908824559,1.97303888215354e-05,0.001376177,2.785115509,NA,0.120960774
FGF10,0.615599687,6.176724556,4.892688365,2.07262250720782e-05,0.001376177,2.745689503,Development (differentiation),0.093831001
MLLT11,0.471447707,7.090767231,4.894617674,2.0604585464826e-05,0.001376177,2.731493845,NA,0.155348194
RAB27B,0.422137414,7.204167886,4.898319448,2.03731724676494e-05,0.001376177,2.741760645,Transport,0.166753067
SMARCC1,0.46887557,7.652798397,4.892842538,2.07164786290294e-05,0.001376177,2.716962104,NA,0.231726283
SIAH2,-0.38924387,6.720470139,-4.884115251,2.12754085112642e-05,0.001397613,2.722025449,NA,0.07966131
OPHN1,0.560016794,7.020520555,4.880320321,2.15230879003666e-05,0.001399001,2.690887959,NA,0.157249006
GTF2B,0.381817439,7.426976298,4.868514281,2.23120321929308e-05,0.001427761,2.652971525,NA,0.18437878
IMPDH1,-0.405293783,7.465005645,-4.866813936,2.2427994183719e-05,0.001427761,2.667443153,NA,0.128391222
ITGAE,0.511646549,6.445946545,4.858463686,2.30061958856841e-05,0.00143227,2.645302932,Matrisome/cell adhesion/binding/signaling,0.107309487
SLC10A6,0.540718458,6.998590124,4.858409867,2.30099699702542e-05,0.00143227,2.630239269,Transport,0.1562122
TIAL1,-0.448247748,6.503379262,-4.852521702,2.34266077851595e-05,0.00143227,2.63164518,NA,0.067046829
TTN,0.477414767,7.242155061,4.85519798,2.32363201585028e-05,0.00143227,2.615573841,NA,0.171073095
PSMB5,-0.305923829,7.037124632,-4.847378705,2.37966260918748e-05,0.001440629,2.615263384,Metabolism (other),0.099187835
MED27,-0.330856659,7.375376197,-4.836334614,2.46108762590689e-05,0.001475458,2.579606103,NA,0.127181614
PXN,0.37621205,7.340811946,4.83066182,2.50397790799705e-05,0.001486737,2.544924943,NA,0.176257128
ADAR,0.465054049,7.479154088,4.817970056,2.60263487966396e-05,0.001530597,2.501640588,NA,0.204596509
