gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function
ABTB2,0.844326597,9.223716775,3.035429489,0.00442478,0.6020285,-2.944586596,NA
AHI1,0.897653899,8.905378391,3.100647314,0.003722807,0.6020285,-3.051636507,NA
ARAP2,0.955001744,8.84598091,3.057645437,0.004172692,0.6020285,-3.115339469,NA
CAMSAP1,0.96494066,8.245641575,3.044536439,0.004319751,0.6020285,-3.265189408,Transport
CD226,1.046541736,8.257469328,3.059918049,0.004147683,0.6020285,-3.285344541,Inflammation/Immune/Stress/Toxic/Detox
CRHR1,0.920834865,9.076457093,3.168096361,0.003108472,0.6020285,-2.94080658,NA
EBF3,1.117954611,8.580789627,3.210134054,0.00277565,0.6020285,-3.094953176,Development (apoptosis)
HNF1B,1.211664508,7.497641446,3.062533157,0.004119081,0.6020285,-3.460974925,NA
HUNK,0.938185585,8.672797607,3.112805653,0.00360418,0.6020285,-3.0496984,NA
IFT74,0.956639927,8.757777586,3.182429484,0.00299095,0.6020285,-3.021270836,Cilia
MYO18A,0.995356444,8.435381302,3.249189695,0.002497039,0.6020285,-2.998962471,NA
OXCT1,0.989641681,8.223060849,3.062048312,0.00412437,0.6020285,-3.255266321,Metabolism (other)
RP11-226E21.4,1.064923003,8.469065537,3.018987289,0.004620535,0.6020285,-3.299352274,NA
SCFD2,0.662778048,10.02406982,3.464112864,0.001382307,0.6020285,-1.870608613,NA
SHROOM4,1.131015378,8.352521949,3.635160353,0.000854549,0.6020285,-2.668990122,Development (differentiation)
SOX13,1.429216283,7.785987981,3.686397263,0.000738696,0.6020285,-2.887745794,Development (differentiation)
TRPC7,-0.838836123,8.148789879,-3.215838881,0.002733185,0.6020285,-2.713414956,Transport
ABL2,-0.609557252,7.9915538,-2.277362724,0.028755951,0.606350058,-3.760330828,Motility
AC090094.1,-0.53895003,8.683438688,-2.186319697,0.035320447,0.606350058,-3.750426302,NA
ACACB,-0.52082878,8.591893136,-2.021949305,0.0506001,0.606350058,-3.936371616,Metabolism or Transport (lipid)
ACBD6,0.726294855,8.70690056,2.322195372,0.025944103,0.606350058,-3.815312593,Metabolism or Transport (lipid)
ACER2,0.701280777,7.810052966,1.972202281,0.056243063,0.606350058,-4.170905999,Metabolism (other)
ACSL1,0.857435928,8.412950296,2.424401455,0.020438198,0.606350058,-3.82359651,Metabolism or Transport (lipid)
ADCY5,0.743963571,9.23889579,2.901157746,0.006281216,0.606350058,-3.077401034,NA
ADGB,0.650758077,8.690953336,2.165864836,0.036967196,0.606350058,-3.949698709,NA
ADGRG1,0.938967616,7.984039152,2.689801194,0.01073589,0.606350058,-3.644672665,Matrisome/cell adhesion/binding/signaling
AEBP2,0.411598014,9.496098477,1.870555741,0.069487165,0.606350058,-4.042999787,Metabolism or Transport (lipid)
AFAP1,0.711766158,8.965806737,2.227304183,0.032215925,0.606350058,-3.794138813,NA
AFF1,0.611938392,8.830452405,2.096419269,0.043076965,0.606350058,-3.966833266,NA
AHNAK,0.747070747,8.02596228,2.029784742,0.049757862,0.606350058,-4.124033056,NA
AJAP1,0.577045324,9.118677806,2.158560698,0.037571523,0.606350058,-3.807788262,Matrisome/cell adhesion/binding/signaling
AK5,0.555793373,9.148037299,2.056800133,0.046947159,0.606350058,-3.949853892,NA
AK9,-0.601004866,8.801953181,-2.579137111,0.014100147,0.606350058,-3.261737614,NA
AP1M1,0.753898331,7.810052966,2.136535567,0.03944716,0.606350058,-4.06567842,Transport
ARHGEF11,0.876421803,8.013785036,2.612000864,0.013011538,0.606350058,-3.69481337,NA
ARMC9,0.716715669,8.840874537,2.36606942,0.023434587,0.606350058,-3.728108976,NA
ARNTL2,0.769680584,7.810052966,2.047087879,0.047941201,0.606350058,-4.139341069,NA
ASAP1,0.358505765,9.927408136,1.852323531,0.072125789,0.606350058,-4.040221384,NA
ASPH,-0.52114777,8.870063503,-2.214673658,0.033145674,0.606350058,-3.679043049,NA
ASZ1,0.840062035,7.780307082,2.30295215,0.027119228,0.606350058,-3.968018782,NA
ATXN7,0.656311052,8.086390626,1.906327686,0.064549478,0.606350058,-4.184440215,AD
BACE2,0.571006432,8.926885382,1.978910765,0.055451562,0.606350058,-4.064517048,AD
BAIAP2,0.623205519,8.797729808,2.071298031,0.045496918,0.606350058,-4.00606483,NA
BBS9,0.450820555,10.08069584,2.459876721,0.018790524,0.606350058,-3.270558568,Cilia
BCAT1,0.5065494,9.059635904,1.930998427,0.061322518,0.606350058,-4.048388017,NA
BCR,0.514659892,8.99703688,1.925892868,0.061978676,0.606350058,-4.061039502,Development (differentiation)
BIRC6,0.609985684,9.383998589,2.426637833,0.020330572,0.606350058,-3.469306502,NA
C1QTNF3-AMACR,-0.53832354,8.134857524,-1.919413607,0.062820085,0.606350058,-4.091462473,NA
C20orf194,0.846291938,8.578469231,2.726198137,0.00980307,0.606350058,-3.496233883,NA
CALCR,0.697372956,8.039804903,1.919875063,0.062759836,0.606350058,-4.191724904,Transport
CBLN2,-0.554169874,8.001897295,-2.112647369,0.041574598,0.606350058,-3.888647583,NA
CCAR1,0.745550651,8.074213383,2.00376609,0.052602702,0.606350058,-4.142867202,NA
CD247,-0.564022769,8.469065537,-2.260314251,0.029895012,0.606350058,-3.725941901,Inflammation/Immune/Stress/Toxic/Detox
CDC73,0.67679551,8.491883861,1.917796474,0.063031617,0.606350058,-4.142414074,NA
CDH11,0.506926532,9.243468654,2.162909213,0.037210691,0.606350058,-3.781904822,Matrisome/cell adhesion/binding/signaling
CDH22,0.59095343,8.838919655,2.076550615,0.044981283,0.606350058,-3.955793507,Matrisome/cell adhesion/binding/signaling
CDYL2,0.517541323,9.394071232,2.200004468,0.034255452,0.606350058,-3.737448026,NA
CEMIP,0.555346474,8.884044326,1.990583176,0.054097425,0.606350058,-4.037473519,Matrisome/cell adhesion/binding/signaling
CEP126,0.65106146,7.870481313,1.879700522,0.068195084,0.606350058,-4.218294525,NA
CHD9,0.473168958,9.026101388,1.853281786,0.071985008,0.606350058,-4.106252406,NA
CHN2,0.420608043,10.00649532,2.100518891,0.042692984,0.606350058,-3.754796652,NA
CKAP5,0.642941808,8.243536973,1.940814469,0.060077798,0.606350058,-4.144828975,NA
CLDN16,0.651308388,8.438970163,1.948290454,0.059144502,0.606350058,-4.149253961,Matrisome/cell adhesion/binding/signaling
CLTA,0.691706251,8.074213383,1.962057141,0.057458645,0.606350058,-4.167581978,NA
CNOT6L,0.802812286,8.032290255,2.220095636,0.032743664,0.606350058,-3.999286762,NA
COBL,0.391199221,9.846842089,1.943098408,0.059791332,0.606350058,-3.942120023,NA
COG5,0.41918522,9.659131902,1.9765421,0.055729918,0.606350058,-3.925401986,NA
COL18A1,0.487126826,9.379676972,1.999482049,0.053084449,0.606350058,-3.920737742,Matrisome/cell adhesion/binding/signaling
COL25A1,0.375739711,10.2631771,2.163694398,0.037145866,0.606350058,-3.643269632,Matrisome/cell adhesion/binding/signaling
COL2A1,0.689417897,8.033476928,2.017460198,0.051088222,0.606350058,-4.116347134,Matrisome/cell adhesion/binding/signaling
COX7B2,0.627073713,8.426792919,1.984872131,0.054756341,0.606350058,-4.090140553,NA
CPEB1,-0.617355727,7.973048582,-2.16728067,0.036851056,0.606350058,-3.893636987,NA
CTIF,0.499057478,9.983544657,2.460980397,0.01874126,0.606350058,-3.288477373,NA
CTPS2,-0.507864814,8.298064431,-1.865571682,0.070200147,0.606350058,-4.103142984,Metabolism (other)
DAPK1,0.605130025,8.82447392,2.048459605,0.047799697,0.606350058,-3.997159248,Development (apoptosis)
DCLRE1C,-0.627951152,7.564397768,-2.072565696,0.045372001,0.606350058,-3.990738418,NA
DDAH1,0.505549358,8.937682269,1.876040094,0.068709782,0.606350058,-4.098716846,NA
DEC1,0.53123127,9.507620704,2.342145767,0.024774393,0.606350058,-3.529157721,NA
DNAH1,-0.742242732,7.449084817,-2.697673541,0.010527421,0.606350058,-3.388141372,Cilia
DNM2,0.957441758,8.02596228,2.481148468,0.01786151,0.606350058,-3.833657237,NA
DOK5,0.825088809,8.761216727,2.386045218,0.022366432,0.606350058,-3.747353257,Development (differentiation)
DTNA,0.398914373,9.747345768,1.929479438,0.061517106,0.606350058,-3.967374282,NA
DTWD2,-0.56867491,8.012029925,-1.994303168,0.053671945,0.606350058,-4.038605985,NA
DUSP16,0.725210772,7.833820365,1.93831986,0.06039204,0.606350058,-4.188033161,NA
EFCAB2,0.799751357,8.771857807,2.674702494,0.011146454,0.606350058,-3.496722575,NA
EFHC2,0.693010071,8.195285871,2.02801008,0.049947542,0.606350058,-4.111334546,NA
ENPEP,0.705299993,8.578469231,2.383492315,0.022500441,0.606350058,-3.752962507,NA
EPB41L1,-0.576197169,7.981481158,-1.854093878,0.071865885,0.606350058,-4.150698137,NA
EPHA7,0.660210357,8.30396532,2.075982948,0.045036761,0.606350058,-4.038675737,Development (cell cycle)
ERGIC1,0.65182667,8.530218129,1.92663758,0.061882591,0.606350058,-4.144182872,NA
ETV6,0.580644519,9.531991215,2.613582293,0.012961159,0.606350058,-3.210959211,Development (differentiation)
EVI5,0.443717599,9.271243633,1.902706226,0.06503525,0.606350058,-4.042099707,Development (cell cycle)
EXTL3,0.704036781,8.862381528,2.284743636,0.028274997,0.606350058,-3.827002538,NA
FAM171A1,-0.534474568,7.940744703,-1.876950717,0.068581428,0.606350058,-4.121203428,NA
FAM198A,0.761501922,7.687225367,2.070381547,0.045587417,0.606350058,-4.124857281,NA
FAM207A,0.691234952,7.828558185,1.891345339,0.066579598,0.606350058,-4.218895439,NA
FAM46A,0.724269915,9.367361622,2.839381411,0.007361396,0.606350058,-3.017975669,NA
FBN3,0.762661918,7.780307082,2.188834322,0.03512257,0.606350058,-4.036034543,NA
FBXO11,0.887762496,8.22610549,2.059307933,0.04669344,0.606350058,-4.10640207,NA
FBXO18,0.848603787,7.890957437,2.486070686,0.017652598,0.606350058,-3.812230931,NA
FBXO36,0.899145173,7.975153183,2.287534284,0.028095042,0.606350058,-3.974539112,NA
FERMT2,0.76594188,8.535777895,2.18939464,0.035078613,0.606350058,-3.967295601,Matrisome/cell adhesion/binding/signaling
FGFR1,0.740379145,8.051982147,1.969439556,0.056571861,0.606350058,-4.170373384,NA
FIGN,0.488923131,9.09285771,1.942280042,0.059893841,0.606350058,-4.019644159,NA
FMN1,0.468761475,10.1122464,2.474020656,0.018168034,0.606350058,-3.265408615,NA
FRMD6,0.491411531,9.23193806,2.095737761,0.04314109,0.606350058,-3.8533404,NA
FRMPD1,0.734317681,7.951385784,2.011559846,0.051736038,0.606350058,-4.14552051,NA
FYN,0.593769972,9.134625031,2.128540615,0.040148213,0.606350058,-3.913536864,NA
GALNT9,0.521603924,9.537962043,2.147248522,0.038524752,0.606350058,-3.751823562,NA
GCN1,0.715281993,7.713245234,1.858729247,0.071189151,0.606350058,-4.249206462,NA
GDA,0.645132089,8.862381528,2.227413167,0.032208005,0.606350058,-3.835098437,NA
GLI2,0.452279286,10.27101484,2.633223082,0.012350265,0.606350058,-2.987940825,NA
GNAO1,0.450665798,9.410471849,1.979768578,0.055351053,0.606350058,-3.94253439,NA
GNB1L,0.796505491,7.664994131,2.072447828,0.045383604,0.606350058,-4.122465704,NA
GPR55,0.83804141,7.870481313,2.245210084,0.030937741,0.606350058,-3.99222038,NA
GRAMD1C,0.773351918,7.951385784,2.079532697,0.044690828,0.606350058,-4.102831971,Metabolism or Transport (lipid)
GREB1L,0.469806249,9.530712209,1.957511495,0.058010642,0.606350058,-3.950538613,NA
GUCY1A2,0.47801535,9.812098857,2.429955735,0.020171846,0.606350058,-3.366802632,NA
HACE1,0.744444853,8.452812786,2.456929539,0.018922655,0.606350058,-3.716596819,NA
HBE1,0.561066377,8.795625206,1.912806903,0.063688155,0.606350058,-4.114180683,NA
HBG2,0.387372361,9.841370984,2.021044624,0.050698141,0.606350058,-3.856767156,NA
HCRTR2,0.611790057,8.727682211,1.985532939,0.054679744,0.606350058,-4.072205715,NA
HDAC8,0.621649206,9.110560046,2.282817085,0.028399833,0.606350058,-3.691188649,NA
HERC1,0.751818304,8.305720431,2.164676289,0.037064943,0.606350058,-4.019019426,NA
HMBOX1,0.830372471,7.558069793,2.144401619,0.038767995,0.606350058,-4.080796832,NA
HSPA12A,0.568117425,9.385098631,2.502476546,0.016972294,0.606350058,-3.389342257,NA
IL16,0.629235493,8.438970163,1.86560085,0.070195956,0.606350058,-4.202483113,Inflammation/Immune/Stress/Toxic/Detox
IL5RA,0.864274391,7.870481313,2.342194087,0.024771619,0.606350058,-3.94286004,Inflammation/Immune/Stress/Toxic/Detox
IMPA2,0.698201667,7.951385784,1.872941579,0.069148063,0.606350058,-4.233157725,NA
IMPG1,0.442062428,9.291719757,1.933351861,0.061022081,0.606350058,-4.002382452,NA
IQGAP2,0.428475533,9.813923907,2.079446677,0.044699183,0.606350058,-3.79213637,NA
IRAK1BP1,1.121882613,7.539564574,2.799110453,0.00815649,0.606350058,-3.656897739,NA
IRAK3,-0.647258533,7.727393384,-2.223985353,0.032457947,0.606350058,-3.866925799,NA
ITPA,-0.658983666,7.446832349,-1.855683537,0.071633189,0.606350058,-4.211706183,NA
JAKMIP1,0.611435267,9.299881055,2.371368988,0.0231468,0.606350058,-3.58864469,NA
KCNB2,0.315951385,10.24636623,1.852659617,0.072076386,0.606350058,-4.033693262,Transport
KCNC1,0.685184752,8.114381399,2.046039373,0.048049608,0.606350058,-4.086053801,Transport
KCNJ10,0.668694431,8.22969435,2.004628688,0.052506163,0.606350058,-4.100467508,Transport
KIFAP3,0.842405721,8.364393667,2.573665273,0.014289329,0.606350058,-3.679605943,NA
KLF13,0.492229461,9.140540375,1.96033544,0.057667181,0.606350058,-4.014147228,NA
KLHL4,0.70477288,8.197390472,2.178132622,0.035971572,0.606350058,-3.977970088,Metabolism (other)
L3MBTL4,0.355094212,10.49069939,2.122663118,0.04067059,0.606350058,-3.682557738,NA
LARP1,-0.397590048,8.904304656,-1.863292106,0.070528324,0.606350058,-4.049817469,NA
LARS2,0.744406897,7.78782173,1.905118148,0.064711374,0.606350058,-4.224642265,NA
LHFP,0.462736475,9.631660145,2.043583494,0.048304368,0.606350058,-3.848920061,NA
LIMD1,0.625884814,9.046361718,2.255388842,0.030231533,0.606350058,-3.790393477,NA
LIPA,0.581892825,9.01370835,2.010194014,0.051887013,0.606350058,-3.966465255,Metabolism or Transport (lipid)
LRP12,0.688227152,7.9915538,2.038911284,0.048792303,0.606350058,-4.105247263,Metabolism or Transport (lipid)
LRP5,0.620860348,9.02820599,2.149951416,0.038295064,0.606350058,-3.874570159,Metabolism or Transport (lipid)
LRRFIP2,0.721861879,8.346962183,2.170657013,0.036575401,0.606350058,-3.962792924,NA
LYN,0.70148829,8.712827425,2.200264154,0.034235522,0.606350058,-3.924709611,NA
MALT1,0.870023083,8.02596228,2.07033482,0.045592036,0.606350058,-4.106609696,NA
MAMDC2,0.740381286,8.487221266,2.244804275,0.0309662,0.606350058,-3.921863694,NA
MAP3K3,0.773138367,7.999636887,2.229693687,0.032042672,0.606350058,-3.982707696,NA
MAPK6,0.675132081,8.518040885,1.995712977,0.053511458,0.606350058,-4.093470093,NA
MBNL1,0.640110688,8.68539357,2.201643732,0.034129815,0.606350058,-3.88773743,NA
MCU,0.893290088,8.01181413,2.51565074,0.016443437,0.606350058,-3.769986833,NA
ME3,0.587717976,9.299881055,2.393339139,0.021987528,0.606350058,-3.564925959,NA
MED13L,0.758929217,9.418830357,2.740068365,0.009467816,0.606350058,-3.251314097,NA
MGAT4D,0.692918211,7.727393384,1.892048866,0.066483058,0.606350058,-4.21825031,NA
MPPED1,0.759457216,8.711213666,2.407665555,0.021260185,0.606350058,-3.766175242,NA
MSANTD3-TMEFF1,0.713480422,7.923610806,2.078075218,0.04483258,0.606350058,-4.093302663,NA
MSI2,0.341149113,10.45769105,2.046683482,0.047982987,0.606350058,-3.78666849,NA
MSR1,0.374311795,10.18103025,2.029528165,0.049785247,0.606350058,-3.822426389,NA
MTA3,0.453680858,9.49428886,2.016224063,0.051223352,0.606350058,-3.907458167,NA
MYO1H,0.662973295,7.842706334,1.890894055,0.066641588,0.606350058,-4.21438409,NA
N4BP1,0.718960453,7.828558185,2.063765298,0.046245444,0.606350058,-4.109676185,NA
NACC2,1.038367391,7.692984904,2.453502772,0.019077349,0.606350058,-3.891768884,NA
NCK1,0.857974464,8.013785036,2.534058141,0.015729733,0.606350058,-3.754154156,NA
NEK7,0.653937603,8.277945453,2.072040967,0.045423672,0.606350058,-4.0452583,NA
NLN,0.674552915,8.215546201,2.114830582,0.041376048,0.606350058,-4.025730955,NA
NOVA1,0.636799284,8.209218225,1.862742584,0.070607631,0.606350058,-4.215375024,NA
NRG4,0.693533886,7.984039152,1.901021133,0.065262352,0.606350058,-4.209216615,Development (differentiation)
NXPH2,0.618074332,8.705101485,2.047127313,0.047937128,0.606350058,-4.012429116,NA
OTOF,0.719799078,8.215546201,2.013270548,0.051547482,0.606350058,-4.112691102,NA
OXR1,0.453579655,9.915390371,2.29647689,0.027525283,0.606350058,-3.527846446,NA
PAPPA,0.378495172,9.716588503,1.865998182,0.070138891,0.606350058,-4.03732596,NA
PARN,0.587887621,8.875283017,2.033126609,0.049402383,0.606350058,-4.001770516,NA
PBX1,0.447845,10.25817883,2.462253376,0.018684585,0.606350058,-3.238787622,Development (differentiation)
PCDHA10,0.925756244,8.114381399,2.799394442,0.008150613,0.606350058,-3.516626952,Development (differentiation)
PCDHA9,0.857878928,8.195285871,2.667481091,0.01134791,0.606350058,-3.601930196,Development (differentiation)
PCDHGA12,0.820693562,8.155117854,2.533444965,0.015753043,0.606350058,-3.723306688,Development (differentiation)
PCM1,0.745327637,7.842706334,2.146445737,0.038593206,0.606350058,-4.058160035,NA
PDZD2,0.3404409,10.67661792,2.208313893,0.033622819,0.606350058,-3.55771346,NA
PHEX,0.526513984,9.015757894,2.004357714,0.052536473,0.606350058,-3.981085763,NA
PHTF2,0.561264038,8.642702233,1.883742555,0.067630568,0.606350058,-4.143961725,NA
PIK3C2A,0.708413911,8.092718601,2.046194571,0.048033549,0.606350058,-4.112165147,Metabolism (other)
PLCE1,0.725976112,9.324364759,2.840023155,0.007349333,0.606350058,-3.102178095,NA
PPP2R3A,0.646578575,8.3383738,2.0584163,0.04678351,0.606350058,-4.046191296,Metabolism (other)
PRKG2,0.651344562,8.190713007,1.865980145,0.070141481,0.606350058,-4.216622141,NA
PRRC2C,0.745040213,8.174809746,2.1558615,0.037797055,0.606350058,-4.030567162,NA
RAB27B,0.692712735,8.487221266,2.260945715,0.029852112,0.606350058,-3.867760305,Transport
RAB3C,0.479250635,9.614850569,2.295893138,0.027562157,0.606350058,-3.565636067,Transport
RAP1GAP2,0.508118354,9.60374706,2.366282732,0.023422941,0.606350058,-3.490794913,NA
RAPGEF1,0.706569302,8.764343159,2.318437215,0.026169934,0.606350058,-3.813251955,NA
RARA,-0.510176291,8.344133337,-1.864196232,0.070398006,0.606350058,-4.113020663,NA
RBFOX3,0.354965102,10.35525893,1.932532461,0.06112654,0.606350058,-3.935930183,NA
RBM19,1.046934758,8.82382727,2.983914508,0.005065709,0.606350058,-3.222440411,NA
RBPMS,0.612606772,8.522056831,1.894504197,0.066147071,0.606350058,-4.1489605,NA
RERE,0.51303075,10.06859491,2.509952559,0.016670304,0.606350058,-3.200451942,NA
RGS22,0.753921843,8.429113315,2.467247597,0.01846374,0.606350058,-3.711019313,NA
RNF4,0.651331497,9.100522078,2.315106434,0.026371562,0.606350058,-3.696471004,NA
RNF8,0.69613558,7.842706334,2.015534442,0.051298874,0.606350058,-4.138634099,NA
RP11-214K3.25,0.769214258,7.888986531,2.086116808,0.044055365,0.606350058,-4.106293303,NA
RP11-26J3.4,0.681699827,8.185213228,2.074602931,0.045171881,0.606350058,-4.053915754,NA
