"","X.1","X","show","Aggregated","pathway","gs_number.x","gs_description.x","gs_number.y","gs_description.y","pval","padj","log2err","ES","NES","size","leadingEdge"
"76","121","121","","Development (Differentiation)","GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS","GO:0051094","Any process that activates or increases the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult). [GOC:ai]","GO:0051094","Any process that activates or increases the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult). [GOC:ai]","0.201798201798202","1","0.0908241419007155","-0.42303195194232","-1.11547999231883","66","c(""VASH2"", ""FMR1"", ""VHL"", ""BOC"", ""SPHK1"", ""LGALS9"", ""CELA1"", ""NLRP5"", ""CDS1"", ""TGFBR1"", ""XBP1"", ""PTN"", ""HMGB2"", ""ST8SIA2"", ""HOPX"", ""ANGPT4"", ""MESP1"", ""HMCES"", ""SRPX2"", ""RHOB"", ""KAT7"", ""KLF4"", ""EGF"", ""HSPA1B"", ""SART1"", ""MTCH2"", ""BAMBI"")"
"77","123","123","","Development (Differentiation)","GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION","GO:0070665","Any process that activates or increases the frequency, rate or extent of leukocyte proliferation. [GOC:add, GOC:mah]","GO:0070665","Any process that activates or increases the frequency, rate or extent of leukocyte proliferation. [GOC:add, GOC:mah]","0.604081632653061","1","0.0379271467108098","-0.411232607871254","-0.939757129549751","13","c(""SPTA1"", ""LGALS9"", ""SLC7A1"", ""SLAMF1"", ""PTPN22"", ""IGFBP2"")"
"78","125","125","","Development (Differentiation)","GOBP_REGULATION_OF_CELL_DIFFERENTIATION","GO:0045595","Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features. [GOC:go_curators]","GO:0045595","Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features. [GOC:go_curators]","0.677322677322677","1","0.0314928902471297","-0.356059740334261","-0.938287390294515","68","c(""VHL"", ""BOC"", ""TP53INP1"", ""GABPA"", ""AP1AR"", ""LGALS9"", ""CELA1"", ""CDK5R1"", ""CDS1"", ""TGFBR1"", ""XBP1"", ""PTN"", ""HMGB2"", ""HOPX"", ""KIF14"", ""MESP1"", ""HES6"", ""KAT7"", ""KLF4"", ""HSPA1B"", ""SART1"", ""MTCH2"", ""BAMBI"")"
"79","126","126","","Development (Differentiation)","GOBP_REGULATION_OF_CELL_POPULATION_PROLIFERATION","GO:0042127","Any process that modulates the frequency, rate or extent of cell proliferation. [GOC:jl]","GO:0042127","Any process that modulates the frequency, rate or extent of cell proliferation. [GOC:jl]","0.0809190809190809","1","0.154190966581424","-0.432234943269195","-1.1565984649211","93","c(""SPTA1"", ""VASH2"", ""STAT5A"", ""TMIGD3"", ""RPS4X"", ""VHL"", ""MARVELD3"", ""TP53INP1"", ""GTPBP4"", ""SPHK1"", ""ATF5"", ""LGALS9"", ""SPINT2"", ""CELA1"", ""FABP3"", ""TGFBR1"", ""XBP1"", ""PTN"", ""TNFSF8"", ""HMGB2"", ""DLEC1"", ""PBXIP1"", ""HHEX"", ""KIF14"", ""NOX1"", ""IER5"", ""SLC7A1"", ""DPP4"", ""PDCD5"", ""CUL3"", ""PLA2G2F"", ""KAT7"", ""SLAMF1"", ""KLF4"", ""EGF"", ""HSPA1B"", ""BAMBI"", ""PTPN22"", ""EFEMP2"", ""IGFBP2"", ""MAPK15"")"
"80","127","127","","Development (Differentiation)","GOBP_REGULATION_OF_EPITHELIAL_CELL_MIGRATION","GO:0010632","Any process that modulates the frequency, rate or extent of epithelial cell migration. [GOC:BHF, GOC:dph, GOC:tb]","GO:0010632","Any process that modulates the frequency, rate or extent of epithelial cell migration. [GOC:BHF, GOC:dph, GOC:tb]","0.141987829614604","1","0.11331290842208","-0.539863929421249","-1.24538525448437","14","c(""STAT5A"", ""MARVELD3"", ""PTN"", ""ANGPT4"", ""SRPX2"", ""RHOB"", ""KLF4"", ""EGF"")"
"81","128","128","","Development (Differentiation)","GOBP_REGULATION_OF_GROWTH","GO:0040008","Any process that modulates the frequency, rate or extent of the growth of all or part of an organism so that it occurs at its proper speed, either globally or in a specific part of the organism's development. [GOC:ems, GOC:mah]","GO:0040008","Any process that modulates the frequency, rate or extent of the growth of all or part of an organism so that it occurs at its proper speed, either globally or in a specific part of the organism's development. [GOC:ems, GOC:mah]","0.512487512487512","1","0.0445070537769277","-0.391914444370544","-0.994420761822591","36","c(""STAT5A"", ""DDX49"", ""SPHK1"", ""SOCS7"", ""CDK5R1"", ""TGFBR1"", ""HOPX"", ""KIF14"", ""TP53TG5"")"
"82","129","129","","Development (Differentiation)","GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION","GO:1902105","Any process that modulates the frequency, rate or extent of leukocyte differentiation. [GOC:add, GOC:TermGenie]","GO:1902105","Any process that modulates the frequency, rate or extent of leukocyte differentiation. [GOC:add, GOC:TermGenie]","0.776978417266187","1","0.0259735747969448","-0.361354523186397","-0.812449463347705","12","c(""LGALS9"", ""XBP1"", ""SART1"", ""PGLYRP2"", ""SOX4"", ""SOCS1"", ""CTNNB1"", ""IL12RB1"")"
"83","130","130","","Development (Differentiation)","GOBP_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT","GO:2000026","Any process that modulates the frequency, rate or extent of multicellular organismal development. [GOC:obol]","GO:2000026","Any process that modulates the frequency, rate or extent of multicellular organismal development. [GOC:obol]","0.0669330669330669","1","0.170932335370056","-0.459987903166146","-1.20246754484415","58","c(""VASH2"", ""GABPA"", ""SPHK1"", ""LGALS9"", ""CELA1"", ""CDK5R1"", ""MGP"", ""NLRP5"", ""TGFBR1"", ""XBP1"", ""PTN"", ""HMGB2"", ""ST8SIA2"", ""HOPX"", ""HHEX"", ""KIF14"", ""ANGPT4"", ""MESP1"", ""SRPX2"", ""HES6"", ""RHOB"", ""KAT7"", ""CTSC"", ""KLF4"", ""EGF"", ""HSPA1B"", ""SART1"")"
"84","131","131","","Development (Differentiation)","GOBP_RESPONSE_TO_GROWTH_FACTOR","GO:0070848","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus. [GOC:BHF, GOC:mah]","GO:0070848","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus. [GOC:BHF, GOC:mah]","0.211788211788212","1","0.0880945010398517","-0.452501574108545","-1.13796633736216","33","c(""SKOR1"", ""SPHK1"", ""NCL"", ""SPINT2"", ""TGFBR1"", ""C20orf27"", ""DTYMK"", ""HHEX"", ""TGFBRAP1"", ""PDCD5"", ""CHRDL1"", ""TAB1"", ""KLF4"", ""BAMBI"")"
"85","132","132","","Development (Differentiation)","GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA","GO:0071559","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a transforming growth factor beta stimulus. [GOC:mah]","GO:0071559","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a transforming growth factor beta stimulus. [GOC:mah]","0.3","1","0.0707899094502623","-0.49209126907849","-1.12453698868762","13","c(""TGFBR1"", ""C20orf27"", ""TGFBRAP1"", ""PDCD5"", ""TAB1"", ""BAMBI"")"
"86","133","133","","Development (Differentiation)","GOBP_TUBE_DEVELOPMENT","GO:0035295","The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts. [PMID:12526790]","GO:0035295","The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts. [PMID:12526790]","0.351648351648352","1","0.0619762736001998","-0.400583061888692","-1.04966096749231","60","c(""VASH2"", ""VANGL2"", ""WNK4"", ""BBS5"", ""SPHK1"", ""NCL"", ""SPINT2"", ""CELA1"", ""LRP5L"", ""TGFBR1"", ""XBP1"", ""HOPX"", ""HHEX"", ""NOX1"", ""ANGPT4"", ""MESP1"", ""SRPX2"", ""RHOB"", ""HIF3A"", ""TAB1"", ""KLF4"", ""EGF"")"
"87","134","134","","Development (Differentiation)","GOBP_VASCULATURE_DEVELOPMENT","GO:0001944","The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism. [GOC:dph, UBERON:0002409]","GO:0001944","The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism. [GOC:dph, UBERON:0002409]","0.177822177822178","1","0.0982123351217438","-0.452279038505452","-1.14758634821265","36","c(""VASH2"", ""SPHK1"", ""NCL"", ""CELA1"", ""LRP5L"", ""TGFBR1"", ""XBP1"", ""HHEX"", ""NOX1"", ""ANGPT4"", ""MESP1"", ""SRPX2"", ""RHOB"", ""HIF3A"", ""TAB1"", ""KLF4"", ""EGF"")"
"88","135","135","","Development (Differentiation)","GOBP_MESENCHYMAL_CELL_DIFFERENTIATION","GO:0048762","The process in which a relatively unspecialized cell acquires specialized features of a mesenchymal cell. A mesenchymal cell is a loosely associated cell that is part of the connective tissue in an organism. Mesenchymal cells give rise to more mature connective tissue cell types. [GOC:dph, GOC:jid]","GO:0048762","The process in which a relatively unspecialized cell acquires specialized features of a mesenchymal cell. A mesenchymal cell is a loosely associated cell that is part of the connective tissue in an organism. Mesenchymal cells give rise to more mature connective tissue cell types. [GOC:dph, GOC:jid]","0.992753623188406","1","0.00954760674075313","-0.214424769172282","-0.474911705062735","11","TGFBR1"
"89","136","136","","Development (Differentiation)","GOBP_MESENCHYME_DEVELOPMENT","GO:0060485","The process whose specific outcome is the progression of a mesenchymal tissue over time, from its formation to the mature structure. A mesenchymal tissue is made up of loosely packed stellate cells. [GOC:dph]","GO:0060485","The process whose specific outcome is the progression of a mesenchymal tissue over time, from its formation to the mature structure. A mesenchymal tissue is made up of loosely packed stellate cells. [GOC:dph]","0.96734693877551","1","0.010787337352153","-0.264797343270936","-0.605120280983657","13","c(""TGFBR1"", ""MESP1"", ""BAMBI"", ""NUP133"", ""CTNNB1"")"
"90","137","137","","Development (Differentiation)","GOBP_MUSCLE_ORGAN_DEVELOPMENT","GO:0007517","The process whose specific outcome is the progression of the muscle over time, from its formation to the mature structure. The muscle is an organ consisting of a tissue made up of various elongated cells that are specialized to contract and thus to produce movement and mechanical work. [GOC:jid, ISBN:0198506732]","GO:0007517","The process whose specific outcome is the progression of the muscle over time, from its formation to the mature structure. The muscle is an organ consisting of a tissue made up of various elongated cells that are specialized to contract and thus to produce movement and mechanical work. [GOC:jid, ISBN:0198506732]","0.533468559837728","1","0.0433636987883266","-0.421593514279477","-0.972553114694609","14","c(""ZNF689"", ""TGFBR1"", ""XBP1"", ""MYBPC3"", ""FLNB"", ""EFEMP2"")"
"91","138","138","","Development (Differentiation)","GOBP_TISSUE_DEVELOPMENT","GO:0009888","The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure. [ISBN:0471245208]","GO:0009888","The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure. [ISBN:0471245208]","0.78021978021978","1","0.024215353215022","-0.340571979155361","-0.911321572723723","93","c(""TAGLN2"", ""ASAH1"", ""VANGL2"", ""ZNF689"", ""WNK4"", ""BBS5"", ""TFIP11"", ""ALDOC"", ""SPINT2"", ""MGP"", ""LRP5L"", ""TGFBR1"", ""XBP1"", ""PTN"", ""PBXIP1"", ""HOPX"", ""MESP1"", ""RHOB"", ""CARMIL2"", ""TDRD7"", ""MYBPC3"", ""FLNB"", ""KLF4"", ""EGF"", ""BAMBI"", ""TYMS"", ""EFEMP2"", ""ARHGAP12"", ""NECTIN1"", ""GCNT1"", ""SOCS3"", ""PRKACB"", ""TNFRSF1A"", ""FBXL15"", ""ERCC3"", ""IFT52"", ""PLEKHA4"", ""NUP133"", ""ENAM"", ""SOX4"", ""ARHGEF19"", ""CCDC39"", ""TRAF3IP1"", ""CTNNB1"", ""IGFBP5"")"
"92","139","139","","Development (Differentiation)","GOBP_TUBE_MORPHOGENESIS","GO:0035239","The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system. [GOC:bf, PMID:14624839]","GO:0035239","The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system. [GOC:bf, PMID:14624839]","0.156843156843157","1","0.105920292736253","-0.446375467577836","-1.15496166758489","49","c(""VASH2"", ""VANGL2"", ""WNK4"", ""BBS5"", ""SPHK1"", ""NCL"", ""SPINT2"", ""CELA1"", ""LRP5L"", ""TGFBR1"", ""XBP1"", ""HHEX"", ""NOX1"", ""ANGPT4"", ""MESP1"", ""SRPX2"", ""RHOB"", ""HIF3A"", ""KLF4"", ""EGF"")"
"93","140","140","","Development (Differentiation)","GOBP_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING","GO:0009792","The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell. [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]","GO:0009792","The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell. [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]","0.47952047952048","1","0.0475434194201301","-0.396850363007545","-1.00694487273967","36","c(""VASH2"", ""VANGL2"", ""GABPA"", ""SPINT2"", ""CDK5R1"", ""TGFBR1"", ""HOPX"", ""MESP1"", ""CUL3"", ""NASP"", ""ASF1B"", ""TAB1"", ""KLF4"", ""NSRP1"", ""SOCS3"", ""PRKACB"", ""IFT52"", ""NUP133"", ""SOX4"", ""CIR1"", ""CTNNB1"", ""SCO2"")"
"94","143","143","","Development (Differentiation)","GOBP_EPITHELIAL_TUBE_FORMATION","GO:0072175","The developmental process pertaining to the initial formation of an epithelial tube. [GOC:mtg_kidney_jan10]","GO:0072175","The developmental process pertaining to the initial formation of an epithelial tube. [GOC:mtg_kidney_jan10]","0.70606372045221","1","0.0308468245215279","-0.384772496389671","-0.865101135157211","12","c(""VANGL2"", ""SPINT2"", ""EGF"", ""PRKACB"", ""IFT52"", ""SOX4"", ""CTNNB1"")"
"95","144","144","","Development (Differentiation)","GOBP_EPITHELIAL_TUBE_MORPHOGENESIS","GO:0060562","The process in which the anatomical structures of a tube are generated and organized from an epithelium. Epithelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system. [GOC:dph]","GO:0060562","The process in which the anatomical structures of a tube are generated and organized from an epithelium. Epithelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system. [GOC:dph]","0.488465396188566","1","0.0468819856878333","-0.409639174814115","-0.99796885900991","25","c(""VANGL2"", ""WNK4"", ""BBS5"", ""SPINT2"", ""LRP5L"", ""MESP1"", ""RHOB"")"
"96","145","145","","Development (Differentiation)","GOBP_MORPHOGENESIS_OF_EMBRYONIC_EPITHELIUM","GO:0016331","The process in which the anatomical structures of embryonic epithelia are generated and organized. [GOC:jl]","GO:0016331","The process in which the anatomical structures of embryonic epithelia are generated and organized. [GOC:jl]","0.554865424430642","1","0.0425023180036553","-0.434517356622611","-0.962376592543733","11","c(""VANGL2"", ""SPINT2"")"
"97","146","146","","Development (Differentiation)","GOBP_MUSCLE_CELL_DIFFERENTIATION","GO:0042692","The process in which a relatively unspecialized cell acquires specialized features of a muscle cell. [CL:0000187, GOC:go_curators]","GO:0042692","The process in which a relatively unspecialized cell acquires specialized features of a muscle cell. [CL:0000187, GOC:go_curators]","0.79037111334002","1","0.0237208606775806","-0.348814384101472","-0.822715524083162","17","c(""XBP1"", ""HOPX"", ""MESP1"", ""SYNPO2L"", ""LMOD1"", ""EFEMP2"")"
"98","147","147","","Development (Differentiation)","GOBP_MUSCLE_TISSUE_DEVELOPMENT","GO:0060537","The progression of muscle tissue over time, from its initial formation to its mature state. Muscle tissue is a contractile tissue made up of actin and myosin fibers. [GOC:dph]","GO:0060537","The progression of muscle tissue over time, from its initial formation to its mature state. Muscle tissue is a contractile tissue made up of actin and myosin fibers. [GOC:dph]","0.446247464503043","1","0.051530912208539","-0.447674035126455","-1.03271697140368","14","c(""ZNF689"", ""TGFBR1"", ""HOPX"", ""MESP1"", ""MYBPC3"", ""FLNB"", ""EFEMP2"")"
"99","150","150","","Development (Differentiation)","GOBP_REGENERATION","GO:0031099","The regrowth of a lost or destroyed body part, such as an organ or tissue. This process may occur via renewal, repair, and/or growth alone (i.e. increase in size or mass). [GOC:mah, GOC:pr]","GO:0031099","The regrowth of a lost or destroyed body part, such as an organ or tissue. This process may occur via renewal, repair, and/or growth alone (i.e. increase in size or mass). [GOC:mah, GOC:pr]","0.177018633540373","1","0.100633389423036","-0.549144437335968","-1.21625464291116","11","c(""ATIC"", ""PTN"", ""TXK"", ""HOPX"", ""KLF4"", ""TYMS"")"
"100","153","153","","Development (Differentiation)","GOBP_REGULATION_OF_CELL_DEVELOPMENT","GO:0060284","Any process that modulates the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate. [GOC:dph, GOC:tb]","GO:0060284","Any process that modulates the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate. [GOC:dph, GOC:tb]","0.409638554216867","1","0.0550211117163117","-0.434547869232776","-1.04625012797482","22","c(""AP1AR"", ""CDK5R1"", ""PTN"", ""HMGB2"", ""KIF14"", ""HES6"")"
"101","154","154","","Development (Differentiation)","GOBP_REGULATION_OF_CELL_DIVISION","GO:0051302","Any process that modulates the frequency, rate or extent of the physical partitioning and separation of a cell into daughter cells. [GOC:go_curators]","GO:0051302","Any process that modulates the frequency, rate or extent of the physical partitioning and separation of a cell into daughter cells. [GOC:go_curators]","0.452830188679245","1","0.0523759084097997","-0.472410069227286","-1.02928311480018","10","c(""NLRP5"", ""PTN"", ""KIF14"", ""CUL3"")"
"102","157","157","","Development (Differentiation)","GOBP_REGULATION_OF_CELL_MORPHOGENESIS","GO:0022604","Any process that modulates the frequency, rate or extent of cell morphogenesis. Cell morphogenesis is the developmental process in which the shape of a cell is generated and organized. [GOC:isa_complete]","GO:0022604","Any process that modulates the frequency, rate or extent of cell morphogenesis. Cell morphogenesis is the developmental process in which the shape of a cell is generated and organized. [GOC:isa_complete]","0.622603430877901","1","0.035996889024589","-0.401169701601208","-0.930768209471299","15","c(""SPTA1"", ""AP1AR"")"
"103","158","158","","Development (Differentiation)","GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS","GO:0090287","Any process that modulates the rate, frequency, or extent of a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus. [GOC:tb]","GO:0090287","Any process that modulates the rate, frequency, or extent of a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus. [GOC:tb]","0.559183673469388","1","0.041488040200221","-0.421629087097219","-0.963515375583284","13","c(""SKOR1"", ""C20orf27"", ""HHEX"", ""CHRDL1"", ""BAMBI"")"
"104","163","163","","Development (Differentiation)","GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT","GO:1901342","Any process that modulates the frequency, rate or extent of vasculature development. [GOC:TermGenie]","GO:1901342","Any process that modulates the frequency, rate or extent of vasculature development. [GOC:TermGenie]","0.212981744421907","1","0.0886261133285098","-0.510413276356284","-1.17744700733872","14","c(""VASH2"", ""SPHK1"", ""CELA1"", ""XBP1"", ""HHEX"", ""ANGPT4"", ""RHOB"")"
"105","170","170","","Development (Differentiation)","GOBP_SKELETAL_SYSTEM_DEVELOPMENT","GO:0001501","The process whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure. The skeleton is the bony framework of the body in vertebrates (endoskeleton) or the hard outer envelope of insects (exoskeleton or dermoskeleton). [GOC:dph, GOC:jid, GOC:tb]","GO:0001501","The process whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure. The skeleton is the bony framework of the body in vertebrates (endoskeleton) or the hard outer envelope of insects (exoskeleton or dermoskeleton). [GOC:dph, GOC:jid, GOC:tb]","0.72289156626506","1","0.0285038599247822","-0.368520950310263","-0.877488239149154","19","c(""MGP"", ""LRP5L"", ""TGFBR1"", ""PBXIP1"")"
"106","172","172","","Development (Differentiation)","GOBP_TUBE_FORMATION","GO:0035148","Creation of the central hole of a tube in an anatomical structure through which gases and/or liquids flow. [GOC:bf]","GO:0035148","Creation of the central hole of a tube in an anatomical structure through which gases and/or liquids flow. [GOC:bf]","0.70606372045221","1","0.0308468245215279","-0.384772496389671","-0.865101135157211","12","c(""VANGL2"", ""SPINT2"", ""EGF"", ""PRKACB"", ""IFT52"", ""SOX4"", ""CTNNB1"")"
"107","173","173","","Development (Differentiation)","GOBP_UROGENITAL_SYSTEM_DEVELOPMENT","GO:0001655","The process whose specific outcome is the progression of the urogenital system over time, from its formation to the mature structure. [GOC:go_curators]","GO:0001655","The process whose specific outcome is the progression of the urogenital system over time, from its formation to the mature structure. [GOC:go_curators]","0.72289156626506","1","0.0285038599247822","-0.365637747324632","-0.887822529835636","24","c(""VANGL2"", ""WNK4"", ""TGFBR1"")"
"108","174","174","","Development (Differentiation)","GOMF_GROWTH_FACTOR_BINDING","GO:0019838","Binding to a growth factor, proteins or polypeptides that stimulate a cell or organism to grow or proliferate. [GOC:curators]","GO:0019838","Binding to a growth factor, proteins or polypeptides that stimulate a cell or organism to grow or proliferate. [GOC:curators]","0.911949685534591","1","0.0177038118052295","-0.311735511740591","-0.679206730379429","10","c(""TGFBR1"", ""SRPX2"", ""IGFBP2"", ""NKD2"", ""IGFBP5"", ""OSMR"", ""API5"", ""EPHA8"")"
"109","175","175","","Development (Differentiation)","GOBP_CELL_CELL_SIGNALING_BY_WNT","GO:0198738","Any process that mediates the transfer of information from one cell to another, medaited by a wnt family protein ligand. This process includes wnt signal transduction in the receiving cell, release of wnt ligand from a secreting cell as well as any processes that actively facilitate wnt transport and presentation to receptor on the recieving cell. [GOC:dos]","GO:0198738","Any process that mediates the transfer of information from one cell to another, medaited by a wnt family protein ligand. This process includes wnt signal transduction in the receiving cell, release of wnt ligand from a secreting cell as well as any processes that actively facilitate wnt transport and presentation to receptor on the recieving cell. [GOC:dos]","0.958041958041958","1","0.00954760674075313","-0.281916319038603","-0.717224617980349","37","c(""VANGL2"", ""CELA1"", ""PBXIP1"", ""HHEX"", ""MESP1"", ""CUL3"", ""KLF4"", ""EGF"", ""BAMBI"", ""IGFBP2"", ""PLEKHA4"", ""NKD2"", ""SOX4"", ""ARHGEF19"", ""CTNNB1"", ""LYPD6"", ""CSNK2A1"", ""JRK"", ""CAPRIN2"", ""DVL3"", ""SDHAF2"", ""RNF43"")"
"110","176","176","","Development (Differentiation)","GOBP_NEURAL_TUBE_DEVELOPMENT","GO:0021915","The process whose specific outcome is the progression of the neural tube over time, from its formation to the mature structure. The mature structure of the neural tube exists when the tube has been segmented into the forebrain, midbrain, hindbrain and spinal cord regions. In addition neural crest has budded away from the epithelium. [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]","GO:0021915","The process whose specific outcome is the progression of the neural tube over time, from its formation to the mature structure. The mature structure of the neural tube exists when the tube has been segmented into the forebrain, midbrain, hindbrain and spinal cord regions. In addition neural crest has budded away from the epithelium. [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]","0.59538784067086","1","0.0398406946073899","-0.427104055353834","-0.930570750021159","10","c(""VANGL2"", ""SPINT2"")"
"111","177","177","","Development (Differentiation)","GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY","GO:0030111","Any process that modulates the frequency, rate or extent of the activity of the Wnt signal transduction pathway. [GOC:dph, GOC:mah, GOC:tb]","GO:0030111","Any process that modulates the frequency, rate or extent of the activity of the Wnt signal transduction pathway. [GOC:dph, GOC:mah, GOC:tb]","0.968968968968969","1","0.00842359386195179","-0.267885254754431","-0.662596710492963","28","c(""PBXIP1"", ""HHEX"", ""MESP1"", ""EGF"", ""BAMBI"", ""IGFBP2"", ""PLEKHA4"", ""NKD2"", ""SOX4"", ""CTNNB1"", ""LYPD6"", ""CSNK2A1"", ""JRK"", ""CAPRIN2"", ""SDHAF2"", ""RNF43"")"
"112","180","180","*","Development (Differentiation)","GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY","GO:0030178","Any process that stops, prevents, or reduces the frequency, rate or extent of the Wnt signaling pathway. [GOC:dph, GOC:go_curators, GOC:tb]","GO:0030178","Any process that stops, prevents, or reduces the frequency, rate or extent of the Wnt signaling pathway. [GOC:dph, GOC:go_curators, GOC:tb]","0.929606625258799","1","0.0154513814985972","-0.295787965957469","-0.655116327242192","11","c(""MESP1"", ""IGFBP2"", ""NKD2"", ""CTNNB1"", ""SDHAF2"", ""RNF43"")"
"113","185","185","","Development (Differentiation)","GOBP_NEUROGENESIS","GO:0022008","Generation of cells within the nervous system. [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]","GO:0022008","Generation of cells within the nervous system. [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]","0.951048951048951","1","0.0103504582782501","-0.301850372377252","-0.797373906101192","72","c(""VASH2"", ""FMR1"", ""BOC"", ""ATF5"", ""CDK5R1"", ""TGFBR1"", ""XBP1"", ""PTN"", ""PDE6C"", ""HMGB2"", ""ST8SIA2"", ""GPR37"", ""MESP1"")"
"114","187","187","","Immune","GOBP_INNATE_IMMUNE_RESPONSE","GO:0045087","Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens. [GO_REF:0000022, GOC:add, GOC:ebc, GOC:mtg_sensu]","GO:0045087","Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens. [GO_REF:0000022, GOC:add, GOC:ebc, GOC:mtg_sensu]","0.916083916083916","1","0.0138082722594766","-0.302103215068322","-0.763782295527752","35","c(""LGALS9"", ""HMGB2"", ""TXK"", ""DEFB110"", ""TRIM21"", ""PLA2G2F"", ""SLAMF1"", ""FLNB"", ""PTPN22"", ""OPTN"", ""PGLYRP2"", ""CD40"", ""POLR3C"", ""SOCS1"", ""ATAD3A"")"
