"","X.1","X","show","Aggregated","pathway","gs_number.x","gs_description.x","gs_number.y","gs_description.y","pval","padj","log2err","ES","NES","size","leadingEdge"
"1","1","1","","Adhesion","GOBP_CELL_CELL_ADHESION","GO:0098609","The attachment of one cell to another cell via adhesion molecules. [GOC:dos]","GO:0098609","The attachment of one cell to another cell via adhesion molecules. [GOC:dos]","0.197802197802198","1","0.0919686140000427","-0.436811938342647","-1.12799175532991","48","c(""SPTA1"", ""BOC"", ""GTPBP4"", ""LGALS9"", ""SPINT2"", ""CDK5R1"", ""ITGAL"", ""XBP1"", ""ICAM2"", ""SRPX2"", ""SLC7A1"", ""DPP4"", ""CD93"", ""PLA2G2F"", ""SLAMF1"", ""CD200R1"", ""KLF4"", ""SART1"", ""PTPN22"", ""IGFBP2"", ""NECTIN1"", ""GCNT1"")"
"2","2","2","","Adhesion","GOBP_LEUKOCYTE_CELL_CELL_ADHESION","GO:0007159","The attachment of a leukocyte to another cell via adhesion molecules. [GOC:go_curators]","GO:0007159","The attachment of a leukocyte to another cell via adhesion molecules. [GOC:go_curators]","0.276830491474423","1","0.0739901439101341","-0.455607449810332","-1.11353055073075","26","c(""SPTA1"", ""LGALS9"", ""ITGAL"", ""XBP1"", ""SLC7A1"", ""DPP4"", ""PLA2G2F"", ""SLAMF1"", ""KLF4"", ""SART1"", ""PTPN22"", ""IGFBP2"", ""GCNT1"")"
"3","3","3","","Adhesion","GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION","GO:0045785","Any process that activates or increases the frequency, rate or extent of cell adhesion. [GOC:go_curators]","GO:0045785","Any process that activates or increases the frequency, rate or extent of cell adhesion. [GOC:go_curators]","0.61283851554664","1","0.0364548541965309","-0.387163218194283","-0.946248951280414","26","c(""SPTA1"", ""LGALS9"", ""XBP1"", ""SLC7A1"", ""DPP4"", ""SLAMF1"", ""SART1"", ""PTPN22"", ""EFEMP2"", ""IGFBP2"")"
"4","4","4","","Adhesion","GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION","GO:0022409","Any process that activates or increases the rate or extent of cell adhesion to another cell. [GOC:isa_complete]","GO:0022409","Any process that activates or increases the rate or extent of cell adhesion to another cell. [GOC:isa_complete]","0.466867469879518","1","0.0489954089862481","-0.427450751260171","-1.01780646861592","19","c(""SPTA1"", ""LGALS9"", ""XBP1"", ""SLC7A1"", ""DPP4"", ""SLAMF1"", ""SART1"", ""PTPN22"", ""IGFBP2"")"
"5","5","5","","Adhesion","GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION","GO:1903039","Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion. [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]","GO:1903039","Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion. [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]","0.466867469879518","1","0.0489954089862481","-0.427450751260171","-1.01780646861592","19","c(""SPTA1"", ""LGALS9"", ""XBP1"", ""SLC7A1"", ""DPP4"", ""SLAMF1"", ""SART1"", ""PTPN22"", ""IGFBP2"")"
"6","6","6","","Adhesion","GOBP_REGULATION_OF_CELL_ADHESION","GO:0030155","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix. [GOC:mah]","GO:0030155","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix. [GOC:mah]","0.566433566433566","1","0.0399218624292714","-0.379152959562449","-0.974896302226444","44","c(""SPTA1"", ""GTPBP4"", ""AP1AR"", ""LGALS9"", ""SPINT2"", ""SLK"", ""XBP1"", ""KIF14"", ""SLC7A1"", ""DPP4"", ""PLA2G2F"", ""SLAMF1"", ""KLF4"", ""SART1"", ""PTPN22"", ""EFEMP2"", ""IGFBP2"")"
"7","7","7","","Adhesion","GOBP_REGULATION_OF_CELL_CELL_ADHESION","GO:0022407","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell. [GOC:isa_complete]","GO:0022407","Any process that modulates the frequency, rate or extent of attachment of a cell to another cell. [GOC:isa_complete]","0.299299299299299","1","0.0699458736501659","-0.444895474606441","-1.09439324836796","27","c(""SPTA1"", ""GTPBP4"", ""LGALS9"", ""SPINT2"", ""XBP1"", ""SLC7A1"", ""DPP4"", ""PLA2G2F"", ""SLAMF1"", ""KLF4"", ""SART1"", ""PTPN22"", ""IGFBP2"")"
"8","8","8","","Adhesion","GOCC_ANCHORING_JUNCTION","GO:0070161","A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix. [ISBN:0815332181]","GO:0070161","A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix. [ISBN:0815332181]","0.31968031968032","1","0.0665892104103933","-0.415805134111739","-1.07245889843341","47","c(""RPL8"", ""RPS4X"", ""VANGL2"", ""RPS8"", ""MARVELD3"", ""WNK4"", ""STEAP1"", ""TGFBR1"", ""PARVG"")"
"9","9","9","","Adhesion","GOCC_CELL_SUBSTRATE_JUNCTION","GO:0030055","A cell junction that forms a connection between a cell and the extracellular matrix. [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]","GO:0030055","A cell junction that forms a connection between a cell and the extracellular matrix. [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]","0.254016064257028","1","0.0785029047348687","-0.464121131862515","-1.12695475359252","24","c(""RPL8"", ""RPS4X"", ""RPS8"", ""PARVG"", ""DPP4"", ""RHOB"", ""FLNB"", ""HSPA1B"", ""IL1RL1"", ""INPP5E"")"
"10","10","10","","Adhesion","GOCC_CELL_SURFACE","GO:0009986","The external part of the cell wall and/or plasma membrane. [GOC:jl, GOC:mtg_sensu, GOC:sm]","GO:0009986","The external part of the cell wall and/or plasma membrane. [GOC:jl, GOC:mtg_sensu, GOC:sm]","0.581418581418581","1","0.0387166740042594","-0.378756240236736","-0.966400424290456","38","c(""DNAI2"", ""KCNH2"", ""ITGAL"", ""THBD"", ""TGFBR1"", ""CD8B"", ""CD200R1L"", ""GPR37"", ""SRPX2"", ""DPP4"", ""CD93"", ""SLAMF1"", ""CD200R1"", ""TMPRSS11F"", ""IL1RL1"", ""TF"", ""TNFRSF1A"", ""CCR9"", ""CD40"", ""RAMP3"", ""IL12RB2"", ""GSR"", ""IGSF21"", ""CSF2RA"", ""AZGP1"", ""IL12RB1"", ""OSMR"", ""SELP"", ""BACE1"")"
"11","11","11","","Adhesion","GOCC_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE","GO:0031226","The component of the plasma membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane. [GOC:dos, GOC:mah]","GO:0031226","The component of the plasma membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane. [GOC:dos, GOC:mah]","0.507492507492508","1","0.0449543067640062","-0.376223950532603","-0.997864511245115","80","c(""SPTA1"", ""TMIGD3"", ""ADGRD2"", ""RHD"", ""BOC"", ""STEAP1"", ""CNIH2"", ""SLC10A2"", ""KCNH2"", ""ITGAL"", ""THBD"", ""SLC6A12"", ""TGFBR1"", ""CD8B"", ""TNFSF8"", ""ICAM2"", ""SLC22A1"", ""GPR37"", ""NOX1"", ""ABCC3"", ""GPRC6A"", ""SLC7A1"", ""SLC5A1"")"
"12","12","12","","Adhesion","GOBP_CELL_MATRIX_ADHESION","GO:0007160","The binding of a cell to the extracellular matrix via adhesion molecules. [GOC:hb]","GO:0007160","The binding of a cell to the extracellular matrix via adhesion molecules. [GOC:hb]","0.212788259958071","1","0.0905428948469474","-0.547397292085826","-1.192664649915","10","c(""SLK"", ""ITGAL"", ""PARVG"")"
"13","13","13","","Adhesion","GOBP_CELL_SUBSTRATE_ADHESION","GO:0031589","The attachment of a cell to the underlying substrate via adhesion molecules. [GOC:mah, GOC:pf]","GO:0031589","The attachment of a cell to the underlying substrate via adhesion molecules. [GOC:mah, GOC:pf]","0.18555667001003","1","0.0959206777921745","-0.510339120867769","-1.20368865626461","17","c(""AP1AR"", ""SLK"", ""ITGAL"", ""PARVG"", ""KIF14"")"
"14","14","14","","Adhesion","GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION","GO:0045229","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of external structures that lie outside the plasma membrane and surround the entire cell. [GOC:ai, GOC:dph, GOC:jl, GOC:mah]","GO:0045229","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of external structures that lie outside the plasma membrane and surround the entire cell. [GOC:ai, GOC:dph, GOC:jl, GOC:mah]","0.122367101303912","1","0.122679189568808","-0.53380654323874","-1.25903904768997","17","c(""SPINT2"", ""TGFBR1"", ""OPTC"", ""PBXIP1"", ""MMP27"", ""NOX1"", ""DPP4"", ""CARMIL2"")"
"15","15","15","","Adhesion","GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION","GO:0010810","Any process that modulates the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules. [GOC:dph, GOC:pf, GOC:tb]","GO:0010810","Any process that modulates the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules. [GOC:dph, GOC:pf, GOC:tb]","0.271488469601677","1","0.077274697304471","-0.525591217718012","-1.14515375713581","10","c(""AP1AR"", ""SLK"")"
"16","16","16","","Adhesion","GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX","GO:0062023","An extracellular matrix consisting mainly of proteins (especially collagen) and glycosaminoglycans (mostly as proteoglycans) that provides not only essential physical scaffolding for the cellular constituents but can also initiate crucial biochemical and biomechanical cues required for tissue morphogenesis, differentiation and homeostasis. The components are secreted by cells in the vicinity and form a sheet underlying or overlying cells such as endothelial and epithelial cells. [GOC:BHF, GOC:rph, PMID:21123617]","GO:0062023","An extracellular matrix consisting mainly of proteins (especially collagen) and glycosaminoglycans (mostly as proteoglycans) that provides not only essential physical scaffolding for the cellular constituents but can also initiate crucial biochemical and biomechanical cues required for tissue morphogenesis, differentiation and homeostasis. The components are secreted by cells in the vicinity and form a sheet underlying or overlying cells such as endothelial and epithelial cells. [GOC:BHF, GOC:rph, PMID:21123617]","0.58433734939759","1","0.0387166740042594","-0.391662601836487","-0.951014725773779","24","c(""TGM4"", ""LGALS9"", ""MGP"", ""ANGPT4"", ""SRPX2"", ""CTSC"", ""F9"", ""EFEMP2"", ""PZP"")"
"17","18","18","","Adhesion","GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE","GO:0030312","A structure that lies outside the plasma membrane and surrounds the entire cell or cells. This does not include the periplasmic space. [GOC:go_curators]","GO:0030312","A structure that lies outside the plasma membrane and surrounds the entire cell or cells. This does not include the periplasmic space. [GOC:go_curators]","0.589410589410589","1","0.0380842053196415","-0.386705077071743","-0.963907895011779","30","c(""TFIP11"", ""TGM4"", ""LGALS9"", ""MGP"", ""OPTC"", ""MMP27"", ""ANGPT4"", ""SRPX2"")"
"18","19","19","","Adhesion","GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT","GO:0005201","The action of a molecule that contributes to the structural integrity of the extracellular matrix. [GOC:mah]","GO:0005201","The action of a molecule that contributes to the structural integrity of the extracellular matrix. [GOC:mah]","0.55601233299075","1","0.042077210988939","-0.429864592595159","-0.966483702726386","12","c(""MGP"", ""OPTC"", ""SRPX2"", ""EFEMP2"", ""MFAP2"", ""ENAM"")"
"19","21","21","","Adhesion","GOMF_STRUCTURAL_MOLECULE_ACTIVITY","GO:0005198","The action of a molecule that contributes to the structural integrity of a complex or its assembly within or outside a cell. [GOC:mah, GOC:vw]","GO:0005198","The action of a molecule that contributes to the structural integrity of a complex or its assembly within or outside a cell. [GOC:mah, GOC:vw]","0.374625374625375","1","0.0589694466690997","-0.409487776950266","-1.04687208556936","41","c(""RPL8"", ""SPTA1"", ""RPS4X"", ""RPS8"", ""RPS27A"", ""MGP"", ""OPTC"", ""TUBG2"", ""SRPX2"", ""MRPL49"", ""CYLC2"", ""MYBPC3"")"
"20","23","23","","Adhesion","GOBP_ACTIN_FILAMENT_ORGANIZATION","GO:0007015","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments. Includes processes that control the spatial distribution of actin filaments, such as organizing filaments into meshworks, bundles, or other structures, as by cross-linking. [GOC:mah]","GO:0007015","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments. Includes processes that control the spatial distribution of actin filaments, such as organizing filaments into meshworks, bundles, or other structures, as by cross-linking. [GOC:mah]","0.239719157472417","1","0.0815265143256594","-0.468835592894003","-1.14218402552924","25","c(""SPTA1"", ""AP1AR"", ""NLRP5"", ""TGFBR1"", ""SYNPO2L"", ""RHOB"", ""CARMIL2"", ""CUL3"", ""LMOD1"", ""ARHGAP12"", ""TF"", ""PLEKHG2"", ""PSTPIP2"")"
"21","25","25","","Adhesion","GOBP_CONNECTIVE_TISSUE_DEVELOPMENT","GO:0061448","The progression of a connective tissue over time, from its formation to the mature structure. [GOC:BHF]","GO:0061448","The progression of a connective tissue over time, from its formation to the mature structure. [GOC:BHF]","0.0408163265306122","1","0.224966093540314","-0.607913289228801","-1.38921582765066","13","c(""MGP"", ""LRP5L"", ""TGFBR1"", ""XBP1"", ""PBXIP1"")"
"22","26","26","","Adhesion","GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS","GO:0032970","Any process that modulates the frequency, rate or extent of any cellular process that depends upon or alters the actin cytoskeleton. [GOC:mah]","GO:0032970","Any process that modulates the frequency, rate or extent of any cellular process that depends upon or alters the actin cytoskeleton. [GOC:mah]","0.134538152610442","1","0.116234148779716","-0.507014762509538","-1.22072686974003","22","c(""SPTA1"", ""AP1AR"", ""CDK5R1"", ""TGFBR1"", ""SYNPO2L"", ""RHOB"", ""CARMIL2"", ""MYBPC3"", ""LMOD1"")"
"23","28","28","","Adhesion","GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION","GO:0110053","Any process that modulates the frequency, rate or extent of actin filament organization. [GOC:kmv]","GO:0110053","Any process that modulates the frequency, rate or extent of actin filament organization. [GOC:kmv]","0.10393541876892","1","0.135002033828631","-0.55088840391323","-1.27813593918548","15","c(""SPTA1"", ""AP1AR"", ""TGFBR1"", ""SYNPO2L"", ""CARMIL2"", ""LMOD1"")"
"24","29","29","","Adhesion","GOBP_REGULATION_OF_BINDING","GO:0051098","Any process that modulates the frequency, rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule. [GOC:ai]","GO:0051098","Any process that modulates the frequency, rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule. [GOC:ai]","0.0670670670670671","1","0.170932335370056","-0.515223381950796","-1.27437144072227","28","c(""SPTA1"", ""FMR1"", ""GTPBP4"", ""TFIP11"", ""TGFBR1"", ""HMGB2"", ""PBXIP1"", ""HOPX"", ""TRIM21"", ""SLN"", ""KLF4"", ""EGF"", ""BAMBI"")"
"25","30","30","","Adhesion","GOBP_REGULATION_OF_PROTEIN_BINDING","GO:0043393","Any process that modulates the frequency, rate or extent of protein binding. [GOC:go_curators]","GO:0043393","Any process that modulates the frequency, rate or extent of protein binding. [GOC:go_curators]","0.100405679513185","1","0.138022242496643","-0.562561882844265","-1.29774603459854","14","c(""SPTA1"", ""TFIP11"", ""TGFBR1"", ""HOPX"", ""TRIM21"")"
"26","35","35","","Adhesion","GOCC_APICAL_JUNCTION_COMPLEX","GO:0043296","A functional unit located near the cell apex at the points of contact between epithelial cells, which in vertebrates is composed of the tight junction, the zonula adherens, and desmosomes and in some invertebrates, such as Drosophila, is composed of the subapical complex (SAC), the zonula adherens and the septate junction. Functions in the regulation of cell polarity, tissue integrity and intercellular adhesion and permeability. [GOC:go_curators, GOC:kmv, PMID:12525486, PMID:15196556]","GO:0043296","A functional unit located near the cell apex at the points of contact between epithelial cells, which in vertebrates is composed of the tight junction, the zonula adherens, and desmosomes and in some invertebrates, such as Drosophila, is composed of the subapical complex (SAC), the zonula adherens and the septate junction. Functions in the regulation of cell polarity, tissue integrity and intercellular adhesion and permeability. [GOC:go_curators, GOC:kmv, PMID:12525486, PMID:15196556]","0.428571428571429","1","0.0540088272801684","-0.461242506418516","-1.03703206343864","12","c(""MARVELD3"", ""WNK4"", ""TGFBR1"")"
"27","37","37","","Adhesion","GOCC_CELL_LEADING_EDGE","GO:0031252","The area of a motile cell closest to the direction of movement. [GOC:pg]","GO:0031252","The area of a motile cell closest to the direction of movement. [GOC:pg]","0.965863453815261","1","0.00918593980608508","-0.261628034616868","-0.61894617839652","18","c(""SLK"", ""DPP4"", ""CARMIL2"", ""INPP5E"", ""SSX2IP"", ""CDH1"", ""CTNNB1"", ""GABRG1"", ""CIB1"", ""SH3YL1"")"
"28","38","38","","Adhesion","GOCC_CONTRACTILE_FIBER","GO:0043292","Fibers, composed of actin, myosin, and associated proteins, found in cells of smooth or striated muscle. [GOC:go_curators, ISBN:0815316194]","GO:0043292","Fibers, composed of actin, myosin, and associated proteins, found in cells of smooth or striated muscle. [GOC:go_curators, ISBN:0815316194]","0.817269076305221","1","0.0218679438176212","-0.341874807699628","-0.819428708996866","21","c(""CDK5R1"", ""SYNPO2L"", ""MYZAP"", ""MYBPC3"", ""LMOD1"", ""FLNB"")"
"29","41","41","","Adhesion","GOCC_TIGHT_JUNCTION","GO:0070160","A cell-cell junction that seals cells together in an epithelium in a way that prevents even small molecules from leaking from one side of the sheet to the other. [ISBN:0815332181]","GO:0070160","A cell-cell junction that seals cells together in an epithelium in a way that prevents even small molecules from leaking from one side of the sheet to the other. [ISBN:0815332181]","0.168763102725367","1","0.104343952581949","-0.561360954033616","-1.22308855998777","10","c(""MARVELD3"", ""WNK4"", ""TGFBR1"")"
"30","42","42","","Adhesion","GOMF_ACTIN_BINDING","GO:0003779","Binding to monomeric or multimeric forms of actin, including actin filaments. [GOC:clt]","GO:0003779","Binding to monomeric or multimeric forms of actin, including actin filaments. [GOC:clt]","0.0683417085427136","1","0.169570644405628","-0.541177137741333","-1.29279360148703","20","c(""SPTA1"", ""VASH2"", ""CDK5R1"", ""PARVG"", ""SYNPO2L"", ""MYBPC3"", ""LMOD1"", ""FLNB"")"
"31","43","43","","Adhesion","GOCC_ACTIN_CYTOSKELETON","GO:0015629","The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes. [GOC:jl, ISBN:0395825172, ISBN:0815316194]","GO:0015629","The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes. [GOC:jl, ISBN:0395825172, ISBN:0815316194]","0.364457831325301","1","0.0605092988656667","-0.438862547110084","-1.06562317396472","24","c(""SPTA1"", ""PARVG"", ""SYNPO2L"", ""CARMIL2"", ""TAF5"", ""MYZAP"", ""LMOD1"", ""CENPQ"", ""FLNB"")"
"32","44","44","","Adhesion","GOMF_CELL_ADHESION_MOLECULE_BINDING","GO:0050839","Binding to a cell adhesion molecule. [GOC:ai]","GO:0050839","Binding to a cell adhesion molecule. [GOC:ai]","0.0560560560560561","1","0.188204146308491","-0.523091530497609","-1.28674682465911","27","c(""TAGLN2"", ""CDK5R1"", ""SLK"", ""ATIC"", ""ITGAL"", ""PTN"", ""EIF2S3"", ""ICAM2"", ""EEF1G"")"
"33","45","45","","Cilia","GOBP_CILIUM_MOVEMENT","GO:0003341","The directed, self-propelled movement of a cilium. [GOC:dph, GOC:jl]","GO:0003341","The directed, self-propelled movement of a cilium. [GOC:dph, GOC:jl]","0.811320754716981","1","0.0247086313801197","-0.357238542678829","-0.77834835429436","10","c(""DNAI2"", ""MNS1"")"
"34","48","48","","Cilia","GOBP_CELL_PROJECTION_ASSEMBLY","GO:0030031","Formation of a prolongation or process extending from a cell, e.g. a flagellum or axon. [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]","GO:0030031","Formation of a prolongation or process extending from a cell, e.g. a flagellum or axon. [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]","0.331668331668332","1","0.0647943366000727","-0.425959475397539","-1.0769177211416","35","c(""FMR1"", ""TCTN2"", ""VANGL2"", ""BBS5"", ""DNAI2"", ""TGFBR1"", ""PARVG"", ""DEF8"", ""MNS1"", ""CARMIL2"")"
"35","49","49","","Cilia","GOBP_CELL_PROJECTION_ORGANIZATION","GO:0030030","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon. [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]","GO:0030030","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon. [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]","0.874125874125874","1","0.0173129588067077","-0.323602551261762","-0.856618119296254","77","c(""VASH2"", ""FMR1"", ""TCTN2"", ""VANGL2"", ""BOC"", ""BBS5"", ""DNAI2"", ""CDK5R1"", ""TGFBR1"", ""PARVG"", ""PTN"", ""ST8SIA2"", ""GPR37"", ""DEF8"", ""MNS1"")"
"36","51","51","","Cilia","GOBP_CILIUM_ORGANIZATION","GO:0044782","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole. [GOC:cilia, GOC:jl]","GO:0044782","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole. [GOC:cilia, GOC:jl]","0.466867469879518","1","0.0489954089862481","-0.417346909144948","-1.01338002273375","24","c(""TCTN2"", ""VANGL2"", ""BBS5"", ""DNAI2"")"
"37","52","52","","Cilia","GOBP_MICROTUBULE_BASED_MOVEMENT","GO:0007018","A microtubule-based process that results in the movement of organelles, other microtubules, or other cellular components.  Examples include motor-driven movement along microtubules and movement driven by polymerization or depolymerization of microtubules. [GOC:cjm, ISBN:0815316194]","GO:0007018","A microtubule-based process that results in the movement of organelles, other microtubules, or other cellular components.  Examples include motor-driven movement along microtubules and movement driven by polymerization or depolymerization of microtubules. [GOC:cjm, ISBN:0815316194]","0.682730923694779","1","0.0313490001730997","-0.373612174375566","-0.904066686549161","23","c(""DNAI2"", ""CNIH2"", ""KIF14"", ""MNS1"", ""DYNLRB1"", ""SLC9C1"", ""SNAPIN"", ""SSX2IP"", ""IFT52"", ""DYNC1I2"", ""CCDC39"", ""TRAF3IP1"")"
"38","53","53","","Cilia","GOBP_MICROTUBULE_BASED_PROCESS","GO:0007017","Any cellular process that depends upon or alters the microtubule cytoskeleton, that part of the cytoskeleton comprising microtubules and their associated proteins. [GOC:mah]","GO:0007017","Any cellular process that depends upon or alters the microtubule cytoskeleton, that part of the cytoskeleton comprising microtubules and their associated proteins. [GOC:mah]","0.674325674325674","1","0.0317090865085553","-0.358158689436463","-0.934763289823703","57","c(""MYBL2"", ""DNAI2"", ""CNIH2"", ""ATF5"", ""CDK5R1"", ""SLK"", ""NLRP5"", ""SKA1"", ""KIF14"", ""MNS1"", ""TUBG2"", ""SPC25"", ""GEN1"", ""KATNA1"", ""SPATA7"", ""HSPA1B"", ""CNTROB"", ""DYNLRB1"", ""MAPK15"", ""SLC9C1"", ""SNAPIN"", ""NCKAP5L"", ""SSX2IP"", ""IFT52"", ""SPAG5"", ""TRIM54"", ""DYNC1I2"", ""CCDC39"", ""TRAF3IP1"", ""CTNNB1"", ""GOLGA8B"")"
"39","54","54","","Cilia","GOBP_MICROTUBULE_BASED_TRANSPORT","GO:0099111","A microtubule-based process that results in the transport of organelles, other microtubules, or other cellular components.  Examples include motor-driven movement along microtubules and movement driven by polymerization or depolymerization of microtubules. [GOC:cjm, ISBN:0815316194]","GO:0099111","A microtubule-based process that results in the transport of organelles, other microtubules, or other cellular components.  Examples include motor-driven movement along microtubules and movement driven by polymerization or depolymerization of microtubules. [GOC:cjm, ISBN:0815316194]","0.86815415821501","1","0.0187775930480379","-0.319669519883796","-0.737429720111446","14","c(""CNIH2"", ""SNAPIN"", ""SSX2IP"", ""IFT52"", ""DYNC1I2"", ""CCDC39"", ""TRAF3IP1"")"
"40","56","56","","Cilia","GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION","GO:0000226","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising microtubules and their associated proteins. [GOC:mah]","GO:0000226","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising microtubules and their associated proteins. [GOC:mah]","0.609390609390609","1","0.0365314928349125","-0.372779697917358","-0.956741336004505","43","c(""MYBL2"", ""DNAI2"", ""ATF5"", ""CDK5R1"", ""SLK"", ""NLRP5"", ""SKA1"", ""KIF14"", ""MNS1"", ""TUBG2"", ""SPC25"", ""GEN1"", ""KATNA1"", ""SPATA7"", ""HSPA1B"", ""CNTROB"", ""MAPK15"", ""NCKAP5L"", ""SSX2IP"", ""SPAG5"", ""TRIM54"", ""CCDC39"", ""TRAF3IP1"", ""CTNNB1"", ""GOLGA8B"")"
"41","64","64","","Cilia","GOBP_SPERMATID_DIFFERENTIATION","GO:0048515","The process whose specific outcome is the progression of a spermatid over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. [GOC:dph, GOC:jid]","GO:0048515","The process whose specific outcome is the progression of a spermatid over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. [GOC:dph, GOC:jid]","0.257861635220126","1","0.0799858801499946","-0.531266536522401","-1.15751909436501","10","c(""HMGB2"", ""MNS1"", ""TOPAZ1"", ""GALNTL5"", ""FANCG"")"
"42","66","66","","Cilia","GOCC_CILIARY_BASAL_BODY","GO:0036064","A membrane-tethered, short cylindrical array of microtubules and associated proteins found at the base of a eukaryotic cilium (also called flagellum) that is similar in structure to a centriole and derives from it. The cilium basal body is the site of assembly and remodelling of the cilium and serves as a nucleation site for axoneme growth. As well as anchoring the cilium, it is thought to provide a selective gateway regulating the entry of ciliary proteins and vesicles by intraflagellar transport. [GOC:cilia, GOC:clt, PMID:21750193]","GO:0036064","A membrane-tethered, short cylindrical array of microtubules and associated proteins found at the base of a eukaryotic cilium (also called flagellum) that is similar in structure to a centriole and derives from it. The cilium basal body is the site of assembly and remodelling of the cilium and serves as a nucleation site for axoneme growth. As well as anchoring the cilium, it is thought to provide a selective gateway regulating the entry of ciliary proteins and vesicles by intraflagellar transport. [GOC:cilia, GOC:clt, PMID:21750193]","0.719424460431655","1","0.0299195667151671","-0.380509775158439","-0.855517069220588","12","c(""BBS5"", ""SPATA7"", ""MAPK15"", ""SSX2IP"", ""IFT52"", ""TRAF3IP1"", ""CCDC113"")"
