gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function
AAK1,0.173951633,8.466929224,1.516660137,0.129361838,0.722817991,-4.381113983,Metabolism (other)
AASDH,0.537906493,5.498827346,1.826721373,0.067750462,0.722817991,-4.477172085,NA
ABCA1,0.250663042,7.970447135,1.937911093,0.052642363,0.722817991,-4.126933501,Metabolism or Transport (lipid)
ABCC11,0.355644699,7.246938905,2.186796109,0.028764222,0.722817991,-4.099477353,Transport
ABCF2,-0.504586041,5.373057537,-2.254890355,0.024146565,0.722817991,-4.262973062,NA
ABHD12B,-0.357404781,5.948564105,-1.832587023,0.066872776,0.722817991,-4.362258775,Metabolism or Transport (lipid)
ABHD14A-ACY1,0.64921404,5.354125658,2.051153941,0.040259626,0.722817991,-4.451767334,NA
ABHD14B,0.461036183,5.412301537,1.540914319,0.123346974,0.722817991,-4.528773753,Metabolism or Transport (lipid)
ABHD17B,-0.275099171,6.135205815,-1.51177093,0.130601468,0.722817991,-4.462017165,Metabolism or Transport (lipid)
ABI2,0.389082808,7.224414017,2.385637779,0.017054992,0.722817991,-3.977186315,Motility
ABLIM2,0.16343729,8.954700428,1.549869781,0.121182109,0.722817991,-4.347180349,Motility
AC009336.19,0.595091572,5.700648072,2.099466098,0.035783207,0.722817991,-4.409829078,NA
AC011513.3,0.456467785,6.09506193,1.877194913,0.060499965,0.722817991,-4.418370876,NA
ACACA,0.214150527,8.708491757,1.93119428,0.053467358,0.722817991,-4.056335448,Metabolism or Transport (lipid)
ACACB,0.249280551,7.93790997,1.910840113,0.056033557,0.722817991,-4.150528515,Metabolism or Transport (lipid)
ACAD9,0.359677043,6.420769697,1.737093482,0.082379754,0.722817991,-4.414590616,Metabolism or Transport (lipid)
ACAP3,0.297328561,6.636909006,1.57455772,0.1153679,0.722817991,-4.447222009,Metabolism or Transport (lipid)
ACOXL,0.179003056,9.388050527,1.81534676,0.069479469,0.722817991,-4.11332416,Metabolism or Transport (lipid)
ACSM4,0.616569074,4.868801688,1.820762787,0.068651735,0.722817991,-4.50396897,Metabolism or Transport (lipid)
ACTN2,0.400298441,7.108319223,2.396562686,0.016555045,0.722817991,-3.990548987,NA
ACTN3,-0.344810597,5.689057916,-1.667914988,0.09534184,0.722817991,-4.436492497,NA
ACTR1A,0.309259783,6.58821427,1.57062405,0.116279333,0.722817991,-4.456948142,NA
ACVRL1,-0.534884682,5.454722022,-2.370603542,0.017764629,0.722817991,-4.223471615,NA
ACYP2,0.220148984,9.019673763,2.08790894,0.036813495,0.722817991,-3.883744356,NA
ADAM12,0.16672727,9.194588847,1.642883038,0.100416409,0.722817991,-4.269556288,Metabolism (other)
